actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
54,PT07M37.00S,2023-04-05T23:19:55.1Z,1,REGULAR,foul,personal,['1freethrow'],1630188,,,1610612752,7,14,2023-04-05T23:20:07Z,530000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Robinson 1 FT),"[1630188, 1629011]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,
56,PT07M37.00S,2023-04-05T23:20:10.1Z,1,REGULAR,substitution,out,[],1630188,,,1610612752,7,14,2023-04-05T23:20:16Z,550000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M37.00S,2023-04-05T23:20:10.1Z,1,REGULAR,substitution,in,[],1630543,,,1610612752,7,14,2023-04-05T23:20:16Z,560000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M37.00S,2023-04-05T23:20:35.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629011,,,1610612752,7,14,2023-04-05T23:20:37Z,570000,False,,,0,,MISS M. Robinson Free Throw 1 of 1,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M35.00S,2023-04-05T23:20:37.0Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,7,14,2023-04-05T23:20:37Z,580000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT07M28.00S,2023-04-05T23:20:43.2Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,7,14,2023-04-05T23:20:46Z,590000,False,,,0,,A. Nembhard bad pass TURNOVER (2 TO),"[1629614, 1629011]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Robinson,1629011.0
61,PT07M28.00S,2023-04-05T23:20:43.2Z,1,REGULAR,steal,,[],1629011,,,1610612752,7,14,2023-04-05T23:20:44Z,600000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
62,PT07M18.00S,2023-04-05T23:20:52.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629011,6.521024967148489,50.98039215686274,1610612752,7,16,2023-04-05T23:20:56Z,610000,False,-5.0,9.0,1,left,M. Robinson DUNK (8 PTS) (I. Quickley 3 AST),"[1629011, 1630193]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,,8.0,,,I. Quickley,1630193.0,3.0,,,
64,PT06M58.00S,2023-04-05T23:21:12.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,92.85479632063075,96.56862745098039,1610612754,7,16,2023-04-05T23:21:16Z,630000,False,233.0,15.0,1,right,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,23.33,Missed,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2023-04-05T23:21:15.2Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,7,16,2023-04-05T23:21:16Z,640000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT06M55.00S,2023-04-05T23:21:31.0Z,1,REGULAR,substitution,out,[],1629614,,,1610612752,7,16,2023-04-05T23:21:39Z,660000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M55.00S,2023-04-05T23:21:31.0Z,1,REGULAR,substitution,in,[],204456,,,1610612752,7,16,2023-04-05T23:21:39Z,670000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M46.00S,2023-04-05T23:22:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,7.046649145860711,54.166666666666664,1610612752,7,18,2023-04-05T23:27:07Z,680000,False,-21.0,14.0,1,left,O. Toppin cutting Layup (4 PTS) (I. Quickley 4 AST),"[1630167, 1630193]",1610612752.0,NYK,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,,,,,,4.0,,,I. Quickley,1630193.0,4.0,,,
71,PT06M34.00S,2023-04-05T23:22:12.9Z,1,REGULAR,3pt,Jump Shot,[],1629670,78.40013140604468,89.95098039215686,1610612754,7,18,2023-04-05T23:22:17Z,700000,False,200.0,151.0,1,right,MISS J. Nwora 25' 3PT,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
72,PT06M31.00S,2023-04-05T23:22:15.9Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,7,18,2023-04-05T23:22:17Z,710000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT06M27.00S,2023-04-05T23:22:20.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,34.11629434954008,55.63725490196079,1610612752,7,21,2023-04-05T23:22:24Z,720000,False,-28.0,268.0,1,left,I. Quickley 26' 3PT running pullup (9 PTS),[1630193],1610612752.0,NYK,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,26.97,Made,,,,,,,,,,9.0,,,,,,,,
74,PT06M25.00S,2023-04-05T23:22:25.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,7,21,2023-04-05T23:22:25Z,730000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M25.00S,2023-04-05T23:24:16.1Z,1,REGULAR,substitution,out,[],1631097,,,1610612754,7,21,2023-04-05T23:25:06Z,740000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M25.00S,2023-04-05T23:24:16.1Z,1,REGULAR,substitution,out,[],1629670,,,1610612754,7,21,2023-04-05T23:25:06Z,750000,False,,,0,,SUB out: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M25.00S,2023-04-05T23:24:16.1Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,7,21,2023-04-05T23:25:06Z,760000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M25.00S,2023-04-05T23:24:16.1Z,1,REGULAR,substitution,in,[],1627741,,,1610612754,7,21,2023-04-05T23:25:06Z,770000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M25.00S,2023-04-05T23:24:16.1Z,1,REGULAR,substitution,in,[],1629052,,,1610612754,7,21,2023-04-05T23:25:06Z,780000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M25.00S,2023-04-05T23:24:16.1Z,1,REGULAR,substitution,in,[],1628221,,,1610612754,7,21,2023-04-05T23:25:06Z,790000,False,,,0,,SUB in: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M11.00S,2023-04-05T23:25:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,94.03745072273325,45.588235294117645,1610612754,9,21,2023-04-05T23:25:39Z,800000,False,-22.0,4.0,1,right,T. McConnell driving reverse Layup (2 PTS) (B. Hield 1 AST),"[204456, 1627741]",1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,,,,2.0,,,B. Hield,1627741.0,1.0,,,
83,PT05M59.00S,2023-04-05T23:25:54.8Z,1,REGULAR,foul,personal,['2freethrow'],204456,,,1610612752,9,21,2023-04-05T23:26:01Z,820000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Robinson 2 FT),"[204456, 1629011]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2005.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,
85,PT05M59.00S,2023-04-05T23:26:16.8Z,1,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,9,22,2023-04-05T23:26:35Z,840000,False,,,0,,M. Robinson Free Throw 1 of 2 (9 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
