actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-13T00:10:30.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-13T00:10:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-13T00:10:32.8Z,1,REGULAR,jumpball,recovered,[],203490,,,1610612761,0,0,2022-11-13T00:10:32Z,40000,False,,,0,,Jump Ball S. Barnes vs. M. Turner: Tip to O. Porter Jr.,"[203490, 1630567, 1626167]",1610612761.0,TOR,startperiod,O. Porter Jr.,203490.0,Porter Jr.,O. Porter Jr.,Barnes,1630567.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-11-13T00:10:49.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,18.2161629434954,48.77450980392157,1610612761,0,0,2022-11-13T00:10:53Z,70000,False,6.0,119.0,1,left,MISS G. Trent Jr. 11' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.89,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2022-11-13T00:10:52.3Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,0,0,2022-11-13T00:10:53Z,80000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2022-11-13T00:11:01.2Z,1,REGULAR,turnover,lost ball,[],1629614,,,1610612754,0,0,2022-11-13T00:11:04Z,90000,False,,,0,,A. Nembhard lost ball TURNOVER (1 TO),"[1629614, 1629018]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Trent Jr.,1629018.0,,,,,,,,,,,
10,PT11M28.00S,2022-11-13T00:11:01.2Z,1,REGULAR,steal,,[],1629018,,,1610612761,0,0,2022-11-13T00:11:02Z,100000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M27.00S,2022-11-13T00:11:06.3Z,1,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612761,0,0,2022-11-13T00:11:11Z,110000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[1629614, 1629018]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627541.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,
13,PT11M27.00S,2022-11-13T00:11:26.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629018,,,1610612761,0,1,2022-11-13T00:11:26Z,130000,False,,,0,,G. Trent Jr. Free Throw 1 of 2 (1 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
14,PT11M27.00S,2022-11-13T00:11:41.7Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629018,,,1610612761,0,2,2022-11-13T00:11:41Z,140000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (2 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
15,PT11M17.00S,2022-11-13T00:11:57.5Z,1,REGULAR,3pt,Jump Shot,[],1630169,64.86530880420499,46.81372549019608,1610612754,0,2,2022-11-13T00:12:01Z,150000,False,-16.0,278.0,1,right,MISS T. Haliburton 27' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,27.83,Missed,,,,,,,,,,,,,,,,,,
16,PT11M13.00S,2022-11-13T00:12:00.7Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612754,0,2,2022-11-13T00:12:00Z,160000,False,,,0,,B. Hield REBOUND (Off:1 Def:0),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT11M09.00S,2022-11-13T00:12:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,94.03745072273325,51.225490196078425,1610612754,2,2,2022-11-13T00:12:10Z,170000,False,6.0,4.0,1,right,M. Turner driving Layup (2 PTS) (J. Smith 1 AST),"[1626167, 1630188]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,,,,2.0,J. Smith,1630188.0,1.0,,
19,PT10M49.00S,2022-11-13T00:12:27.1Z,1,REGULAR,turnover,traveling,[],1628384,,,1610612761,2,2,2022-11-13T00:12:33Z,190000,False,,,0,,O. Anunoby traveling TURNOVER (1 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,,,1627541.0,,,,,,,,,,
20,PT10M34.00S,2022-11-13T00:12:52.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,71.04139290407359,19.11764705882353,1610612754,5,2,2022-11-13T00:12:57Z,200000,False,-154.0,220.0,1,right,A. Nembhard 26' 3PT step back (3 PTS),[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,26.85,Made,,,,,,,,,,,,,3.0,,,,,
21,PT10M21.00S,2022-11-13T00:13:05.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,6.783837056504599,62.99019607843137,1610612761,5,4,2022-11-13T00:16:01Z,210000,False,-65.0,11.0,1,left,S. Barnes 6' floating Jump Shot (2 PTS),[1630567],1610612761.0,TOR,floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.6,Made,,,,,,,,,,,,,2.0,,,,,
