actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-07T00:11:57.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-07T00:11:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-01-07T00:11:59.3Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612757,0,0,2023-01-07T00:11:59Z,40000,False,,,0,,Jump Ball J. Nurkic vs. M. Turner: Tip to J. Grant,"[203924, 203994, 1626167]",1610612757.0,POR,startperiod,J. Grant,203924.0,Grant,J. Grant,Nurkic,203994.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2023-01-07T00:12:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,92.72339027595268,47.30392156862745,1610612757,0,2,2023-01-07T00:12:14Z,70000,False,-13.0,16.0,1,right,J. Grant Layup (2 PTS) (J. Nurkic 1 AST),"[203924, 203994]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.09,Made,2.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,,,
9,PT11M48.00S,2023-01-07T00:12:11.9Z,1,REGULAR,foul,personal,['1freethrow'],1627741,,,1610612757,0,2,2023-01-07T00:12:18Z,90000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Grant 1 FT),"[1627741, 203924]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,1.0,0.0,Grant,203924.0,,,,,,,,,
11,PT11M48.00S,2023-01-07T00:12:32.2Z,1,REGULAR,freethrow,1 of 1,[],203924,,,1610612757,0,3,2023-01-07T00:12:32Z,110000,False,,,0,,J. Grant Free Throw 1 of 1 (3 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
12,PT11M38.00S,2023-01-07T00:12:47.3Z,1,REGULAR,3pt,Jump Shot,[],1626167,28.33442838370565,79.90196078431373,1610612754,0,3,2023-01-07T00:12:51Z,120000,False,-150.0,214.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
13,PT11M35.00S,2023-01-07T00:12:50.3Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,0,3,2023-01-07T00:12:51Z,130000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,
14,PT11M29.00S,2023-01-07T00:12:56.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203081,93.77463863337714,26.47058823529412,1610612757,0,5,2023-01-07T00:13:30Z,140000,False,-118.0,6.0,1,right,D. Lillard 11' fadeaway Jump Shot (2 PTS),[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,11.78,Made,2.0,,,,,,,,,,,,,,,,,
15,PT11M10.00S,2023-01-07T00:13:13.9Z,1,REGULAR,2pt,Jump Shot,[],1627741,29.25427069645204,50.49019607843137,1610612754,0,5,2023-01-07T00:13:19Z,150000,False,-2.0,222.0,1,left,MISS B. Hield 22' pullup Shot,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Mid-Range,16-24 Center,22.25,Missed,,,,,,,,,,,,,,,,,,
16,PT11M08.00S,2023-01-07T00:13:15.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,0,5,2023-01-07T00:13:19Z,160000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M59.00S,2023-01-07T00:13:25.8Z,1,REGULAR,3pt,Jump Shot,[],203994,66.83639947437582,32.59803921568628,1610612757,0,5,2023-01-07T00:13:30Z,170000,False,-87.0,259.0,1,right,MISS J. Nurkic 27' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,27.34,Missed,,,,,,,,,,,,,,,,,,
