actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-29T23:10:55.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-29T23:10:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-03-29T23:10:57.7Z,1,REGULAR,jumpball,recovered,[],1630174,,,1610612754,0,0,2023-03-29T23:10:57Z,40000,False,,,0,,Jump Ball I. Jackson vs. B. Lopez: Tip to A. Nesmith,"[1630174, 1630543, 201572]",1610612754.0,IND,startperiod,A. Nesmith,1630174.0,Nesmith,A. Nesmith,Jackson,1630543.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-03-29T23:11:12.1Z,1,REGULAR,3pt,Jump Shot,[],1631097,31.35676741130092,36.029411764705884,1610612754,0,0,2023-03-29T23:11:17Z,70000,False,70.0,242.0,1,left,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-03-29T23:11:15.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2023-03-29T23:11:17Z,80000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-03-29T23:11:26.1Z,1,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612749,0,0,2023-03-29T23:11:30Z,90000,False,,,0,,I. Jackson shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630543, 203507]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,1627541.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
11,PT11M32.00S,2023-03-29T23:11:54.4Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,0,0,2023-03-29T23:11:54Z,110000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
12,PT11M32.00S,2023-03-29T23:11:54.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,0,0,2023-03-29T23:11:54Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
13,PT11M32.00S,2023-03-29T23:11:54.4Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,0,0,2023-03-29T23:12:19Z,130000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M31.00S,2023-03-29T23:11:55.4Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,0,0,2023-03-29T23:12:20Z,140000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
15,PT11M20.00S,2023-03-29T23:12:24.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201950,75.55847568988173,76.49356617647058,1610612749,0,0,2023-03-29T23:12:33Z,150000,False,132.0,177.0,1,right,MISS J. Holiday 22' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,22.13,Missed,,,,,,,,,,,,,,,,,,
