actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
89,PT05M43.00S,2022-10-22T23:23:49.2Z,1,REGULAR,3pt,Jump Shot,[],1630169,93.51182654402102,3.6764705882352944,1610612754,10,22,2022-10-22T23:23:55Z,880000,-232.0,8.0,1,right,MISS T. Haliburton 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
90,PT05M40.00S,2022-10-22T23:23:52.2Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,10,22,2022-10-22T23:24:37Z,890000,,,0,,J. Ivey REBOUND (Off:0 Def:3),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,,,,,,,89.0,3.0,3.0,0.0,,,,,,,,,,
91,PT05M33.00S,2022-10-22T23:24:01.0Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612765,10,22,2022-10-22T23:24:14Z,900000,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Bey 2 FT),"[1631097, 1630180]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,1.0,0.0,Bey,1630180.0,,,
93,PT05M33.00S,2022-10-22T23:24:27.1Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,10,23,2022-10-22T23:24:27Z,920000,,,0,,S. Bey Free Throw 1 of 2 (7 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
94,PT05M33.00S,2022-10-22T23:24:31.6Z,1,REGULAR,substitution,out,[],1630174,,,1610612765,10,23,2022-10-22T23:24:34Z,930000,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M33.00S,2022-10-22T23:24:31.6Z,1,REGULAR,substitution,in,[],1630537,,,1610612765,10,23,2022-10-22T23:24:34Z,940000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M33.00S,2022-10-22T23:24:42.5Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,10,24,2022-10-22T23:24:42Z,950000,,,0,,S. Bey Free Throw 2 of 2 (8 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
97,PT05M21.00S,2022-10-22T23:24:58.2Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612754,10,24,2022-10-22T23:25:03Z,960000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Haliburton 2 FT),"[1630595, 1630169]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,101283.0,2.0,0.0,Haliburton,1630169.0,,,
99,PT05M21.00S,2022-10-22T23:25:22.0Z,1,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,11,24,2022-10-22T23:25:22Z,980000,,,0,,T. Haliburton Free Throw 1 of 2 (7 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
100,PT05M21.00S,2022-10-22T23:25:22.6Z,1,REGULAR,substitution,out,[],1630595,,,1610612754,11,24,2022-10-22T23:25:30Z,990000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M21.00S,2022-10-22T23:25:22.6Z,1,REGULAR,substitution,in,[],1630165,,,1610612754,11,24,2022-10-22T23:25:30Z,1000000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M21.00S,2022-10-22T23:25:40.3Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,12,24,2022-10-22T23:25:40Z,1010000,,,0,,T. Haliburton Free Throw 2 of 2 (8 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
103,PT05M06.00S,2022-10-22T23:25:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,17.0335085413929,45.83333333333333,1610612765,12,24,2022-10-22T23:30:01Z,1020000,21.0,108.0,1,left,MISS J. Ivey 10' turnaround Shot,[1631093],1610612765.0,DET,turnaround,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,10.96,Missed,,,,,,,,,,,,,,,,,,
104,PT05M03.00S,2022-10-22T23:26:00.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,12,24,2022-10-22T23:26:02Z,1030000,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,103.0,5.0,4.0,1.0,,,,,,,,,,
105,PT04M59.00S,2022-10-22T23:26:04.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630537,79.84559789750328,92.64705882352942,1610612754,12,24,2022-10-22T23:26:12Z,1040000,213.0,137.0,1,right,MISS C. Duarte 25' running 3PT,[1630537],1610612754.0,IND,running,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,,
106,PT04M56.00S,2022-10-22T23:26:07.8Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,12,24,2022-10-22T23:26:12Z,1050000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,,105.0,2.0,2.0,0.0,,,,,,,,,,
107,PT04M48.00S,2022-10-22T23:26:15.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,14.536793692509855,36.27450980392157,1610612765,12,24,2022-10-22T23:26:22Z,1060000,69.0,84.0,1,left,MISS B. Bogdanovic 10' turnaround fadeaway Shot,[202711],1610612765.0,DET,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Right,10.85,Missed,,,,,,,,,,,,,,,,,,
108,PT04M44.00S,2022-10-22T23:26:19.5Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,12,24,2022-10-22T23:26:22Z,1070000,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,
109,PT04M40.00S,2022-10-22T23:26:23.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629048,67.23061760840999,60.29411764705882,1610612754,12,24,2022-10-22T23:26:31Z,1080000,51.0,256.0,1,right,MISS G. Bitadze 26' running 3PT,[1629048],1610612754.0,IND,running,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Center,26.06,Missed,,,,,,,,,,,,,,,,,,
110,PT04M37.00S,2022-10-22T23:26:27.1Z,1,REGULAR,rebound,offensive,[],1630169,,,1610612754,12,24,2022-10-22T23:26:27Z,1090000,,,0,,T. Haliburton REBOUND (Off:2 Def:0),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,109.0,2.0,0.0,2.0,,,,,,,,,,
111,PT04M35.00S,2022-10-22T23:26:29.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630537,85.62746386333771,30.637254901960787,1610612754,14,24,2022-10-22T23:26:36Z,1100000,-97.0,83.0,1,right,C. Duarte 12' turnaround Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1630537, 1630169]",1610612754.0,IND,turnaround,,,Duarte,C. Duarte,,,,,Mid-Range,8-16 Left,12.73,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,
113,PT04M15.00S,2022-10-22T23:26:48.5Z,1,REGULAR,3pt,Jump Shot,[],1631093,16.90210249671485,4.901960784313726,1610612765,14,24,2022-10-22T23:26:52Z,1120000,225.0,106.0,1,left,MISS J. Ivey 24' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
114,PT04M12.00S,2022-10-22T23:26:51.6Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,14,24,2022-10-22T23:26:51Z,1130000,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,,,,,113.0,2.0,1.0,1.0,,,,,,,,,,
115,PT04M10.00S,2022-10-22T23:26:53.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,19.66162943495401,92.8921568627451,1610612765,14,24,2022-10-22T23:26:58Z,1140000,-214.0,132.0,1,left,MISS S. Bey 25' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
116,PT04M06.00S,2022-10-22T23:26:57.5Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,14,24,2022-10-22T23:26:58Z,1150000,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,115.0,2.0,2.0,0.0,,,,,,,,,,
117,PT03M57.00S,2022-10-22T23:27:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630188,87.86136662286465,42.64705882352941,1610612754,16,24,2022-10-22T23:32:29Z,1160000,-37.0,62.0,1,right,J. Smith 7' driving floating Jump Shot (6 PTS) (T. Haliburton 2 AST),"[1630188, 1630169]",1610612754.0,IND,driving floating,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,6.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,,,,
119,PT03M47.00S,2022-10-22T23:27:20.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,16,24,2022-10-22T23:27:20Z,1180000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M47.00S,2022-10-22T23:29:32.3Z,1,REGULAR,substitution,out,[],1630188,,,1610612765,16,24,2022-10-22T23:29:52Z,1190000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M47.00S,2022-10-22T23:29:32.3Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,16,24,2022-10-22T23:29:52Z,1200000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M47.00S,2022-10-22T23:29:32.3Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,16,24,2022-10-22T23:29:52Z,1210000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M47.00S,2022-10-22T23:29:32.3Z,1,REGULAR,substitution,in,[],1630678,,,1610612765,16,24,2022-10-22T23:29:52Z,1220000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M47.00S,2022-10-22T23:29:32.3Z,1,REGULAR,substitution,in,[],1631105,,,1610612765,16,24,2022-10-22T23:29:52Z,1230000,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M47.00S,2022-10-22T23:29:32.3Z,1,REGULAR,substitution,in,[],202709,,,1610612765,16,24,2022-10-22T23:29:52Z,1240000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M33.00S,2022-10-22T23:30:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,13.354139290407357,44.6078431372549,1610612765,16,26,2022-10-22T23:30:38Z,1250000,27.0,73.0,1,left,K. Hayes 7' cutting Layup (2 PTS) (B. Bogdanovic 4 AST),"[1630165, 202711]",1610612765.0,DET,cutting,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,7.78,Made,2.0,B. Bogdanovic,202711.0,4.0,,,,,,,,,,,,,,
128,PT03M15.00S,2022-10-22T23:30:52.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612754,16,26,2022-10-22T23:30:58Z,1270000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1630165, 1630169]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1198.0,1.0,0.0,Haliburton,1630169.0,,,
130,PT03M15.00S,2022-10-22T23:31:16.1Z,1,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,17,26,2022-10-22T23:31:16Z,1290000,,,0,,T. Haliburton Free Throw 1 of 2 (9 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
131,PT03M15.00S,2022-10-22T23:31:16.6Z,1,REGULAR,substitution,out,[],202711,,,1610612754,17,26,2022-10-22T23:31:19Z,1300000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M15.00S,2022-10-22T23:31:16.6Z,1,REGULAR,substitution,in,[],1630587,,,1610612754,17,26,2022-10-22T23:31:19Z,1310000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M15.00S,2022-10-22T23:31:30.2Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,18,26,2022-10-22T23:31:30Z,1320000,,,0,,T. Haliburton Free Throw 2 of 2 (10 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
134,PT03M05.00S,2022-10-22T23:31:43.3Z,1,REGULAR,foul,offensive,['inpenalty'],1630587,,,1610612765,18,26,2022-10-22T23:31:51Z,1330000,,,0,,I. Livers offensive FOUL (1 PF),"[1630587, 1630169]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,101283.0,1.0,0.0,Haliburton,1630169.0,,,
136,PT03M05.00S,2022-10-22T23:31:43.3Z,1,REGULAR,turnover,offensive foul,[],1630587,,,1610612765,18,26,2022-10-22T23:31:43Z,1350000,,,0,,I. Livers offensive foul TURNOVER (1 TO),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,101283.0,,,,,1.0,,
137,PT02M48.00S,2022-10-22T23:32:20.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,67.09921156373193,29.166666666666668,1610612754,18,26,2022-10-22T23:32:24Z,1360000,-104.0,257.0,1,right,MISS B. Mathurin 27' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,27.71,Missed,,,,,,,,,,,,,,,,,,
138,PT02M43.00S,2022-10-22T23:32:25.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,18,26,2022-10-22T23:32:24Z,1370000,,,0,,S. Bey REBOUND (Off:0 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,137.0,3.0,3.0,0.0,,,,,,,,,,
139,PT02M36.00S,2022-10-22T23:32:32.5Z,1,REGULAR,foul,personal,[],1629048,,,1610612765,18,26,2022-10-22T23:32:42Z,1380000,,,0,,G. Bitadze personal FOUL (1 PF),"[1629048, 1630165]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,101283.0,1.0,0.0,Hayes,1630165.0,,,
141,PT02M36.00S,2022-10-22T23:32:39.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612765,18,26,2022-10-22T23:32:43Z,1400000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M36.00S,2022-10-22T23:32:39.5Z,1,REGULAR,substitution,in,[],204456,,,1610612765,18,26,2022-10-22T23:32:43Z,1410000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M24.00S,2022-10-22T23:33:06.9Z,1,REGULAR,3pt,Jump Shot,[],202709,37.00722733245729,62.745098039215684,1610612765,18,26,2022-10-22T23:33:14Z,1420000,-64.0,295.0,1,left,MISS C. Joseph 30' pullup 3PT,[202709],1610612765.0,DET,pullup,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Center,30.22,Missed,,,,,,,,,,,,,,,,,,
144,PT02M19.00S,2022-10-22T23:33:11.9Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,18,26,2022-10-22T23:33:12Z,1430000,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,
145,PT02M19.00S,2022-10-22T23:33:11.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,18,28,2022-10-22T23:33:15Z,1440000,0.0,0.0,1,left,J. Duren tip DUNK (2 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
146,PT02M06.00S,2022-10-22T23:33:25.3Z,1,REGULAR,turnover,traveling,[],204456,,,1610612754,18,28,2022-10-22T23:33:32Z,1450000,,,0,,T. McConnell traveling TURNOVER (1 TO),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,201639.0,,,,,1.0,,
147,PT01M46.00S,2022-10-22T23:34:06.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631097,,,1610612765,18,28,2022-10-22T23:34:11Z,1460000,,,0,,B. Mathurin shooting personal FOUL (2 PF) (Joseph 2 FT),"[1631097, 202709]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101283.0,2.0,0.0,Joseph,202709.0,,,
149,PT01M46.00S,2022-10-22T23:34:33.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202709,,,1610612765,18,29,2022-10-22T23:34:33Z,1480000,,,0,,C. Joseph Free Throw 1 of 2 (1 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
150,PT01M46.00S,2022-10-22T23:34:34.5Z,1,REGULAR,substitution,out,[],1631097,,,1610612765,18,29,2022-10-22T23:34:36Z,1490000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M46.00S,2022-10-22T23:34:34.5Z,1,REGULAR,substitution,in,[],1629614,,,1610612765,18,29,2022-10-22T23:34:36Z,1500000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M46.00S,2022-10-22T23:34:54.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202709,,,1610612765,18,30,2022-10-22T23:34:54Z,1510000,,,0,,C. Joseph Free Throw 2 of 2 (2 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
153,PT01M27.00S,2022-10-22T23:35:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.9862023653088,47.30392156862745,1610612754,18,30,2022-10-22T23:35:22Z,1520000,-13.0,13.0,1,right,MISS T. McConnell driving reverse Layup,[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,,,,,,,,,,
154,PT01M27.00S,2022-10-22T23:35:15.4Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612754,18,30,2022-10-22T23:35:22Z,1530000,,,0,,G. Bitadze REBOUND (Off:1 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,153.0,3.0,2.0,1.0,,,,,,,,,,
155,PT01M27.00S,2022-10-22T23:35:19.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629048,94.40999984741211,50.0,1610612754,20,30,2022-10-22T23:35:41Z,1540000,0.0,0.0,1,right,G. Bitadze tip Layup (2 PTS),[1629048],1610612754.0,IND,tip,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
156,PT01M27.00S,2022-10-22T23:35:21.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202709,,,1610612754,20,30,2022-10-22T23:35:25Z,1550000,,,0,,C. Joseph shooting personal FOUL (1 PF) (Bitadze 1 FT),"[202709, 1629048]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1198.0,1.0,0.0,Bitadze,1629048.0,,,
158,PT01M27.00S,2022-10-22T23:35:46.6Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629048,,,1610612754,21,30,2022-10-22T23:35:46Z,1570000,,,0,,G. Bitadze Free Throw 1 of 1 (3 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
159,PT01M14.00S,2022-10-22T23:36:02.3Z,1,REGULAR,2pt,Jump Shot,[],202709,7.703679369250986,73.2843137254902,1610612765,21,32,2022-10-22T23:39:21Z,1580000,-116.0,20.0,1,left,C. Joseph 11' driving floating bank Jump Shot (4 PTS),[202709],1610612765.0,DET,driving floating bank,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Left,11.81,Made,4.0,,,,,,,,,,,,,,,,,
160,PT01M01.00S,2022-10-22T23:36:14.3Z,1,REGULAR,3pt,Jump Shot,[],1630537,68.54467805519053,30.88235294117647,1610612754,21,32,2022-10-22T23:36:20Z,1590000,-96.0,243.0,1,right,MISS C. Duarte 26' pullup 3PT,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
161,PT00M59.60S,2022-10-22T23:36:15.7Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612754,21,32,2022-10-22T23:36:20Z,1600000,,,0,,G. Bitadze REBOUND (Off:2 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,160.0,4.0,2.0,2.0,,,,,,,,,,
162,PT00M59.60S,2022-10-22T23:36:18.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629048,94.40999984741211,50.0,1610612754,23,32,2022-10-22T23:36:22Z,1610000,0.0,0.0,1,right,G. Bitadze tip Layup (5 PTS),[1629048],1610612754.0,IND,tip,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,,,,,,,,,,,,,,,,,
163,PT00M45.50S,2022-10-22T23:36:34.8Z,1,REGULAR,3pt,Jump Shot,[],1630587,9.543363994743759,2.450980392156863,1610612765,23,35,2022-10-22T23:36:39Z,1620000,238.0,37.0,1,left,I. Livers 24' 3PT  (3 PTS) (K. Hayes 1 AST),"[1630587, 1630165]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Right Corner 3,24+ Right,24.06,Made,3.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,,
165,PT00M29.00S,2022-10-22T23:36:57.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612754,23,35,2022-10-22T23:37:03Z,1640000,,,0,,C. Joseph shooting personal FOUL (2 PF) (Duarte 2 FT),"[202709, 1630537]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1198.0,2.0,0.0,Duarte,1630537.0,,,
167,PT00M29.00S,2022-10-22T23:37:18.8Z,1,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,24,35,2022-10-22T23:37:18Z,1660000,,,0,,C. Duarte Free Throw 1 of 2 (3 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
168,PT00M29.00S,2022-10-22T23:37:34.8Z,1,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,25,35,2022-10-22T23:37:34Z,1670000,,,0,,C. Duarte Free Throw 2 of 2 (4 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
169,PT00M27.40S,2022-10-22T23:37:38.5Z,1,REGULAR,turnover,bad pass,[],1630587,,,1610612765,25,35,2022-10-22T23:38:32Z,1680000,,,0,,I. Livers bad pass TURNOVER (2 TO),"[1630587, 204456]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,2.0,McConnell,204456.0
176,PT00M27.40S,2022-10-22T23:37:38.5Z,1,REGULAR,steal,,[],204456,,,1610612754,25,35,2022-10-22T23:38:32Z,1690000,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
172,PT00M08.00S,2022-10-22T23:38:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630678,92.59198423127464,55.14705882352941,1610612754,25,35,2022-10-22T23:38:22Z,1710000,26.0,17.0,1,right,MISS T. Taylor driving Layup - blocked,"[1630678, 1631105]",1610612754.0,IND,driving,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,Duren,1631105.0,,,,,,,,
