actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-11-24T00:10:32.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-24T00:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-11-24T00:10:33.8Z,1,REGULAR,jumpball,recovered,[],1626157,,,1610612750,0,0,2022-11-24T00:10:33Z,40000,False,,,0,,Jump Ball R. Gobert vs. M. Turner: Tip to K. Towns,"[1626157, 203497, 1626167]",1610612750.0,MIN,startperiod,K. Towns,1626157.0,Towns,K. Towns,Gobert,203497.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2022-11-24T00:10:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,8.09789750328515,50.73529411764706,1610612750,0,0,2022-11-24T00:10:57Z,70000,False,-4.0,24.0,1,left,MISS R. Gobert Layup - blocked,"[203497, 1630188]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.39,Missed,Smith,1630188.0,,,,,,,,,,,,,,,,
8,PT11M48.00S,2022-11-24T00:10:43.5Z,1,REGULAR,block,,[],1630188,,,1610612750,0,0,2022-11-24T00:10:46Z,80000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M44.00S,2022-11-24T00:10:47.5Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,0,0,2022-11-24T00:13:15Z,90000,False,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,
10,PT11M37.00S,2022-11-24T00:10:53.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,6.915243101182654,2.450980392156863,1610612750,0,3,2022-11-24T00:11:00Z,100000,False,238.0,13.0,1,left,J. McDaniels 3PT  (3 PTS) (D. Russell 1 AST),"[1630183, 1626156]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.8,Made,,,,,,,3.0,D. Russell,1626156.0,1.0,,,,,,,,
12,PT11M15.00S,2022-11-24T00:11:16.7Z,1,REGULAR,3pt,Jump Shot,[],1630188,68.28186596583443,78.43137254901961,1610612754,0,3,2022-11-24T00:11:21Z,120000,False,142.0,246.0,1,right,MISS J. Smith 28' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,28.39,Missed,,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2022-11-24T00:11:20.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,3,2022-11-24T00:11:21Z,130000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M03.00S,2022-11-24T00:11:28.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.601182654402102,50.0,1610612750,0,5,2022-11-24T00:11:32Z,140000,False,0.0,0.0,1,left,R. Gobert cutting DUNK (2 PTS) (D. Russell 2 AST),"[203497, 1626156]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.02,Made,,,,,,,2.0,D. Russell,1626156.0,2.0,,,,,,,,
17,PT10M48.00S,2022-11-24T00:11:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,89.96386333771353,53.431372549019606,1610612754,0,5,2022-11-24T00:11:57Z,170000,False,17.0,42.0,1,right,MISS A. Nesmith driving floating Shot,[1630174],1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,,,,,,,,
