shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,jerseyNumber,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
05:22,84,PT05M22.00S,2022-12-15T00:23:44.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,11,17,2022-12-15T00:23:50Z,840000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,202007.0,,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
05:11,85,PT05M11.00S,2022-12-15T00:24:01.9Z,1,REGULAR,turnover,bad pass,[],1626167,,,1610612754,11,17,2022-12-15T00:24:08Z,850000,False,,,0,,M. Turner bad pass TURNOVER (1 TO),"[1626167, 1629673]",1610612754.0,IND,,33,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Poole,1629673.0,,,,,,
05:11,86,PT05M11.00S,2022-12-15T00:24:01.9Z,1,REGULAR,steal,,[],1629673,,,1610612744,11,17,2022-12-15T00:24:03Z,860000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,3,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
05:02,87,PT05M02.00S,2022-12-15T00:24:11.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,7.178055190538765,3.431372549019608,1610612744,11,20,2022-12-15T00:24:15Z,870000,False,233.0,15.0,1,left,S. Curry 3PT  (13 PTS) (J. Poole 2 AST),"[201939, 1629673]",1610612744.0,GSW,,30,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,23.33,Made,13.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,,
04:53,89,PT04M53.00S,2022-12-15T00:24:20.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,70.77858081471747,75.73529411764706,1610612754,11,20,2022-12-15T00:24:27Z,890000,False,129.0,222.0,1,right,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612754.0,IND,,0,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,
04:50,90,PT04M50.00S,2022-12-15T00:24:23.7Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,11,20,2022-12-15T00:24:24Z,900000,False,,,0,,J. Poole REBOUND (Off:2 Def:1),[1629673],1610612744.0,GSW,,3,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,89.0,3.0,1.0,2.0,,,,,,,,,
04:37,91,PT04M37.00S,2022-12-15T00:24:36.6Z,1,REGULAR,3pt,Jump Shot,[],201939,33.98488830486202,34.31372549019608,1610612744,11,20,2022-12-15T00:24:41Z,910000,False,78.0,267.0,1,left,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,,30,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,27.83,Missed,,,,,,,,,,,,,,,,,
04:33,92,PT04M33.00S,2022-12-15T00:24:40.6Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,11,20,2022-12-15T00:24:41Z,920000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,33,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,
04:25,93,PT04M25.00S,2022-12-15T00:24:48.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,71.43561103810775,77.20588235294117,1610612754,11,20,2022-12-15T00:24:52Z,930000,False,136.0,216.0,1,right,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,33,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,
04:22,94,PT04M22.00S,2022-12-15T00:24:51.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,11,20,2022-12-15T00:24:52Z,940000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,30,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,
04:14,95,PT04M14.00S,2022-12-15T00:24:58.5Z,1,REGULAR,3pt,Jump Shot,[],1628978,26.363337713534822,18.627450980392158,1610612744,11,20,2022-12-15T00:25:02Z,950000,False,157.0,195.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612744.0,GSW,,0,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,
04:14,96,PT04M14.00S,2022-12-15T00:24:58.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,11,20,2022-12-15T00:25:02Z,960000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,95.0,,,,,,,,,,,,
04:14,98,PT04M14.00S,2022-12-15T00:25:06.2Z,1,REGULAR,substitution,out,[],1629673,,,1610612754,11,20,2022-12-15T00:25:25Z,980000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,3,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
04:14,99,PT04M14.00S,2022-12-15T00:25:06.2Z,1,REGULAR,substitution,out,[],203110,,,1610612754,11,20,2022-12-15T00:25:25Z,990000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,23,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
04:14,100,PT04M14.00S,2022-12-15T00:25:06.2Z,1,REGULAR,substitution,in,[],1629660,,,1610612754,11,20,2022-12-15T00:25:25Z,1000000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,10,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
04:14,101,PT04M14.00S,2022-12-15T00:25:06.2Z,1,REGULAR,substitution,in,[],1630237,,,1610612754,11,20,2022-12-15T00:25:25Z,1010000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,40,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
04:01,102,PT04M01.00S,2022-12-15T00:25:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.9862023653088,45.588235294117645,1610612754,13,20,2022-12-15T00:25:39Z,1020000,False,-22.0,13.0,1,right,B. Mathurin driving finger roll Layup (2 PTS) (M. Turner 1 AST),"[1631097, 1626167]",1610612754.0,IND,,00,driving finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.58,Made,2.0,M. Turner,1626167.0,1.0,,,,,,,,,,,,,
03:43,103,PT03M43.00S,2022-12-15T00:25:55.9Z,1,REGULAR,turnover,traveling,[],1630237,,,1610612744,13,20,2022-12-15T00:26:04Z,1030000,False,,,0,,A. Lamb traveling TURNOVER (1 TO),[1630237],1610612744.0,GSW,204059.0,40,,,,Lamb,A. Lamb,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1.0,,,,,,,,
03:43,104,PT03M43.00S,2022-12-15T00:25:58.1Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,13,20,2022-12-15T00:26:10Z,1040000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,23,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
03:43,105,PT03M43.00S,2022-12-15T00:25:58.1Z,1,REGULAR,substitution,out,[],1628978,,,1610612754,13,20,2022-12-15T00:26:10Z,1050000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,0,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
03:43,106,PT03M43.00S,2022-12-15T00:25:58.1Z,1,REGULAR,substitution,out,[],1626172,,,1610612754,13,20,2022-12-15T00:26:10Z,1060000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,5,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
03:43,107,PT03M43.00S,2022-12-15T00:25:58.1Z,1,REGULAR,substitution,in,[],1629052,,,1610612754,13,20,2022-12-15T00:26:10Z,1070000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,12,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
03:43,108,PT03M43.00S,2022-12-15T00:25:58.1Z,1,REGULAR,substitution,in,[],1630228,,,1610612754,13,20,2022-12-15T00:26:10Z,1080000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,00,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
03:43,109,PT03M43.00S,2022-12-15T00:25:58.1Z,1,REGULAR,substitution,in,[],203210,,,1610612754,13,20,2022-12-15T00:26:10Z,1090000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,1,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
03:30,111,PT03M30.00S,2022-12-15T00:26:27.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626167,93.24901445466492,52.450980392156865,1610612754,15,20,2022-12-15T00:26:32Z,1100000,False,12.0,11.0,1,right,M. Turner driving finger roll Layup (8 PTS),[1626167],1610612754.0,IND,,33,driving finger roll,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.65,Made,8.0,,,,,,,,,,,,,,,,
03:21,113,PT03M21.00S,2022-12-15T00:26:39.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612744,15,20,2022-12-15T00:26:48Z,1120000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,0,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
03:21,114,PT03M21.00S,2022-12-15T00:26:39.5Z,1,REGULAR,substitution,out,[],1629614,,,1610612744,15,20,2022-12-15T00:26:48Z,1130000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,2,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,
03:21,115,PT03M21.00S,2022-12-15T00:26:39.5Z,1,REGULAR,substitution,in,[],204456,,,1610612744,15,20,2022-12-15T00:26:48Z,1140000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,9,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
03:21,116,PT03M21.00S,2022-12-15T00:26:39.5Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,15,20,2022-12-15T00:26:48Z,1150000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,24,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
03:21,117,PT03M21.00S,2022-12-15T00:26:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,15,20,2022-12-15T00:26:50Z,1160000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:21,118,PT03M21.00S,2022-12-15T00:29:14.2Z,1,REGULAR,substitution,out,[],1626167,,,1610612744,15,20,2022-12-15T00:29:35Z,1170000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,33,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
03:21,119,PT03M21.00S,2022-12-15T00:29:14.2Z,1,REGULAR,substitution,in,[],1630188,,,1610612744,15,20,2022-12-15T00:29:35Z,1180000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,25,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
03:15,120,PT03M15.00S,2022-12-15T00:29:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.915243101182654,44.85294117647059,1610612744,15,22,2022-12-15T00:29:55Z,1190000,False,26.0,13.0,1,left,S. Curry driving finger roll Layup (15 PTS) (T. Jerome 1 AST),"[201939, 1629660]",1610612744.0,GSW,,30,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.86,Made,15.0,T. Jerome,1629660.0,1.0,,,,,,,,,,,,,
03:02,122,PT03M02.00S,2022-12-15T00:30:03.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,67.7562417871222,49.754901960784316,1610612754,18,22,2022-12-15T00:30:07Z,1210000,False,-1.0,251.0,1,right,B. Hield 25' 3PT  (5 PTS) (T. McConnell 1 AST),"[1627741, 204456]",1610612754.0,IND,,24,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.06,Made,5.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,
02:47,124,PT02M47.00S,2022-12-15T00:30:21.8Z,1,REGULAR,foul,offensive,[],201939,,,1610612744,18,22,2022-12-15T00:30:30Z,1230000,False,,,0,,S. Curry offensive FOUL (2 PF),"[201939, 204456]",1610612744.0,GSW,202007.0,30,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,2.0,0.0,McConnell,204456.0,,
02:47,126,PT02M47.00S,2022-12-15T00:30:21.8Z,1,REGULAR,turnover,offensive foul,[],201939,,,1610612744,18,22,2022-12-15T00:30:21Z,1250000,False,,,0,,S. Curry offensive foul TURNOVER (1 TO),[201939],1610612744.0,GSW,202007.0,30,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,,,,,,,,
02:40,127,PT02M40.00S,2022-12-15T00:30:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627741,93.24901445466492,53.92156862745098,1610612754,20,22,2022-12-15T00:30:51Z,1260000,False,20.0,11.0,1,right,B. Hield driving finger roll Layup (7 PTS) (T. McConnell 2 AST),"[1627741, 204456]",1610612754.0,IND,,24,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.25,Made,7.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,,
02:22,129,PT02M22.00S,2022-12-15T00:30:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,6.783837056504599,46.07843137254902,1610612744,20,22,2022-12-15T00:31:02Z,1280000,False,20.0,11.0,1,left,MISS J. Kuminga driving finger roll Layup,[1630228],1610612744.0,GSW,,00,driving finger roll,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,
02:20,130,PT02M20.00S,2022-12-15T00:31:00.4Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,20,22,2022-12-15T00:31:02Z,1290000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,25,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,
02:08,131,PT02M08.00S,2022-12-15T00:31:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,92.85479632063075,43.872549019607845,1610612754,20,22,2022-12-15T00:34:47Z,1300000,False,-31.0,15.0,1,right,MISS O. Brissett driving Layup,[1629052],1610612754.0,IND,,12,driving,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,,,,,,,,,,,,
02:05,132,PT02M05.00S,2022-12-15T00:31:16.0Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612744,20,22,2022-12-15T00:31:52Z,1310000,False,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612744.0,GSW,,10,,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,
01:57,135,PT01M57.00S,2022-12-15T00:31:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630237,7.966491458607096,45.09803921568628,1610612744,20,24,2022-12-15T00:31:29Z,1340000,False,25.0,22.0,1,left,A. Lamb driving reverse Layup (2 PTS),[1630237],1610612744.0,GSW,,40,driving reverse,,,Lamb,A. Lamb,,,,,Restricted Area,0-8 Center,3.32,Made,2.0,,,,,,,,,,,,,,,,
01:41,136,PT01M41.00S,2022-12-15T00:31:39.8Z,1,REGULAR,3pt,Jump Shot,[],1630188,66.17936925098554,45.09803921568628,1610612754,20,24,2022-12-15T00:31:44Z,1350000,False,-25.0,265.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612754.0,IND,,25,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,26.65,Missed,,,,,,,,,,,,,,,,,
01:38,137,PT01M38.00S,2022-12-15T00:31:42.8Z,1,REGULAR,rebound,defensive,[],1630237,,,1610612744,20,24,2022-12-15T00:31:44Z,1360000,False,,,0,,A. Lamb REBOUND (Off:0 Def:1),[1630237],1610612744.0,GSW,,40,,,,Lamb,A. Lamb,,,,,Above the Break 3,24+ Center,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,
01:27,138,PT01M27.00S,2022-12-15T00:31:56.2Z,1,REGULAR,turnover,traveling,[],1629660,,,1610612744,20,24,2022-12-15T00:32:00Z,1370000,False,,,0,,T. Jerome traveling TURNOVER (1 TO),[1629660],1610612744.0,GSW,204059.0,10,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,,,,,,
01:09,139,PT01M09.00S,2022-12-15T00:32:28.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627741,77.61169513797634,31.127450980392158,1610612754,22,24,2022-12-15T00:32:34Z,1380000,False,-94.0,158.0,1,right,B. Hield 18' fadeaway Jump Shot (9 PTS),[1627741],1610612754.0,IND,,24,fadeaway,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left Center,18.41,Made,9.0,,,,,,,,,,,,,,,,
00:55,140,PT00M55.90S,2022-12-15T00:32:43.2Z,1,REGULAR,foul,personal,[],1627741,,,1610612744,22,24,2022-12-15T00:32:53Z,1390000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 201939]",1610612754.0,IND,1626301.0,24,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1.0,0.0,Curry,201939.0,,
00:48,142,PT00M48.20S,2022-12-15T00:33:08.3Z,1,REGULAR,3pt,Jump Shot,[],201939,15.456636005256241,96.32352941176471,1610612744,22,24,2022-12-15T00:33:12Z,1410000,False,-232.0,93.0,1,left,MISS S. Curry 24' pullup 3PT,[201939],1610612744.0,GSW,,30,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left,24.95,Missed,,,,,,,,,,,,,,,,,
00:44,143,PT00M44.70S,2022-12-15T00:33:11.8Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,22,24,2022-12-15T00:33:12Z,1420000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,25,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left,,,,,,,142.0,2.0,2.0,0.0,,,,,,,,,
00:40,144,PT00M40.60S,2022-12-15T00:33:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",204456,92.9862023653088,45.83333333333333,1610612754,24,24,2022-12-15T00:33:21Z,1430000,False,-21.0,13.0,1,right,T. McConnell running finger roll Layup (2 PTS),[204456],1610612754.0,IND,,9,running finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.47,Made,2.0,,,,,,,,,,,,,,,,
00:40,145,PT00M40.60S,2022-12-15T00:33:19.7Z,1,REGULAR,foul,personal,['1freethrow'],1629660,,,1610612754,24,24,2022-12-15T00:33:23Z,1440000,False,,,0,,T. Jerome shooting personal FOUL (1 PF) (McConnell 1 FT),"[1629660, 204456]",1610612744.0,GSW,1626301.0,10,shooting,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,McConnell,204456.0,,
00:40,147,PT00M40.60S,2022-12-15T00:33:41.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],204456,,,1610612754,25,24,2022-12-15T00:33:41Z,1460000,False,,,0,,T. McConnell Free Throw 1 of 1 (3 PTS),[204456],1610612754.0,IND,,9,,,,McConnell,T. McConnell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
00:25,148,PT00M25.30S,2022-12-15T00:33:58.1Z,1,REGULAR,turnover,lost ball,[],1630228,,,1610612744,25,24,2022-12-15T00:34:02Z,1470000,False,,,0,,J. Kuminga lost ball TURNOVER (1 TO),"[1630228, 1629052]",1610612744.0,GSW,,00,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Brissett,1629052.0,,,,,,
00:25,149,PT00M25.30S,2022-12-15T00:33:58.1Z,1,REGULAR,steal,,[],1629052,,,1610612754,25,24,2022-12-15T00:33:59Z,1480000,False,,,0,,O. Brissett STEAL (1 STL),[1629052],1610612754.0,IND,,12,,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
00:21,150,PT00M21.70S,2022-12-15T00:34:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629052,92.9862023653088,53.92156862745098,1610612754,27,24,2022-12-15T00:34:06Z,1490000,False,20.0,13.0,1,right,O. Brissett running finger roll Layup (2 PTS),[1629052],1610612754.0,IND,,12,running finger roll,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,2.37,Made,2.0,,,,,,,,,,,,,,,,
00:03,151,PT00M03.80S,2022-12-15T00:34:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,6.783837056504599,55.88235294117647,1610612744,27,26,2022-12-15T00:34:31Z,1500000,False,-29.0,11.0,1,left,T. Jerome driving finger roll Layup (2 PTS) (J. Kuminga 1 AST),"[1629660, 1630228]",1610612744.0,GSW,,10,driving finger roll,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,3.15,Made,2.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,
00:00,153,PT00M00.00S,2022-12-15T00:34:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,89.70105124835742,65.19607843137256,1610612754,27,26,2022-12-15T00:34:41Z,1520000,False,76.0,44.0,1,right,MISS T. McConnell 8' driving finger roll Layup,[204456],1610612754.0,IND,,9,driving finger roll,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,8.8,Missed,,,,,,,,,,,,,,,,,
00:00,154,PT00M00.00S,2022-12-15T00:34:39.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,27,26,2022-12-15T00:34:39Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,153.0,,,,,,,,,,,,
00:00,155,PT00M00.00S,2022-12-15T00:34:40.3Z,1,REGULAR,period,end,[],0,,,1610612754,27,26,2022-12-15T00:34:40Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,156,PT12M00.00S,2022-12-15T00:37:07.9Z,2,REGULAR,substitution,out,['startperiod'],203210,,,1610612754,27,26,2022-12-15T00:37:20Z,1550000,False,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,1,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,157,PT12M00.00S,2022-12-15T00:37:07.9Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612754,27,26,2022-12-15T00:37:20Z,1560000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,30,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,158,PT12M00.00S,2022-12-15T00:37:07.9Z,2,REGULAR,substitution,out,['startperiod'],1630237,,,1610612754,27,26,2022-12-15T00:37:20Z,1570000,False,,,0,,SUB out: A. Lamb,[1630237],1610612744.0,GSW,,40,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,159,PT12M00.00S,2022-12-15T00:37:07.9Z,2,REGULAR,substitution,in,['startperiod'],1629673,,,1610612754,27,26,2022-12-15T00:37:20Z,1580000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,3,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,160,PT12M00.00S,2022-12-15T00:37:07.9Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612754,27,26,2022-12-15T00:37:20Z,1590000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,0,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,161,PT12M00.00S,2022-12-15T00:37:07.9Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612754,27,26,2022-12-15T00:37:20Z,1600000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,23,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,162,PT12M00.00S,2022-12-15T00:37:21.0Z,2,REGULAR,period,start,[],0,,,1610612754,27,26,2022-12-15T00:37:21Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:46,163,PT11M46.00S,2022-12-15T00:37:34.9Z,2,REGULAR,3pt,Jump Shot,[],1631097,70.25295663600527,20.588235294117645,1610612754,30,26,2022-12-15T00:37:40Z,1620000,False,-147.0,227.0,1,right,B. Mathurin 27' 3PT pullup (5 PTS) (J. Smith 1 AST),"[1631097, 1630188]",1610612754.0,IND,,00,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,27.06,Made,5.0,J. Smith,1630188.0,1.0,,,,,,,,,,,,,
11:26,165,PT11M26.00S,2022-12-15T00:37:53.6Z,2,REGULAR,3pt,Jump Shot,[],1629660,33.98488830486202,38.48039215686275,1610612744,30,26,2022-12-15T00:38:09Z,1640000,False,58.0,267.0,1,left,MISS T. Jerome 27' 3PT,[1629660],1610612744.0,GSW,,10,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Center,27.31,Missed,,,,,,,,,,,,,,,,,
11:24,166,PT11M24.00S,2022-12-15T00:37:55.6Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,30,26,2022-12-15T00:38:09Z,1650000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,9,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,
11:14,167,PT11M14.00S,2022-12-15T00:38:06.3Z,2,REGULAR,turnover,lost ball,[],1631097,,,1610612754,30,26,2022-12-15T00:38:11Z,1660000,False,,,0,,B. Mathurin lost ball TURNOVER (1 TO),"[1631097, 1628978]",1610612754.0,IND,,00,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,,,,,
