actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
593,PT08M18.00S,2022-10-22T01:04:30.8Z,4,REGULAR,rebound,defensive,[],1630170,,,1610612759,93,108,2022-10-22T01:04:33Z,5870000,,,0,,D. Vassell REBOUND (Off:0 Def:5),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,592.0,5.0,5.0,0.0,,,,
594,PT08M04.00S,2022-10-22T01:04:47.0Z,4,REGULAR,foul,personal,['2freethrow'],201949,,,1610612759,93,108,2022-10-22T01:05:03Z,5880000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Vassell 2 FT),"[201949, 1630170]",1610612754.0,IND,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,1.0,0.0,Vassell,1630170.0,,,,,,,,,
597,PT08M04.00S,2022-10-22T01:05:16.1Z,4,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,93,109,2022-10-22T01:05:16Z,5900000,,,0,,D. Vassell Free Throw 1 of 2 (22 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
598,PT08M04.00S,2022-10-22T01:05:17.2Z,4,REGULAR,substitution,out,[],1629614,,,1610612759,93,109,2022-10-22T01:05:21Z,5910000,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT08M04.00S,2022-10-22T01:05:17.2Z,4,REGULAR,substitution,in,[],1630169,,,1610612759,93,109,2022-10-22T01:05:21Z,5920000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT08M04.00S,2022-10-22T01:05:34.3Z,4,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,93,110,2022-10-22T01:05:34Z,5930000,,,0,,D. Vassell Free Throw 2 of 2 (23 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
601,PT07M56.00S,2022-10-22T01:05:43.6Z,4,REGULAR,3pt,Jump Shot,[],1630169,31.882391590013142,30.14705882352941,1610612754,96,110,2022-10-22T01:05:48Z,5940000,99.0,247.0,1,left,T. Haliburton 26' 3PT pullup (12 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.64,Made,12.0,,,,,,,,,,,,,,,,,
602,PT07M33.00S,2022-10-22T01:06:07.8Z,4,REGULAR,turnover,bad pass,[],1627751,,,1610612759,96,110,2022-10-22T01:06:26Z,5950000,,,0,,J. Poeltl bad pass TURNOVER (2 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,2.0,,,,,,,,
604,PT07M33.00S,2022-10-22T01:06:15.6Z,4,REGULAR,foul,personal,[],1629640,,,1610612754,96,110,2022-10-22T01:06:22Z,5970000,,,0,,K. Johnson loose ball personal FOUL (2 PF),"[1629640, 1629048]",1610612759.0,SAS,loose ball,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,202049.0,2.0,0.0,Bitadze,1629048.0,,,,,,,,,
606,PT07M33.00S,2022-10-22T01:06:29.4Z,4,REGULAR,substitution,out,[],1630170,,,1610612754,96,110,2022-10-22T01:06:32Z,5990000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT07M33.00S,2022-10-22T01:06:29.4Z,4,REGULAR,substitution,in,[],1630200,,,1610612754,96,110,2022-10-22T01:06:32Z,6000000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT07M19.00S,2022-10-22T01:06:47.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630174,8.229303547963205,83.33333333333334,1610612754,98,110,2022-10-22T01:06:52Z,6010000,-167.0,25.0,1,left,A. Nesmith 16' pullup Jump Shot (9 PTS) (T. Haliburton 8 AST),"[1630174, 1630169]",1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left,16.85,Made,9.0,T. Haliburton,1630169.0,8.0,,,,,,,,,,,,,,
610,PT07M05.00S,2022-10-22T01:07:02.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.85479632063075,44.6078431372549,1610612759,98,112,2022-10-22T01:07:07Z,6030000,-27.0,15.0,1,right,K. Johnson driving finger roll Layup (21 PTS),[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.07,Made,21.0,,,,,,,,,,,,,,,,,
611,PT06M49.00S,2022-10-22T01:07:17.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,5.863994743758213,52.450980392156865,1610612754,98,112,2022-10-22T01:07:23Z,6040000,-12.0,3.0,1,left,MISS C. Duarte driving finger roll Layup,[1630537],1610612754.0,IND,driving finger roll,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,,,,
612,PT06M47.00S,2022-10-22T01:07:19.3Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,98,112,2022-10-22T01:07:23Z,6050000,,,0,,T. Jones REBOUND (Off:1 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,611.0,3.0,2.0,1.0,,,,
613,PT06M42.00S,2022-10-22T01:07:26.2Z,4,REGULAR,turnover,out-of-bounds,[],1630563,,,1610612759,98,112,2022-10-22T01:07:32Z,6060000,,,0,,J. Primo step out-of-bounds TURNOVER (3 TO),[1630563],1610612759.0,SAS,step,,,Primo,J. Primo,,,,,Above the Break 3,24+ Left Center,,,,,,,1628159.0,,,,,3.0,,,,,,,,
614,PT06M42.00S,2022-10-22T01:07:31.8Z,4,REGULAR,substitution,out,[],1630537,,,1610612754,98,112,2022-10-22T01:07:43Z,6070000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT06M42.00S,2022-10-22T01:07:31.8Z,4,REGULAR,substitution,out,[],1630174,,,1610612754,98,112,2022-10-22T01:07:43Z,6080000,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT06M42.00S,2022-10-22T01:07:31.8Z,4,REGULAR,substitution,in,[],1627741,,,1610612754,98,112,2022-10-22T01:07:43Z,6090000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M42.00S,2022-10-22T01:07:31.8Z,4,REGULAR,substitution,in,[],1631097,,,1610612754,98,112,2022-10-22T01:07:43Z,6100000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT06M30.00S,2022-10-22T01:07:59.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201949,7.440867279894875,46.81372549019608,1610612754,98,112,2022-10-22T01:08:03Z,6110000,16.0,17.0,1,left,MISS J. Johnson Layup,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
619,PT06M28.00S,2022-10-22T01:08:01.6Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,98,112,2022-10-22T01:08:03Z,6120000,,,0,,J. Poeltl REBOUND (Off:1 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,618.0,6.0,5.0,1.0,,,,
620,PT06M21.00S,2022-10-22T01:08:12.1Z,4,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612759,98,112,2022-10-22T01:08:23Z,6130000,,,0,,B. Hield shooting personal FOUL (3 PF) (Johnson 2 FT),"[1627741, 1629640]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202049.0,3.0,0.0,Johnson,1629640.0,,,,,,,,,
622,PT06M21.00S,2022-10-22T01:08:35.4Z,4,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,98,113,2022-10-22T01:08:35Z,6150000,,,0,,K. Johnson Free Throw 1 of 2 (22 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
623,PT06M21.00S,2022-10-22T01:08:36.3Z,4,REGULAR,substitution,out,[],1630563,,,1610612759,98,113,2022-10-22T01:08:43Z,6160000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT06M21.00S,2022-10-22T01:08:36.3Z,4,REGULAR,substitution,in,[],1626196,,,1610612759,98,113,2022-10-22T01:08:43Z,6170000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT06M21.00S,2022-10-22T01:08:55.1Z,4,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,98,114,2022-10-22T01:08:55Z,6180000,,,0,,K. Johnson Free Throw 2 of 2 (23 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
626,PT06M11.00S,2022-10-22T01:09:08.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,10.85742444152431,58.82352941176471,1610612754,100,114,2022-10-22T01:09:17Z,6190000,-44.0,50.0,1,left,B. Mathurin 6' pullup bank Jump Shot (18 PTS) (T. Haliburton 9 AST),"[1631097, 1630169]",1610612754.0,IND,pullup bank,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,6.64,Made,18.0,T. Haliburton,1630169.0,9.0,,,,,,,,,,,,,,
627,PT05M50.00S,2022-10-22T01:09:28.7Z,4,REGULAR,2pt,Jump Shot,[],1629640,85.3646517739816,29.901960784313726,1610612759,100,114,2022-10-22T01:09:33Z,6200000,-100.0,85.0,1,right,MISS K. Johnson 13' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,13.17,Missed,,,,,,,,,,,,,,,,,,
628,PT05M47.00S,2022-10-22T01:09:31.7Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,100,114,2022-10-22T01:09:33Z,6210000,,,0,,T. Haliburton REBOUND (Off:1 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,627.0,3.0,2.0,1.0,,,,
629,PT05M44.00S,2022-10-22T01:09:34.2Z,4,REGULAR,turnover,bad pass,[],1630169,,,1610612754,100,114,2022-10-22T01:09:37Z,6220000,,,0,,T. Haliburton bad pass TURNOVER (4 TO),"[1630169, 1626196]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,4.0,,,,,,,Richardson,1626196.0
630,PT05M44.00S,2022-10-22T01:09:34.2Z,4,REGULAR,steal,,[],1626196,,,1610612759,100,114,2022-10-22T01:09:36Z,6230000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
631,PT05M38.00S,2022-10-22T01:09:40.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,92.59198423127464,54.65686274509803,1610612759,100,116,2022-10-22T01:09:46Z,6240000,23.0,17.0,1,right,T. Jones running finger roll Layup (12 PTS) (J. Richardson 1 AST),"[1630200, 1626196]",1610612759.0,SAS,running finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.89,Made,12.0,J. Richardson,1626196.0,1.0,,,,,,,,,,,,,,
633,PT05M38.00S,2022-10-22T01:09:51.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,100,116,2022-10-22T01:09:51Z,6260000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT05M38.00S,2022-10-22T01:12:01.9Z,4,REGULAR,substitution,out,[],201949,,,1610612754,100,116,2022-10-22T01:12:39Z,6270000,,,0,,SUB out: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT05M38.00S,2022-10-22T01:12:01.9Z,4,REGULAR,substitution,out,[],1629048,,,1610612754,100,116,2022-10-22T01:12:39Z,6280000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT05M38.00S,2022-10-22T01:12:01.9Z,4,REGULAR,substitution,in,[],1629614,,,1610612754,100,116,2022-10-22T01:12:39Z,6290000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT05M38.00S,2022-10-22T01:12:01.9Z,4,REGULAR,substitution,in,[],1630678,,,1610612754,100,116,2022-10-22T01:12:39Z,6300000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT05M31.00S,2022-10-22T01:12:56.9Z,4,REGULAR,3pt,Jump Shot,[],1629614,28.597240473061763,15.196078431372548,1610612754,100,116,2022-10-22T01:13:01Z,6310000,174.0,216.0,1,left,MISS A. Nembhard 27' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,27.76,Missed,,,,,,,,,,,,,,,,,,
640,PT05M28.00S,2022-10-22T01:12:59.9Z,4,REGULAR,rebound,offensive,[],1630678,,,1610612754,100,116,2022-10-22T01:12:59Z,6320000,,,0,,T. Taylor REBOUND (Off:2 Def:5),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,639.0,7.0,5.0,2.0,,,,
641,PT05M27.00S,2022-10-22T01:13:00.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,7.703679369250986,53.431372549019606,1610612754,102,116,2022-10-22T01:13:04Z,6330000,-17.0,20.0,1,left,T. Taylor putback Layup (4 PTS),[1630678],1610612754.0,IND,putback,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,2.63,Made,4.0,,,,,,,,,,,,,,,,,
642,PT05M19.00S,2022-10-22T01:13:14.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630678,,,1610612759,102,116,2022-10-22T01:13:21Z,6340000,,,0,,T. Taylor take personal FOUL (3 PF) (Poeltl 2 FT),"[1630678, 1627751]",1610612754.0,IND,take,,,Taylor,T. Taylor,,,,,Mid-Range,16-24 Right Center,,,,,,,1628159.0,3.0,0.0,Poeltl,1627751.0,,,,,,,,,
644,PT05M19.00S,2022-10-22T01:13:35.0Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,102,116,2022-10-22T01:13:59Z,6360000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
645,PT05M19.00S,2022-10-22T01:13:35.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,102,116,2022-10-22T01:13:59Z,6370000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,644.0,,,,,,,
646,PT05M19.00S,2022-10-22T01:13:35.0Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,102,116,2022-10-22T01:13:59Z,6380000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
647,PT05M19.00S,2022-10-22T01:13:35.0Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,102,116,2022-10-22T01:14:44Z,6390000,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,646.0,2.0,2.0,0.0,,,,
648,PT05M12.00S,2022-10-22T01:14:03.5Z,4,REGULAR,3pt,Jump Shot,[],1631097,32.933639947437584,47.30392156862745,1610612754,105,116,2022-10-22T01:14:08Z,6400000,13.0,257.0,1,left,B. Mathurin 25' 3PT pullup (21 PTS),[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,25.75,Made,21.0,,,,,,,,,,,,,,,,,
649,PT04M59.00S,2022-10-22T01:14:24.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630678,,,1610612759,105,116,2022-10-22T01:14:29Z,6410000,,,0,,T. Taylor personal FOUL (4 PF) (Poeltl 2 FT),"[1630678, 1627751]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Above the Break 3,24+ Right Center,,,,,,,202049.0,4.0,0.0,Poeltl,1627751.0,,,,,,,,,
651,PT04M59.00S,2022-10-22T01:14:46.8Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,105,117,2022-10-22T01:14:46Z,6430000,,,0,,J. Poeltl Free Throw 1 of 2 (12 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
652,PT04M59.00S,2022-10-22T01:14:48.9Z,4,REGULAR,substitution,out,[],1631110,,,1610612759,105,117,2022-10-22T01:14:52Z,6440000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT04M59.00S,2022-10-22T01:14:48.9Z,4,REGULAR,substitution,in,[],1630170,,,1610612759,105,117,2022-10-22T01:14:52Z,6450000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT04M59.00S,2022-10-22T01:15:05.0Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,105,118,2022-10-22T01:15:05Z,6460000,,,0,,J. Poeltl Free Throw 2 of 2 (13 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
655,PT04M41.00S,2022-10-22T01:15:26.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,12.040078843626807,52.450980392156865,1610612754,105,118,2022-10-22T01:15:31Z,6470000,-12.0,61.0,1,left,MISS A. Nembhard 6' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
656,PT04M39.00S,2022-10-22T01:15:28.2Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,105,118,2022-10-22T01:15:31Z,6480000,,,0,,J. Poeltl REBOUND (Off:1 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,655.0,7.0,6.0,1.0,,,,
657,PT04M39.00S,2022-10-22T01:15:29.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629614,,,1610612759,105,118,2022-10-22T01:15:34Z,6490000,,,0,,A. Nembhard personal FOUL (2 PF) (Poeltl 2 FT),"[1629614, 1627751]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,2.0,0.0,Poeltl,1627751.0,,,,,,,,,
659,PT04M39.00S,2022-10-22T01:16:03.8Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,105,119,2022-10-22T01:16:31Z,6510000,,,0,,J. Poeltl Free Throw 1 of 2 (14 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
660,PT04M39.00S,2022-10-22T01:16:03.8Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,105,119,2022-10-22T01:16:31Z,6520000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
661,PT04M38.00S,2022-10-22T01:16:04.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,105,119,2022-10-22T01:16:31Z,6530000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,660.0,,,,,,,
662,PT04M38.00S,2022-10-22T01:16:22.3Z,4,REGULAR,foul,personal,[],1626196,,,1610612754,105,119,2022-10-22T01:16:49Z,6540000,,,0,,J. Richardson loose ball personal FOUL (2 PF),"[1626196, 1631097]",1610612759.0,SAS,loose ball,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,2.0,0.0,Mathurin,1631097.0,,,,,,,,,
664,PT04M29.00S,2022-10-22T01:16:48.6Z,4,REGULAR,violation,kicked ball,[],1629640,,,1610612754,105,119,2022-10-22T01:16:56Z,6560000,,,0,,K. Johnson kicked ball VIOLATION,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,203591.0,,,,,,,,,,,,,
665,PT04M22.00S,2022-10-22T01:17:08.5Z,4,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612754,105,119,2022-10-22T01:17:16Z,6570000,,,0,,D. Vassell shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1630170, 1630169]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202049.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,,
667,PT04M22.00S,2022-10-22T01:17:29.0Z,4,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,106,119,2022-10-22T01:17:29Z,6590000,,,0,,T. Haliburton Free Throw 1 of 2 (13 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
668,PT04M22.00S,2022-10-22T01:17:41.9Z,4,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,107,119,2022-10-22T01:17:41Z,6600000,,,0,,T. Haliburton Free Throw 2 of 2 (14 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
669,PT04M17.00S,2022-10-22T01:17:51.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629614,,,1610612759,107,119,2022-10-22T01:18:07Z,6610000,,,0,,A. Nembhard take personal FOUL (3 PF) (Poeltl 2 FT),"[1629614, 1627751]",1610612754.0,IND,take,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,203591.0,3.0,0.0,Poeltl,1627751.0,,,,,,,,,
671,PT04M17.00S,2022-10-22T01:18:17.6Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,107,119,2022-10-22T01:18:17Z,6630000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
672,PT04M17.00S,2022-10-22T01:18:17.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,107,119,2022-10-22T01:18:17Z,6640000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,671.0,,,,,,,
673,PT04M17.00S,2022-10-22T01:18:31.9Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,107,120,2022-10-22T01:18:31Z,6650000,,,0,,J. Poeltl Free Throw 2 of 2 (15 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
674,PT04M10.00S,2022-10-22T01:18:41.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,11.514454664914586,46.07843137254902,1610612754,109,120,2022-10-22T01:18:45Z,6660000,20.0,56.0,1,left,B. Hield driving floating bank Jump Shot (13 PTS) (T. Haliburton 10 AST),"[1627741, 1630169]",1610612754.0,IND,driving floating bank,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,5.9,Made,13.0,T. Haliburton,1630169.0,10.0,,,,,,,,,,,,,,
676,PT03M59.00S,2022-10-22T01:18:54.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629614,,,1610612759,109,120,2022-10-22T01:19:00Z,6680000,,,0,,A. Nembhard take personal FOUL (4 PF) (Poeltl 2 FT),"[1629614, 1627751]",1610612754.0,IND,take,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,203591.0,4.0,0.0,Poeltl,1627751.0,,,,,,,,,
678,PT03M59.00S,2022-10-22T01:19:16.1Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,109,121,2022-10-22T01:19:35Z,6700000,,,0,,J. Poeltl Free Throw 1 of 2 (16 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
679,PT03M59.00S,2022-10-22T01:19:16.1Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,109,121,2022-10-22T01:19:35Z,6710000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
680,PT03M58.00S,2022-10-22T01:19:17.1Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,109,121,2022-10-22T01:19:43Z,6720000,,,0,,J. Poeltl REBOUND (Off:2 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,679.0,8.0,6.0,2.0,,,,
