actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-10T00:10:45.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-10T00:10:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-03-10T00:10:47.5Z,1,REGULAR,jumpball,recovered,[],1629614,,,1610612754,0,0,2023-03-10T00:10:47Z,40000,False,,,0,,Jump Ball M. Turner vs. J. Smith Jr.: Tip to A. Nembhard,"[1629614, 1626167, 1631095]",1610612754.0,IND,startperiod,A. Nembhard,1629614.0,Nembhard,A. Nembhard,Turner,1626167.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-03-10T00:10:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,89.56964520367937,47.30392156862745,1610612754,2,0,2023-03-10T00:11:02Z,70000,False,-13.0,46.0,1,right,M. Turner turnaround Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,4.75,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,
8,PT11M30.00S,2023-03-10T00:11:16.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,23.73521681997372,88.48039215686273,1610612745,2,0,2023-03-10T00:11:20Z,80000,False,-192.0,171.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
9,PT11M27.00S,2023-03-10T00:11:19.2Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,2,0,2023-03-10T00:11:20Z,90000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,
10,PT11M22.00S,2023-03-10T00:11:23.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,73.9323258869908,18.38235294117647,1610612754,2,0,2023-03-10T00:11:29Z,100000,False,-158.0,193.0,1,right,MISS T. Haliburton 24' running pullup 3PT,[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,24.91,Missed,,,,,,,,,,,,,,,,,,
11,PT11M19.00S,2023-03-10T00:11:26.7Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,2,0,2023-03-10T00:11:29Z,110000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M02.00S,2023-03-10T00:11:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.5722733245729295,54.41176470588235,1610612745,2,0,2023-03-10T00:11:48Z,120000,False,-22.0,19.0,1,left,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
13,PT10M58.00S,2023-03-10T00:11:47.7Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,0,2023-03-10T00:11:48Z,130000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M55.00S,2023-03-10T00:11:51.8Z,1,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,2,0,2023-03-10T00:11:56Z,140000,False,,,0,,A. Nembhard bad pass out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,bad pass,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2005.0,1.0,,,,,,,,
