actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
345,PT00M12.10S,2022-10-20T00:12:58.7Z,2,REGULAR,substitution,out,[],1630678,,,1610612754,50,60,2022-10-20T00:13:06Z,3390000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M12.10S,2022-10-20T00:12:58.7Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,50,60,2022-10-20T00:13:06Z,3400000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M10.30S,2022-10-20T00:13:20.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630543,93.24901445466492,50.49019607843137,1610612754,52,60,2022-10-20T00:13:25Z,3410000,2.0,11.0,1,right,I. Jackson cutting DUNK (2 PTS) (T. Haliburton 2 AST),"[1630543, 1630169]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.13,,,,T. Haliburton,1630169.0,2.0,,,,,
350,PT00M00.00S,2022-10-20T00:13:45.6Z,2,REGULAR,3pt,Jump Shot,[],1628398,33.065045992115635,50.245098039215684,1610612764,52,60,2022-10-20T00:13:52Z,3440000,-1.0,258.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.83,,,,,,,,,,,
351,PT00M00.00S,2022-10-20T00:13:48.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,52,60,2022-10-20T00:13:48Z,3450000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,350.0,,,,,,,,,,,,,
352,PT00M00.00S,2022-10-20T00:13:49.6Z,2,REGULAR,period,end,[],0,,,1610612764,52,60,2022-10-20T00:13:49Z,3460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-10-20T00:28:24.9Z,3,REGULAR,substitution,out,['startperiod'],1630543,,,1610612764,52,60,2022-10-20T00:28:55Z,3470000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-10-20T00:28:24.9Z,3,REGULAR,substitution,out,['startperiod'],1631097,,,1610612764,52,60,2022-10-20T00:28:55Z,3480000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-10-20T00:28:24.9Z,3,REGULAR,substitution,out,['startperiod'],203115,,,1610612764,52,60,2022-10-20T00:28:55Z,3490000,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-10-20T00:28:24.9Z,3,REGULAR,substitution,out,['startperiod'],1629655,,,1610612764,52,60,2022-10-20T00:28:55Z,3500000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-10-20T00:28:24.9Z,3,REGULAR,substitution,out,['startperiod'],1626153,,,1610612764,52,60,2022-10-20T00:28:55Z,3510000,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-10-20T00:28:24.9Z,3,REGULAR,substitution,in,['startperiod'],1630678,,,1610612764,52,60,2022-10-20T00:28:55Z,3520000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-10-20T00:28:24.9Z,3,REGULAR,substitution,in,['startperiod'],1630188,,,1610612764,52,60,2022-10-20T00:28:55Z,3530000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-10-20T00:28:24.9Z,3,REGULAR,substitution,in,['startperiod'],1628420,,,1610612764,52,60,2022-10-20T00:28:55Z,3540000,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-10-20T00:28:24.9Z,3,REGULAR,substitution,in,['startperiod'],204001,,,1610612764,52,60,2022-10-20T00:28:55Z,3550000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-10-20T00:28:24.9Z,3,REGULAR,substitution,in,['startperiod'],1630264,,,1610612764,52,60,2022-10-20T00:28:55Z,3560000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-10-20T00:29:20.7Z,3,REGULAR,period,start,[],0,,,1610612754,52,60,2022-10-20T00:29:20Z,3570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M46.00S,2022-10-20T00:29:34.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,6.652431011826544,50.73529411764706,1610612754,54,60,2022-10-20T00:29:39Z,3580000,-4.0,10.0,1,left,J. Smith cutting DUNK (4 PTS) (B. Hield 1 AST),"[1630188, 1627741]",1610612754.0,IND,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.07,,,,B. Hield,1627741.0,1.0,,,,,
366,PT11M27.00S,2022-10-20T00:29:52.6Z,3,REGULAR,3pt,Jump Shot,[],1628420,66.96780551905388,35.049019607843135,1610612764,54,63,2022-10-20T00:29:57Z,3600000,-75.0,258.0,1,right,M. Morris 26' 3PT  (5 PTS) (B. Beal 3 AST),"[1628420, 203078]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,,Made,,5.0,26.86,,,,B. Beal,203078.0,3.0,,,,,
369,PT10M59.00S,2022-10-20T00:30:36.3Z,3,REGULAR,3pt,Jump Shot,[],1627741,6.652431011826544,96.56862745098039,1610612754,54,63,2022-10-20T00:30:41Z,3630000,-233.0,10.0,1,left,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.3,,,,,,,,,,,
370,PT10M55.00S,2022-10-20T00:30:40.3Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612764,54,63,2022-10-20T00:30:41Z,3640000,,,0,,M. Morris REBOUND (Off:2 Def:3),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Left Corner 3,24+ Left,,,,,,,369.0,,,5.0,3.0,2.0,,,,,,,,
371,PT10M49.00S,2022-10-20T00:30:46.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,87.33574244415243,49.754901960784316,1610612764,54,63,2022-10-20T00:30:50Z,3650000,-1.0,67.0,1,right,MISS K. Kuzma 6' driving floating Shot,[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.65,,,,,,,,,,,
372,PT10M46.00S,2022-10-20T00:30:49.0Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,54,63,2022-10-20T00:30:50Z,3660000,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,371.0,,,3.0,2.0,1.0,,,,,,,,
373,PT10M41.00S,2022-10-20T00:30:53.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630169,5.995400788436268,50.49019607843137,1610612754,56,63,2022-10-20T00:31:03Z,3670000,-2.0,4.0,1,left,T. Haliburton running DUNK (19 PTS),[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,Made,,19.0,0.46,,,,,,,,,,,
374,PT10M13.00S,2022-10-20T00:31:20.7Z,3,REGULAR,3pt,Jump Shot,[],1628398,80.1084099868594,91.91176470588235,1610612764,56,66,2022-10-20T00:31:25Z,3680000,210.0,134.0,1,right,K. Kuzma 24' 3PT  (14 PTS) (M. Morris 4 AST),"[1628398, 1628420]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,14.0,24.9,,,,M. Morris,1628420.0,4.0,,,,,
376,PT10M01.00S,2022-10-20T00:31:34.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,18.084756898817346,49.754901960784316,1610612754,56,66,2022-10-20T00:31:38Z,3700000,1.0,117.0,1,left,MISS T. Haliburton 11' driving floating Shot - blocked,"[1630169, 1628398]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,11.75,,,,,,,,,,Kuzma,1628398.0
377,PT10M01.00S,2022-10-20T00:31:34.1Z,3,REGULAR,block,,[],1628398,,,1610612754,56,66,2022-10-20T00:31:36Z,3710000,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
378,PT10M01.00S,2022-10-20T00:31:34.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,56,66,2022-10-20T00:31:38Z,3720000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,376.0,,,,,,,,,,,,,
380,PT10M00.00S,2022-10-20T00:31:49.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,6.783837056504599,45.34313725490196,1610612754,58,66,2022-10-20T00:31:53Z,3740000,23.0,11.0,1,left,T. Taylor Layup (4 PTS) (T. Haliburton 3 AST),"[1630678, 1630169]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,2.59,,,,T. Haliburton,1630169.0,3.0,,,,,
382,PT09M42.00S,2022-10-20T00:32:07.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,94.1688567674113,52.94117647058824,1610612764,58,68,2022-10-20T00:32:11Z,3760000,15.0,2.0,1,right,B. Beal driving finger roll Layup (15 PTS) (M. Morris 5 AST),"[203078, 1628420]",1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Made,,15.0,1.49,,,,M. Morris,1628420.0,5.0,,,,,
383,PT09M34.00S,2022-10-20T00:32:16.6Z,3,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612754,58,68,2022-10-20T00:32:26Z,3770000,,,0,,A. Gill shooting personal FOUL (1 PF) (Taylor 2 FT),"[1630264, 1630678]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,1162.0,1.0,0.0,Taylor,1630678.0,,,,,,,,,,,,,,,
385,PT09M34.00S,2022-10-20T00:32:43.1Z,3,REGULAR,freethrow,1 of 2,[],1630678,,,1610612754,59,68,2022-10-20T00:33:06Z,3790000,,,0,,T. Taylor Free Throw 1 of 2 (5 PTS),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
386,PT09M34.00S,2022-10-20T00:32:43.1Z,3,REGULAR,freethrow,2 of 2,[],1630678,,,1610612754,59,68,2022-10-20T00:33:06Z,3800000,,,0,,MISS T. Taylor Free Throw 2 of 2,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
387,PT09M33.00S,2022-10-20T00:32:44.1Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,59,68,2022-10-20T00:33:06Z,3810000,,,0,,K. Porzingis REBOUND (Off:1 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,386.0,,,4.0,3.0,1.0,,,,,,,,
389,PT09M18.00S,2022-10-20T00:33:20.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,87.33574244415243,53.18627450980392,1610612764,59,68,2022-10-20T00:33:24Z,3820000,16.0,67.0,1,right,MISS K. Porzingis 6' Jump Shot,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.84,,,,,,,,,,,
390,PT09M14.00S,2022-10-20T00:33:24.6Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,59,68,2022-10-20T00:33:24Z,3830000,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,389.0,,,2.0,1.0,1.0,,,,,,,,
391,PT09M04.00S,2022-10-20T00:33:35.2Z,3,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612754,59,68,2022-10-20T00:33:41Z,3840000,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Duarte 2 FT),"[1628398, 1630537]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1162.0,2.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,
393,PT09M04.00S,2022-10-20T00:33:55.0Z,3,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,60,68,2022-10-20T00:33:55Z,3860000,,,0,,C. Duarte Free Throw 1 of 2 (1 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
394,PT09M04.00S,2022-10-20T00:34:07.2Z,3,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,61,68,2022-10-20T00:34:07Z,3870000,,,0,,C. Duarte Free Throw 2 of 2 (2 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
395,PT08M55.00S,2022-10-20T00:34:18.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,92.85479632063075,56.61764705882353,1610612764,61,70,2022-10-20T00:34:23Z,3880000,33.0,15.0,1,right,K. Kuzma driving Layup (16 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Made,,16.0,3.62,,,,,,,,,,,
396,PT08M39.00S,2022-10-20T00:34:33.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630169,5.469776609724048,51.470588235294116,1610612754,63,70,2022-10-20T00:34:49Z,3890000,-7.0,-1.0,1,left,T. Haliburton driving DUNK (21 PTS) (B. Hield 2 AST),"[1630169, 1627741]",1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,Made,,21.0,0.75,,,,B. Hield,1627741.0,2.0,,,,,
398,PT08M18.00S,2022-10-20T00:34:54.7Z,3,REGULAR,3pt,Jump Shot,[],1628398,67.7562417871222,23.284313725490197,1610612764,63,70,2022-10-20T00:34:59Z,3910000,-134.0,251.0,1,right,MISS K. Kuzma 28' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,28.4,,,,,,,,,,,
399,PT08M14.00S,2022-10-20T00:34:58.7Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,63,70,2022-10-20T00:34:59Z,3920000,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,398.0,,,4.0,3.0,1.0,,,,,,,,
400,PT08M07.00S,2022-10-20T00:35:07.9Z,3,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612754,63,70,2022-10-20T00:35:23Z,3930000,,,0,,A. Gill shooting personal FOUL (2 PF) (Smith 2 FT),"[1630264, 1630188]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
402,PT08M07.00S,2022-10-20T00:35:46.4Z,3,REGULAR,freethrow,1 of 2,[],1630188,,,1610612754,64,70,2022-10-20T00:37:30Z,3950000,,,0,,J. Smith Free Throw 1 of 2 (5 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
403,PT08M07.00S,2022-10-20T00:35:46.4Z,3,REGULAR,violation,lane,[],1630264,,,1610612754,64,70,2022-10-20T00:37:30Z,3960000,,,0,,A. Gill lane VIOLATION,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT08M07.00S,2022-10-20T00:35:46.4Z,3,REGULAR,freethrow,2 of 2,[],1630188,,,1610612754,65,70,2022-10-20T00:37:30Z,3970000,,,0,,J. Smith Free Throw 2 of 2 (6 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
405,PT07M51.00S,2022-10-20T00:36:45.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,85.62746386333771,43.627450980392155,1610612764,65,72,2022-10-20T00:36:49Z,3980000,-32.0,83.0,1,right,K. Porzingis 8' turnaround Jump Shot (13 PTS),[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,13.0,8.85,,,,,,,,,,,
406,PT07M43.00S,2022-10-20T00:36:52.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,6.1268068331143235,52.20588235294118,1610612754,65,72,2022-10-20T00:39:42Z,3990000,-11.0,5.0,1,left,MISS C. Duarte driving Layup - blocked,"[1630537, 204001]",1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.21,,,,,,,,,,Porzingis,204001.0
407,PT07M43.00S,2022-10-20T00:36:52.4Z,3,REGULAR,block,,[],204001,,,1610612754,65,72,2022-10-20T00:37:34Z,4000000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
408,PT07M40.00S,2022-10-20T00:36:55.4Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,65,72,2022-10-20T00:37:01Z,4010000,,,0,,K. Kuzma REBOUND (Off:0 Def:7),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,406.0,,,7.0,7.0,0.0,,,,,,,,
409,PT07M38.00S,2022-10-20T00:36:59.3Z,3,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612764,65,72,2022-10-20T00:37:12Z,4020000,,,0,,B. Hield shooting personal FOUL (1 PF) (Morris 2 FT),"[1627741, 1628420]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1628953.0,1.0,0.0,Morris,1628420.0,,,,,,,,,,,,,,,
411,PT07M38.00S,2022-10-20T00:37:24.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628420,,,1610612764,65,73,2022-10-20T00:37:24Z,4040000,,,0,,M. Morris Free Throw 1 of 2 (6 PTS),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
412,PT07M38.00S,2022-10-20T00:37:39.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628420,,,1610612764,65,74,2022-10-20T00:37:39Z,4050000,,,0,,M. Morris Free Throw 2 of 2 (7 PTS),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
413,PT07M25.00S,2022-10-20T00:37:54.4Z,3,REGULAR,2pt,Jump Shot,[],1630169,20.844283837056505,53.18627450980392,1610612754,65,74,2022-10-20T00:37:59Z,4060000,-16.0,143.0,1,left,MISS T. Haliburton 14' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,14.43,,,,,,,,,,,
414,PT07M21.00S,2022-10-20T00:37:58.4Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,65,74,2022-10-20T00:37:59Z,4070000,,,0,,K. Porzingis REBOUND (Off:1 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Center,,,,,,,413.0,,,5.0,4.0,1.0,,,,,,,,
415,PT07M06.00S,2022-10-20T00:38:13.6Z,3,REGULAR,turnover,bad pass,[],203078,,,1610612764,65,74,2022-10-20T00:38:19Z,4080000,,,0,,B. Beal bad pass TURNOVER (2 TO),"[203078, 1630678]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2.0,Taylor,1630678.0,,
416,PT07M06.00S,2022-10-20T00:38:13.6Z,3,REGULAR,steal,,[],1630678,,,1610612754,65,74,2022-10-20T00:38:15Z,4090000,,,0,,T. Taylor STEAL (2 STL),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
417,PT07M01.00S,2022-10-20T00:38:17.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,17.95335085413929,7.8431372549019605,1610612754,68,74,2022-10-20T00:38:26Z,4100000,211.0,116.0,1,left,B. Hield 24' 3PT running (16 PTS) (T. Taylor 1 AST),"[1627741, 1630678]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,16.0,24.08,,,,T. Taylor,1630678.0,1.0,,,,,
419,PT07M00.00S,2022-10-20T00:38:24.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,68,74,2022-10-20T00:38:24Z,4120000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M41.00S,2022-10-20T00:41:38.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,92.32917214191852,49.754901960784316,1610612764,68,76,2022-10-20T00:41:42Z,4130000,-1.0,20.0,1,right,K. Porzingis cutting DUNK (15 PTS) (B. Beal 4 AST),"[204001, 203078]",1610612764.0,WAS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Made,,15.0,1.96,,,,B. Beal,203078.0,4.0,,,,,
422,PT06M19.00S,2022-10-20T00:42:00.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,7.5722733245729295,54.65686274509803,1610612754,68,76,2022-10-20T00:42:04Z,4150000,-23.0,19.0,1,left,MISS J. Smith Layup - blocked,"[1630188, 1630264]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.99,,,,,,,,,,Gill,1630264.0
423,PT06M19.00S,2022-10-20T00:42:00.2Z,3,REGULAR,block,,[],1630264,,,1610612754,68,76,2022-10-20T00:42:02Z,4160000,,,0,,A. Gill BLOCK (1 BLK),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
424,PT06M16.00S,2022-10-20T00:42:03.2Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612764,68,76,2022-10-20T00:42:04Z,4170000,,,0,,M. Morris REBOUND (Off:2 Def:4),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,422.0,,,6.0,4.0,2.0,,,,,,,,
425,PT06M07.00S,2022-10-20T00:42:13.2Z,3,REGULAR,3pt,Jump Shot,[],203078,92.72339027595268,3.1862745098039214,1610612764,68,79,2022-10-20T00:42:17Z,4180000,-234.0,16.0,1,right,B. Beal 3PT  (18 PTS) (M. Morris 6 AST),"[203078, 1628420]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,,,Made,,18.0,23.46,,,,M. Morris,1628420.0,6.0,,,,,
427,PT05M47.00S,2022-10-20T00:42:32.3Z,3,REGULAR,3pt,Jump Shot,[],1627741,31.61957950065703,38.23529411764706,1610612754,68,79,2022-10-20T00:42:36Z,4200000,59.0,245.0,1,left,MISS B. Hield 25' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.17,,,,,,,,,,,
428,PT05M47.00S,2022-10-20T00:42:32.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,68,79,2022-10-20T00:42:36Z,4210000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,427.0,,,,,,,,,,,,,
430,PT05M47.00S,2022-10-20T00:42:36.7Z,3,REGULAR,substitution,out,[],1630537,,,1610612764,68,79,2022-10-20T00:42:42Z,4230000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M47.00S,2022-10-20T00:42:36.7Z,3,REGULAR,substitution,out,[],1630264,,,1610612764,68,79,2022-10-20T00:42:42Z,4240000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M47.00S,2022-10-20T00:42:36.7Z,3,REGULAR,substitution,in,[],1631097,,,1610612764,68,79,2022-10-20T00:42:42Z,4250000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M47.00S,2022-10-20T00:42:36.7Z,3,REGULAR,substitution,in,[],1629060,,,1610612764,68,79,2022-10-20T00:42:42Z,4260000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M30.00S,2022-10-20T00:43:07.8Z,3,REGULAR,2pt,Jump Shot,[],1628420,76.03482260183968,47.05882352941176,1610612764,68,79,2022-10-20T00:43:12Z,4270000,-15.0,173.0,1,right,MISS M. Morris 17' pullup Shot,[1628420],1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,17.34,,,,,,,,,,,
