actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
190,PT08M50.00S,2023-03-31T23:45:08.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629614,94.82588699080158,95.09803921568627,1610612754,43,40,2023-03-31T23:45:14Z,1890000,False,225.0,-4.0,1,right,MISS A. Nembhard running 3PT,[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
191,PT08M46.00S,2023-03-31T23:45:12.2Z,2,REGULAR,rebound,defensive,[],1631172,,,1610612760,43,40,2023-03-31T23:45:14Z,1900000,False,,,0,,O. Dieng REBOUND (Off:0 Def:2),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Right Corner 3,24+ Right,,,190.0,2.0,2.0,0.0,,,,,,,,,,,,,,
192,PT08M41.00S,2023-03-31T23:45:17.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631114,5.863994743758213,48.77450980392157,1610612760,43,42,2023-03-31T23:45:48Z,1910000,False,6.0,3.0,1,left,J. Williams running alley-oop DUNK (8 PTS) (O. Dieng 1 AST),"[1631114, 1631172]",1610612760.0,OKC,running alley-oop,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,,,,,8.0,O. Dieng,1631172.0,1.0,,,,,,
194,PT08M31.00S,2023-03-31T23:45:28.0Z,2,REGULAR,3pt,Jump Shot,[],204456,66.96780551905388,50.49019607843137,1610612754,43,42,2023-03-31T23:46:08Z,1930000,False,2.0,258.0,1,right,MISS T. McConnell 25' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
195,PT08M28.00S,2023-03-31T23:45:31.0Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612754,43,42,2023-03-31T23:46:08Z,1940000,False,,,0,,O. Brissett REBOUND (Off:1 Def:0),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Center,,,194.0,1.0,0.0,1.0,,,,,,,,,,,,,,
196,PT08M15.00S,2023-03-31T23:45:43.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630188,91.80354796320631,50.73529411764706,1610612754,43,42,2023-03-31T23:45:47Z,1950000,False,4.0,25.0,1,right,MISS J. Smith Hook,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
197,PT08M13.00S,2023-03-31T23:45:45.9Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,43,42,2023-03-31T23:45:47Z,1960000,False,,,0,,J. Smith REBOUND (Off:3 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,196.0,7.0,4.0,3.0,,,,,,,,,,,,,,
198,PT08M12.00S,2023-03-31T23:45:46.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,92.46057818659659,50.245098039215684,1610612754,45,42,2023-03-31T23:45:50Z,1970000,False,1.0,18.0,1,right,J. Smith putback Layup (7 PTS),[1630188],1610612754.0,IND,putback,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,7.0,,,,,,,,,
199,PT08M01.00S,2023-03-31T23:45:58.1Z,2,REGULAR,3pt,Jump Shot,[],1630581,33.722076215505915,71.07843137254902,1610612760,45,42,2023-03-31T23:46:04Z,1980000,False,-105.0,264.0,1,left,MISS J. Giddey 28' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,28.47,Missed,,,,,,,,,,,,,,,,,,
200,PT07M56.00S,2023-03-31T23:46:03.1Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,45,42,2023-03-31T23:46:04Z,1990000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,199.0,3.0,2.0,1.0,,,,,,,,,,,,,,
201,PT07M51.00S,2023-03-31T23:46:08.6Z,2,REGULAR,3pt,Jump Shot,[],1629614,91.80354796320631,1.715686274509804,1610612754,48,42,2023-03-31T23:46:57Z,2000000,False,-241.0,25.0,1,right,A. Nembhard 24' 3PT  (3 PTS) (T. McConnell 4 AST),"[1629614, 204456]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,24.26,Made,,,,,,,,,3.0,T. McConnell,204456.0,4.0,,,,,,
203,PT07M49.00S,2023-03-31T23:46:15.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,48,42,2023-03-31T23:46:16Z,2020000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M49.00S,2023-03-31T23:48:37.9Z,2,REGULAR,substitution,out,[],1631114,,,1610612760,48,42,2023-03-31T23:48:53Z,2030000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M49.00S,2023-03-31T23:48:37.9Z,2,REGULAR,substitution,out,[],1630197,,,1610612760,48,42,2023-03-31T23:48:53Z,2040000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M49.00S,2023-03-31T23:48:37.9Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,48,42,2023-03-31T23:48:53Z,2050000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M49.00S,2023-03-31T23:48:37.9Z,2,REGULAR,substitution,out,[],1631172,,,1610612760,48,42,2023-03-31T23:48:53Z,2060000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M49.00S,2023-03-31T23:48:37.9Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,48,42,2023-03-31T23:48:53Z,2070000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M49.00S,2023-03-31T23:48:37.9Z,2,REGULAR,substitution,in,[],1631119,,,1610612760,48,42,2023-03-31T23:48:53Z,2080000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M49.00S,2023-03-31T23:48:37.9Z,2,REGULAR,substitution,in,[],1630322,,,1610612760,48,42,2023-03-31T23:48:53Z,2090000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M49.00S,2023-03-31T23:48:37.9Z,2,REGULAR,substitution,in,[],1630198,,,1610612760,48,42,2023-03-31T23:48:53Z,2100000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M33.00S,2023-03-31T23:49:26.1Z,2,REGULAR,3pt,Jump Shot,[],1630322,22.421156373193167,88.48039215686273,1610612760,48,42,2023-03-31T23:49:32Z,2110000,False,-192.0,158.0,1,left,MISS L. Waters III 24' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
213,PT07M29.00S,2023-03-31T23:49:30.1Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,48,42,2023-03-31T23:49:32Z,2120000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,212.0,2.0,2.0,0.0,,,,,,,,,,,,,,
215,PT07M14.00S,2023-03-31T23:49:52.5Z,2,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612754,48,42,2023-03-31T23:50:00Z,2140000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Brissett 2 FT),"[1630598, 1629052]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,1628484.0,,,,,,,,1.0,0.0,Brissett,1629052.0,,
217,PT07M14.00S,2023-03-31T23:50:14.3Z,2,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,49,42,2023-03-31T23:50:47Z,2160000,False,,,0,,O. Brissett Free Throw 1 of 2 (3 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
218,PT07M14.00S,2023-03-31T23:50:14.9Z,2,REGULAR,substitution,out,[],1629614,,,1610612754,49,42,2023-03-31T23:50:26Z,2170000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M14.00S,2023-03-31T23:50:14.9Z,2,REGULAR,substitution,out,[],1630598,,,1610612754,49,42,2023-03-31T23:50:26Z,2180000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M14.00S,2023-03-31T23:50:14.9Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,49,42,2023-03-31T23:50:26Z,2190000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M14.00S,2023-03-31T23:50:14.9Z,2,REGULAR,substitution,in,[],1629652,,,1610612754,49,42,2023-03-31T23:50:26Z,2200000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M14.00S,2023-03-31T23:50:14.3Z,2,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,49,42,2023-03-31T23:50:47Z,2210000,False,,,0,,MISS O. Brissett Free Throw 2 of 2,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
223,PT07M11.00S,2023-03-31T23:50:17.3Z,2,REGULAR,rebound,offensive,[],1630174,,,1610612754,49,42,2023-03-31T23:50:47Z,2220000,False,,,0,,A. Nesmith REBOUND (Off:2 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,222.0,4.0,2.0,2.0,,,,,,,,,,,,,,
224,PT07M09.00S,2023-03-31T23:50:49.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630188,92.72339027595268,3.1862745098039214,1610612754,49,42,2023-03-31T23:50:56Z,2230000,False,-234.0,16.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,23.46,Missed,,,,,,,,,,,,,,,,,,
225,PT07M06.00S,2023-03-31T23:50:52.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,49,42,2023-03-31T23:50:56Z,2240000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,224.0,,,,,,,,,,,,,,,,,
227,PT07M06.00S,2023-03-31T23:51:15.9Z,2,REGULAR,foul,personal,['1freethrow'],1631119,,,1610612754,49,42,2023-03-31T23:51:23Z,2260000,False,,,0,,J. Williams away-from-play personal FOUL (1 PF) (Mathurin 1 FT),"[1631119, 1631097]",1610612760.0,OKC,away-from-play,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,,,,,1628484.0,,,,,,,,1.0,0.0,Mathurin,1631097.0,,
229,PT07M06.00S,2023-03-31T23:51:46.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1631097,,,1610612754,50,42,2023-03-31T23:51:46Z,2280000,False,,,0,,B. Mathurin away-from-play Free Throw 1 of 1 (10 PTS),[1631097],1610612754.0,IND,away-from-play,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
230,PT06M56.00S,2023-03-31T23:52:12.0Z,2,REGULAR,foul,personal,[],1629652,,,1610612760,50,42,2023-03-31T23:52:37Z,2290000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1631097]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628484.0,,,,,,,,1.0,0.0,Mathurin,1631097.0,,
232,PT06M43.00S,2023-03-31T23:52:49.5Z,2,REGULAR,turnover,lost ball,[],1629052,,,1610612754,50,42,2023-03-31T23:52:55Z,2310000,False,,,0,,O. Brissett lost ball TURNOVER (1 TO),"[1629052, 1628983]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
233,PT06M43.00S,2023-03-31T23:52:49.5Z,2,REGULAR,steal,,[],1628983,,,1610612760,50,42,2023-03-31T23:52:53Z,2320000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
234,PT06M34.00S,2023-03-31T23:53:37.6Z,2,REGULAR,substitution,out,[],1629052,,,1610612760,50,42,2023-03-31T23:53:48Z,2330000,False,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M34.00S,2023-03-31T23:53:37.6Z,2,REGULAR,substitution,out,[],1630174,,,1610612760,50,42,2023-03-31T23:53:48Z,2340000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M34.00S,2023-03-31T23:53:37.6Z,2,REGULAR,substitution,in,[],1629670,,,1610612760,50,42,2023-03-31T23:53:48Z,2350000,False,,,0,,SUB in: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M34.00S,2023-03-31T23:53:37.6Z,2,REGULAR,substitution,in,[],1627741,,,1610612760,50,42,2023-03-31T23:53:48Z,2360000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M34.00S,2023-03-31T23:54:05.4Z,2,REGULAR,jumpball,recovered,[],1629652,,,1610612760,50,42,2023-03-31T23:54:28Z,2370000,False,,,0,,Jump Ball L. Waters III vs. T. McConnell: Tip to L. Dort,"[1629652, 1630322, 204456]",1610612760.0,OKC,heldball,L. Dort,1629652.0,Dort,L. Dort,Waters III,1630322.0,McConnell,204456.0,,,,,,,,,,,,,,,,,,,,,,
241,PT06M29.00S,2023-03-31T23:54:08.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,6.1268068331143235,54.166666666666664,1610612760,50,44,2023-03-31T23:55:13Z,2400000,False,-21.0,5.0,1,left,S. Gilgeous-Alexander driving Layup (16 PTS) (L. Dort 1 AST),"[1628983, 1629652]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,,,16.0,L. Dort,1629652.0,1.0,,,,,,
243,PT06M18.00S,2023-03-31T23:54:19.0Z,2,REGULAR,3pt,Jump Shot,[],1627741,70.12155059132719,71.81372549019608,1610612754,50,44,2023-03-31T23:54:23Z,2420000,False,109.0,228.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
244,PT06M16.00S,2023-03-31T23:54:21.0Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,50,44,2023-03-31T23:54:23Z,2430000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,243.0,2.0,2.0,0.0,,,,,,,,,,,,,,
245,PT06M11.00S,2023-03-31T23:54:26.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,6.521024967148489,53.431372549019606,1610612760,50,44,2023-03-31T23:54:32Z,2440000,False,-17.0,9.0,1,left,MISS L. Dort running finger roll Layup,[1629652],1610612760.0,OKC,running finger roll,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
246,PT06M09.00S,2023-03-31T23:54:28.5Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,50,44,2023-03-31T23:54:32Z,2450000,False,,,0,,J. Smith REBOUND (Off:3 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,245.0,8.0,5.0,3.0,,,,,,,,,,,,,,
247,PT06M00.00S,2023-03-31T23:54:38.0Z,2,REGULAR,turnover,bad pass,[],1627741,,,1610612754,50,44,2023-03-31T23:54:41Z,2460000,False,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 1630198]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,Joe,1630198.0,,,,,,,,,,
248,PT06M00.00S,2023-03-31T23:54:38.0Z,2,REGULAR,steal,,[],1630198,,,1610612760,50,44,2023-03-31T23:57:19Z,2470000,False,,,0,,I. Joe STEAL (2 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
249,PT05M55.00S,2023-03-31T23:54:42.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630322,6.915243101182654,47.30392156862745,1610612760,50,46,2023-03-31T23:54:48Z,2480000,False,13.0,13.0,1,left,L. Waters III running finger roll Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1630322, 1628983]",1610612760.0,OKC,running finger roll,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,
251,PT05M52.00S,2023-03-31T23:54:48.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,50,46,2023-03-31T23:54:48Z,2500000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M52.00S,2023-03-31T23:55:45.7Z,2,REGULAR,substitution,out,[],204456,,,1610612754,50,46,2023-03-31T23:56:19Z,2510000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M52.00S,2023-03-31T23:55:45.7Z,2,REGULAR,substitution,out,[],1630188,,,1610612754,50,46,2023-03-31T23:56:19Z,2520000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M52.00S,2023-03-31T23:55:45.7Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,50,46,2023-03-31T23:56:19Z,2530000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M52.00S,2023-03-31T23:55:45.7Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,50,46,2023-03-31T23:56:19Z,2540000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M52.00S,2023-03-31T23:56:22.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612754,50,46,2023-03-31T23:56:29Z,2550000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,
257,PT05M37.00S,2023-03-31T23:56:45.4Z,2,REGULAR,2pt,Jump Shot,[],1629614,92.32917214191852,67.40196078431373,1610612754,52,46,2023-03-31T23:56:50Z,2560000,False,87.0,20.0,1,right,A. Nembhard 8' driving floating bank Jump Shot (5 PTS) (J. Nwora 3 AST),"[1629614, 1629670]",1610612754.0,IND,driving floating bank,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,8.92,Made,,,,,,,,,5.0,J. Nwora,1629670.0,3.0,,,,,,
259,PT05M23.00S,2023-03-31T23:57:01.3Z,2,REGULAR,foul,personal,[],1629614,,,1610612760,52,46,2023-03-31T23:57:06Z,2580000,False,,,0,,A. Nembhard personal FOUL (2 PF),"[1629614, 1628983]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Center,,,,,,,1830.0,,,,,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,
261,PT05M17.00S,2023-03-31T23:57:26.5Z,2,REGULAR,3pt,Jump Shot,[],1630198,30.56833114323259,28.921568627450984,1610612760,52,46,2023-03-31T23:57:31Z,2600000,False,105.0,235.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
262,PT05M14.00S,2023-03-31T23:57:29.5Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612754,52,46,2023-03-31T23:57:31Z,2610000,False,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,,,261.0,1.0,1.0,0.0,,,,,,,,,,,,,,
264,PT05M06.00S,2023-03-31T23:57:41.0Z,2,REGULAR,substitution,out,[],1631119,,,1610612754,52,46,2023-03-31T23:57:47Z,2630000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M06.00S,2023-03-31T23:57:41.0Z,2,REGULAR,substitution,in,[],1631114,,,1610612754,52,46,2023-03-31T23:57:47Z,2640000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M52.00S,2023-03-31T23:58:16.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629670,88.64980289093299,49.01960784313725,1610612754,52,46,2023-03-31T23:58:23Z,2650000,False,-5.0,54.0,1,right,MISS J. Nwora driving Hook,[1629670],1610612754.0,IND,driving,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
267,PT04M51.00S,2023-03-31T23:58:17.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,52,46,2023-03-31T23:58:23Z,2660000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,266.0,,,,,,,,,,,,,,,,,
268,PT04M51.00S,2023-03-31T23:58:20.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612754,52,46,2023-03-31T23:58:32Z,2670000,False,,,0,,S. Gilgeous-Alexander loose ball personal FOUL (1 PF) (Jackson 2 FT),"[1628983, 1630543]",1610612760.0,OKC,loose ball,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Jackson,1630543.0,,
270,PT04M51.00S,2023-03-31T23:58:58.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630543,,,1610612754,53,46,2023-03-31T23:58:58Z,2690000,False,,,0,,I. Jackson Free Throw 1 of 2 (5 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
271,PT04M51.00S,2023-03-31T23:58:58.8Z,2,REGULAR,substitution,out,[],1630322,,,1610612754,53,46,2023-03-31T23:59:02Z,2700000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M51.00S,2023-03-31T23:58:58.8Z,2,REGULAR,substitution,in,[],1630581,,,1610612754,53,46,2023-03-31T23:59:02Z,2710000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M51.00S,2023-03-31T23:58:58.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630543,,,1610612754,53,46,2023-03-31T23:59:22Z,2720000,False,,,0,,MISS I. Jackson Free Throw 2 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
274,PT04M48.00S,2023-03-31T23:59:01.2Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,53,46,2023-03-31T23:59:22Z,2730000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,273.0,1.0,1.0,0.0,,,,,,,,,,,,,,
275,PT04M44.00S,2023-03-31T23:59:25.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,7.703679369250986,96.56862745098039,1610612760,53,46,2023-03-31T23:59:53Z,2740000,False,-233.0,20.0,1,left,MISS I. Joe running 3PT,[1630198],1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,23.36,Missed,,,,,,,,,,,,,,,,,,
276,PT04M39.00S,2023-03-31T23:59:30.9Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,53,46,2023-03-31T23:59:35Z,2750000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Left Corner 3,24+ Left,,,275.0,1.0,1.0,0.0,,,,,,,,,,,,,,
