actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M38.00S,2022-12-30T00:11:53.5Z,1,REGULAR,steal,,[],1627741,,,1610612754,3,5,2022-12-30T00:11:55Z,160000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M33.00S,2022-12-30T00:11:59.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629614,92.06636005256242,4.411764705882353,1610612754,6,5,2022-12-30T00:12:07Z,170000,False,-228.0,22.0,1,right,A. Nembhard 3PT running (3 PTS) (T. Haliburton 1 AST),"[1629614, 1630169]",1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,22.9,Made,3.0,,,,,,,,T. Haliburton,1630169.0,1.0,,,,,,,
19,PT10M05.00S,2022-12-30T00:12:26.4Z,1,REGULAR,3pt,Jump Shot,[],1628378,33.722076215505915,75.49019607843137,1610612739,6,5,2022-12-30T00:12:32Z,190000,False,-127.0,264.0,1,left,MISS D. Mitchell 29' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,29.36,Missed,,,,,,,,,,,,,,,,,,
20,PT10M00.00S,2022-12-30T00:12:31.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,6,5,2022-12-30T00:12:32Z,200000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT09M51.00S,2022-12-30T00:12:42.7Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612754,6,5,2022-12-30T00:12:51Z,210000,False,,,0,,J. Allen shooting personal FOUL (1 PF) (Nesmith 2 FT),"[1628386, 1630174]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627534.0,1.0,0.0,Nesmith,1630174.0,,
23,PT09M51.00S,2022-12-30T00:13:07.7Z,1,REGULAR,freethrow,1 of 2,[],1630174,,,1610612754,7,5,2022-12-30T00:13:07Z,230000,False,,,0,,A. Nesmith Free Throw 1 of 2 (1 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
24,PT09M51.00S,2022-12-30T00:13:24.1Z,1,REGULAR,freethrow,2 of 2,[],1630174,,,1610612754,8,5,2022-12-30T00:13:24Z,240000,False,,,0,,A. Nesmith Free Throw 2 of 2 (2 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
25,PT09M42.00S,2022-12-30T00:13:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,9.674770039421814,37.745098039215684,1610612739,8,7,2022-12-30T00:14:32Z,250000,False,61.0,38.0,1,left,D. Garland 7' driving floating bank Jump Shot (2 PTS) (E. Mobley 1 AST),"[1629636, 1630596]",1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.23,Made,2.0,,,,,,,,E. Mobley,1630596.0,1.0,,,,,,,
27,PT09M30.00S,2022-12-30T00:13:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,84.05059132720105,43.872549019607845,1610612754,8,7,2022-12-30T00:13:55Z,270000,False,-31.0,97.0,1,right,MISS T. Haliburton 10' floating Shot,[1630169],1610612754.0,IND,floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,10.21,Missed,,,,,,,,,,,,,,,,,,
28,PT09M27.00S,2022-12-30T00:13:49.7Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,8,7,2022-12-30T00:13:55Z,280000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M22.00S,2022-12-30T00:13:54.2Z,1,REGULAR,turnover,lost ball,[],1630205,,,1610612739,8,7,2022-12-30T00:13:57Z,290000,False,,,0,,L. Stevens lost ball TURNOVER (1 TO),"[1630205, 1630169]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Mid-Range,16-24 Right Center,,,,1.0,Haliburton,1630169.0,,,,,,,,,,,,,,
30,PT09M22.00S,2022-12-30T00:13:54.2Z,1,REGULAR,steal,,[],1630169,,,1610612754,8,7,2022-12-30T00:15:42Z,300000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
31,PT09M18.00S,2022-12-30T00:13:58.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630174,93.24901445466492,51.9607843137255,1610612754,10,7,2022-12-30T00:14:05Z,310000,False,10.0,11.0,1,right,A. Nesmith running finger roll Layup (4 PTS) (T. Haliburton 2 AST),"[1630174, 1630169]",1610612754.0,IND,running finger roll,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,1.47,Made,4.0,,,,,,,,T. Haliburton,1630169.0,2.0,,,,,,,
33,PT08M53.00S,2022-12-30T00:14:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,6.652431011826544,36.27450980392157,1610612739,10,7,2022-12-30T00:14:30Z,330000,False,69.0,10.0,1,left,MISS L. Stevens 6' driving floating bank Shot,[1630205],1610612739.0,CLE,driving floating bank,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
34,PT08M49.00S,2022-12-30T00:14:30.1Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,10,7,2022-12-30T00:14:30Z,340000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,
35,PT08M42.00S,2022-12-30T00:14:36.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,70.25295663600527,72.30392156862744,1610612754,13,7,2022-12-30T00:18:01Z,350000,False,112.0,227.0,1,right,T. Haliburton 25' 3PT step back (3 PTS) (A. Nembhard 1 AST),"[1630169, 1629614]",1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.3,Made,3.0,,,,,,,,A. Nembhard,1629614.0,1.0,,,,,,,
37,PT08M24.00S,2022-12-30T00:14:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,9.543363994743759,43.872549019607845,1610612739,13,9,2022-12-30T00:14:58Z,370000,False,31.0,37.0,1,left,E. Mobley cutting Layup (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,4.82,Made,2.0,,,,,,,,D. Garland,1629636.0,1.0,,,,,,,
39,PT08M12.00S,2022-12-30T00:15:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,92.59198423127464,53.67647058823529,1610612754,13,9,2022-12-30T00:19:19Z,390000,False,18.0,17.0,1,right,MISS T. Haliburton driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.51,Missed,,,,,,,,,,,,,,,,,,
40,PT08M11.00S,2022-12-30T00:15:06.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,13,9,2022-12-30T00:15:10Z,400000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,39.0,,,,,,,,,,,,,
42,PT07M53.00S,2022-12-30T00:15:43.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,26.888961892247043,80.3921568627451,1610612739,13,9,2022-12-30T00:15:48Z,420000,False,-152.0,200.0,1,left,MISS D. Garland 25' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
43,PT07M53.00S,2022-12-30T00:15:43.8Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,13,9,2022-12-30T00:15:48Z,430000,False,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,42.0,1.0,0.0,1.0,,,,,,,,,,
44,PT07M53.00S,2022-12-30T00:15:47.2Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612739,13,9,2022-12-30T00:15:54Z,440000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Mobley 2 FT),"[1630174, 1630596]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627534.0,1.0,0.0,Mobley,1630596.0,,
46,PT07M53.00S,2022-12-30T00:16:09.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630596,,,1610612739,13,10,2022-12-30T00:16:09Z,460000,False,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
47,PT07M53.00S,2022-12-30T00:16:23.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,13,11,2022-12-30T00:16:24Z,470000,False,,,0,,E. Mobley Free Throw 2 of 2 (4 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
48,PT07M33.00S,2022-12-30T00:16:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.46057818659659,49.50980392156863,1610612754,15,11,2022-12-30T00:20:10Z,480000,False,-2.0,18.0,1,right,M. Turner driving finger roll Layup (2 PTS),[1626167],1610612754.0,IND,driving finger roll,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.86,Made,2.0,,,,,,,,,,,,,,,,,
49,PT07M19.00S,2022-12-30T00:17:02.1Z,1,REGULAR,foul,personal,[],1630174,,,1610612739,15,11,2022-12-30T00:17:14Z,490000,False,,,0,,A. Nesmith personal FOUL (2 PF),"[1630174, 1629636]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1626302.0,2.0,0.0,Garland,1629636.0,,
51,PT07M19.00S,2022-12-30T00:17:12.9Z,1,REGULAR,substitution,out,[],1630174,,,1610612739,15,11,2022-12-30T00:17:16Z,510000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M19.00S,2022-12-30T00:17:12.9Z,1,REGULAR,substitution,in,[],1631097,,,1610612739,15,11,2022-12-30T00:17:16Z,520000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M13.00S,2022-12-30T00:17:38.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,31.35676741130092,78.18627450980392,1610612739,15,14,2022-12-30T00:17:43Z,530000,False,-141.0,242.0,1,left,D. Garland 28' 3PT  (5 PTS) (D. Mitchell 1 AST),"[1629636, 1628378]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,28.03,Made,5.0,,,,,,,,D. Mitchell,1628378.0,1.0,,,,,,,
55,PT07M00.00S,2022-12-30T00:17:53.0Z,1,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,15,14,2022-12-30T00:18:17Z,550000,False,,,0,,B. Mathurin bad pass out-of-bounds TURNOVER (1 TO),[1631097],1610612754.0,IND,bad pass,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Center,,,,1.0,,,,,,,,,,1148.0,,,,,,
56,PT07M00.00S,2022-12-30T00:17:55.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,15,14,2022-12-30T00:18:04Z,560000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M00.00S,2022-12-30T00:17:55.2Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,15,14,2022-12-30T00:18:04Z,570000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M49.00S,2022-12-30T00:18:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,7.046649145860711,47.794117647058826,1610612739,15,14,2022-12-30T00:18:22Z,580000,False,11.0,14.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
59,PT06M46.00S,2022-12-30T00:18:20.6Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,15,14,2022-12-30T00:18:20Z,590000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,58.0,2.0,1.0,1.0,,,,,,,,,,
60,PT06M45.00S,2022-12-30T00:18:21.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,6.1268068331143235,52.450980392156865,1610612739,15,16,2022-12-30T00:18:24Z,600000,False,-12.0,5.0,1,left,J. Allen putback Layup (2 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.33,Made,2.0,,,,,,,,,,,,,,,,,
61,PT06M27.00S,2022-12-30T00:18:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,91.5407358738502,44.11764705882353,1610612754,15,16,2022-12-30T00:19:15Z,610000,False,-29.0,27.0,1,right,MISS B. Hield driving finger roll Layup - blocked,"[1627741, 1627747]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,LeVert,1627747.0
62,PT06M27.00S,2022-12-30T00:18:39.6Z,1,REGULAR,block,,[],1627747,,,1610612754,15,16,2022-12-30T00:18:41Z,620000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M25.00S,2022-12-30T00:18:41.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,15,16,2022-12-30T00:18:43Z,630000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,,,
64,PT06M22.00S,2022-12-30T00:18:45.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628378,22.158344283837057,68.87254901960785,1610612739,15,16,2022-12-30T00:18:52Z,640000,False,-94.0,156.0,1,left,MISS D. Mitchell 18' running pullup Shot,[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,18.22,Missed,,,,,,,,,,,,,,,,,,
65,PT06M20.00S,2022-12-30T00:18:47.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,15,16,2022-12-30T00:18:52Z,650000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Left Center,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,
66,PT06M20.00S,2022-12-30T00:18:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,15,16,2022-12-30T00:18:51Z,660000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M05.00S,2022-12-30T00:22:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,88.12417871222075,54.65686274509803,1610612754,15,16,2022-12-30T00:23:04Z,670000,False,23.0,59.0,1,right,MISS T. Haliburton 6' driving floating Shot - blocked,"[1630169, 1630205]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,Stevens,1630205.0
68,PT06M05.00S,2022-12-30T00:22:10.0Z,1,REGULAR,block,,[],1630205,,,1610612754,15,16,2022-12-30T00:22:11Z,680000,False,,,0,,L. Stevens BLOCK (1 BLK),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT06M03.00S,2022-12-30T00:22:12.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,15,16,2022-12-30T00:22:13Z,690000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,67.0,4.0,3.0,1.0,,,,,,,,,,
70,PT05M52.00S,2022-12-30T00:22:22.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,8.492115637319317,49.754901960784316,1610612739,15,16,2022-12-30T00:23:38Z,700000,False,1.0,27.0,1,left,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.73,Missed,,,,,,,,,,,,,,,,,,
71,PT05M50.00S,2022-12-30T00:22:24.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,15,16,2022-12-30T00:22:27Z,710000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,70.0,3.0,3.0,0.0,,,,,,,,,,
72,PT05M32.00S,2022-12-30T00:22:43.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,93.11760840998686,47.794117647058826,1610612754,17,16,2022-12-30T00:22:47Z,720000,False,-11.0,12.0,1,right,M. Turner DUNK (4 PTS) (T. Haliburton 3 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.64,Made,4.0,,,,,,,,T. Haliburton,1630169.0,3.0,,,,,,,
74,PT05M16.00S,2022-12-30T00:22:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,11.777266754270697,52.450980392156865,1610612739,17,16,2022-12-30T00:23:01Z,740000,False,-12.0,58.0,1,left,MISS E. Mobley turnaround Shot - blocked,"[1630596, 1626167]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0
75,PT05M16.00S,2022-12-30T00:22:58.5Z,1,REGULAR,block,,[],1626167,,,1610612739,17,16,2022-12-30T00:23:00Z,750000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT05M14.00S,2022-12-30T00:23:00.5Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,17,16,2022-12-30T00:23:01Z,760000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,
77,PT05M11.00S,2022-12-30T00:23:04.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627741,73.01248357424441,26.225490196078432,1610612754,17,16,2022-12-30T00:23:10Z,770000,False,-119.0,201.0,1,right,MISS B. Hield 23' running pullup Shot,[1627741],1610612754.0,IND,running pullup,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left Center,23.37,Missed,,,,,,,,,,,,,,,,,,
78,PT05M08.00S,2022-12-30T00:23:07.3Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,17,16,2022-12-30T00:23:07Z,780000,False,,,0,,M. Turner REBOUND (Off:1 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Left Center,,,,,,,77.0,4.0,3.0,1.0,,,,,,,,,,
79,PT05M08.00S,2022-12-30T00:23:07.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1626167,94.40999984741211,50.0,1610612754,19,16,2022-12-30T00:26:24Z,790000,False,0.0,0.0,1,right,M. Turner tip Layup (6 PTS),[1626167],1610612754.0,IND,tip,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
80,PT05M01.00S,2022-12-30T00:23:17.0Z,1,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,19,16,2022-12-30T00:23:22Z,800000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (2 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,2.0,,,,,,,,,,1627534.0,,,,,,
81,PT05M01.00S,2022-12-30T00:23:20.9Z,1,REGULAR,substitution,out,[],1630596,,,1610612754,19,16,2022-12-30T00:23:31Z,810000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M01.00S,2022-12-30T00:23:20.9Z,1,REGULAR,substitution,out,[],1630205,,,1610612754,19,16,2022-12-30T00:23:31Z,820000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
