actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-26T01:10:44.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-26T01:10:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-11-26T01:10:45.7Z,1,REGULAR,jumpball,recovered,[],1626220,,,1610612751,0,0,2022-11-26T01:10:45Z,40000,False,,,0,,Jump Ball N. Claxton vs. M. Turner: Tip to R. O'Neale,"[1626220, 1629651, 1626167]",1610612751.0,BKN,startperiod,R. O'Neale,1626220.0,O'Neale,R. O'Neale,Claxton,1629651.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M55.00S,2022-11-26T01:10:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.835085413929041,45.83333333333333,1610612751,0,2,2022-11-26T01:10:54Z,70000,False,21.0,21.0,1,left,K. Irving cutting Layup (2 PTS) (R. O'Neale 1 AST),"[202681, 1626220]",1610612751.0,BKN,cutting,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.96,Made,2.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,,,
9,PT11M39.00S,2022-11-26T01:11:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,94.82588699080158,45.34313725490196,1610612754,2,2,2022-11-26T01:11:08Z,90000,False,-23.0,-4.0,1,right,M. Turner reverse Layup (2 PTS) (A. Nesmith 1 AST),"[1626167, 1630174]",1610612754.0,IND,reverse,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,,,,
11,PT11M22.00S,2022-11-26T01:11:20.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.1268068331143235,47.549019607843135,1610612751,2,4,2022-11-26T01:11:24Z,110000,False,12.0,5.0,1,left,N. Claxton cutting DUNK (2 PTS) (R. O'Neale 2 AST),"[1629651, 1626220]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.33,Made,2.0,R. O'Neale,1626220.0,2.0,,,,,,,,,,,,,,
13,PT11M05.00S,2022-11-26T01:11:38.1Z,1,REGULAR,3pt,Jump Shot,[],1630169,87.20433639947439,94.11764705882352,1610612754,2,4,2022-11-26T01:11:43Z,130000,False,221.0,68.0,1,right,MISS T. Haliburton pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,23.08,Missed,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2022-11-26T01:11:40.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,2,4,2022-11-26T01:11:43Z,140000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M58.00S,2022-11-26T01:11:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627732,6.652431011826544,46.81372549019608,1610612751,2,6,2022-11-26T01:11:51Z,150000,False,16.0,10.0,1,left,B. Simmons running finger roll Layup (2 PTS),[1627732],1610612751.0,BKN,running finger roll,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.88,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M46.00S,2022-11-26T01:11:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,92.85479632063075,46.32352941176471,1610612754,4,6,2022-11-26T01:12:00Z,160000,False,-18.0,15.0,1,right,B. Hield driving finger roll Layup (2 PTS) (T. Haliburton 1 AST),"[1627741, 1630169]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,
18,PT10M35.00S,2022-11-26T01:12:08.6Z,1,REGULAR,3pt,Jump Shot,[],202681,8.360709592641262,2.696078431372549,1610612751,4,6,2022-11-26T01:12:30Z,180000,False,237.0,26.0,1,left,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,23.79,Missed,,,,,,,,,,,,,,,,,,
