actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-03T00:10:38.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-03T00:10:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-01-03T00:10:40.5Z,1,REGULAR,jumpball,recovered,[],1630174,,,1610612754,0,0,2023-01-03T00:10:40Z,40000,False,,,0,,Jump Ball M. Turner vs. S. Barnes: Tip to A. Nesmith,"[1630174, 1626167, 1630567]",1610612754.0,IND,startperiod,A. Nesmith,1630174.0,Nesmith,A. Nesmith,Turner,1626167.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-01-03T00:10:57.7Z,1,REGULAR,3pt,Jump Shot,[],1630174,71.04139290407359,82.1078431372549,1610612754,0,0,2023-01-03T00:11:02Z,70000,False,161.0,220.0,1,right,MISS A. Nesmith 27' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,27.21,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-01-03T00:11:01.7Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,0,0,2023-01-03T00:11:02Z,80000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-01-03T00:11:12.4Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612761,0,0,2023-01-03T00:11:18Z,90000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630174, 1627783]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,201245.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,
11,PT11M28.00S,2023-01-03T00:11:37.2Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,0,1,2023-01-03T00:11:37Z,110000,False,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M28.00S,2023-01-03T00:11:56.7Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,0,2,2023-01-03T00:11:56Z,120000,False,,,0,,P. Siakam Free Throw 2 of 2 (2 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M12.00S,2023-01-03T00:12:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,91.80354796320631,54.65686274509803,1610612754,2,2,2023-01-03T00:12:16Z,130000,False,23.0,25.0,1,right,M. Turner alley-oop Layup (2 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,alley-oop,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,
15,PT10M54.00S,2023-01-03T00:12:34.5Z,1,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612761,2,2,2023-01-03T00:12:39Z,150000,False,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[1630169, 1629018]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,,,,,,,202058.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,,,,
17,PT10M54.00S,2023-01-03T00:12:55.8Z,1,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,2,3,2023-01-03T00:12:55Z,170000,False,,,0,,G. Trent Jr. Free Throw 1 of 2 (1 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
18,PT10M54.00S,2023-01-03T00:13:09.0Z,1,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,2,4,2023-01-03T00:13:09Z,180000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (2 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
19,PT10M36.00S,2023-01-03T00:13:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,90.75229960578186,41.911764705882355,1610612754,2,4,2023-01-03T00:13:33Z,190000,False,-40.0,34.0,1,right,MISS T. Haliburton driving finger roll Layup,[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2023-01-03T00:13:32.1Z,1,REGULAR,rebound,offensive,[],1629614,,,1610612754,2,4,2023-01-03T00:13:33Z,200000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:0),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M33.00S,2023-01-03T00:13:32.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629614,92.06636005256242,49.26470588235294,1610612754,4,4,2023-01-03T00:13:36Z,210000,False,-4.0,22.0,1,right,A. Nembhard putback Layup (2 PTS),[1629614],1610612754.0,IND,putback,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,,,,2.0,,,,,,,,
22,PT10M15.00S,2023-01-03T00:13:49.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,28.33442838370565,13.23529411764706,1610612761,4,4,2023-01-03T00:13:53Z,220000,False,184.0,214.0,1,left,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,28.19,Missed,,,,,,,,,,,,,,,,,,
23,PT10M11.00S,2023-01-03T00:13:53.1Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,4,4,2023-01-03T00:13:53Z,230000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M04.00S,2023-01-03T00:14:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,91.93495400788436,45.83333333333333,1610612754,4,4,2023-01-03T00:14:04Z,240000,False,-21.0,23.0,1,right,MISS B. Hield driving finger roll Layup,[1627741],1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
25,PT10M01.00S,2023-01-03T00:14:03.3Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,4,4,2023-01-03T00:14:04Z,250000,False,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,
26,PT10M01.00S,2023-01-03T00:14:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,94.40999984741211,50.0,1610612754,4,4,2023-01-03T00:14:03Z,260000,False,0.0,0.0,1,right,MISS M. Turner tip Layup,[1626167],1610612754.0,IND,tip,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
27,PT10M00.00S,2023-01-03T00:14:04.3Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,4,4,2023-01-03T00:14:04Z,270000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M57.00S,2023-01-03T00:14:06.6Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612761,4,4,2023-01-03T00:14:10Z,280000,False,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1630169]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0,,
29,PT09M57.00S,2023-01-03T00:14:06.6Z,1,REGULAR,steal,,[],1630169,,,1610612754,4,4,2023-01-03T00:14:08Z,290000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
30,PT09M51.00S,2023-01-03T00:14:12.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,92.85479632063075,2.941176470588235,1610612754,4,4,2023-01-03T00:14:20Z,300000,False,-235.0,15.0,1,right,MISS B. Hield running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,23.58,Missed,,,,,,,,,,,,,,,,,,
31,PT09M47.00S,2023-01-03T00:14:17.7Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,4,4,2023-01-03T00:14:17Z,310000,False,,,0,,M. Turner REBOUND (Off:2 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,30.0,2.0,0.0,2.0,,,,,,,,,,,,,,
32,PT09M45.00S,2023-01-03T00:14:20.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630174,93.24901445466492,53.18627450980392,1610612754,6,4,2023-01-03T00:14:23Z,320000,False,16.0,11.0,1,right,A. Nesmith cutting Layup (2 PTS) (A. Nembhard 2 AST),"[1630174, 1629614]",1610612754.0,IND,cutting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,,,2.0,A. Nembhard,1629614.0,2.0,,,,,
34,PT09M31.00S,2023-01-03T00:14:36.6Z,1,REGULAR,foul,personal,[],1629614,,,1610612761,6,4,2023-01-03T00:14:47Z,340000,False,,,0,,A. Nembhard personal FOUL (1 PF),"[1629614, 1627832]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202058.0,1.0,0.0,VanVleet,1627832.0,,,,,,,,,
37,PT09M21.00S,2023-01-03T00:15:16.0Z,1,REGULAR,3pt,Jump Shot,[],1627783,16.63929040735874,3.431372549019608,1610612761,6,7,2023-01-03T00:15:20Z,370000,False,233.0,104.0,1,left,P. Siakam 25' 3PT  (5 PTS) (S. Barnes 1 AST),"[1627783, 1630567]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,25.49,Made,,,,,,,,,,5.0,S. Barnes,1630567.0,1.0,,,,,
39,PT09M11.00S,2023-01-03T00:15:28.3Z,1,REGULAR,foul,personal,[],1628384,,,1610612754,6,7,2023-01-03T00:15:37Z,390000,False,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 1626167]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202058.0,1.0,0.0,Turner,1626167.0,,,,,,,,,
41,PT08M58.00S,2023-01-03T00:15:59.9Z,1,REGULAR,2pt,Jump Shot,[],1630169,77.08607095926413,36.27450980392157,1610612754,8,7,2023-01-03T00:16:04Z,410000,False,-69.0,163.0,1,right,T. Haliburton 17' fadeaway Jump Shot (2 PTS),[1630169],1610612754.0,IND,fadeaway,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left Center,17.68,Made,,,,,,,,,,2.0,,,,,,,,
42,PT08M50.00S,2023-01-03T00:16:08.1Z,1,REGULAR,3pt,Jump Shot,[],1629018,16.507884362680684,96.32352941176471,1610612761,8,10,2023-01-03T00:16:12Z,420000,False,-232.0,103.0,1,left,G. Trent Jr. 25' 3PT  (5 PTS) (S. Barnes 2 AST),"[1629018, 1630567]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.33,Made,,,,,,,,,,5.0,S. Barnes,1630567.0,2.0,,,,,
