actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-22T00:10:21.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-22T00:10:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-11-22T00:10:25.8Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2022-11-22T00:10:25Z,40000,False,,,0,,Jump Ball B. Bol vs. M. Turner: Tip to J. Suggs,"[1630591, 1629626, 1626167]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Bol,1629626.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-11-22T00:10:34.5Z,1,REGULAR,3pt,Jump Shot,[],1628964,35.03613666228647,38.48039215686275,1610612753,0,0,2022-11-22T00:10:39Z,70000,False,58.0,277.0,1,left,MISS M. Bamba 28' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Center,28.27,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-11-22T00:10:36.5Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,0,0,2022-11-22T00:10:39Z,80000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2022-11-22T00:10:55.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,77.7431011826544,5.637254901960785,1610612754,0,0,2022-11-22T00:11:03Z,90000,False,-222.0,157.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,27.16,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2022-11-22T00:11:01.7Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612754,0,0,2022-11-22T00:11:03Z,100000,False,,,0,,B. Hield REBOUND (Off:1 Def:0),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M13.00S,2022-11-22T00:11:08.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630169,94.1688567674113,48.529411764705884,1610612754,2,0,2022-11-22T00:11:16Z,110000,False,-7.0,2.0,1,right,T. Haliburton finger roll Layup (2 PTS),[1630169],1610612754.0,IND,finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M00.00S,2022-11-22T00:11:22.9Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612753,2,0,2022-11-22T00:11:33Z,120000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630174, 1630532]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,1.0,0.0,Wagner,1630532.0,,,,,,,,
14,PT11M00.00S,2022-11-22T00:11:47.5Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,2,1,2022-11-22T00:12:05Z,140000,False,,,0,,F. Wagner Free Throw 1 of 2 (1 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
15,PT11M00.00S,2022-11-22T00:11:47.5Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,2,1,2022-11-22T00:12:05Z,150000,False,,,0,,MISS F. Wagner Free Throw 2 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
