actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-28T00:40:40.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-28T00:40:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-12-28T00:40:42.2Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,0,0,2022-12-28T00:40:42Z,40000,False,,,0,,Jump Ball O. Okongwu vs. M. Turner: Tip to T. Young,"[1629027, 1630168, 1626167]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Okongwu,1630168.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2022-12-28T00:41:00.9Z,1,REGULAR,3pt,Jump Shot,[],203992,26.363337713534822,86.02941176470588,1610612737,0,3,2022-12-28T00:41:07Z,70000,False,-180.0,195.0,1,left,B. Bogdanovic 26' 3PT  (3 PTS) (T. Young 1 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.57,Made,3.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2022-12-28T00:41:19.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.85479632063075,47.549019607843135,1610612754,2,3,2022-12-28T00:41:23Z,90000,False,-12.0,15.0,1,right,M. Turner Layup (2 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.92,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,
11,PT11M09.00S,2022-12-28T00:41:31.2Z,1,REGULAR,turnover,bad pass,[],203992,,,1610612737,2,3,2022-12-28T00:41:36Z,110000,False,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[203992, 1629614]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,Nembhard,1629614.0,,,,,,,,,,,
12,PT11M09.00S,2022-12-28T00:41:31.2Z,1,REGULAR,steal,,[],1629614,,,1610612754,2,3,2022-12-28T00:41:32Z,120000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
13,PT10M59.00S,2022-12-28T00:41:41.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629614,84.31340341655716,42.8921568627451,1610612754,2,3,2022-12-28T00:41:45Z,130000,False,-36.0,95.0,1,right,MISS A. Nembhard 10' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,10.14,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2022-12-28T00:41:44.1Z,1,REGULAR,rebound,offensive,[],1630169,,,1610612754,2,3,2022-12-28T00:44:56Z,140000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:0),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,13.0,1.0,0.0,1.0,,,,,,,
15,PT10M52.00S,2022-12-28T00:41:47.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627741,72.61826544021025,19.11764705882353,1610612754,2,3,2022-12-28T00:41:52Z,150000,False,-154.0,205.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
16,PT10M48.00S,2022-12-28T00:41:51.8Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,2,3,2022-12-28T00:41:52Z,160000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
