actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT05M52.00S,2023-04-07T23:27:17.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629670,94.40999984741211,50.0,1610612754,21,13,2023-04-07T23:27:33Z,880000,False,0.0,0.0,1,right,J. Nwora putback Layup (7 PTS),[1629670],1610612754.0,IND,putback,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,7.0,,,,,,,,,
90,PT05M45.00S,2023-04-07T23:27:22.5Z,1,REGULAR,3pt,Jump Shot,[],1631093,31.35676741130092,38.48039215686275,1610612765,21,16,2023-04-07T23:27:31Z,890000,False,58.0,242.0,1,left,J. Ivey 24' 3PT pullup (7 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,24.91,Made,,,,,,,,,7.0,,,,,,,,,
91,PT05M31.00S,2023-04-07T23:27:38.1Z,1,REGULAR,foul,offensive,[],201949,,,1610612754,21,16,2023-04-07T23:27:44Z,900000,False,,,0,,J. Johnson offensive FOUL (1 PF),"[201949, 1631093]",1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,101284.0,,,,,,,,,,1.0,0.0,Ivey,1631093.0
93,PT05M31.00S,2023-04-07T23:27:38.1Z,1,REGULAR,turnover,offensive foul,[],201949,,,1610612754,21,16,2023-04-07T23:27:38Z,920000,False,,,0,,J. Johnson offensive foul TURNOVER (1 TO),[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,101284.0,1.0,,,,,,,,,,,,
94,PT05M31.00S,2023-04-07T23:27:50.1Z,1,REGULAR,substitution,out,[],1630174,,,1610612765,21,16,2023-04-07T23:28:01Z,930000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M31.00S,2023-04-07T23:27:50.1Z,1,REGULAR,substitution,in,[],1627741,,,1610612765,21,16,2023-04-07T23:28:01Z,940000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M11.00S,2023-04-07T23:28:38.2Z,1,REGULAR,foul,personal,['2freethrow'],1629670,,,1610612765,21,16,2023-04-07T23:28:43Z,950000,False,,,0,,J. Nwora shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1629670, 1628963]",1610612754.0,IND,shooting,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Right,,,,,,,101284.0,,,,,,,,,,1.0,0.0,Bagley III,1628963.0
98,PT05M11.00S,2023-04-07T23:29:13.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628963,,,1610612765,21,16,2023-04-07T23:29:13Z,970000,False,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
99,PT05M11.00S,2023-04-07T23:29:13.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,21,16,2023-04-07T23:29:13Z,980000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,
100,PT05M11.00S,2023-04-07T23:29:14.1Z,1,REGULAR,substitution,out,[],1629614,,,1610612765,21,16,2023-04-07T23:29:23Z,990000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M11.00S,2023-04-07T23:29:14.1Z,1,REGULAR,substitution,out,[],1629670,,,1610612765,21,16,2023-04-07T23:29:23Z,1000000,False,,,0,,SUB out: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M11.00S,2023-04-07T23:29:14.1Z,1,REGULAR,substitution,in,[],201588,,,1610612765,21,16,2023-04-07T23:29:23Z,1010000,False,,,0,,SUB in: G. Hill,[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M11.00S,2023-04-07T23:29:14.1Z,1,REGULAR,substitution,in,[],1629052,,,1610612765,21,16,2023-04-07T23:29:23Z,1020000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M11.00S,2023-04-07T23:29:39.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628963,,,1610612765,21,17,2023-04-07T23:29:39Z,1030000,False,,,0,,M. Bagley III Free Throw 2 of 2 (4 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
105,PT05M00.00S,2023-04-07T23:29:52.8Z,1,REGULAR,3pt,Jump Shot,[],1631097,82.86793692509855,96.81372549019608,1610612754,21,17,2023-04-07T23:29:58Z,1040000,False,234.0,109.0,1,right,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
106,PT04M56.00S,2023-04-07T23:29:56.8Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,21,17,2023-04-07T23:29:58Z,1050000,False,,,0,,J. Ivey REBOUND (Off:0 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,105.0,2.0,2.0,0.0,,,,,,,,,,,,,,
107,PT04M48.00S,2023-04-07T23:30:04.0Z,1,REGULAR,3pt,Jump Shot,[],1630165,6.389618922470433,96.32352941176471,1610612765,21,20,2023-04-07T23:30:08Z,1060000,False,-232.0,8.0,1,left,K. Hayes 3PT  (5 PTS) (J. Ivey 2 AST),"[1630165, 1631093]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,23.17,Made,,,,,,,,,5.0,J. Ivey,1631093.0,2.0,,,,,,
109,PT04M41.00S,2023-04-07T23:30:14.6Z,1,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612754,21,20,2023-04-07T23:30:23Z,1080000,False,,,0,,R. Hampton shooting personal FOUL (2 PF) (Brissett 2 FT),"[1630181, 1629052]",1610612765.0,DET,shooting,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101284.0,,,,,,,,,,2.0,0.0,Brissett,1629052.0
111,PT04M41.00S,2023-04-07T23:30:38.5Z,1,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,22,20,2023-04-07T23:30:58Z,1100000,False,,,0,,O. Brissett Free Throw 1 of 2 (1 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
112,PT04M41.00S,2023-04-07T23:30:38.5Z,1,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,22,20,2023-04-07T23:30:58Z,1110000,False,,,0,,MISS O. Brissett Free Throw 2 of 2,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
113,PT04M40.00S,2023-04-07T23:30:39.5Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,22,20,2023-04-07T23:30:58Z,1120000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT04M30.00S,2023-04-07T23:31:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,11.908672798948752,49.754901960784316,1610612765,22,22,2023-04-07T23:31:13Z,1130000,False,1.0,59.0,1,left,K. Hayes pullup Jump Shot (7 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,5.94,Made,,,,,,,,,7.0,,,,,,,,,
115,PT04M15.00S,2023-04-07T23:31:21.7Z,1,REGULAR,turnover,bad pass,[],201949,,,1610612754,22,22,2023-04-07T23:31:25Z,1140000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[201949, 1630165]",1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,2.0,,,,,,,Hayes,1630165.0,,,,
116,PT04M15.00S,2023-04-07T23:31:21.7Z,1,REGULAR,steal,,[],1630165,,,1610612765,22,22,2023-04-07T23:31:24Z,1150000,False,,,0,,K. Hayes STEAL (2 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
117,PT04M11.00S,2023-04-07T23:31:25.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202709,6.521024967148489,48.28431372549019,1610612765,22,24,2023-04-07T23:31:30Z,1160000,False,9.0,9.0,1,left,C. Joseph running Layup (2 PTS) (K. Hayes 1 AST),"[202709, 1630165]",1610612765.0,DET,running,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,2.0,K. Hayes,1630165.0,1.0,,,,,,
119,PT04M03.00S,2023-04-07T23:31:32.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,87.59855453350855,3.6764705882352944,1610612754,25,24,2023-04-07T23:31:36Z,1180000,False,-232.0,64.0,1,right,B. Hield 24' 3PT  (3 PTS) (G. Hill 1 AST),"[1627741, 201588]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,24.03,Made,,,,,,,,,3.0,G. Hill,201588.0,1.0,,,,,,
121,PT03M46.00S,2023-04-07T23:31:50.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,7.178055190538765,59.31372549019608,1610612765,25,24,2023-04-07T23:31:57Z,1200000,False,-47.0,15.0,1,left,MISS M. Bagley III driving Hook,[1628963],1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,,
122,PT03M42.00S,2023-04-07T23:31:54.6Z,1,REGULAR,rebound,defensive,[],201949,,,1610612754,25,24,2023-04-07T23:31:57Z,1210000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT03M38.00S,2023-04-07T23:31:58.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201949,93.9060446780552,51.9607843137255,1610612754,27,24,2023-04-07T23:34:19Z,1220000,False,10.0,5.0,1,right,J. Johnson running finger roll Layup (2 PTS),[201949],1610612754.0,IND,running finger roll,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,,,2.0,,,,,,,,,
124,PT03M30.00S,2023-04-07T23:32:05.9Z,1,REGULAR,3pt,Jump Shot,[],202709,27.94021024967148,82.59803921568627,1610612765,27,24,2023-04-07T23:42:51Z,1230000,False,-163.0,210.0,1,left,MISS C. Joseph 26' pullup 3PT,[202709],1610612765.0,DET,pullup,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,26.59,Missed,,,,,,,,,,,,,,,,,,
125,PT03M28.00S,2023-04-07T23:32:07.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,27,24,2023-04-07T23:32:17Z,1240000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,124.0,,,,,,,,,,,,,,,,,
127,PT03M18.00S,2023-04-07T23:32:26.0Z,1,REGULAR,3pt,Jump Shot,[],201949,70.25295663600527,72.05882352941177,1610612754,27,24,2023-04-07T23:32:30Z,1260000,False,110.0,227.0,1,right,MISS J. Johnson 25' 3PT,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
128,PT03M13.00S,2023-04-07T23:32:31.0Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612765,27,24,2023-04-07T23:32:30Z,1270000,False,,,0,,R. Hampton REBOUND (Off:0 Def:4),[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Right Center,,,127.0,4.0,4.0,0.0,,,,,,,,,,,,,,
129,PT03M08.00S,2023-04-07T23:32:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630181,6.1268068331143235,47.549019607843135,1610612765,27,24,2023-04-07T23:32:43Z,1280000,False,12.0,5.0,1,left,MISS R. Hampton running finger roll Layup,[1630181],1610612765.0,DET,running finger roll,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,,
130,PT03M06.00S,2023-04-07T23:32:37.1Z,1,REGULAR,rebound,defensive,[],201949,,,1610612754,27,24,2023-04-07T23:32:43Z,1290000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,,
131,PT03M06.00S,2023-04-07T23:32:38.8Z,1,REGULAR,foul,offensive,[],1631097,,,1610612754,27,24,2023-04-08T01:40:16Z,1300000,False,,,0,,B. Mathurin charge offensive FOUL (1 PF),"[1631097, 202709]",1610612754.0,IND,charge,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,1627529.0,,,,,,,,,,1.0,0.0,Joseph,202709.0
133,PT03M06.00S,2023-04-07T23:32:38.8Z,1,REGULAR,turnover,offensive foul,[],1631097,,,1610612754,27,24,2023-04-07T23:32:38Z,1320000,False,,,0,,B. Mathurin offensive foul TURNOVER (2 TO),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,1627529.0,2.0,,,,,,,,,,,,
134,PT03M06.00S,2023-04-07T23:32:45.8Z,1,REGULAR,substitution,out,[],1631097,,,1610612765,27,24,2023-04-07T23:33:09Z,1330000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M06.00S,2023-04-07T23:32:45.8Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,27,24,2023-04-07T23:33:09Z,1340000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M06.00S,2023-04-07T23:32:45.8Z,1,REGULAR,substitution,out,[],1628963,,,1610612765,27,24,2023-04-07T23:33:09Z,1350000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M06.00S,2023-04-07T23:32:45.8Z,1,REGULAR,substitution,in,[],1628221,,,1610612765,27,24,2023-04-07T23:33:09Z,1360000,False,,,0,,SUB in: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M06.00S,2023-04-07T23:32:45.8Z,1,REGULAR,substitution,in,[],1631105,,,1610612765,27,24,2023-04-07T23:33:09Z,1370000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M06.00S,2023-04-07T23:32:45.8Z,1,REGULAR,substitution,in,[],1631197,,,1610612765,27,24,2023-04-07T23:33:09Z,1380000,False,,,0,,SUB in: J. Rhoden,[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M57.00S,2023-04-07T23:33:26.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202709,28.465834428383708,21.07843137254902,1610612765,27,24,2023-04-07T23:33:31Z,1390000,False,145.0,215.0,1,left,MISS C. Joseph 25' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
141,PT02M53.00S,2023-04-07T23:33:30.4Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,27,24,2023-04-07T23:33:30Z,1400000,False,,,0,,J. Duren REBOUND (Off:2 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,140.0,2.0,0.0,2.0,,,,,,,,,,,,,,
142,PT02M51.00S,2023-04-07T23:33:32.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631105,11.383048620236531,46.81372549019608,1610612765,27,26,2023-04-07T23:33:37Z,1410000,False,16.0,55.0,1,left,J. Duren Hook (4 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,5.68,Made,,,,,,,,,4.0,,,,,,,,,
143,PT02M36.00S,2023-04-07T23:33:48.6Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,27,26,2023-04-07T23:33:55Z,1420000,False,,,0,,B. Hield lost ball out-of-bounds TURNOVER (1 TO),[1627741],1610612754.0,IND,lost ball,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,200832.0,1.0,,,,,,,,,,,,
144,PT02M28.00S,2023-04-07T23:34:05.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630165,33.196452036793694,52.69607843137255,1610612765,27,29,2023-04-07T23:34:10Z,1430000,False,-13.0,260.0,1,left,K. Hayes 25' 3PT step back (10 PTS),[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,25.99,Made,,,,,,,,,10.0,,,,,,,,,
145,PT02M15.00S,2023-04-07T23:34:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,90.09526938239159,43.627450980392155,1610612754,27,29,2023-04-07T23:34:22Z,1440000,False,-32.0,41.0,1,right,MISS O. Brissett driving finger roll Layup,[1629052],1610612754.0,IND,driving finger roll,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),0-8 Center,5.16,Missed,,,,,,,,,,,,,,,,,,
146,PT02M11.00S,2023-04-07T23:34:22.3Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,27,29,2023-04-07T23:34:22Z,1450000,False,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,,
147,PT02M08.00S,2023-04-07T23:34:25.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630181,5.469776609724048,46.07843137254902,1610612765,27,31,2023-04-07T23:34:30Z,1460000,False,20.0,-1.0,1,left,R. Hampton running DUNK (4 PTS) (K. Hayes 2 AST),"[1630181, 1630165]",1610612765.0,DET,running,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,,,4.0,K. Hayes,1630165.0,2.0,,,,,,
150,PT01M48.00S,2023-04-07T23:34:57.7Z,1,REGULAR,turnover,bad pass,[],1629052,,,1610612754,27,31,2023-04-07T23:35:01Z,1490000,False,,,0,,O. Brissett bad pass TURNOVER (1 TO),"[1629052, 202709]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Mid-Range,16-24 Left,,,,,,,,1.0,,,,,,,Joseph,202709.0,,,,
151,PT01M48.00S,2023-04-07T23:34:57.7Z,1,REGULAR,steal,,[],202709,,,1610612765,27,31,2023-04-07T23:34:59Z,1500000,False,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
152,PT01M45.00S,2023-04-07T23:35:01.0Z,1,REGULAR,turnover,lost ball,[],202709,,,1610612765,27,31,2023-04-07T23:35:05Z,1510000,False,,,0,,C. Joseph lost ball TURNOVER (1 TO),"[202709, 1628221]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,York,1628221.0,,,,
153,PT01M45.00S,2023-04-07T23:35:01.0Z,1,REGULAR,steal,,[],1628221,,,1610612754,27,31,2023-04-07T23:35:03Z,1520000,False,,,0,,G. York STEAL (1 STL),[1628221],1610612754.0,IND,,,,York,G. York,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
154,PT01M41.00S,2023-04-07T23:35:04.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201588,93.77463863337714,26.715686274509803,1610612754,27,31,2023-04-07T23:49:25Z,1530000,False,-116.0,6.0,1,right,MISS G. Hill 11' driving floating Shot,[201588],1610612754.0,IND,driving floating,,,Hill,G. Hill,,,,,Mid-Range,8-16 Left,11.66,Missed,,,,,,,,,,,,,,,,,,
155,PT01M38.00S,2023-04-07T23:35:07.7Z,1,REGULAR,rebound,defensive,[],1631197,,,1610612765,27,31,2023-04-07T23:35:10Z,1540000,False,,,0,,J. Rhoden REBOUND (Off:0 Def:1),[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Mid-Range,8-16 Left,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,
156,PT01M25.00S,2023-04-07T23:35:21.4Z,1,REGULAR,2pt,Jump Shot,[],1631197,18.74178712220762,73.52941176470588,1610612765,27,31,2023-04-07T23:35:27Z,1550000,False,-118.0,124.0,1,left,MISS J. Rhoden 17' pullup Shot,[1631197],1610612765.0,DET,pullup,,,Rhoden,J. Rhoden,,,,,Mid-Range,16-24 Left Center,17.07,Missed,,,,,,,,,,,,,,,,,,
157,PT01M21.00S,2023-04-07T23:35:25.4Z,1,REGULAR,rebound,offensive,[],202709,,,1610612765,27,31,2023-04-07T23:35:27Z,1560000,False,,,0,,C. Joseph REBOUND (Off:1 Def:0),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Mid-Range,16-24 Left Center,,,156.0,1.0,0.0,1.0,,,,,,,,,,,,,,
158,PT01M18.00S,2023-04-07T23:35:28.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630165,20.71287779237845,93.38235294117648,1610612765,27,31,2023-04-07T23:35:33Z,1570000,False,-217.0,142.0,1,left,MISS K. Hayes 25' pullup 3PT,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
159,PT01M13.00S,2023-04-07T23:35:33.6Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,27,31,2023-04-07T23:54:04Z,1580000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT01M02.00S,2023-04-07T23:35:43.7Z,1,REGULAR,3pt,Jump Shot,[],1628221,86.41590013140605,2.696078431372549,1610612754,27,31,2023-04-07T23:54:23Z,1590000,False,-237.0,75.0,1,right,MISS G. York 24' step back 3PT,[1628221],1610612754.0,IND,step back,,,York,G. York,,,,,Left Corner 3,24+ Left,24.82,Missed,,,,,,,,,,,,,,,,,,
161,PT00M58.00S,2023-04-07T23:35:47.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,27,31,2023-04-07T23:35:49Z,1600000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,160.0,3.0,1.0,2.0,,,,,,,,,,,,,,
162,PT00M40.30S,2023-04-07T23:36:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,7.835085413929041,44.36274509803921,1610612765,27,33,2023-04-07T23:36:11Z,1610000,False,28.0,21.0,1,left,R. Hampton driving Layup (6 PTS) (K. Hayes 3 AST),"[1630181, 1630165]",1610612765.0,DET,driving,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,3.52,Made,,,,,,,,,6.0,K. Hayes,1630165.0,3.0,,,,,,
164,PT00M32.60S,2023-04-07T23:36:18.3Z,1,REGULAR,3pt,Jump Shot,[],201949,66.44218134034165,47.30392156862745,1610612754,27,33,2023-04-07T23:36:23Z,1630000,False,-13.0,263.0,1,right,MISS J. Johnson 26' pullup 3PT,[201949],1610612754.0,IND,pullup,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,26.32,Missed,,,,,,,,,,,,,,,,,,
165,PT00M28.60S,2023-04-07T23:36:22.3Z,1,REGULAR,rebound,defensive,[],1631197,,,1610612765,27,33,2023-04-07T23:36:23Z,1640000,False,,,0,,J. Rhoden REBOUND (Off:0 Def:2),[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Above the Break 3,24+ Center,,,164.0,2.0,2.0,0.0,,,,,,,,,,,,,,
166,PT00M08.20S,2023-04-07T23:36:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,10.5946123521682,65.68627450980392,1610612765,27,33,2023-04-07T23:56:14Z,1650000,False,-78.0,47.0,1,left,MISS C. Joseph 9' fadeaway Shot,[202709],1610612765.0,DET,fadeaway,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Left,9.15,Missed,,,,,,,,,,,,,,,,,,
167,PT00M06.10S,2023-04-07T23:36:44.8Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,27,33,2023-04-07T23:36:47Z,1660000,False,,,0,,J. Duren REBOUND (Off:3 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Left,,,166.0,4.0,1.0,3.0,,,,,,,,,,,,,,
168,PT00M06.10S,2023-04-07T23:36:46.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,7.046649145860711,48.77450980392157,1610612765,27,35,2023-04-07T23:36:50Z,1670000,False,6.0,14.0,1,left,J. Duren tip Layup (6 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,,,6.0,,,,,,,,,
169,PT00M03.10S,2023-04-07T23:36:53.8Z,1,REGULAR,foul,personal,[],1630165,,,1610612754,27,35,2023-04-07T23:37:08Z,1680000,False,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 201588]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,200832.0,,,,,,,,,,1.0,0.0,Hill,201588.0
