actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,descriptor,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
2,PT12M00.00S,2023-02-03T00:11:06.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-03T00:11:06Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2023-02-03T00:11:17.7Z,1,REGULAR,violation,jumpball,[],203076,,,0,0,0,2023-02-03T00:11:26Z,40000,False,,,0,,A. Davis jumpball VIOLATION,[203076],1610612747.0,LAL,2005.0,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PT11M52.00S,2023-02-03T00:11:36.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,30.436925098554536,30.14705882352941,1610612754,0,0,2023-02-03T00:11:45Z,50000,False,99.0,234.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,Turner,M. Turner,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,,,,,,,
6,PT11M48.00S,2023-02-03T00:11:40.6Z,1,REGULAR,rebound,defensive,[],203471,,,1610612747,0,0,2023-02-03T00:11:45Z,60000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612747.0,LAL,,Schroder,D. Schroder,Above the Break 3,24+ Right Center,,,5.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
7,PT11M31.00S,2023-02-03T00:11:56.1Z,1,REGULAR,2pt,Jump Shot,[],2544,92.9862023653088,88.23529411764706,1610612747,0,0,2023-02-03T00:12:00Z,70000,False,191.0,13.0,1,right,MISS L. James 19' fadeaway Shot,[2544],1610612747.0,LAL,,James,L. James,Mid-Range,16-24 Right,19.17,Missed,,,,,fadeaway,,,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2023-02-03T00:11:59.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,0,0,2023-02-03T00:12:00Z,80000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,Turner,M. Turner,Mid-Range,16-24 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2023-02-03T00:12:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,6.258212877792378,52.450980392156865,1610612754,2,0,2023-02-03T00:12:14Z,90000,False,-12.0,6.0,1,left,B. Hield driving Layup (2 PTS) (T. Haliburton 1 AST),"[1627741, 1630169]",1610612754.0,IND,,Hield,B. Hield,Restricted Area,0-8 Center,1.38,Made,,,,,driving,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,,
12,PT11M04.00S,2023-02-03T00:12:36.6Z,1,REGULAR,foul,technical,['1freethrow'],203471,,,1610612747,2,0,2023-02-03T00:13:17Z,120000,False,,,0,,D. Schroder technical FOUL (1 Tech),[203471],1610612747.0,LAL,1627541.0,Schroder,D. Schroder,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
13,PT11M04.00S,2023-02-03T00:13:06.4Z,1,REGULAR,freethrow,1 of 1,[],1627741,,,1610612747,2,0,2023-02-03T00:13:17Z,130000,False,,,0,,MISS B. Hield technical Free Throw 1 of 1,[1627741],1610612754.0,IND,,Hield,B. Hield,,,,Missed,,,,,technical,,,,,,,,,,,,,,,,,,,
14,PT11M04.00S,2023-02-03T00:13:06.4Z,1,REGULAR,rebound,defensive,"['team', 'deadball']",0,,,1610612747,2,0,2023-02-03T00:15:53Z,140000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,
