actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
176,PT09M31.00S,2022-11-08T01:14:10.6Z,2,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612754,36,36,2022-11-08T01:14:15Z,1740000,,,0,,N. Marshall shooting personal FOUL (1 PF) (McConnell 2 FT),"[1630230, 204456]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201245.0,1.0,0.0,McConnell,204456.0
178,PT09M31.00S,2022-11-08T01:14:35.2Z,2,REGULAR,freethrow,1 of 2,[],204456,,,1610612754,37,36,2022-11-08T01:14:35Z,1760000,,,0,,T. McConnell Free Throw 1 of 2 (3 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
179,PT09M31.00S,2022-11-08T01:14:53.0Z,2,REGULAR,freethrow,2 of 2,[],204456,,,1610612754,38,36,2022-11-08T01:14:53Z,1770000,,,0,,T. McConnell Free Throw 2 of 2 (4 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
180,PT09M23.00S,2022-11-08T01:15:04.2Z,2,REGULAR,3pt,Jump Shot,[],1630230,94.1688567674113,95.83333333333334,1610612740,38,36,2022-11-08T01:15:13Z,1780000,229.0,2.0,1,right,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,22.92,Missed,,,,,,,,,,,,,,,
181,PT09M20.00S,2022-11-08T01:15:07.2Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,38,36,2022-11-08T01:15:07Z,1790000,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Right Corner 3,24+ Right,,,,,,,,180.0,3.0,2.0,1.0,,,,,,,,,
182,PT09M19.00S,2022-11-08T01:15:08.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,92.46057818659659,49.01960784313725,1610612740,38,36,2022-11-08T01:15:16Z,1800000,-5.0,18.0,1,right,MISS Z. Williamson reverse Layup,[1629627],1610612740.0,NOP,reverse,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,1.9,Missed,,,,,,,,,,,,,,,
184,PT09M16.00S,2022-11-08T01:15:11.7Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,38,36,2022-11-08T01:15:16Z,1820000,,,0,,Z. Williamson REBOUND (Off:2 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,182.0,4.0,2.0,2.0,,,,,,,,,
185,PT09M15.00S,2022-11-08T01:15:12.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,67.62483574244416,37.00980392156863,1610612740,38,36,2022-11-08T01:15:21Z,1830000,-65.0,252.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,,,,26.01,Missed,,,,,,,,,,,,,,,
186,PT09M12.00S,2022-11-08T01:15:15.5Z,2,REGULAR,rebound,offensive,[],1630230,,,1610612740,38,36,2022-11-08T01:15:21Z,1840000,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,185.0,1.0,0.0,1.0,,,,,,,,,
187,PT09M10.00S,2022-11-08T01:15:16.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,92.85479632063075,54.166666666666664,1610612740,38,38,2022-11-08T01:15:23Z,1850000,21.0,15.0,1,right,N. Marshall putback Layup (2 PTS),[1630230],1610612740.0,NOP,putback,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,2.55,Made,,,,,,,2.0,,,,,,,,
188,PT09M01.00S,2022-11-08T01:15:28.9Z,2,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,38,38,2022-11-08T01:15:47Z,1860000,,,0,,T. McConnell bad pass out-of-bounds TURNOVER (2 TO),[204456],1610612754.0,IND,bad pass,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Center,2.0,,,,,,,,,,,,,,,202027.0,,,,
189,PT09M01.00S,2022-11-08T01:15:36.4Z,2,REGULAR,foul,technical,['1freethrow'],1630230,,,1610612740,38,38,2022-11-08T01:15:54Z,1870000,,,0,,N. Marshall technical FOUL (1 Tech),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,202027.0,1.0,1.0,,
190,PT09M01.00S,2022-11-08T01:16:05.0Z,2,REGULAR,freethrow,1 of 1,[],1631097,,,1610612740,39,38,2022-11-08T01:16:05Z,1880000,,,0,,B. Mathurin technical Free Throw 1 of 1 (1 PTS),[1631097],1610612754.0,IND,technical,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
191,PT09M01.00S,2022-11-08T01:16:06.2Z,2,REGULAR,substitution,out,[],1629614,,,1610612740,39,38,2022-11-08T01:16:24Z,1890000,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M01.00S,2022-11-08T01:16:06.2Z,2,REGULAR,substitution,out,[],1630543,,,1610612740,39,38,2022-11-08T01:16:24Z,1900000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M01.00S,2022-11-08T01:16:06.2Z,2,REGULAR,substitution,in,[],1627741,,,1610612740,39,38,2022-11-08T01:16:24Z,1910000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M01.00S,2022-11-08T01:16:06.2Z,2,REGULAR,substitution,in,[],1626167,,,1610612740,39,38,2022-11-08T01:16:24Z,1920000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M01.00S,2022-11-08T01:16:35.1Z,2,REGULAR,foul,offensive,[],203468,,,1610612740,39,38,2022-11-08T01:16:46Z,1930000,,,0,,C. McCollum offensive FOUL (2 PF),"[203468, 1627741]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Hield,1627741.0
197,PT09M01.00S,2022-11-08T01:16:35.1Z,2,REGULAR,turnover,offensive foul,[],203468,,,1610612740,39,38,2022-11-08T01:16:35Z,1950000,,,0,,C. McCollum offensive foul TURNOVER (1 TO),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,,,,,202027.0,,,,
198,PT08M53.00S,2022-11-08T01:17:05.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,12.959921156373195,3.9215686274509802,1610612754,39,38,2022-11-08T01:17:09Z,1960000,230.0,69.0,1,left,MISS B. Mathurin 24' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,,24.06,Missed,,,,,,,,,,,,,,,
199,PT08M49.00S,2022-11-08T01:17:09.3Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,39,38,2022-11-08T01:17:09Z,1970000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,198.0,2.0,1.0,1.0,,,,,,,,,
200,PT08M43.00S,2022-11-08T01:17:15.0Z,2,REGULAR,3pt,Jump Shot,[],203468,67.09921156373193,45.588235294117645,1610612740,39,38,2022-11-08T01:17:19Z,1980000,-22.0,257.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,25.77,Missed,,,,,,,,,,,,,,,
201,PT08M39.00S,2022-11-08T01:17:19.0Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,39,38,2022-11-08T01:17:19Z,1990000,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,200.0,2.0,2.0,0.0,,,,,,,,,
202,PT08M31.00S,2022-11-08T01:17:26.4Z,2,REGULAR,3pt,Jump Shot,[],1627741,5.863994743758213,94.85294117647058,1610612754,42,38,2022-11-08T01:17:30Z,2000000,-224.0,3.0,1,left,B. Hield 3PT  (8 PTS) (T. McConnell 2 AST),"[1627741, 204456]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,22.43,Made,,,,,,,8.0,T. McConnell,204456.0,2.0,,,,,
204,PT08M12.00S,2022-11-08T01:17:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,86.41590013140605,58.08823529411765,1610612740,42,40,2022-11-08T01:17:50Z,2020000,40.0,75.0,1,right,Z. Williamson 8' driving floating Jump Shot (10 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,8.54,Made,,,,,,,10.0,,,,,,,,
205,PT08M00.00S,2022-11-08T01:17:58.0Z,2,REGULAR,3pt,Jump Shot,[],1630678,6.652431011826544,95.83333333333334,1610612754,42,40,2022-11-08T01:18:01Z,2030000,-229.0,10.0,1,left,MISS T. Taylor 3PT,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Left Corner 3,24+ Left,,,,22.94,Missed,,,,,,,,,,,,,,,
206,PT07M57.00S,2022-11-08T01:18:01.0Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,42,40,2022-11-08T01:18:01Z,2040000,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,,,,,,205.0,2.0,1.0,1.0,,,,,,,,,
207,PT07M47.00S,2022-11-08T01:18:11.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,86.5473061760841,45.34313725490196,1610612740,42,42,2022-11-08T01:18:15Z,2050000,-23.0,74.0,1,right,Z. Williamson 7' driving floating Jump Shot (12 PTS) (L. Nance Jr. 3 AST),"[1629627, 1626204]",1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,7.76,Made,,,,,,,12.0,L. Nance Jr.,1626204.0,3.0,,,,,
209,PT07M46.00S,2022-11-08T01:18:14.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,42,42,2022-11-08T01:18:14Z,2070000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M46.00S,2022-11-08T01:20:39.1Z,2,REGULAR,substitution,out,[],204456,,,1610612754,42,42,2022-11-08T01:21:03Z,2080000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M46.00S,2022-11-08T01:20:39.1Z,2,REGULAR,substitution,out,[],1630230,,,1610612754,42,42,2022-11-08T01:21:03Z,2090000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M46.00S,2022-11-08T01:20:39.1Z,2,REGULAR,substitution,in,[],1630169,,,1610612754,42,42,2022-11-08T01:21:03Z,2100000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M46.00S,2022-11-08T01:20:39.1Z,2,REGULAR,substitution,in,[],1630530,,,1610612754,42,42,2022-11-08T01:21:03Z,2110000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M36.00S,2022-11-08T01:21:28.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,14.931011826544022,50.49019607843137,1610612754,42,42,2022-11-08T01:21:32Z,2120000,-2.0,88.0,1,left,MISS M. Turner 8' Jump Shot,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,8.79,Missed,,,,,,,,,,,,,,,
215,PT07M33.00S,2022-11-08T01:21:31.8Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,42,42,2022-11-08T01:21:32Z,2130000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,214.0,3.0,2.0,1.0,,,,,,,,,
216,PT07M23.00S,2022-11-08T01:21:40.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,92.59198423127464,47.549019607843135,1610612740,42,44,2022-11-08T01:21:44Z,2140000,-12.0,17.0,1,right,Z. Williamson cutting DUNK (14 PTS) (C. McCollum 2 AST),"[1629627, 203468]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,2.11,Made,,,,,,,14.0,C. McCollum,203468.0,2.0,,,,,
218,PT07M08.00S,2022-11-08T01:21:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,6.389618922470433,47.794117647058826,1610612754,44,44,2022-11-08T01:21:59Z,2160000,11.0,8.0,1,left,M. Turner Layup (14 PTS) (T. Haliburton 5 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,1.34,Made,,,,,,,14.0,T. Haliburton,1630169.0,5.0,,,,,
220,PT06M46.00S,2022-11-08T01:22:18.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,92.32917214191852,60.049019607843135,1610612740,44,46,2022-11-08T01:24:30Z,2180000,50.0,20.0,1,right,L. Nance Jr. floating Jump Shot (3 PTS),[1626204],1610612740.0,NOP,floating,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.39,Made,,,,,,,3.0,,,,,,,,
221,PT06M22.00S,2022-11-08T01:22:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,6.258212877792378,46.07843137254902,1610612754,46,46,2022-11-08T01:22:47Z,2190000,20.0,6.0,1,left,M. Turner Layup (16 PTS) (B. Mathurin 3 AST),"[1626167, 1631097]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,2.06,Made,,,,,,,16.0,B. Mathurin,1631097.0,3.0,,,,,
223,PT06M22.00S,2022-11-08T01:22:46.3Z,2,REGULAR,foul,personal,['1freethrow'],1630530,,,1610612754,46,46,2022-11-08T01:22:56Z,2210000,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Turner 1 FT),"[1630530, 1626167]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Turner,1626167.0
225,PT06M22.00S,2022-11-08T01:22:57.1Z,2,REGULAR,substitution,out,[],1630678,,,1610612754,46,46,2022-11-08T01:23:59Z,2230000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M22.00S,2022-11-08T01:22:57.1Z,2,REGULAR,substitution,out,[],1629627,,,1610612754,46,46,2022-11-08T01:23:59Z,2240000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M22.00S,2022-11-08T01:22:57.1Z,2,REGULAR,substitution,out,[],203468,,,1610612754,46,46,2022-11-08T01:23:59Z,2250000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M22.00S,2022-11-08T01:22:57.1Z,2,REGULAR,substitution,out,[],1626204,,,1610612754,46,46,2022-11-08T01:23:59Z,2260000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M22.00S,2022-11-08T01:22:57.1Z,2,REGULAR,substitution,in,[],1630188,,,1610612754,46,46,2022-11-08T01:23:59Z,2270000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M22.00S,2022-11-08T01:22:57.1Z,2,REGULAR,substitution,in,[],1630529,,,1610612754,46,46,2022-11-08T01:23:59Z,2280000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M22.00S,2022-11-08T01:22:57.1Z,2,REGULAR,substitution,in,[],1627742,,,1610612754,46,46,2022-11-08T01:23:59Z,2290000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M22.00S,2022-11-08T01:22:57.1Z,2,REGULAR,substitution,in,[],202685,,,1610612754,46,46,2022-11-08T01:23:59Z,2300000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M22.00S,2022-11-08T01:23:24.4Z,2,REGULAR,freethrow,1 of 1,[],1626167,,,1610612754,47,46,2022-11-08T01:23:24Z,2310000,,,0,,M. Turner Free Throw 1 of 1 (17 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,Made,,,,,,,17.0,,,,,,,,
234,PT06M11.00S,2022-11-08T01:23:37.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,88.25558475689881,47.549019607843135,1610612740,47,48,2022-11-08T01:23:41Z,2320000,-12.0,58.0,1,right,J. Valanciunas turnaround fadeaway Jump Shot (4 PTS) (D. Graham 1 AST),"[202685, 1628984]",1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,5.92,Made,,,,,,,4.0,D. Graham,1628984.0,1.0,,,,,
236,PT05M52.00S,2022-11-08T01:23:56.1Z,2,REGULAR,3pt,Jump Shot,[],1627741,31.09395532194481,64.2156862745098,1610612754,47,48,2022-11-08T01:24:00Z,2340000,-71.0,240.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,25.01,Missed,,,,,,,,,,,,,,,
237,PT05M48.00S,2022-11-08T01:24:00.1Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,47,48,2022-11-08T01:24:00Z,2350000,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,,,236.0,3.0,3.0,0.0,,,,,,,,,
238,PT05M39.00S,2022-11-08T01:24:08.6Z,2,REGULAR,2pt,Jump Shot,[],1627742,89.56964520367937,72.05882352941177,1610612740,47,48,2022-11-08T01:24:12Z,2360000,110.0,46.0,1,right,MISS B. Ingram 11' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,11.93,Missed,,,,,,,,,,,,,,,
239,PT05M36.00S,2022-11-08T01:24:11.6Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,47,48,2022-11-08T01:24:12Z,2370000,,,0,,M. Turner REBOUND (Off:1 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,,,,,238.0,7.0,6.0,1.0,,,,,,,,,
240,PT05M30.00S,2022-11-08T01:24:17.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630188,23.73521681997372,12.254901960784313,1610612754,47,48,2022-11-08T01:24:23Z,2380000,189.0,171.0,1,left,MISS J. Smith 25' running 3PT,[1630188],1610612754.0,IND,running,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,25.44,Missed,,,,,,,,,,,,,,,
241,PT05M27.00S,2022-11-08T01:24:20.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,47,48,2022-11-08T01:24:23Z,2390000,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,,240.0,4.0,4.0,0.0,,,,,,,,,
242,PT05M20.00S,2022-11-08T01:24:30.4Z,2,REGULAR,foul,personal,[],1626167,,,1610612740,47,48,2022-11-08T01:24:38Z,2400000,,,0,,M. Turner personal FOUL (1 PF),"[1626167, 1630530]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Murphy III,1630530.0
244,PT05M10.00S,2022-11-08T01:24:56.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,84.83902759526939,55.63725490196079,1610612740,47,48,2022-11-08T01:25:01Z,2420000,28.0,90.0,1,right,MISS B. Ingram 9' turnaround Shot - blocked,"[1627742, 1630188]",1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,9.43,Missed,Smith,1630188.0,,,,,,,,,,,,,
245,PT05M10.00S,2022-11-08T01:24:56.7Z,2,REGULAR,block,,[],1630188,,,1610612740,47,48,2022-11-08T01:24:58Z,2430000,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
246,PT05M07.00S,2022-11-08T01:24:59.7Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,47,48,2022-11-08T01:25:01Z,2440000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,244.0,1.0,1.0,0.0,,,,,,,,,
247,PT05M04.00S,2022-11-08T01:25:03.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,31.882391590013142,21.07843137254902,1610612754,47,48,2022-11-08T01:25:08Z,2450000,145.0,247.0,1,left,MISS M. Turner 28' running 3PT,[1626167],1610612754.0,IND,running,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,28.64,Missed,,,,,,,,,,,,,,,
248,PT05M01.00S,2022-11-08T01:25:06.7Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,47,48,2022-11-08T01:25:06Z,2460000,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,247.0,5.0,4.0,1.0,,,,,,,,,
250,PT04M52.00S,2022-11-08T01:25:35.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,30.831143232588698,28.186274509803923,1610612754,47,48,2022-11-08T01:25:39Z,2480000,109.0,237.0,1,left,MISS B. Mathurin 26' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,26.12,Missed,,,,,,,,,,,,,,,
251,PT04M47.00S,2022-11-08T01:25:40.6Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,47,48,2022-11-08T01:25:39Z,2490000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,,250.0,2.0,2.0,0.0,,,,,,,,,
252,PT04M38.00S,2022-11-08T01:25:51.5Z,2,REGULAR,foul,personal,[],1630188,,,1610612740,47,48,2022-11-08T01:25:56Z,2500000,,,0,,J. Smith personal FOUL (2 PF),"[1630188, 202685]",1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Valanciunas,202685.0
254,PT04M38.00S,2022-11-08T01:26:00.3Z,2,REGULAR,substitution,out,[],1631097,,,1610612740,47,48,2022-11-08T01:26:09Z,2520000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M38.00S,2022-11-08T01:26:00.3Z,2,REGULAR,substitution,in,[],1629614,,,1610612740,47,48,2022-11-08T01:26:09Z,2530000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M33.00S,2022-11-08T01:26:21.3Z,2,REGULAR,3pt,Jump Shot,[],1628984,68.80749014454665,66.91176470588235,1610612740,47,51,2022-11-08T01:26:25Z,2540000,85.0,241.0,1,right,D. Graham 25' 3PT  (9 PTS) (J. Valanciunas 2 AST),"[1628984, 202685]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,,,,25.51,Made,,,,,,,9.0,J. Valanciunas,202685.0,2.0,,,,,
258,PT04M20.00S,2022-11-08T01:26:35.7Z,2,REGULAR,turnover,out-of-bounds,[],1626167,,,1610612754,47,51,2022-11-08T01:26:40Z,2560000,,,0,,M. Turner bad pass out-of-bounds TURNOVER (1 TO),[1626167],1610612754.0,IND,bad pass,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,1193.0,,,,
259,PT04M03.00S,2022-11-08T01:27:04.0Z,2,REGULAR,foul,personal,[],1630169,,,1610612740,47,51,2022-11-08T01:27:09Z,2570000,,,0,,T. Haliburton personal FOUL (1 PF),"[1630169, 1628984]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Graham,1628984.0
261,PT03M53.00S,2022-11-08T01:27:33.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630529,84.97043363994744,45.34313725490196,1610612740,47,51,2022-11-08T01:27:38Z,2590000,-23.0,89.0,1,right,MISS H. Jones 9' turnaround Shot,[1630529],1610612740.0,NOP,turnaround,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,9.18,Missed,,,,,,,,,,,,,,,
