actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
352,PT11M02.00S,2023-02-16T01:31:33.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630245,,,1610612741,42,63,2023-02-16T01:31:33Z,3490000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (13 PTS),[1630245],1610612741.0,CHI,,,,,,,,,,Made,13.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
353,PT10M49.00S,2023-02-16T01:31:50.5Z,3,REGULAR,2pt,Jump Shot,[],1629614,71.56701708278581,52.69607843137255,1610612754,44,63,2023-02-16T01:31:56Z,3500000,False,13.0,215.0,1,right,A. Nembhard 21' step back Jump Shot (4 PTS),[1629614],1610612754.0,IND,step back,,,,,,Mid-Range,16-24 Center,21.52,Made,4.0,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
354,PT10M33.00S,2023-02-16T01:32:06.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,6.389618922470433,45.588235294117645,1610612741,44,65,2023-02-16T01:32:11Z,3510000,False,22.0,8.0,1,left,P. Williams driving Layup (6 PTS) (Z. LaVine 5 AST),"[1630172, 203897]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,2.34,Made,6.0,Williams,P. Williams,,,,,,,,Z. LaVine,203897.0,5.0,,,,,,,
356,PT10M15.00S,2023-02-16T01:32:24.3Z,3,REGULAR,2pt,Jump Shot,[],1626167,73.53810775295663,45.09803921568628,1610612754,46,65,2023-02-16T01:32:29Z,3530000,False,-25.0,196.0,1,right,M. Turner 19' Jump Shot (7 PTS) (A. Nesmith 2 AST),"[1626167, 1630174]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Center,19.77,Made,7.0,Turner,M. Turner,,,,,,,,A. Nesmith,1630174.0,2.0,,,,,,,
358,PT09M56.00S,2023-02-16T01:32:43.2Z,3,REGULAR,3pt,Jump Shot,[],203897,24.26084099868594,86.51960784313727,1610612741,46,68,2023-02-16T01:32:47Z,3550000,False,-183.0,176.0,1,left,Z. LaVine 25' 3PT pullup (23 PTS),[203897],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Left Center,25.33,Made,23.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
359,PT09M44.00S,2023-02-16T01:33:04.8Z,3,REGULAR,foul,technical,['1freethrow'],1320,,,1610612754,46,68,2023-02-16T01:33:17Z,3560000,False,,,0,,TEAM foul technical,[1320],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,1628954.0,,,,,,
361,PT09M44.00S,2023-02-16T01:33:32.0Z,3,REGULAR,freethrow,1 of 1,[],203897,,,1610612754,46,69,2023-02-16T01:33:32Z,3570000,False,,,0,,Z. LaVine technical Free Throw 1 of 1 (24 PTS),[203897],1610612741.0,CHI,technical,,,,,,,,,Made,24.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
362,PT09M34.00S,2023-02-16T01:34:03.0Z,3,REGULAR,3pt,Jump Shot,[],1627741,73.80091984231275,18.137254901960784,1610612754,49,69,2023-02-16T01:34:10Z,3580000,False,-159.0,194.0,1,right,B. Hield 25' 3PT bank (3 PTS) (T. Haliburton 5 AST),"[1627741, 1630169]",1610612754.0,IND,bank,,,,,,Above the Break 3,24+ Left Center,25.09,Made,3.0,Hield,B. Hield,,,,,,,,T. Haliburton,1630169.0,5.0,,,,,,,
366,PT09M06.00S,2023-02-16T01:35:07.0Z,3,REGULAR,2pt,Jump Shot,[],202696,22.026938239159,80.14705882352942,1610612741,49,69,2023-02-16T01:35:10Z,3620000,False,-151.0,155.0,1,left,MISS N. Vucevic 21' pullup Shot,[202696],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Left Center,21.59,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
367,PT09M03.00S,2023-02-16T01:35:10.0Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,49,69,2023-02-16T01:35:10Z,3630000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612754.0,IND,,,,,,,Mid-Range,16-24 Left Center,,,,Nesmith,A. Nesmith,366.0,3.0,3.0,0.0,,,,,,,,,,,,,
368,PT08M59.00S,2023-02-16T01:35:13.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,67.62483574244416,64.95098039215686,1610612754,52,69,2023-02-16T01:35:18Z,3640000,False,75.0,252.0,1,right,A. Nesmith 26' 3PT running pullup (9 PTS),[1630174],1610612754.0,IND,running pullup,,,,,,Above the Break 3,24+ Center,26.27,Made,9.0,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
369,PT08M43.00S,2023-02-16T01:35:30.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,7.30946123521682,44.6078431372549,1610612741,52,71,2023-02-16T01:35:34Z,3650000,False,27.0,16.0,1,left,A. Dosunmu driving Layup (15 PTS),[1630245],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,3.15,Made,15.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
370,PT08M29.00S,2023-02-16T01:35:44.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,92.85479632063075,52.450980392156865,1610612754,54,71,2023-02-16T01:35:50Z,3660000,False,12.0,15.0,1,right,T. Haliburton driving Layup (11 PTS) (M. Turner 1 AST),"[1630169, 1626167]",1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,1.92,Made,11.0,Haliburton,T. Haliburton,,,,,,,,M. Turner,1626167.0,1.0,,,,,,,
371,PT08M29.00S,2023-02-16T01:35:48.0Z,3,REGULAR,foul,personal,['1freethrow'],202696,,,1610612754,54,71,2023-02-16T01:35:55Z,3670000,False,,,0,,N. Vucevic shooting personal FOUL (3 PF) (Haliburton 1 FT),"[202696, 1630169]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,,,,,,,,,,,1199.0,3.0,1.0,Haliburton,1630169.0,,
373,PT08M29.00S,2023-02-16T01:36:09.9Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,55,71,2023-02-16T01:36:09Z,3690000,False,,,0,,T. Haliburton Free Throw 1 of 1 (12 PTS),[1630169],1610612754.0,IND,,,,,,,,,,Made,12.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
374,PT08M09.00S,2023-02-16T01:36:32.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,9.806176084099869,52.69607843137255,1610612741,55,71,2023-02-16T01:38:57Z,3700000,False,-13.0,40.0,1,left,MISS P. Williams driving Layup - blocked,"[1630172, 1626167]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,4.19,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,Turner,1626167.0
375,PT08M09.00S,2023-02-16T01:36:32.6Z,3,REGULAR,block,,[],1626167,,,1610612741,55,71,2023-02-16T01:36:34Z,3710000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,
376,PT08M06.00S,2023-02-16T01:36:35.6Z,3,REGULAR,rebound,offensive,[],1630245,,,1610612741,55,71,2023-02-16T01:36:37Z,3720000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:2),[1630245],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Dosunmu,A. Dosunmu,374.0,3.0,2.0,1.0,,,,,,,,,,,,,
377,PT08M04.00S,2023-02-16T01:36:37.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630172,8.886333771353483,96.32352941176471,1610612741,55,71,2023-02-16T01:36:41Z,3730000,False,-232.0,31.0,1,left,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.37,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,,
378,PT08M01.00S,2023-02-16T01:36:40.1Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,55,71,2023-02-16T01:36:41Z,3740000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:4),[1630174],1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,,,,Nesmith,A. Nesmith,377.0,4.0,4.0,0.0,,,,,,,,,,,,,
379,PT07M58.00S,2023-02-16T01:36:43.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,68.15045992115637,56.372549019607845,1610612754,58,71,2023-02-16T01:37:16Z,3750000,False,32.0,247.0,1,right,B. Hield 24' 3PT running (6 PTS) (T. Haliburton 6 AST),"[1627741, 1630169]",1610612754.0,IND,running,,,,,,Above the Break 3,24+ Center,24.9,Made,6.0,Hield,B. Hield,,,,,,,,T. Haliburton,1630169.0,6.0,,,,,,,
381,PT07M57.00S,2023-02-16T01:36:53.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,58,71,2023-02-16T01:36:53Z,3770000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M46.00S,2023-02-16T01:39:59.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,5.601182654402102,49.26470588235294,1610612741,58,73,2023-02-16T01:40:04Z,3780000,False,4.0,0.0,1,left,N. Vucevic DUNK (12 PTS) (A. Dosunmu 3 AST),"[202696, 1630245]",1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,0.37,Made,12.0,Vucevic,N. Vucevic,,,,,,,,A. Dosunmu,1630245.0,3.0,,,,,,,
385,PT07M29.00S,2023-02-16T01:40:15.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,93.11760840998686,47.05882352941176,1610612754,60,73,2023-02-16T01:40:19Z,3800000,False,-15.0,12.0,1,right,A. Nesmith alley-oop Layup (11 PTS) (A. Nembhard 1 AST),"[1630174, 1629614]",1610612754.0,IND,alley-oop,,,,,,Restricted Area,0-8 Center,1.91,Made,11.0,Nesmith,A. Nesmith,,,,,,,,A. Nembhard,1629614.0,1.0,,,,,,,
387,PT07M22.00S,2023-02-16T01:40:28.9Z,3,REGULAR,foul,personal,[],1627741,,,1610612741,60,73,2023-02-16T01:40:35Z,3820000,False,,,0,,B. Hield personal FOUL (2 PF),"[1627741, 1627936]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Right Center,,,,Hield,B. Hield,,,,,,,,,,,2882.0,2.0,0.0,Caruso,1627936.0,,
389,PT07M17.00S,2023-02-16T01:40:47.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630172,6.652431011826544,51.71568627450981,1610612741,60,75,2023-02-16T01:40:52Z,3840000,False,-9.0,10.0,1,left,P. Williams cutting DUNK (8 PTS) (A. Caruso 2 AST),"[1630172, 1627936]",1610612741.0,CHI,cutting,,,,,,Restricted Area,0-8 Center,1.32,Made,8.0,Williams,P. Williams,,,,,,,,A. Caruso,1627936.0,2.0,,,,,,,
391,PT06M57.00S,2023-02-16T01:41:07.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,91.01511169513797,44.85294117647059,1610612754,62,75,2023-02-16T01:41:10Z,3860000,False,-26.0,32.0,1,right,B. Hield driving finger roll Layup (8 PTS) (A. Nembhard 2 AST),"[1627741, 1629614]",1610612754.0,IND,driving finger roll,,,,,,Restricted Area,0-8 Center,4.1,Made,8.0,Hield,B. Hield,,,,,,,,A. Nembhard,1629614.0,2.0,,,,,,,
393,PT06M46.00S,2023-02-16T01:41:20.2Z,3,REGULAR,violation,kicked ball,[],1630174,,,1610612741,62,75,2023-02-16T01:41:25Z,3880000,False,,,0,,A. Nesmith kicked ball VIOLATION,[1630174],1610612754.0,IND,,,,,,,,,,,,Nesmith,A. Nesmith,,,,,,,,,,,1199.0,,,,,,
394,PT06M31.00S,2023-02-16T01:41:50.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,4.418528252299605,49.754901960784316,1610612741,62,75,2023-02-16T01:41:55Z,3890000,False,1.0,-11.0,1,left,MISS Z. LaVine driving finger roll Layup,[203897],1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,1.11,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
395,PT06M28.00S,2023-02-16T01:41:53.3Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,62,75,2023-02-16T01:41:53Z,3900000,False,,,0,,M. Turner REBOUND (Off:1 Def:6),[1626167],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Turner,M. Turner,394.0,7.0,6.0,1.0,,,,,,,,,,,,,
396,PT06M20.00S,2023-02-16T01:42:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,89.96386333771353,44.85294117647059,1610612754,64,75,2023-02-16T01:42:14Z,3910000,False,-26.0,42.0,1,right,M. Turner driving bank Jump Shot (9 PTS),[1626167],1610612754.0,IND,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,4.91,Made,9.0,Turner,M. Turner,,,,,,,,,,,,,,,,,
397,PT06M20.00S,2023-02-16T01:42:11.4Z,3,REGULAR,foul,personal,['1freethrow'],1627936,,,1610612754,64,75,2023-02-16T01:42:16Z,3920000,False,,,0,,A. Caruso shooting personal FOUL (2 PF) (Turner 1 FT),"[1627936, 1626167]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Caruso,A. Caruso,,,,,,,,,,,1199.0,2.0,0.0,Turner,1626167.0,,
399,PT06M20.00S,2023-02-16T01:42:33.1Z,3,REGULAR,freethrow,1 of 1,[],1626167,,,1610612754,65,75,2023-02-16T01:42:33Z,3940000,False,,,0,,M. Turner Free Throw 1 of 1 (10 PTS),[1626167],1610612754.0,IND,,,,,,,,,,Made,10.0,Turner,M. Turner,,,,,,,,,,,,,,,,,
400,PT06M07.00S,2023-02-16T01:42:48.9Z,3,REGULAR,3pt,Jump Shot,[],203897,33.196452036793694,74.75490196078431,1610612741,65,75,2023-02-16T01:45:21Z,3950000,False,-124.0,260.0,1,left,MISS Z. LaVine 28' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Left Center,28.75,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
401,PT06M05.00S,2023-02-16T01:42:50.9Z,3,REGULAR,rebound,offensive,[],1630172,,,1610612741,65,75,2023-02-16T01:42:53Z,3960000,False,,,0,,P. Williams REBOUND (Off:1 Def:1),[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Williams,P. Williams,400.0,2.0,1.0,1.0,,,,,,,,,,,,,
402,PT06M05.00S,2023-02-16T01:42:53.3Z,3,REGULAR,foul,personal,[],1629614,,,1610612741,65,75,2023-02-16T01:43:00Z,3970000,False,,,0,,A. Nembhard personal FOUL (3 PF),"[1629614, 1630172]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Right Center,,,,Nembhard,A. Nembhard,,,,,,,,,,,1628954.0,3.0,0.0,Williams,1630172.0,,
404,PT05M53.00S,2023-02-16T01:43:24.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202696,14.14257555847569,80.88235294117648,1610612741,65,77,2023-02-16T01:43:29Z,3990000,False,-154.0,80.0,1,left,N. Vucevic 17' fadeaway Jump Shot (14 PTS),[202696],1610612741.0,CHI,fadeaway,,,,,,Mid-Range,16-24 Left,17.41,Made,14.0,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
405,PT05M27.00S,2023-02-16T01:43:48.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,92.46057818659659,36.029411764705884,1610612754,67,77,2023-02-16T01:43:52Z,4000000,False,-70.0,18.0,1,right,M. Turner 7' turnaround Jump Shot (12 PTS),[1626167],1610612754.0,IND,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.23,Made,12.0,Turner,M. Turner,,,,,,,,,,,,,,,,,
406,PT05M17.00S,2023-02-16T01:43:59.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,9.543363994743759,45.34313725490196,1610612741,67,77,2023-02-16T01:45:10Z,4010000,False,23.0,37.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 1630169]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,4.39,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,Haliburton,1630169.0
411,PT05M17.00S,2023-02-16T01:43:59.0Z,3,REGULAR,block,,[],1630169,,,1610612741,67,77,2023-02-16T01:44:44Z,4015000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
407,PT05M15.00S,2023-02-16T01:44:01.0Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,67,77,2023-02-16T01:44:11Z,4020000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Nembhard,A. Nembhard,406.0,1.0,1.0,0.0,,,,,,,,,,,,,
408,PT05M13.00S,2023-02-16T01:44:03.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630174,92.9862023653088,55.14705882352941,1610612754,69,77,2023-02-16T01:44:08Z,4030000,False,26.0,13.0,1,right,A. Nesmith running Layup (13 PTS) (A. Nembhard 3 AST),"[1630174, 1629614]",1610612754.0,IND,running,,,,,,Restricted Area,0-8 Center,2.9,Made,13.0,Nesmith,A. Nesmith,,,,,,,,A. Nembhard,1629614.0,3.0,,,,,,,
410,PT05M11.00S,2023-02-16T01:44:14.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,69,77,2023-02-16T01:44:14Z,4050000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M11.00S,2023-02-16T01:46:19.4Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,69,77,2023-02-16T01:46:35Z,4060000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
413,PT05M11.00S,2023-02-16T01:46:19.4Z,3,REGULAR,substitution,out,[],202696,,,1610612741,69,77,2023-02-16T01:46:35Z,4070000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
414,PT05M11.00S,2023-02-16T01:46:19.4Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,69,77,2023-02-16T01:46:35Z,4080000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
415,PT05M11.00S,2023-02-16T01:46:19.4Z,3,REGULAR,substitution,in,[],203083,,,1610612741,69,77,2023-02-16T01:46:35Z,4090000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
417,PT04M52.00S,2023-02-16T01:47:40.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,6.389618922470433,46.568627450980394,1610612741,69,77,2023-02-16T01:47:44Z,4110000,False,17.0,8.0,1,left,MISS A. Drummond driving Layup,[203083],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.88,Missed,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
418,PT04M49.00S,2023-02-16T01:47:43.7Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,69,77,2023-02-16T01:47:44Z,4120000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:5),[1630174],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Nesmith,A. Nesmith,417.0,5.0,5.0,0.0,,,,,,,,,,,,,
419,PT04M44.00S,2023-02-16T01:47:47.6Z,3,REGULAR,turnover,bad pass,[],1627741,,,1610612754,69,77,2023-02-16T01:47:51Z,4130000,False,,,0,,B. Hield bad pass TURNOVER (2 TO),"[1627741, 203083]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,Hield,B. Hield,,,,,2.0,Drummond,203083.0,,,,,,,,,,
420,PT04M44.00S,2023-02-16T01:47:47.6Z,3,REGULAR,steal,,[],203083,,,1610612741,69,77,2023-02-16T01:47:49Z,4140000,False,,,0,,A. Drummond STEAL (3 STL),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
421,PT04M30.00S,2023-02-16T01:48:01.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630172,6.258212877792378,45.83333333333333,1610612741,69,77,2023-02-16T01:49:19Z,4150000,False,21.0,6.0,1,left,MISS P. Williams cutting DUNK - blocked,"[1630172, 1626167]",1610612741.0,CHI,cutting,,,,,,Restricted Area,0-8 Center,2.17,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,Turner,1626167.0
422,PT04M30.00S,2023-02-16T01:48:01.6Z,3,REGULAR,block,,[],1626167,,,1610612741,69,77,2023-02-16T01:48:03Z,4160000,False,,,0,,M. Turner BLOCK (3 BLK),[1626167],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,
423,PT04M27.00S,2023-02-16T01:48:04.6Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,69,77,2023-02-16T01:48:08Z,4170000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Hield,B. Hield,421.0,2.0,2.0,0.0,,,,,,,,,,,,,
424,PT04M20.00S,2023-02-16T01:48:11.7Z,3,REGULAR,3pt,Jump Shot,[],1627741,76.95466491458606,92.15686274509804,1610612754,72,77,2023-02-16T01:48:15Z,4180000,False,211.0,164.0,1,right,B. Hield 26' 3PT  (11 PTS) (A. Nembhard 4 AST),"[1627741, 1629614]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,26.71,Made,11.0,Hield,B. Hield,,,,,,,,A. Nembhard,1629614.0,4.0,,,,,,,
426,PT04M04.00S,2023-02-16T01:48:27.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,15.850854139290407,43.872549019607845,1610612741,72,79,2023-02-16T01:50:31Z,4200000,False,31.0,96.0,1,left,C. White 10' driving floating Jump Shot (14 PTS),[1629632],1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.12,Made,14.0,White,C. White,,,,,,,,,,,,,,,,,
427,PT03M52.00S,2023-02-16T01:48:39.0Z,3,REGULAR,3pt,Jump Shot,[],1627741,66.44218134034165,47.794117647058826,1610612754,75,79,2023-02-16T01:48:43Z,4210000,False,-11.0,263.0,1,right,B. Hield 26' 3PT pullup (14 PTS) (T. Haliburton 7 AST),"[1627741, 1630169]",1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Center,26.31,Made,14.0,Hield,B. Hield,,,,,,,,T. Haliburton,1630169.0,7.0,,,,,,,
429,PT03M36.00S,2023-02-16T01:48:57.1Z,3,REGULAR,foul,offensive,[],203083,,,1610612741,75,79,2023-02-16T01:49:06Z,4230000,False,,,0,,A. Drummond charge offensive FOUL (1 PF),"[203083, 1630174]",1610612741.0,CHI,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,,2882.0,1.0,0.0,Nesmith,1630174.0,,
431,PT03M36.00S,2023-02-16T01:48:57.1Z,3,REGULAR,turnover,offensive foul,[],203083,,,1610612741,75,79,2023-02-16T01:48:57Z,4250000,False,,,0,,A. Drummond offensive foul TURNOVER (2 TO),[203083],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,,2.0,,,,,,2882.0,,,,,,
432,PT03M36.00S,2023-02-16T01:49:04.2Z,3,REGULAR,substitution,out,[],1630172,,,1610612754,75,79,2023-02-16T01:49:13Z,4260000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
433,PT03M36.00S,2023-02-16T01:49:04.2Z,3,REGULAR,substitution,in,[],1631207,,,1610612754,75,79,2023-02-16T01:49:13Z,4270000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,,,,,,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,
434,PT03M24.00S,2023-02-16T01:49:35.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,94.1688567674113,4.166666666666666,1610612754,75,79,2023-02-16T01:49:39Z,4280000,False,-229.0,2.0,1,right,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,22.92,Missed,,Hield,B. Hield,,,,,,,,,,,,,,,,,
435,PT03M19.00S,2023-02-16T01:49:40.0Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,75,79,2023-02-16T01:49:39Z,4290000,False,,,0,,A. Drummond REBOUND (Off:1 Def:5),[203083],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,Drummond,A. Drummond,434.0,6.0,5.0,1.0,,,,,,,,,,,,,
436,PT03M04.00S,2023-02-16T01:49:54.4Z,3,REGULAR,3pt,Jump Shot,[],1629632,32.933639947437584,65.93137254901961,1610612741,75,82,2023-02-16T01:49:58Z,4300000,False,-80.0,257.0,1,left,C. White 26' 3PT  (17 PTS) (Z. LaVine 6 AST),"[1629632, 203897]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,26.92,Made,17.0,White,C. White,,,,,,,,Z. LaVine,203897.0,6.0,,,,,,,
438,PT02M46.00S,2023-02-16T01:50:13.9Z,3,REGULAR,foul,personal,['2freethrow'],1631207,,,1610612754,75,82,2023-02-16T01:50:26Z,4320000,False,,,0,,D. Terry shooting personal FOUL (3 PF) (Hield 2 FT),"[1631207, 1627741]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,,Terry,D. Terry,,,,,,,,,,,1199.0,3.0,0.0,Hield,1627741.0,,
440,PT02M46.00S,2023-02-16T01:50:50.5Z,3,REGULAR,freethrow,1 of 2,[],1627741,,,1610612754,76,82,2023-02-16T01:50:50Z,4340000,False,,,0,,B. Hield Free Throw 1 of 2 (15 PTS),[1627741],1610612754.0,IND,,,,,,,,,,Made,15.0,Hield,B. Hield,,,,,,,,,,,,,,,,,
441,PT02M46.00S,2023-02-16T01:50:51.0Z,3,REGULAR,substitution,out,[],1629614,,,1610612754,76,82,2023-02-16T01:50:56Z,4350000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
