actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
75,PT05M25.00S,2023-02-24T00:22:25.9Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,15,18,2023-02-24T00:22:25Z,720000,False,,,0,,A. Horford REBOUND (Off:2 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,74.0,3.0,1.0,2.0,,,,,,,,,,,,,,
76,PT05M23.00S,2023-02-24T00:22:27.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,26.49474375821288,15.686274509803921,1610612738,15,21,2023-02-24T00:22:31Z,730000,False,172.0,197.0,1,left,D. White 26' 3PT  (3 PTS) (J. Brown 2 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.1,Made,,,,,,,3.0,,,,J. Brown,1627759.0,2.0,,,,,
78,PT05M04.00S,2023-02-24T00:22:45.9Z,1,REGULAR,3pt,Jump Shot,[],1630174,94.03745072273325,95.09803921568627,1610612754,15,21,2023-02-24T00:22:53Z,750000,False,225.0,4.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
79,PT05M02.00S,2023-02-24T00:22:47.9Z,1,REGULAR,rebound,offensive,[],1631097,,,1610612754,15,21,2023-02-24T00:22:53Z,760000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:0),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,78.0,1.0,0.0,1.0,,,,,,,,,,,,,,
80,PT05M00.00S,2023-02-24T00:22:51.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627741,76.95466491458606,68.62745098039215,1610612754,17,21,2023-02-24T00:22:57Z,770000,False,93.0,164.0,1,right,B. Hield 18' pullup Jump Shot (5 PTS) (B. Mathurin 1 AST),"[1627741, 1631097]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,18.87,Made,,,,,,,5.0,,,,B. Mathurin,1631097.0,1.0,,,,,
82,PT04M43.00S,2023-02-24T00:23:10.4Z,1,REGULAR,foul,personal,['3freethrow'],1631097,,,1610612738,17,21,2023-02-24T00:23:14Z,790000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Tatum 3 FT),"[1631097, 1628369]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Tatum,1628369.0
84,PT04M43.00S,2023-02-24T00:23:42.3Z,1,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,17,22,2023-02-24T00:23:42Z,810000,False,,,0,,J. Tatum Free Throw 1 of 3 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
85,PT04M43.00S,2023-02-24T00:23:57.4Z,1,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,17,23,2023-02-24T00:23:57Z,820000,False,,,0,,J. Tatum Free Throw 2 of 3 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
86,PT04M43.00S,2023-02-24T00:23:58.0Z,1,REGULAR,substitution,out,[],1626167,,,1610612738,17,23,2023-02-24T00:24:02Z,830000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M43.00S,2023-02-24T00:23:58.0Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,17,23,2023-02-24T00:24:02Z,840000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M43.00S,2023-02-24T00:23:58.0Z,1,REGULAR,substitution,in,[],1628464,,,1610612738,17,23,2023-02-24T00:24:02Z,850000,False,,,0,,SUB in: D. Theis,[1628464],1610612754.0,IND,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M43.00S,2023-02-24T00:23:58.0Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,17,23,2023-02-24T00:24:02Z,860000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M43.00S,2023-02-24T00:24:11.1Z,1,REGULAR,substitution,out,[],201143,,,1610612738,17,23,2023-02-24T00:24:14Z,870000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M43.00S,2023-02-24T00:24:11.1Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,17,23,2023-02-24T00:24:14Z,880000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M43.00S,2023-02-24T00:24:29.0Z,1,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,17,24,2023-02-24T00:24:29Z,890000,False,,,0,,J. Tatum Free Throw 3 of 3 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
93,PT04M34.00S,2023-02-24T00:24:41.2Z,1,REGULAR,3pt,Jump Shot,[],1630169,65.25952693823915,57.59803921568627,1610612754,17,24,2023-02-24T00:24:45Z,900000,False,38.0,274.0,1,right,MISS T. Haliburton 27' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,27.67,Missed,,,,,,,,,,,,,,,,,,
94,PT04M30.00S,2023-02-24T00:24:45.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,17,24,2023-02-24T00:24:45Z,910000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,93.0,5.0,5.0,0.0,,,,,,,,,,,,,,
95,PT04M19.00S,2023-02-24T00:24:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,7.966491458607096,46.32352941176471,1610612738,17,26,2023-02-24T00:24:59Z,920000,False,18.0,22.0,1,left,D. White driving Layup (5 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,,5.0,,,,,,,,,,,
96,PT03M55.00S,2023-02-24T00:25:19.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,93.11760840998686,61.029411764705884,1610612754,19,26,2023-02-24T00:25:31Z,930000,False,55.0,12.0,1,right,D. Theis floating Jump Shot (2 PTS) (T. Haliburton 3 AST),"[1628464, 1630169]",1610612754.0,IND,floating,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,,,,,,,2.0,,,,T. Haliburton,1630169.0,3.0,,,,,
98,PT03M42.00S,2023-02-24T00:25:32.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,17.0335085413929,93.62745098039215,1610612738,19,26,2023-02-24T00:25:36Z,950000,False,-218.0,108.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.32,Missed,,,,,,,,,,,,,,,,,,
99,PT03M39.00S,2023-02-24T00:25:35.6Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,19,26,2023-02-24T00:25:36Z,960000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT03M29.00S,2023-02-24T00:25:53.9Z,1,REGULAR,substitution,out,[],203935,,,1610612754,19,26,2023-02-24T00:25:56Z,980000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M29.00S,2023-02-24T00:25:53.9Z,1,REGULAR,substitution,in,[],1629684,,,1610612754,19,26,2023-02-24T00:25:56Z,990000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M23.00S,2023-02-24T00:26:18.4Z,1,REGULAR,2pt,Jump Shot,[],1627741,74.85216819973719,33.82352941176471,1610612754,21,26,2023-02-24T00:26:22Z,1000000,False,-81.0,184.0,1,right,B. Hield 20' pullup Jump Shot (7 PTS) (D. Theis 1 AST),"[1627741, 1628464]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left Center,20.09,Made,,,,,,,7.0,,,,D. Theis,1628464.0,1.0,,,,,
106,PT03M05.00S,2023-02-24T00:26:35.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,31.488173455978973,25.245098039215684,1610612738,21,29,2023-02-24T00:26:40Z,1030000,False,124.0,243.0,1,left,D. White 27' 3PT  (8 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,27.32,Made,,,,,,,8.0,,,,J. Tatum,1628369.0,2.0,,,,,
108,PT02M51.00S,2023-02-24T00:26:49.6Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,21,29,2023-02-24T00:26:53Z,1050000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1627763]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,Brogdon,1627763.0,,,,,,,,
109,PT02M51.00S,2023-02-24T00:26:49.6Z,1,REGULAR,steal,,[],1627763,,,1610612738,21,29,2023-02-24T00:26:51Z,1060000,False,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT02M48.00S,2023-02-24T00:26:55.5Z,1,REGULAR,foul,offensive,[],1628369,,,1610612738,21,29,2023-02-24T00:27:01Z,1070000,False,,,0,,J. Tatum charge offensive FOUL (1 PF),"[1628369, 1630174]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Nesmith,1630174.0
112,PT02M48.00S,2023-02-24T00:26:55.5Z,1,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,21,29,2023-02-24T00:26:55Z,1090000,False,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,,,,,,2530.0,,,,
113,PT02M48.00S,2023-02-24T00:27:03.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,21,29,2023-02-24T00:27:03Z,1100000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M48.00S,2023-02-24T00:29:03.0Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,21,29,2023-02-24T00:29:29Z,1110000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M48.00S,2023-02-24T00:29:03.0Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,21,29,2023-02-24T00:29:29Z,1120000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M48.00S,2023-02-24T00:29:03.0Z,1,REGULAR,substitution,in,[],204456,,,1610612754,21,29,2023-02-24T00:29:29Z,1130000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M48.00S,2023-02-24T00:29:03.0Z,1,REGULAR,substitution,in,[],1629670,,,1610612754,21,29,2023-02-24T00:29:29Z,1140000,False,,,0,,SUB in: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M41.00S,2023-02-24T00:30:05.6Z,1,REGULAR,foul,personal,[],1629684,,,1610612754,21,29,2023-02-24T00:30:16Z,1150000,False,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 1631097]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Mathurin,1631097.0
120,PT02M32.00S,2023-02-24T00:30:32.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,81.68528252299606,50.73529411764706,1610612754,23,29,2023-02-24T00:30:37Z,1170000,False,4.0,120.0,1,right,T. McConnell 11' Jump Shot (2 PTS) (J. Nwora 1 AST),"[204456, 1629670]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,11.98,Made,,,,,,,2.0,,,,J. Nwora,1629670.0,1.0,,,,,
122,PT02M12.00S,2023-02-24T00:30:51.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,6.1268068331143235,95.58823529411765,1610612738,23,29,2023-02-24T00:30:55Z,1190000,False,-228.0,5.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
123,PT02M09.00S,2023-02-24T00:30:54.4Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,23,29,2023-02-24T00:30:55Z,1200000,False,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,122.0,1.0,0.0,1.0,,,,,,,,,,,,,,
124,PT02M07.00S,2023-02-24T00:30:57.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,32.53942181340342,51.470588235294116,1610612738,23,32,2023-02-24T00:31:01Z,1210000,False,-7.0,253.0,1,left,M. Brogdon 25' 3PT  (3 PTS) (G. Williams 1 AST),"[1627763, 1629684]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,25.35,Made,,,,,,,3.0,,,,G. Williams,1629684.0,1.0,,,,,
126,PT01M51.00S,2023-02-24T00:31:14.9Z,1,REGULAR,2pt,Jump Shot,[],1631097,89.17542706964521,67.64705882352942,1610612754,25,32,2023-02-24T00:39:09Z,1230000,False,88.0,49.0,1,right,B. Mathurin 10' pullup bank Jump Shot (2 PTS),[1631097],1610612754.0,IND,pullup bank,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,10.1,Made,,,,,,,2.0,,,,,,,,,,,
127,PT01M51.00S,2023-02-24T00:31:18.6Z,1,REGULAR,foul,personal,['1freethrow'],1627763,,,1610612754,25,32,2023-02-24T00:31:26Z,1240000,False,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Mathurin 1 FT),"[1627763, 1631097]",1610612738.0,BOS,shooting,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Mathurin,1631097.0
129,PT01M51.00S,2023-02-24T00:31:31.3Z,1,REGULAR,substitution,out,[],1627741,,,1610612754,25,32,2023-02-24T00:32:08Z,1260000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M51.00S,2023-02-24T00:31:31.3Z,1,REGULAR,substitution,in,[],1630537,,,1610612754,25,32,2023-02-24T00:32:08Z,1270000,False,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M51.00S,2023-02-24T00:31:51.7Z,1,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,26,32,2023-02-24T00:31:51Z,1280000,False,,,0,,B. Mathurin Free Throw 1 of 1 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
132,PT01M40.00S,2023-02-24T00:32:04.4Z,1,REGULAR,2pt,Jump Shot,[],1627763,11.645860709592641,71.32352941176471,1610612738,26,32,2023-02-24T00:40:32Z,1290000,False,-107.0,57.0,1,left,MISS M. Brogdon 12' fadeaway bank Shot,[1627763],1610612738.0,BOS,fadeaway bank,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,12.09,Missed,,,,,,,,,,,,,,,,,,
133,PT01M35.00S,2023-02-24T00:32:09.4Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612754,26,32,2023-02-24T00:32:09Z,1300000,False,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612754.0,IND,,,,Theis,D. Theis,,,,,Mid-Range,8-16 Left,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
134,PT01M19.00S,2023-02-24T00:32:24.9Z,1,REGULAR,2pt,Jump Shot,[],1631097,89.43823915900131,71.07843137254902,1610612754,26,32,2023-02-24T00:41:32Z,1310000,False,105.0,47.0,1,right,MISS B. Mathurin 11' driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,11.53,Missed,,,,,,,,,,,,,,,,,,
135,PT01M16.00S,2023-02-24T00:32:27.9Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,26,32,2023-02-24T00:32:29Z,1320000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,,
136,PT01M08.00S,2023-02-24T00:32:36.0Z,1,REGULAR,3pt,Jump Shot,[],1629684,27.677398160315374,21.813725490196077,1610612738,26,32,2023-02-24T00:32:39Z,1330000,False,141.0,208.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
137,PT01M06.00S,2023-02-24T00:32:38.0Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,26,32,2023-02-24T00:32:39Z,1340000,False,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT00M59.30S,2023-02-24T00:32:45.9Z,1,REGULAR,2pt,Jump Shot,[],1630537,79.188567674113,83.82352941176471,1610612754,28,32,2023-02-24T00:35:36Z,1350000,False,169.0,143.0,1,right,C. Duarte 22' Jump Shot (2 PTS) (T. McConnell 1 AST),"[1630537, 204456]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Mid-Range,16-24 Right Center,22.15,Made,,,,,,,2.0,,,,T. McConnell,204456.0,1.0,,,,,
140,PT00M46.50S,2023-02-24T00:33:01.1Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,28,32,2023-02-24T00:33:04Z,1370000,False,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 1631097]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,3.0,Mathurin,1631097.0,,,,,,,,
141,PT00M46.50S,2023-02-24T00:33:01.1Z,1,REGULAR,steal,,[],1631097,,,1610612754,28,32,2023-02-24T00:35:37Z,1380000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M30.80S,2023-02-24T00:33:16.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,79.58278580814718,92.40196078431373,1610612754,28,32,2023-02-24T00:33:20Z,1390000,False,212.0,139.0,1,right,MISS B. Mathurin 25' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,25.37,Missed,,,,,,,,,,,,,,,,,,
143,PT00M28.10S,2023-02-24T00:33:19.3Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612754,28,32,2023-02-24T00:33:20Z,1400000,False,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612754.0,IND,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,142.0,2.0,1.0,1.0,,,,,,,,,,,,,,
144,PT00M27.20S,2023-02-24T00:33:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628464,92.72339027595268,53.92156862745098,1610612754,28,32,2023-02-24T00:33:24Z,1410000,False,20.0,16.0,1,right,MISS D. Theis putback Layup - blocked,"[1628464, 1628369]",1610612754.0,IND,putback,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,
145,PT00M27.20S,2023-02-24T00:33:20.3Z,1,REGULAR,block,,[],1628369,,,1610612754,28,32,2023-02-24T00:33:22Z,1420000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
146,PT00M24.10S,2023-02-24T00:33:23.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,28,32,2023-02-24T00:59:04Z,1430000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,144.0,6.0,6.0,0.0,,,,,,,,,,,,,,
147,PT00M22.40S,2023-02-24T00:33:25.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629684,6.389618922470433,52.94117647058824,1610612738,28,34,2023-02-24T00:33:32Z,1440000,False,-15.0,8.0,1,left,G. Williams running alley-oop DUNK (2 PTS) (D. White 1 AST),"[1629684, 1628401]",1610612738.0,BOS,running alley-oop,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,,,2.0,,,,D. White,1628401.0,1.0,,,,,
149,PT00M00.00S,2023-02-24T00:33:53.8Z,1,REGULAR,3pt,Jump Shot,[],1630537,77.21747700394218,8.088235294117647,1610612754,31,34,2023-02-24T00:33:59Z,1460000,False,-210.0,162.0,1,right,C. Duarte 26' 3PT pullup (5 PTS),[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,26.47,Made,,,,,,,5.0,,,,,,,,,,,
153,PT00M00.00S,2023-02-24T00:36:00.2Z,1,REGULAR,period,end,[],0,,,1610612738,31,34,2023-02-24T00:36:00Z,1500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-02-24T00:36:49.8Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,31,34,2023-02-24T00:37:04Z,1510000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-02-24T00:36:49.8Z,2,REGULAR,substitution,out,['startperiod'],1628436,,,1610612738,31,34,2023-02-24T00:37:04Z,1520000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-02-24T00:36:49.8Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,31,34,2023-02-24T00:37:04Z,1530000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-02-24T00:36:49.8Z,2,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,31,34,2023-02-24T00:37:04Z,1540000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-02-24T00:37:07.0Z,2,REGULAR,period,start,[],0,,,1610612754,31,34,2023-02-24T00:37:07Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M42.00S,2023-02-24T00:37:24.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,90.09526938239159,62.99019607843137,1610612754,33,34,2023-02-24T00:37:31Z,1560000,False,65.0,41.0,1,right,T. McConnell 7' fadeaway Jump Shot (4 PTS) (D. Theis 2 AST),"[204456, 1628464]",1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,7.66,Made,,,,,,,4.0,,,,D. Theis,1628464.0,2.0,,,,,
160,PT11M21.00S,2023-02-24T00:37:45.7Z,2,REGULAR,2pt,Jump Shot,[],1627759,24.129434954007884,29.411764705882355,1610612738,33,36,2023-02-24T00:37:50Z,1570000,False,103.0,174.0,1,left,J. Brown 20' step back Jump Shot (8 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,20.24,Made,,,,,,,8.0,,,,,,,,,,,
161,PT10M58.00S,2023-02-24T00:38:07.6Z,2,REGULAR,2pt,Jump Shot,[],1630537,94.30026281208936,81.37254901960785,1610612754,33,36,2023-02-24T00:39:27Z,1580000,False,157.0,1.0,1,right,MISS C. Duarte 15' step back Shot,[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,Mid-Range,8-16 Right,15.69,Missed,,,,,,,,,,,,,,,,,,
162,PT10M56.00S,2023-02-24T00:38:09.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,33,36,2023-02-24T00:39:27Z,1590000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Right,,,161.0,2.0,1.0,1.0,,,,,,,,,,,,,,
163,PT10M49.00S,2023-02-24T00:38:17.7Z,2,REGULAR,3pt,Jump Shot,[],1627763,28.465834428383708,80.3921568627451,1610612738,33,36,2023-02-24T00:38:22Z,1600000,False,-152.0,215.0,1,left,MISS M. Brogdon 26' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
