actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-15T00:10:58.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-15T00:10:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-15T00:11:01.5Z,1,REGULAR,jumpball,recovered,[],1628991,,,1610612763,0,0,2023-01-15T00:11:01Z,40000,False,,,0,,Jump Ball S. Adams vs. I. Jackson: Tip to J. Jackson Jr.,"[1628991, 203500, 1630543]",1610612763.0,MEM,startperiod,J. Jackson Jr.,1628991.0,Jackson Jr.,J. Jackson Jr.,Adams,203500.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-01-15T00:11:17.8Z,1,REGULAR,turnover,traveling,[],1630217,,,1610612763,0,0,2023-01-15T00:11:22Z,70000,False,,,0,,D. Bane traveling TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,2715.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2023-01-15T00:11:35.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630174,7.046649145860711,49.01960784313725,1610612754,2,0,2023-01-15T00:13:10Z,80000,False,5.0,14.0,1,left,A. Nesmith alley-oop DUNK (2 PTS) (A. Nembhard 1 AST),"[1630174, 1629614]",1610612754.0,IND,alley-oop,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,1.45,Made,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,
11,PT11M16.00S,2023-01-15T00:11:52.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,92.46057818659659,54.41176470588235,1610612763,2,2,2023-01-15T00:11:55Z,110000,False,22.0,18.0,1,right,Z. Williams alley-oop DUNK (2 PTS) (J. Morant 1 AST),"[1630533, 1629630]",1610612763.0,MEM,alley-oop,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,2.88,Made,2.0,J. Morant,1629630.0,1.0,,,,,,,,,,,,
13,PT11M03.00S,2023-01-15T00:12:05.1Z,1,REGULAR,2pt,Jump Shot,[],1629614,10.200394218134035,68.38235294117648,1610612754,2,2,2023-01-15T00:13:03Z,130000,False,-92.0,43.0,1,left,MISS A. Nembhard 10' floating Shot,[1629614],1610612754.0,IND,floating,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,10.16,Missed,,,,,,,,,,,,,,,,
14,PT10M59.00S,2023-01-15T00:12:09.1Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,2,2,2023-01-15T00:12:10Z,140000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT10M52.00S,2023-01-15T00:12:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,90.75229960578186,43.13725490196079,1610612763,2,4,2023-01-15T00:12:20Z,150000,False,-34.0,34.0,1,right,S. Adams Layup (2 PTS) (D. Bane 1 AST),"[203500, 1630217]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,4.86,Made,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,
17,PT10M38.00S,2023-01-15T00:12:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,15.982260183968464,60.29411764705882,1610612754,2,4,2023-01-15T00:12:35Z,170000,False,-51.0,98.0,1,left,MISS B. Mathurin 11' driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,11.04,Missed,,,,,,,,,,,,,,,,
18,PT10M35.00S,2023-01-15T00:12:32.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,2,4,2023-01-15T00:12:35Z,180000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,
