actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
88,PT05M22.00S,2022-11-04T23:25:18.8Z,1,REGULAR,substitution,out,[],200768,,,1610612748,15,21,2022-11-04T23:25:28Z,870000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M22.00S,2022-11-04T23:25:18.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,15,21,2022-11-04T23:25:28Z,880000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M22.00S,2022-11-04T23:25:18.8Z,1,REGULAR,substitution,in,[],1630543,,,1610612748,15,21,2022-11-04T23:25:28Z,890000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M22.00S,2022-11-04T23:25:18.8Z,1,REGULAR,substitution,in,[],203473,,,1610612748,15,21,2022-11-04T23:25:28Z,900000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M22.00S,2022-11-04T23:25:18.8Z,1,REGULAR,substitution,in,[],1629130,,,1610612748,15,21,2022-11-04T23:25:28Z,910000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M22.00S,2022-11-04T23:25:46.3Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,15,22,2022-11-04T23:25:46Z,920000,,,0,,T. Herro Free Throw 2 of 2 (7 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
94,PT05M08.00S,2022-11-04T23:26:06.8Z,1,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,15,22,2022-11-04T23:26:11Z,930000,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (1 TO),[1630169],1610612754.0,IND,bad pass,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1155.0,1.0,,,,,,,,
95,PT04M55.00S,2022-11-04T23:26:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,34.90473061760841,30.392156862745097,1610612748,15,22,2022-11-04T23:26:29Z,940000,98.0,276.0,1,left,MISS D. Robinson 29' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,29.25,Missed,,,,,,,,,,,,,,,,,,
96,PT04M52.00S,2022-11-04T23:26:28.2Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,15,22,2022-11-04T23:26:29Z,950000,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,95.0,3.0,3.0,0.0,,,,,,,,,,,,,,
97,PT04M45.00S,2022-11-04T23:26:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,94.43166885676742,51.225490196078425,1610612754,17,22,2022-11-04T23:26:39Z,960000,6.0,0.0,1,right,B. Hield driving finger roll Layup (5 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,5.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,
99,PT04M28.00S,2022-11-04T23:26:52.3Z,1,REGULAR,turnover,out-of-bounds,[],1629622,,,1610612748,17,22,2022-11-04T23:26:57Z,980000,,,0,,M. Strus bad pass out-of-bounds TURNOVER (1 TO),[1629622],1610612748.0,MIA,bad pass,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1155.0,1.0,,,,,,,,
100,PT04M21.00S,2022-11-04T23:27:05.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630543,89.04402102496715,50.49019607843137,1610612754,17,22,2022-11-04T23:30:37Z,990000,2.0,50.0,1,right,MISS I. Jackson floating Shot,[1630543],1610612754.0,IND,floating,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
101,PT04M17.00S,2022-11-04T23:27:09.6Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,17,22,2022-11-04T23:27:11Z,1000000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT04M11.00S,2022-11-04T23:27:17.5Z,1,REGULAR,foul,offensive,[],203473,,,1610612748,17,22,2022-11-04T23:27:24Z,1010000,,,0,,D. Dedmon offensive FOUL (1 PF),"[203473, 204456]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1155.0,,,,1.0,0.0,McConnell,204456.0,,
104,PT04M11.00S,2022-11-04T23:27:17.5Z,1,REGULAR,turnover,offensive foul,[],203473,,,1610612748,17,22,2022-11-04T23:27:17Z,1030000,,,0,,D. Dedmon offensive foul TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1155.0,1.0,,,,,,,,
105,PT04M11.00S,2022-11-04T23:27:27.6Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,17,22,2022-11-04T23:27:37Z,1040000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M11.00S,2022-11-04T23:27:27.6Z,1,REGULAR,substitution,in,[],1629614,,,1610612754,17,22,2022-11-04T23:27:37Z,1050000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M02.00S,2022-11-04T23:27:57.1Z,1,REGULAR,foul,personal,['3freethrow'],1629622,,,1610612754,17,22,2022-11-04T23:28:09Z,1060000,,,0,,M. Strus shooting personal FOUL (1 PF) (Mathurin 3 FT),"[1629622, 1631097]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,,,,,,,,,2530.0,,,,1.0,0.0,Mathurin,1631097.0,,
109,PT04M02.00S,2022-11-04T23:28:29.5Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],1631097,,,1610612754,18,22,2022-11-04T23:28:29Z,1080000,,,0,,B. Mathurin Free Throw 1 of 3 (1 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
110,PT04M02.00S,2022-11-04T23:28:46.5Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],1631097,,,1610612754,19,22,2022-11-04T23:28:46Z,1090000,,,0,,B. Mathurin Free Throw 2 of 3 (2 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
111,PT04M02.00S,2022-11-04T23:29:01.2Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],1631097,,,1610612754,20,22,2022-11-04T23:29:01Z,1100000,,,0,,B. Mathurin Free Throw 3 of 3 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
112,PT03M50.00S,2022-11-04T23:29:17.8Z,1,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,20,22,2022-11-04T23:34:41Z,1110000,,,0,,G. Vincent lost ball out-of-bounds TURNOVER (1 TO),[1629216],1610612748.0,MIA,lost ball,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,2530.0,1.0,,,,,,,,
113,PT03M32.00S,2022-11-04T23:29:41.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,94.82588699080158,96.81372549019608,1610612754,20,22,2022-11-04T23:29:46Z,1120000,234.0,-4.0,1,right,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
114,PT03M28.00S,2022-11-04T23:29:45.7Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,20,22,2022-11-04T23:29:46Z,1130000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT03M20.00S,2022-11-04T23:29:53.7Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,20,22,2022-11-04T23:30:02Z,1140000,,,0,,T. Herro bad pass TURNOVER (3 TO),"[1629639, 1627741]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,3.0,Hield,1627741.0,,,,,,
116,PT03M20.00S,2022-11-04T23:29:53.7Z,1,REGULAR,steal,,[],1627741,,,1610612754,20,22,2022-11-04T23:29:56Z,1150000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
117,PT03M16.00S,2022-11-04T23:30:00.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending', 'fastbreak']",1627741,93.24901445466492,49.50980392156863,1610612754,22,22,2022-11-04T23:36:36Z,1160000,-2.0,11.0,1,right,B. Hield running Layup (7 PTS) (A. Nembhard 1 AST),"[1627741, 1629614]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,7.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,
118,PT03M16.00S,2022-11-04T23:30:03.5Z,1,REGULAR,violation,defensive goaltending,[],1629639,,,1610612754,22,22,2022-11-04T23:30:16Z,1170000,,,0,,T. Herro defensive goaltending VIOLATION,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,1155.0,,,,,,,,,
119,PT03M00.00S,2022-11-04T23:30:29.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203473,11.645860709592641,60.29411764705882,1610612748,22,22,2022-11-04T23:37:53Z,1180000,-51.0,57.0,1,left,MISS D. Dedmon 7' turnaround Hook,[203473],1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,7.68,Missed,,,,,,,,,,,,,,,,,,
120,PT02M56.00S,2022-11-04T23:30:33.4Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,22,22,2022-11-04T23:30:33Z,1190000,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT02M49.00S,2022-11-04T23:30:42.0Z,1,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612754,22,22,2022-11-04T23:33:38Z,1200000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Jackson 2 FT),"[1629216, 1630543]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,,,,1.0,0.0,Jackson,1630543.0,,
123,PT02M49.00S,2022-11-04T23:30:52.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,22,22,2022-11-04T23:30:52Z,1220000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M49.00S,2022-11-04T23:34:02.3Z,1,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,23,22,2022-11-04T23:34:02Z,1230000,,,0,,I. Jackson Free Throw 1 of 2 (1 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
125,PT02M49.00S,2022-11-04T23:34:16.8Z,1,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,24,22,2022-11-04T23:34:16Z,1240000,,,0,,I. Jackson Free Throw 2 of 2 (2 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
126,PT02M32.00S,2022-11-04T23:34:35.8Z,1,REGULAR,3pt,Jump Shot,[],1629216,34.247700394218136,54.41176470588235,1610612748,24,25,2022-11-04T23:34:41Z,1250000,-22.0,269.0,1,left,G. Vincent 27' 3PT  (3 PTS) (T. Herro 2 AST),"[1629216, 1629639]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,27.03,Made,,,,,3.0,T. Herro,1629639.0,2.0,,,,,,,,,,
128,PT02M13.00S,2022-11-04T23:34:53.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,87.99277266754271,48.77450980392157,1610612754,26,25,2022-11-04T23:35:00Z,1270000,-6.0,60.0,1,right,B. Hield 6' turnaround fadeaway Jump Shot (9 PTS),[1627741],1610612754.0,IND,turnaround fadeaway,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,,,,,9.0,,,,,,,,,,,,,
129,PT01M48.00S,2022-11-04T23:35:20.0Z,1,REGULAR,3pt,Jump Shot,[],1629216,5.601182654402102,96.81372549019608,1610612748,26,25,2022-11-04T23:35:25Z,1280000,-234.0,0.0,1,left,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
130,PT01M45.00S,2022-11-04T23:35:23.0Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,26,25,2022-11-04T23:35:25Z,1290000,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Left Corner 3,24+ Left,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT01M38.00S,2022-11-04T23:35:29.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,77.08607095926413,7.598039215686274,1610612754,26,25,2022-11-04T23:40:39Z,1300000,-212.0,163.0,1,right,MISS B. Hield 26' step back 3PT,[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.74,Missed,,,,,,,,,,,,,,,,,,
132,PT01M35.00S,2022-11-04T23:35:32.2Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,26,25,2022-11-04T23:35:33Z,1310000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT01M27.00S,2022-11-04T23:35:41.9Z,1,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612748,26,25,2022-11-04T23:35:53Z,1320000,,,0,,I. Jackson shooting personal FOUL (1 PF) (Dedmon 2 FT),"[1630543, 203473]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,,,,1.0,0.0,Dedmon,203473.0,,
135,PT01M27.00S,2022-11-04T23:36:09.5Z,1,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,26,26,2022-11-04T23:36:09Z,1340000,,,0,,D. Dedmon Free Throw 1 of 2 (1 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
136,PT01M27.00S,2022-11-04T23:36:10.2Z,1,REGULAR,substitution,out,[],1627741,,,1610612748,26,26,2022-11-04T23:36:18Z,1350000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M27.00S,2022-11-04T23:36:10.2Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,26,26,2022-11-04T23:36:18Z,1360000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M27.00S,2022-11-04T23:36:10.2Z,1,REGULAR,substitution,out,[],1629622,,,1610612748,26,26,2022-11-04T23:36:18Z,1370000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M27.00S,2022-11-04T23:36:10.2Z,1,REGULAR,substitution,in,[],1630169,,,1610612748,26,26,2022-11-04T23:36:18Z,1380000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M27.00S,2022-11-04T23:36:10.2Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,26,26,2022-11-04T23:36:18Z,1390000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M27.00S,2022-11-04T23:36:10.2Z,1,REGULAR,substitution,in,[],200768,,,1610612748,26,26,2022-11-04T23:36:18Z,1400000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M27.00S,2022-11-04T23:36:32.2Z,1,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,26,27,2022-11-04T23:36:32Z,1410000,,,0,,D. Dedmon Free Throw 2 of 2 (2 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
143,PT01M10.00S,2022-11-04T23:36:53.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612754,26,27,2022-11-04T23:37:02Z,1420000,,,0,,G. Vincent shooting personal FOUL (2 PF) (Mathurin 2 FT),"[1629216, 1631097]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627524.0,,,,2.0,0.0,Mathurin,1631097.0,,
145,PT01M10.00S,2022-11-04T23:37:20.1Z,1,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,27,27,2022-11-04T23:37:20Z,1440000,,,0,,B. Mathurin Free Throw 1 of 2 (4 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
146,PT01M10.00S,2022-11-04T23:37:33.4Z,1,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,28,27,2022-11-04T23:37:33Z,1450000,,,0,,B. Mathurin Free Throw 2 of 2 (5 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
147,PT00M49.40S,2022-11-04T23:37:57.8Z,1,REGULAR,3pt,Jump Shot,[],1629130,29.38567674113009,82.35294117647058,1610612748,28,27,2022-11-04T23:38:01Z,1460000,-162.0,224.0,1,left,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,27.61,Missed,,,,,,,,,,,,,,,,,,
148,PT00M46.30S,2022-11-04T23:38:00.9Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,28,27,2022-11-04T23:38:01Z,1470000,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,147.0,2.0,2.0,0.0,,,,,,,,,,,,,,
149,PT00M43.40S,2022-11-04T23:38:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",204456,94.30026281208936,50.98039215686274,1610612754,28,27,2022-11-04T23:38:13Z,1480000,5.0,1.0,1,right,MISS T. McConnell running finger roll Layup,[204456],1610612754.0,IND,running finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,0.5,Missed,,,,,,,,,,,,,,,,,,
150,PT00M41.70S,2022-11-04T23:38:05.4Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,28,27,2022-11-04T23:38:13Z,1490000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,,
151,PT00M34.10S,2022-11-04T23:38:20.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629614,,,1610612748,28,27,2022-11-04T23:38:25Z,1500000,,,0,,A. Nembhard personal FOUL (1 PF) (Dedmon 2 FT),"[1629614, 203473]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,,,,1.0,0.0,Dedmon,203473.0,,
153,PT00M34.10S,2022-11-04T23:38:41.1Z,1,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,28,28,2022-11-04T23:38:41Z,1520000,,,0,,D. Dedmon Free Throw 1 of 2 (3 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
154,PT00M34.10S,2022-11-04T23:38:54.9Z,1,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,28,29,2022-11-04T23:38:54Z,1530000,,,0,,D. Dedmon Free Throw 2 of 2 (4 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
155,PT00M32.30S,2022-11-04T23:38:58.4Z,1,REGULAR,turnover,bad pass,[],1630543,,,1610612754,28,29,2022-11-04T23:39:06Z,1540000,,,0,,I. Jackson bad pass TURNOVER (1 TO),"[1630543, 1629216]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,Vincent,1629216.0,,,,,,
156,PT00M32.30S,2022-11-04T23:38:58.4Z,1,REGULAR,steal,,[],1629216,,,1610612748,28,29,2022-11-04T23:39:01Z,1550000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
157,PT00M28.60S,2022-11-04T23:39:02.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,34.37910643889619,61.76470588235294,1610612748,28,29,2022-11-04T23:39:09Z,1560000,-59.0,271.0,1,left,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,27.7,Missed,,,,,,,,,,,,,,,,,,
158,PT00M26.60S,2022-11-04T23:39:04.1Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,28,29,2022-11-04T23:39:04Z,1570000,,,0,,T. Haliburton REBOUND (Off:0 Def:4),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,157.0,4.0,4.0,0.0,,,,,,,,,,,,,,
159,PT00M11.90S,2022-11-04T23:39:18.8Z,1,REGULAR,3pt,Jump Shot,[],1630169,67.62483574244416,63.970588235294116,1610612754,28,29,2022-11-04T23:39:25Z,1580000,70.0,252.0,1,right,MISS T. Haliburton 26' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,26.13,Missed,,,,,,,,,,,,,,,,,,
160,PT00M08.30S,2022-11-04T23:39:22.4Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,28,29,2022-11-04T23:39:25Z,1590000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,,,159.0,3.0,3.0,0.0,,,,,,,,,,,,,,
161,PT00M00.70S,2022-11-04T23:39:30.0Z,1,REGULAR,3pt,Jump Shot,[],1629216,26.757555847568987,16.176470588235293,1610612748,28,29,2022-11-04T23:39:34Z,1600000,169.0,199.0,1,left,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,,,,,,,,,,,,,,,,,
162,PT00M00.70S,2022-11-04T23:39:30.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,28,29,2022-11-04T23:39:34Z,1610000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,161.0,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2022-11-04T23:39:33.5Z,1,REGULAR,period,end,[],0,,,1610612748,28,29,2022-11-04T23:39:33Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-11-04T23:41:36.8Z,2,REGULAR,substitution,out,['startperiod'],203473,,,1610612748,28,29,2022-11-04T23:42:11Z,1630000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-11-04T23:41:36.8Z,2,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,28,29,2022-11-04T23:42:11Z,1640000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-11-04T23:42:20.7Z,2,REGULAR,period,start,[],0,,,1610612748,28,29,2022-11-04T23:42:20Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M46.00S,2022-11-04T23:42:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,6.915243101182654,48.529411764705884,1610612748,28,31,2022-11-04T23:42:39Z,1660000,7.0,13.0,1,left,G. Vincent cutting Layup (5 PTS) (B. Adebayo 1 AST),"[1629216, 1628389]",1610612748.0,MIA,cutting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,5.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,
170,PT11M31.00S,2022-11-04T23:42:48.9Z,2,REGULAR,3pt,Jump Shot,[],1629614,72.61826544021025,14.705882352941178,1610612754,28,31,2022-11-04T23:42:53Z,1680000,-176.0,205.0,1,right,MISS A. Nembhard 27' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
