actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-05T22:10:42.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-05T22:10:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-02-05T22:10:44.2Z,1,REGULAR,jumpball,recovered,[],1630169,,,1610612754,0,0,2023-02-05T22:10:44Z,40000,False,,,0,,Jump Ball M. Turner vs. J. Allen: Tip to T. Haliburton,"[1630169, 1626167, 1628386]",1610612754.0,IND,startperiod,T. Haliburton,1630169.0,Haliburton,T. Haliburton,Turner,1626167.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-02-05T22:10:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,94.56307490144546,96.81372549019608,1610612754,0,0,2023-02-05T22:11:02Z,70000,False,234.0,-1.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-02-05T22:11:02.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,0,2023-02-05T22:11:02Z,80000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2023-02-05T22:11:08.5Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612739,0,0,2023-02-05T22:11:17Z,90000,False,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1628378, 1626167]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Turner,1626167.0,,,,,,,,,,,
10,PT11M33.00S,2023-02-05T22:11:08.5Z,1,REGULAR,steal,,[],1626167,,,1610612754,0,0,2023-02-05T22:11:10Z,100000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M28.00S,2023-02-05T22:11:13.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630169,72.22404730617609,18.137254901960784,1610612754,3,0,2023-02-05T22:11:21Z,110000,False,-159.0,209.0,1,right,T. Haliburton 26' 3PT running (3 PTS) (A. Nembhard 1 AST),"[1630169, 1629614]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.25,Made,,,,,,,,3.0,A. Nembhard,1629614.0,1.0,,,,,,,
13,PT11M06.00S,2023-02-05T22:11:35.9Z,1,REGULAR,3pt,Jump Shot,[],1630596,28.991458607095925,19.11764705882353,1610612739,3,0,2023-02-05T22:11:41Z,130000,False,154.0,220.0,1,left,MISS E. Mobley 26' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2023-02-05T22:11:38.9Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,3,0,2023-02-05T22:11:41Z,140000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M58.00S,2023-02-05T22:11:45.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626167,93.51182654402102,45.588235294117645,1610612754,5,0,2023-02-05T22:11:51Z,150000,False,-22.0,8.0,1,right,M. Turner running reverse Layup (2 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,running reverse,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,,
17,PT10M58.00S,2023-02-05T22:11:50.4Z,1,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612754,5,0,2023-02-05T22:11:57Z,170000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Turner 1 FT),"[1630596, 1626167]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202041.0,1.0,0.0,Turner,1626167.0,,
19,PT10M58.00S,2023-02-05T22:12:08.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1626167,,,1610612754,6,0,2023-02-05T22:12:08Z,190000,False,,,0,,M. Turner Free Throw 1 of 1 (3 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
20,PT10M45.00S,2023-02-05T22:12:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,17.69053876478318,49.754901960784316,1610612739,6,2,2023-02-05T22:12:29Z,200000,False,1.0,114.0,1,left,E. Mobley 11' pullup Jump Shot (2 PTS) (D. Mitchell 1 AST),"[1630596, 1628378]",1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,11.38,Made,,,,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,,
