actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-04T01:12:38.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-04T01:12:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-04T01:12:40.9Z,1,REGULAR,jumpball,recovered,[],1631165,,,1610612758,0,0,2025-02-04T01:12:40Z,40000,False,,,0,,Jump Ball D. Sabonis vs. R. Gobert: Tip to K. Ellis,"[1631165, 1627734, 203497]",1610612758.0,SAC,startperiod,K. Ellis,1631165.0,Ellis,K. Ellis,Sabonis,1627734.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M55.00S,2025-02-04T01:12:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631165,93.9060446780552,52.450980392156865,1610612758,0,0,2025-02-04T01:13:18Z,70000,False,12.0,5.0,1,right,MISS K. Ellis driving Layup,[1631165],1610612758.0,SAC,driving,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
8,PT11M53.00S,2025-02-04T01:12:46.7Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,0,0,2025-02-04T01:13:18Z,80000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M53.00S,2025-02-04T01:12:48.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631099,94.40999984741211,50.0,1610612758,0,2,2025-02-04T01:12:48Z,90000,False,0.0,0.0,1,right,K. Murray tip Layup (2 PTS),[1631099],1610612758.0,SAC,tip,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M53.00S,2025-02-04T01:12:50.3Z,1,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612758,0,2,2025-02-04T01:12:56Z,100000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Murray 1 FT),"[1629675, 1631099]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,2005.0,1.0,0.0,Murray,1631099.0,,,,,,,,
12,PT11M53.00S,2025-02-04T01:13:08.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1631099,,,1610612758,0,3,2025-02-04T01:13:08Z,120000,False,,,0,,K. Murray Free Throw 1 of 1 (3 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
13,PT11M35.00S,2025-02-04T01:13:27.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,22.683968462549277,87.5,1610612750,0,3,2025-02-04T01:13:32Z,130000,False,-188.0,161.0,1,left,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,,
14,PT11M32.00S,2025-02-04T01:13:30.8Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,0,3,2025-02-04T01:13:32Z,140000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
15,PT11M20.00S,2025-02-04T01:13:43.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631099,89.83245729303549,51.71568627450981,1610612758,0,5,2025-02-04T01:13:47Z,150000,False,9.0,43.0,1,right,K. Murray driving Hook (5 PTS) (D. DeRozan 1 AST),"[1631099, 201942]",1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,4.39,Made,,,,,5.0,,,,,,D. DeRozan,201942.0,1.0,,,,,
