actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT11M06.00S,2024-11-09T02:13:33.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203944,5.590000152587891,50.0,1610612750,1,0,2024-11-09T02:14:26Z,170000,False,0.0,0.0,1,left,MISS J. Randle tip Layup,[203944],1610612750.0,MIN,tip,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
18,PT11M05.00S,2024-11-09T02:13:34.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,1,0,2024-11-09T02:14:26Z,180000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M59.00S,2024-11-09T02:13:40.3Z,1,REGULAR,3pt,Jump Shot,[],203924,91.27792378449409,4.166666666666666,1610612757,1,0,2024-11-09T02:13:45Z,190000,False,-229.0,29.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
20,PT10M56.00S,2024-11-09T02:13:43.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,1,0,2024-11-09T02:13:45Z,200000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M46.00S,2024-11-09T02:13:57.3Z,1,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612750,1,0,2024-11-09T02:14:21Z,210000,False,,,0,,T. Camara shooting personal FOUL (2 PF) (Edwards 2 FT),"[1641739, 1630162]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Mid-Range,8-16 Center,,,,,,,1628954.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,
23,PT10M46.00S,2024-11-09T02:14:28.1Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,2,0,2024-11-09T02:14:28Z,230000,False,,,0,,A. Edwards Free Throw 1 of 2 (2 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
24,PT10M46.00S,2024-11-09T02:14:40.3Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,3,0,2024-11-09T02:14:40Z,240000,False,,,0,,A. Edwards Free Throw 2 of 2 (3 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
25,PT10M22.00S,2024-11-09T02:15:08.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612757,3,0,2024-11-09T02:15:21Z,250000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,1155.0,,,,,,,,,,,,,
26,PT10M05.00S,2024-11-09T02:15:35.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630183,8.623521681997373,64.2156862745098,1610612750,3,0,2024-11-09T02:15:39Z,260000,False,-71.0,29.0,1,left,MISS J. McDaniels 7' driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,7.66,Missed,,,,,,,,,,,,,,,,,,
27,PT10M00.00S,2024-11-09T02:15:40.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,3,0,2024-11-09T02:15:39Z,270000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M49.00S,2024-11-09T02:15:50.2Z,1,REGULAR,turnover,lost ball,[],1641739,,,1610612757,3,0,2024-11-09T02:15:54Z,280000,False,,,0,,T. Camara lost ball TURNOVER (1 TO),"[1641739, 1630183]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,McDaniels,1630183.0,,,,,
29,PT09M49.00S,2024-11-09T02:15:50.2Z,1,REGULAR,steal,,[],1630183,,,1610612750,3,0,2024-11-09T02:15:52Z,290000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M43.00S,2024-11-09T02:15:55.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203944,7.440867279894875,50.98039215686274,1610612750,3,0,2024-11-09T02:20:29Z,300000,False,-5.0,17.0,1,left,MISS J. Randle running Layup - blocked,"[203944, 1641739]",1610612750.0,MIN,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.81,Missed,,,,,,,,,,,,,,Camara,1641739.0,,,
31,PT09M43.00S,2024-11-09T02:15:55.8Z,1,REGULAR,block,,[],1641739,,,1610612750,3,0,2024-11-09T02:15:58Z,310000,False,,,0,,T. Camara BLOCK (1 BLK),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M38.00S,2024-11-09T02:16:00.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,3,0,2024-11-09T02:16:02Z,320000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,
33,PT09M38.00S,2024-11-09T02:16:01.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",203497,5.590000152587891,50.0,1610612750,5,0,2024-11-09T02:21:10Z,330000,False,0.0,0.0,1,left,R. Gobert putback DUNK (2 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
34,PT09M31.00S,2024-11-09T02:16:08.8Z,1,REGULAR,3pt,Jump Shot,[],203924,93.77463863337714,95.58823529411765,1610612757,5,0,2024-11-09T02:16:14Z,340000,False,228.0,6.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
35,PT09M29.00S,2024-11-09T02:16:12.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,5,0,2024-11-09T02:16:12Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,34.0,,,,,,,,,,,,,,,,,
37,PT09M21.00S,2024-11-09T02:16:40.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629028,90.3580814717477,54.90196078431373,1610612757,5,0,2024-11-09T02:16:46Z,370000,False,25.0,38.0,1,right,MISS D. Ayton turnaround Shot - blocked,"[1629028, 203497]",1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,4.53,Missed,,,,,,,,,,,,,,Gobert,203497.0,,,
38,PT09M21.00S,2024-11-09T02:16:40.6Z,1,REGULAR,block,,[],203497,,,1610612757,5,0,2024-11-09T02:16:42Z,380000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M18.00S,2024-11-09T02:16:43.6Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,5,0,2024-11-09T02:16:46Z,390000,False,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
40,PT09M16.00S,2024-11-09T02:16:44.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630166,85.49605781865965,76.22549019607843,1610612757,5,0,2024-11-09T02:16:49Z,400000,False,131.0,84.0,1,right,MISS D. Avdija 15' Jump Shot,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,15.56,Missed,,,,,,,,,,,,,,,,,,
41,PT09M15.00S,2024-11-09T02:16:45.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,5,0,2024-11-09T02:16:49Z,410000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,40.0,2.0,1.0,1.0,,,,,,,,,,,,,,
42,PT09M08.00S,2024-11-09T02:16:53.3Z,1,REGULAR,3pt,Jump Shot,[],201144,23.47240473061761,13.725490196078432,1610612750,5,0,2024-11-09T02:22:26Z,420000,False,181.0,168.0,1,left,MISS M. Conley 24' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,,
43,PT09M05.00S,2024-11-09T02:16:56.0Z,1,REGULAR,rebound,offensive,[],203944,,,1610612750,5,0,2024-11-09T02:16:56Z,430000,False,,,0,,J. Randle REBOUND (Off:2 Def:0),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,42.0,2.0,0.0,2.0,,,,,,,,,,,,,,
44,PT09M05.00S,2024-11-09T02:16:57.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,6.915243101182654,54.166666666666664,1610612750,5,0,2024-11-09T02:22:57Z,440000,False,-21.0,13.0,1,left,MISS J. Randle putback Layup - blocked,"[203944, 203924]",1610612750.0,MIN,putback,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,Grant,203924.0,,,
45,PT09M05.00S,2024-11-09T02:16:57.4Z,1,REGULAR,block,,[],203924,,,1610612750,5,0,2024-11-09T02:16:59Z,450000,False,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT09M05.00S,2024-11-09T02:16:57.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,5,0,2024-11-09T02:17:05Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,44.0,,,,,,,,,,,,,,,,,
48,PT08M58.00S,2024-11-09T02:17:22.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,26.62614980289093,80.3921568627451,1610612750,8,0,2024-11-09T02:17:27Z,480000,False,-152.0,198.0,1,left,A. Edwards 24' 3PT  (6 PTS) (J. McDaniels 1 AST),"[1630162, 1630183]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.95,Made,,,,,,,,,,6.0,,,,,,J. McDaniels,1630183.0,1.0
50,PT08M42.00S,2024-11-09T02:17:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,91.01511169513797,54.90196078431373,1610612757,8,0,2024-11-09T02:17:42Z,500000,False,25.0,32.0,1,right,MISS D. Avdija driving Layup - blocked,"[1630166, 203497]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,4.03,Missed,,,,,,,,,,,,,,Gobert,203497.0,,,
51,PT08M42.00S,2024-11-09T02:17:37.9Z,1,REGULAR,block,,[],203497,,,1610612757,8,0,2024-11-09T02:17:40Z,510000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT08M39.00S,2024-11-09T02:17:40.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,0,2024-11-09T02:17:42Z,520000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,50.0,3.0,2.0,1.0,,,,,,,,,,,,,,
53,PT08M36.00S,2024-11-09T02:17:47.9Z,1,REGULAR,foul,offensive,[],1630162,,,1610612750,8,0,2024-11-09T02:18:00Z,530000,False,,,0,,A. Edwards charge offensive FOUL (1 PF),"[1630162, 1641739]",1610612750.0,MIN,charge,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,1.0,0.0,Camara,1641739.0,,,,,,,,,
55,PT08M36.00S,2024-11-09T02:17:47.9Z,1,REGULAR,turnover,offensive foul,[],1630162,,,1610612750,8,0,2024-11-09T02:17:47Z,550000,False,,,0,,A. Edwards offensive foul TURNOVER (1 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,,,,,,1.0,,,,,,,
56,PT08M20.00S,2024-11-09T02:18:15.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629028,92.46057818659659,4.166666666666666,1610612757,8,0,2024-11-09T02:18:23Z,560000,False,-229.0,18.0,1,right,MISS D. Ayton 3PT,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,22.99,Missed,,,,,,,,,,,,,,,,,,
57,PT08M17.00S,2024-11-09T02:18:18.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,8,0,2024-11-09T02:18:18Z,570000,False,,,0,,J. Randle REBOUND (Off:2 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,56.0,3.0,1.0,2.0,,,,,,,,,,,,,,
58,PT08M06.00S,2024-11-09T02:18:30.1Z,1,REGULAR,3pt,Jump Shot,[],201144,5.338370565045992,95.58823529411765,1610612750,8,0,2024-11-09T02:18:34Z,580000,False,-228.0,-2.0,1,left,MISS M. Conley 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
59,PT08M02.00S,2024-11-09T02:18:34.1Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,8,0,2024-11-09T02:18:34Z,590000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT07M44.00S,2024-11-09T02:19:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,91.01511169513797,57.84313725490197,1610612757,8,0,2024-11-09T02:19:17Z,610000,False,39.0,32.0,1,right,MISS A. Simons driving Layup,[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
62,PT07M41.00S,2024-11-09T02:19:12.2Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612757,8,0,2024-11-09T02:19:17Z,620000,False,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,61.0,3.0,2.0,1.0,,,,,,,,,,,,,,
63,PT07M40.00S,2024-11-09T02:19:13.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629028,86.94152431011827,68.62745098039215,1610612757,8,0,2024-11-09T02:19:19Z,630000,False,93.0,70.0,1,right,MISS D. Ayton 11' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,11.66,Missed,,,,,,,,,,,,,,,,,,
64,PT07M38.00S,2024-11-09T02:19:15.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,8,0,2024-11-09T02:19:19Z,640000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT07M27.00S,2024-11-09T02:19:25.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,26.888961892247043,18.137254901960784,1610612750,8,0,2024-11-09T02:19:30Z,650000,False,159.0,200.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
66,PT07M23.00S,2024-11-09T02:19:29.9Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,8,0,2024-11-09T02:19:30Z,660000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,,,
67,PT07M20.00S,2024-11-09T02:19:32.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,73.53810775295663,13.725490196078432,1610612757,8,0,2024-11-09T02:25:45Z,670000,False,-181.0,196.0,1,right,MISS A. Simons 26' running 3PT,[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
68,PT07M16.00S,2024-11-09T02:19:36.3Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,8,0,2024-11-09T02:19:42Z,680000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT07M11.00S,2024-11-09T02:19:41.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630183,7.178055190538765,52.20588235294118,1610612750,10,0,2024-11-09T02:19:50Z,690000,False,-11.0,15.0,1,left,J. McDaniels running Layup (2 PTS),[1630183],1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,,,,2.0,,,,,,,,
70,PT07M11.00S,2024-11-09T02:19:45.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,10,0,2024-11-09T02:19:45Z,700000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M11.00S,2024-11-09T02:21:45.5Z,1,REGULAR,substitution,out,[],201144,,,1610612757,10,0,2024-11-09T02:22:20Z,710000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M11.00S,2024-11-09T02:21:45.5Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,10,0,2024-11-09T02:22:20Z,720000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M11.00S,2024-11-09T02:21:45.5Z,1,REGULAR,substitution,out,[],203924,,,1610612757,10,0,2024-11-09T02:22:20Z,730000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M11.00S,2024-11-09T02:21:45.5Z,1,REGULAR,substitution,in,[],1628978,,,1610612757,10,0,2024-11-09T02:22:20Z,740000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M11.00S,2024-11-09T02:21:45.5Z,1,REGULAR,substitution,in,[],1630703,,,1610612757,10,0,2024-11-09T02:22:20Z,750000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M11.00S,2024-11-09T02:21:45.5Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,10,0,2024-11-09T02:22:20Z,760000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M51.00S,2024-11-09T02:23:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,92.19776609724047,56.86274509803921,1610612757,10,0,2024-11-09T02:23:14Z,770000,False,34.0,21.0,1,right,MISS A. Simons driving Layup - blocked,"[1629014, 203497]",1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,,,Gobert,203497.0,,,
78,PT06M51.00S,2024-11-09T02:23:00.2Z,1,REGULAR,block,,[],203497,,,1610612757,10,0,2024-11-09T02:23:02Z,780000,False,,,0,,R. Gobert BLOCK (3 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT06M50.00S,2024-11-09T02:23:01.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,10,0,2024-11-09T02:23:14Z,790000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,77.0,,,,,,,,,,,,,,,,,
81,PT06M48.00S,2024-11-09T02:23:23.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629014,92.32917214191852,89.95098039215686,1610612757,10,2,2024-11-09T02:23:28Z,810000,False,200.0,20.0,1,right,A. Simons 20' Jump Shot (2 PTS) (S. Henderson 1 AST),"[1629014, 1630703]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right,20.08,Made,,,,,,,,,,2.0,,,,,,S. Henderson,1630703.0,1.0
83,PT06M18.00S,2024-11-09T02:23:53.4Z,1,REGULAR,3pt,Jump Shot,[],203944,28.07161629434954,22.794117647058822,1610612750,10,2,2024-11-09T02:24:00Z,830000,False,136.0,211.0,1,left,MISS J. Randle 25' pullup 3PT,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
