actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-24T02:51:22.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-24T02:51:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-02-24T02:51:25.9Z,1,REGULAR,jumpball,recovered,[],1631114,,,1610612760,0,0,2025-02-24T02:51:25Z,40000,False,,,0,,Jump Ball C. Holmgren vs. N. Reid: Tip to J. Williams,"[1631114, 1631096, 1629675]",1610612760.0,OKC,startperiod,J. Williams,1631114.0,Williams,J. Williams,Holmgren,1631096.0,Reid,1629675.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2025-02-24T02:51:34.4Z,1,REGULAR,3pt,Jump Shot,[],1631096,22.339027595269386,8.555453431372555,1610612760,0,3,2025-02-24T02:51:55Z,70000,False,207.0,157.0,1,left,C. Holmgren 26' 3PT  (3 PTS) (J. Williams 1 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,26.03,Made,3.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-02-24T02:51:54.8Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612750,0,3,2025-02-24T02:52:03Z,90000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Reid 2 FT),"[1629652, 1629675]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2534.0,1.0,0.0,Reid,1629675.0,,,,,,,,,
11,PT11M30.00S,2025-02-24T02:52:17.3Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,1,3,2025-02-24T02:52:17Z,110000,False,,,0,,N. Reid Free Throw 1 of 2 (1 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
12,PT11M30.00S,2025-02-24T02:52:29.9Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,2,3,2025-02-24T02:52:29Z,120000,False,,,0,,N. Reid Free Throw 2 of 2 (2 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
13,PT11M13.00S,2025-02-24T02:52:51.2Z,1,REGULAR,3pt,Jump Shot,[],1631114,31.586727989487514,22.058823529411768,1610612760,2,3,2025-02-24T02:53:14Z,130000,False,140.0,244.0,1,left,MISS J. Williams 28' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
14,PT11M11.00S,2025-02-24T02:52:53.2Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,2,3,2025-02-24T02:53:14Z,140000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT10M59.00S,2025-02-24T02:53:03.8Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,2,3,2025-02-24T02:53:33Z,150000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1631114]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Williams,1631114.0,,
16,PT10M59.00S,2025-02-24T02:53:03.8Z,1,REGULAR,steal,,[],1631114,,,1610612760,2,3,2025-02-24T02:53:05Z,160000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
