actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
216,PT00M00.90S,2024-11-11T00:37:09.8Z,1,REGULAR,substitution,in,[],1641796,,,1610612750,20,27,2024-11-11T00:49:59Z,1646250,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT00M00.90S,2024-11-11T00:37:09.8Z,1,REGULAR,substitution,in,[],1629312,,,1610612750,20,27,2024-11-11T00:49:59Z,1648125,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2024-11-11T00:38:48.0Z,1,REGULAR,period,end,[],0,,,1610612750,20,27,2024-11-11T00:38:48Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-11-11T00:41:00.7Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,20,27,2024-11-11T00:41:30Z,1660000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-11-11T00:41:00.7Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612750,20,27,2024-11-11T00:41:30Z,1670000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-11-11T00:41:00.7Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612750,20,27,2024-11-11T00:41:30Z,1680000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-11-11T00:41:00.7Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,20,27,2024-11-11T00:41:30Z,1690000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT12M00.00S,2024-11-11T00:41:00.7Z,2,REGULAR,substitution,out,['startperiod'],1641796,,,1610612750,20,27,2024-11-11T00:54:59Z,1695000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT12M00.00S,2024-11-11T00:41:00.7Z,2,REGULAR,substitution,out,['startperiod'],1629312,,,1610612750,20,27,2024-11-11T00:54:59Z,1697500,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT12M00.00S,2024-11-11T00:41:00.7Z,2,REGULAR,substitution,in,['startperiod'],1631107,,,1610612750,20,27,2024-11-11T00:54:59Z,1698750,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT12M00.00S,2024-11-11T00:41:00.7Z,2,REGULAR,substitution,in,['startperiod'],1629130,,,1610612750,20,27,2024-11-11T00:54:59Z,1699375,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-11-11T00:41:33.0Z,2,REGULAR,period,start,[],0,,,1610612748,20,27,2024-11-11T00:41:33Z,1700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M45.00S,2024-11-11T00:41:48.0Z,2,REGULAR,2pt,Jump Shot,[],1628389,80.1084099868594,31.862745098039213,1610612748,20,27,2024-11-11T00:41:53Z,1710000,False,-91.0,134.0,1,right,MISS B. Adebayo 16' Jump Shot,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,Mid-Range,16-24 Left Center,16.22,Missed,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M41.00S,2024-11-11T00:41:52.0Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,20,27,2024-11-11T00:41:53Z,1720000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,Reid,N. Reid,,Mid-Range,16-24 Left Center,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,
172,PT11M28.00S,2024-11-11T00:42:04.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,11.432325886990801,38.369332107843135,1610612750,20,27,2024-11-11T00:42:11Z,1730000,False,58.0,55.0,1,left,MISS N. Reid 8' driving floating Shot,[1629675],1610612750.0,MIN,,Reid,N. Reid,driving floating,In The Paint (Non-RA),0-8 Center,8.01,Missed,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M24.00S,2024-11-11T00:42:08.2Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,20,27,2024-11-11T00:42:11Z,1740000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,172.0,4.0,4.0,0.0,,,,,,,,,,,
174,PT11M18.00S,2024-11-11T00:42:14.2Z,2,REGULAR,3pt,Jump Shot,[],1629130,69.72733245729303,70.58823529411765,1610612748,20,30,2024-11-11T00:42:19Z,1750000,False,103.0,232.0,1,right,D. Robinson 25' 3PT pullup (3 PTS) (B. Adebayo 2 AST),"[1629130, 1628389]",1610612748.0,MIA,,Robinson,D. Robinson,pullup,Above the Break 3,24+ Right Center,25.39,Made,3.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,,,,,,
175,PT10M57.00S,2024-11-11T00:42:34.9Z,2,REGULAR,3pt,Jump Shot,[],1629638,17.608409986859396,5.660232843137255,1610612750,23,30,2024-11-11T00:42:41Z,1760000,False,222.0,113.0,1,left,N. Alexander-Walker 24' 3PT  (3 PTS) (M. Conley 1 AST),"[1629638, 201144]",1610612750.0,MIN,,Alexander-Walker,N. Alexander-Walker,,Above the Break 3,24+ Right Center,24.88,Made,3.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,,,,,,
177,PT10M43.00S,2024-11-11T00:42:48.8Z,2,REGULAR,3pt,Jump Shot,[],1628389,68.15045992115637,60.78431372549019,1610612748,23,30,2024-11-11T00:42:54Z,1780000,False,54.0,247.0,1,right,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,Above the Break 3,24+ Center,25.27,Missed,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M39.00S,2024-11-11T00:42:52.8Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,23,30,2024-11-11T00:42:54Z,1790000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Center,,,,,,,,,,,177.0,3.0,3.0,0.0,,,,,,,,,,,
179,PT10M33.00S,2024-11-11T00:42:58.4Z,2,REGULAR,3pt,Jump Shot,[],1628978,31.35676741130092,24.754901960784316,1610612750,23,30,2024-11-11T00:43:03Z,1800000,False,126.0,242.0,1,left,MISS D. DiVincenzo 27' 3PT,[1628978],1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Right Center,27.32,Missed,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M31.00S,2024-11-11T00:43:00.4Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,23,30,2024-11-11T00:43:03Z,1810000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:3),[1631170],1610612748.0,MIA,,Jaquez Jr.,J. Jaquez Jr.,,Above the Break 3,24+ Right Center,,,,,,,,,,,179.0,3.0,3.0,0.0,,,,,,,,,,,
181,PT10M21.00S,2024-11-11T00:43:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,87.07293035479631,54.166666666666664,1610612748,23,32,2024-11-11T01:18:29Z,1820000,False,21.0,69.0,1,right,D. Robinson 7' driving floating Jump Shot (5 PTS),[1629130],1610612748.0,MIA,,Robinson,D. Robinson,driving floating,In The Paint (Non-RA),0-8 Center,7.21,Made,5.0,,,,,,,,,,,,,,,,,,,,,,
182,PT10M09.00S,2024-11-11T00:43:25.5Z,2,REGULAR,foul,personal,[],1629130,,,1610612750,23,32,2024-11-11T00:43:40Z,1830000,False,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 201144]",1610612748.0,MIA,201246.0,Robinson,D. Robinson,,Mid-Range,8-16 Left,,,,,,,1.0,0.0,Conley,201144.0,,,,,,,,,,,,,,,
184,PT10M09.00S,2024-11-11T00:43:33.5Z,2,REGULAR,substitution,out,[],1626196,,,1610612750,23,32,2024-11-11T00:43:42Z,1850000,False,,,0,,SUB out: J. Richardson,[1626196],1610612748.0,MIA,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M09.00S,2024-11-11T00:43:33.5Z,2,REGULAR,substitution,out,[],1631170,,,1610612750,23,32,2024-11-11T00:43:42Z,1860000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M09.00S,2024-11-11T00:43:33.5Z,2,REGULAR,substitution,in,[],1641796,,,1610612750,23,32,2024-11-11T00:43:42Z,1870000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M09.00S,2024-11-11T00:43:33.5Z,2,REGULAR,substitution,in,[],1626179,,,1610612750,23,32,2024-11-11T00:43:42Z,1880000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M02.00S,2024-11-11T00:43:56.7Z,2,REGULAR,3pt,Jump Shot,[],1629675,31.750985545335087,42.64705882352941,1610612750,23,32,2024-11-11T00:44:01Z,1890000,False,37.0,246.0,1,left,MISS N. Reid 24' pullup 3PT,[1629675],1610612750.0,MIN,,Reid,N. Reid,pullup,Above the Break 3,24+ Center,24.87,Missed,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M59.00S,2024-11-11T00:43:59.7Z,2,REGULAR,rebound,defensive,[],1631107,,,1610612748,23,32,2024-11-11T00:44:01Z,1900000,False,,,0,,N. Jović REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,Jović,N. Jović,,Above the Break 3,24+ Center,,,,,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,
190,PT09M54.00S,2024-11-11T00:44:03.7Z,2,REGULAR,turnover,bad pass,[],1631107,,,1610612748,23,32,2024-11-11T00:44:08Z,1910000,False,,,0,,N. Jović bad pass TURNOVER (1 TO),"[1631107, 1629638]",1610612748.0,MIA,,Jović,N. Jović,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,Alexander-Walker,1629638.0,,,,,,,,
191,PT09M54.00S,2024-11-11T00:44:03.7Z,2,REGULAR,steal,,[],1629638,,,1610612750,23,32,2024-11-11T00:44:06Z,1920000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612750.0,MIN,,Alexander-Walker,N. Alexander-Walker,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M43.00S,2024-11-11T00:44:14.6Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,23,32,2024-11-11T00:44:18Z,1930000,False,,,0,,N. Reid lost ball TURNOVER (1 TO),"[1629675, 1641796]",1610612750.0,MIN,,Reid,N. Reid,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,Larsson,1641796.0,,,,,,,,
193,PT09M43.00S,2024-11-11T00:44:14.6Z,2,REGULAR,steal,,[],1641796,,,1610612748,23,32,2024-11-11T00:44:16Z,1940000,False,,,0,,P. Larsson STEAL (1 STL),[1641796],1610612748.0,MIA,,Larsson,P. Larsson,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M38.00S,2024-11-11T00:44:20.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631107,89.17542706964521,95.34313725490196,1610612748,23,35,2024-11-11T00:44:39Z,1950000,False,227.0,49.0,1,right,N. Jović 3PT running (8 PTS) (P. Larsson 1 AST),"[1631107, 1641796]",1610612748.0,MIA,,Jović,N. Jović,running,Right Corner 3,24+ Right,23.2,Made,8.0,P. Larsson,1641796.0,1.0,,,,,,,,,,,,,,,,,,,
196,PT09M36.00S,2024-11-11T00:44:26.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,23,35,2024-11-11T00:44:27Z,1970000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M13.00S,2024-11-11T00:47:51.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,11.908672798948752,54.41176470588235,1610612750,25,35,2024-11-11T00:47:58Z,1980000,False,-22.0,59.0,1,left,N. Alexander-Walker 6' driving floating Jump Shot (5 PTS) (M. Conley 2 AST),"[1629638, 201144]",1610612750.0,MIN,,Alexander-Walker,N. Alexander-Walker,driving floating,In The Paint (Non-RA),0-8 Center,6.34,Made,5.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,,,,,,
200,PT09M03.00S,2024-11-11T00:48:03.9Z,2,REGULAR,foul,personal,[],1628978,,,1610612748,25,35,2024-11-11T00:48:09Z,2000000,False,,,0,,D. DiVincenzo personal FOUL (2 PF),"[1628978, 1626179]",1610612750.0,MIN,200834.0,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Center,,,,,,,2.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,,,
202,PT08M48.00S,2024-11-11T00:48:35.2Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612748,25,35,2024-11-11T00:48:47Z,2020000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1629675, 1628389]",1610612750.0,MIN,201246.0,Reid,N. Reid,shooting,Restricted Area,0-8 Center,,,,,,,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
204,PT08M48.00S,2024-11-11T00:49:01.1Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,25,36,2024-11-11T00:50:02Z,2040000,False,,,0,,B. Adebayo Free Throw 1 of 2 (3 PTS),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,,,,Made,3.0,,,,,,,,,,,,,,,,,,,,,,
205,PT08M48.00S,2024-11-11T00:49:02.8Z,2,REGULAR,substitution,out,[],1629675,,,1610612748,25,36,2024-11-11T00:49:08Z,2050000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M48.00S,2024-11-11T00:49:02.8Z,2,REGULAR,substitution,in,[],1630183,,,1610612748,25,36,2024-11-11T00:49:08Z,2060000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M48.00S,2024-11-11T00:49:01.1Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,25,36,2024-11-11T00:50:02Z,2070000,False,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M46.00S,2024-11-11T00:49:03.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,25,36,2024-11-11T00:50:02Z,2080000,False,,,0,,R. Gobert REBOUND (Off:4 Def:3),[203497],1610612750.0,MIN,,Gobert,R. Gobert,,,,,,,,,,,,,,207.0,7.0,3.0,4.0,,,,,,,,,,,
209,PT08M36.00S,2024-11-11T00:49:36.6Z,2,REGULAR,turnover,bad pass,[],201144,,,1610612750,25,36,2024-11-11T00:49:50Z,2090000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1626179]",1610612750.0,MIN,,Conley,M. Conley,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,Rozier,1626179.0,,,,,,,,
210,PT08M36.00S,2024-11-11T00:49:36.6Z,2,REGULAR,steal,,[],1626179,,,1610612748,25,36,2024-11-11T00:49:38Z,2100000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612748.0,MIA,,Rozier,T. Rozier,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M31.00S,2024-11-11T00:49:41.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641796,91.40932982917214,53.431372549019606,1610612748,25,36,2024-11-11T00:49:58Z,2110000,False,17.0,28.0,1,right,MISS P. Larsson running Layup - blocked,"[1641796, 1628978]",1610612748.0,MIA,,Larsson,P. Larsson,running,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,DiVincenzo,1628978.0,,,,,,
212,PT08M31.00S,2024-11-11T00:49:41.0Z,2,REGULAR,block,,[],1628978,,,1610612748,25,36,2024-11-11T00:49:42Z,2120000,False,,,0,,D. DiVincenzo BLOCK (1 BLK),[1628978],1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M29.00S,2024-11-11T00:49:43.0Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,25,36,2024-11-11T00:49:58Z,2130000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,,Restricted Area,0-8 Center,,,,,,,,,,,211.0,2.0,1.0,1.0,,,,,,,,,,,
259,PT08M06.00S,2024-11-11T00:50:29.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,19.136005256241788,47.30392156862745,1610612750,25,36,2024-11-11T02:41:25Z,2165000,False,13.0,127.0,1,left,MISS M. Conley 12' driving floating Shot - blocked,"[201144, 1626179]",1610612750.0,MIN,,Conley,M. Conley,driving floating,In The Paint (Non-RA),8-16 Center,12.81,Missed,,,,,,,,,,,,,,,,Rozier,1626179.0,,,,,,
260,PT08M06.00S,2024-11-11T00:50:29.1Z,2,REGULAR,block,,[],1626179,,,1610612750,25,36,2024-11-11T00:56:05Z,2167500,False,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612748.0,MIA,,Rozier,T. Rozier,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT08M05.00S,2024-11-11T00:50:30.1Z,2,REGULAR,rebound,defensive,[],1631107,,,1610612748,25,36,2024-11-11T00:56:17Z,2168750,False,,,0,,N. Jović REBOUND (Off:0 Def:2),[1631107],1610612748.0,MIA,,Jović,N. Jović,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,259.0,2.0,2.0,0.0,,,,,,,,,,,
221,PT07M47.00S,2024-11-11T00:50:38.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631107,88.64980289093299,39.21568627450981,1610612748,25,36,2024-11-11T00:56:05Z,2170000,False,-54.0,54.0,1,right,MISS N. Jović 7' turnaround Hook,[1631107],1610612748.0,MIA,,Jović,N. Jović,turnaround,In The Paint (Non-RA),0-8 Center,7.64,Missed,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M44.00S,2024-11-11T00:50:41.3Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,25,36,2024-11-11T00:50:41Z,2180000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612750.0,MIN,,Conley,M. Conley,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,
223,PT07M42.00S,2024-11-11T00:50:46.0Z,2,REGULAR,foul,personal,[],1641796,,,1610612750,25,36,2024-11-11T00:50:50Z,2190000,False,,,0,,P. Larsson personal FOUL (1 PF),"[1641796, 1629638]",1610612748.0,MIA,200834.0,Larsson,P. Larsson,,Above the Break 3,24+ Right Center,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,,
225,PT07M33.00S,2024-11-11T00:51:09.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,7.966491458607096,54.65686274509803,1610612750,27,36,2024-11-11T00:51:14Z,2210000,False,-23.0,22.0,1,left,M. Conley driving Layup (2 PTS),[201144],1610612750.0,MIN,,Conley,M. Conley,driving,Restricted Area,0-8 Center,3.23,Made,2.0,,,,,,,,,,,,,,,,,,,,,,
226,PT07M19.00S,2024-11-11T00:51:21.9Z,2,REGULAR,3pt,Jump Shot,[],1629130,76.42904073587385,85.7843137254902,1610612748,27,39,2024-11-11T00:51:26Z,2220000,False,179.0,169.0,1,right,D. Robinson 24' 3PT pullup (8 PTS),[1629130],1610612748.0,MIA,,Robinson,D. Robinson,pullup,Above the Break 3,24+ Right Center,24.62,Made,8.0,,,,,,,,,,,,,,,,,,,,,,
227,PT07M05.00S,2024-11-11T00:51:36.8Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612750,27,39,2024-11-11T00:51:43Z,2230000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1631107]",1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,1.0,Jović,1631107.0,,,,,,,,
228,PT07M05.00S,2024-11-11T00:51:36.8Z,2,REGULAR,steal,,[],1631107,,,1610612748,27,39,2024-11-11T00:51:38Z,2240000,False,,,0,,N. Jović STEAL (1 STL),[1631107],1610612748.0,MIA,,Jović,N. Jović,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M00.00S,2024-11-11T00:51:41.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629130,92.59198423127464,54.41176470588235,1610612748,27,39,2024-11-11T00:51:47Z,2250000,False,22.0,17.0,1,right,MISS D. Robinson running Layup,[1629130],1610612748.0,MIA,,Robinson,D. Robinson,running,Restricted Area,0-8 Center,2.79,Missed,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M59.00S,2024-11-11T00:51:43.2Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,27,39,2024-11-11T00:51:43Z,2260000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,,Restricted Area,0-8 Center,,,,,,,,,,,229.0,3.0,2.0,1.0,,,,,,,,,,,
231,PT06M58.00S,2024-11-11T00:51:48.3Z,2,REGULAR,foul,personal,[],1631107,,,1610612750,27,39,2024-11-11T00:51:57Z,2270000,False,,,0,,N. Jović personal FOUL (3 PF),"[1631107, 1630183]",1610612748.0,MIA,201246.0,Jović,N. Jović,,Above the Break 3,24+ Left Center,,,,,,,3.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
233,PT06M58.00S,2024-11-11T00:51:55.3Z,2,REGULAR,substitution,out,[],1628978,,,1610612750,27,39,2024-11-11T00:52:25Z,2290000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M58.00S,2024-11-11T00:51:55.3Z,2,REGULAR,substitution,out,[],201144,,,1610612750,27,39,2024-11-11T00:52:25Z,2300000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M58.00S,2024-11-11T00:51:55.3Z,2,REGULAR,substitution,out,[],1631107,,,1610612750,27,39,2024-11-11T00:52:25Z,2310000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M58.00S,2024-11-11T00:51:55.3Z,2,REGULAR,substitution,out,[],1641796,,,1610612750,27,39,2024-11-11T00:52:25Z,2320000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M58.00S,2024-11-11T00:51:55.3Z,2,REGULAR,substitution,out,[],1628389,,,1610612750,27,39,2024-11-11T00:52:25Z,2330000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M58.00S,2024-11-11T00:51:55.3Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,27,39,2024-11-11T00:52:25Z,2340000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M58.00S,2024-11-11T00:51:55.3Z,2,REGULAR,substitution,in,[],203944,,,1610612750,27,39,2024-11-11T00:52:25Z,2350000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M58.00S,2024-11-11T00:51:55.3Z,2,REGULAR,substitution,in,[],1642276,,,1610612750,27,39,2024-11-11T00:52:25Z,2360000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M58.00S,2024-11-11T00:51:55.3Z,2,REGULAR,substitution,in,[],1629639,,,1610612750,27,39,2024-11-11T00:52:25Z,2370000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M58.00S,2024-11-11T00:51:55.3Z,2,REGULAR,substitution,in,[],1629312,,,1610612750,27,39,2024-11-11T00:52:25Z,2380000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M39.00S,2024-11-11T00:52:52.7Z,2,REGULAR,turnover,lost ball,[],1630162,,,1610612750,27,39,2024-11-11T00:52:57Z,2400000,False,,,0,,A. Edwards lost ball TURNOVER (2 TO),"[1630162, 1629312]",1610612750.0,MIN,,Edwards,A. Edwards,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,2.0,Highsmith,1629312.0,,,,,,,,
