actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M43.00S,2024-12-14T01:12:04.0Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,2,0,2024-12-14T01:12:05Z,160000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,
17,PT10M32.00S,2024-12-14T01:12:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,92.37844940867281,45.220588235294116,1610612747,2,0,2024-12-14T01:12:22Z,170000,False,-24.0,19.0,1,right,MISS A. Reaves reverse Layup - blocked,"[1630559, 203497]",1610612747.0,LAL,reverse,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,Gobert,203497.0,,,,,,,,,,,
18,PT10M32.00S,2024-12-14T01:12:14.1Z,1,REGULAR,block,,[],203497,,,1610612747,2,0,2024-12-14T01:12:16Z,180000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M30.00S,2024-12-14T01:12:16.1Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,2,0,2024-12-14T01:12:48Z,190000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
20,PT10M27.00S,2024-12-14T01:12:22.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,7.440867279894875,51.225490196078425,1610612750,4,0,2024-12-14T01:14:00Z,200000,False,-6.0,17.0,1,left,A. Edwards running Layup (2 PTS) (M. Conley 1 AST),"[1630162, 201144]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,,,M. Conley,201144.0,1.0,,,,,,,,
22,PT10M27.00S,2024-12-14T01:12:27.6Z,1,REGULAR,foul,personal,['1freethrow'],1631108,,,1610612750,4,0,2024-12-14T01:12:36Z,220000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Edwards 1 FT),"[1631108, 1630162]",1610612747.0,LAL,shooting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627963.0,1.0,0.0,Edwards,1630162.0,,,
24,PT10M27.00S,2024-12-14T01:12:49.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630162,,,1610612750,4,0,2024-12-14T01:12:49Z,240000,False,,,0,,MISS A. Edwards Free Throw 1 of 1,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
25,PT10M25.00S,2024-12-14T01:12:51.1Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,4,0,2024-12-14T01:12:52Z,250000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT10M15.00S,2024-12-14T01:12:59.6Z,1,REGULAR,turnover,bad pass,[],1629216,,,1610612747,4,0,2024-12-14T01:13:06Z,260000,False,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1630183]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,McDaniels,1630183.0
27,PT10M15.00S,2024-12-14T01:12:59.6Z,1,REGULAR,steal,,[],1630183,,,1610612750,4,0,2024-12-14T01:13:01Z,270000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
28,PT10M12.00S,2024-12-14T01:13:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,7.30946123521682,51.71568627450981,1610612750,6,0,2024-12-14T01:13:13Z,280000,False,-9.0,16.0,1,left,J. McDaniels running finger roll Layup (2 PTS) (M. Conley 2 AST),"[1630183, 201144]",1610612750.0,MIN,running finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.83,Made,2.0,,,,,,,M. Conley,201144.0,2.0,,,,,,,,
30,PT10M00.00S,2024-12-14T01:13:17.5Z,1,REGULAR,foul,personal,[],203497,,,1610612747,6,0,2024-12-14T01:13:32Z,300000,False,,,0,,R. Gobert personal FOUL (1 PF),"[203497, 203076]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1830.0,1.0,0.0,Davis,203076.0,,,
32,PT09M51.00S,2024-12-14T01:13:42.8Z,1,REGULAR,3pt,Jump Shot,[],1631108,77.87450722733246,89.2156862745098,1610612747,6,3,2024-12-14T01:13:48Z,320000,False,196.0,155.0,1,right,M. Christie 25' 3PT  (3 PTS) (A. Reaves 1 AST),"[1631108, 1630559]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,25.03,Made,3.0,,,,,,,A. Reaves,1630559.0,1.0,,,,,,,,
34,PT09M35.00S,2024-12-14T01:13:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,19.004599211563733,42.8921568627451,1610612750,6,3,2024-12-14T01:14:03Z,340000,False,36.0,126.0,1,left,MISS R. Gobert 13' Jump Shot,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,13.1,Missed,,,,,,,,,,,,,,,,,,
35,PT09M33.00S,2024-12-14T01:14:00.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,6,3,2024-12-14T01:14:03Z,350000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,
36,PT09M29.00S,2024-12-14T01:14:06.7Z,1,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,6,3,2024-12-14T01:14:11Z,360000,False,,,0,,A. Davis bad pass out-of-bounds TURNOVER (1 TO),[203076],1610612747.0,LAL,bad pass,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1626302.0,,,,,1.0,,
37,PT09M16.00S,2024-12-14T01:14:24.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201144,15.193823915900131,52.450980392156865,1610612750,6,3,2024-12-14T01:14:30Z,370000,False,-12.0,90.0,1,left,MISS M. Conley 9' floating Shot,[201144],1610612750.0,MIN,floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,9.11,Missed,,,,,,,,,,,,,,,,,,
38,PT09M14.00S,2024-12-14T01:14:26.3Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,6,3,2024-12-14T01:14:30Z,380000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,
39,PT09M04.00S,2024-12-14T01:14:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,92.32917214191852,52.20588235294118,1610612747,6,5,2024-12-14T01:14:42Z,390000,False,11.0,20.0,1,right,M. Christie driving Layup (5 PTS) (R. Hachimura 1 AST),"[1631108, 1629060]",1610612747.0,LAL,driving,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,2.25,Made,5.0,,,,,,,R. Hachimura,1629060.0,1.0,,,,,,,,
41,PT08M53.00S,2024-12-14T01:14:46.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,29.122864651773984,72.54901960784314,1610612750,6,5,2024-12-14T01:14:52Z,410000,False,-113.0,221.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,,
42,PT08M50.00S,2024-12-14T01:14:49.9Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612747,6,5,2024-12-14T01:14:52Z,420000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,
43,PT08M39.00S,2024-12-14T01:15:01.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,84.83902759526939,37.5,1610612747,6,5,2024-12-14T01:18:21Z,430000,False,-62.0,90.0,1,right,MISS G. Vincent 10' driving floating Shot,[1629216],1610612747.0,LAL,driving floating,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Left,10.96,Missed,,,,,,,,,,,,,,,,,,
45,PT08M36.00S,2024-12-14T01:15:04.4Z,1,REGULAR,rebound,offensive,[],1631108,,,1610612747,6,5,2024-12-14T01:15:08Z,450000,False,,,0,,M. Christie REBOUND (Off:1 Def:0),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Left,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,
46,PT08M36.00S,2024-12-14T01:15:07.3Z,1,REGULAR,turnover,out-of-bounds,[],1631108,,,1610612747,6,5,2024-12-14T01:15:14Z,460000,False,,,0,,M. Christie step out-of-bounds TURNOVER (1 TO),[1631108],1610612747.0,LAL,step,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1830.0,,,,,1.0,,
47,PT08M23.00S,2024-12-14T01:15:33.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,12.87779237844941,94.38572303921569,1610612750,9,5,2024-12-14T01:15:39Z,470000,False,-222.0,69.0,1,left,A. Edwards 3PT  (5 PTS) (M. Conley 3 AST),"[1630162, 201144]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,23.23,Made,5.0,,,,,,,M. Conley,201144.0,3.0,,,,,,,,
49,PT08M13.00S,2024-12-14T01:15:46.3Z,1,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612747,9,5,2024-12-14T01:15:51Z,490000,False,,,0,,G. Vincent lost ball out-of-bounds TURNOVER (2 TO),[1629216],1610612747.0,LAL,lost ball,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1626302.0,,,,,2.0,,
50,PT08M02.00S,2024-12-14T01:16:01.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,30.699737187910642,68.38235294117648,1610612750,12,5,2024-12-14T01:16:07Z,500000,False,-92.0,236.0,1,left,J. McDaniels 25' 3PT  (5 PTS) (M. Conley 4 AST),"[1630183, 201144]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.34,Made,5.0,,,,,,,M. Conley,201144.0,4.0,,,,,,,,
52,PT07M52.00S,2024-12-14T01:16:16.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,12,5,2024-12-14T01:16:16Z,520000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M45.00S,2024-12-14T01:19:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,80.50262812089356,35.78431372549019,1610612747,12,7,2024-12-14T01:21:34Z,530000,False,-71.0,131.0,1,right,A. Davis 14' Jump Shot (2 PTS) (G. Vincent 1 AST),"[203076, 1629216]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,14.89,Made,2.0,,,,,,,G. Vincent,1629216.0,1.0,,,,,,,,
55,PT07M30.00S,2024-12-14T01:19:32.7Z,1,REGULAR,3pt,Jump Shot,[],201144,29.25427069645204,27.696078431372552,1610612750,12,7,2024-12-14T01:19:38Z,550000,False,112.0,222.0,1,left,MISS M. Conley 24' step back 3PT,[201144],1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
56,PT07M27.00S,2024-12-14T01:19:35.7Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,12,7,2024-12-14T01:19:38Z,560000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,
57,PT07M21.00S,2024-12-14T01:19:42.5Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,12,7,2024-12-14T01:19:48Z,570000,False,,,0,,A. Davis lost ball TURNOVER (2 TO),"[203076, 1630183]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,McDaniels,1630183.0
58,PT07M21.00S,2024-12-14T01:19:42.5Z,1,REGULAR,steal,,[],1630183,,,1610612750,12,7,2024-12-14T01:19:44Z,580000,False,,,0,,J. McDaniels STEAL (2 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M17.00S,2024-12-14T01:19:46.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,7.703679369250986,49.01960784313725,1610612750,12,7,2024-12-14T01:19:53Z,590000,False,5.0,20.0,1,left,MISS J. McDaniels running Layup,[1630183],1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.05,Missed,,,,,,,,,,,,,,,,,,
60,PT07M15.00S,2024-12-14T01:19:48.2Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,12,7,2024-12-14T01:19:48Z,600000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,59.0,2.0,1.0,1.0,,,,,,,,,,,,,
61,PT07M12.00S,2024-12-14T01:19:51.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203944,29.911300919842315,70.34313725490196,1610612750,12,7,2024-12-14T01:19:58Z,610000,False,-102.0,229.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
62,PT07M10.00S,2024-12-14T01:19:53.6Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,12,7,2024-12-14T01:19:58Z,620000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,61.0,3.0,3.0,0.0,,,,,,,,,,,,,
63,PT06M58.00S,2024-12-14T01:20:05.6Z,1,REGULAR,2pt,Jump Shot,[],203076,77.00394218134035,50.48636642156863,1610612747,12,9,2024-12-14T01:20:14Z,630000,False,2.0,164.0,1,right,A. Davis 16' Jump Shot (4 PTS) (A. Reaves 2 AST),"[203076, 1630559]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,16.37,Made,4.0,,,,,,,A. Reaves,1630559.0,2.0,,,,,,,,
65,PT06M38.00S,2024-12-14T01:20:24.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,11.432325886990801,50.65487132352941,1610612750,14,9,2024-12-14T01:20:31Z,650000,False,-3.0,55.0,1,left,J. Randle turnaround fadeaway Jump Shot (4 PTS),[203944],1610612750.0,MIN,turnaround fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,4.0,,,,,,,,,,,,,,,,,
66,PT06M20.00S,2024-12-14T01:20:43.7Z,1,REGULAR,turnover,bad pass,[],1630559,,,1610612747,14,9,2024-12-14T01:20:48Z,660000,False,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1630183]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,McDaniels,1630183.0
67,PT06M20.00S,2024-12-14T01:20:43.7Z,1,REGULAR,steal,,[],1630183,,,1610612750,14,9,2024-12-14T01:20:45Z,670000,False,,,0,,J. McDaniels STEAL (3 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT06M04.00S,2024-12-14T01:21:02.5Z,1,REGULAR,substitution,out,[],201144,,,1610612750,14,9,2024-12-14T01:21:34Z,690000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M04.00S,2024-12-14T01:21:02.5Z,1,REGULAR,substitution,out,[],203944,,,1610612750,14,9,2024-12-14T01:21:34Z,700000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M04.00S,2024-12-14T01:21:02.5Z,1,REGULAR,substitution,out,[],1630559,,,1610612750,14,9,2024-12-14T01:21:34Z,710000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M04.00S,2024-12-14T01:21:02.5Z,1,REGULAR,substitution,out,[],1629216,,,1610612750,14,9,2024-12-14T01:21:34Z,720000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M04.00S,2024-12-14T01:21:02.5Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,14,9,2024-12-14T01:21:34Z,730000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M04.00S,2024-12-14T01:21:02.5Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,14,9,2024-12-14T01:21:34Z,740000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M04.00S,2024-12-14T01:21:02.5Z,1,REGULAR,substitution,in,[],1626156,,,1610612750,14,9,2024-12-14T01:21:34Z,750000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M04.00S,2024-12-14T01:21:02.5Z,1,REGULAR,substitution,in,[],1642261,,,1610612750,14,9,2024-12-14T01:21:34Z,760000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M56.00S,2024-12-14T01:21:48.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,4.5499342969776615,95.34313725490196,1610612750,14,9,2024-12-14T01:21:53Z,770000,False,-227.0,-10.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
78,PT05M54.00S,2024-12-14T01:21:51.4Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,14,9,2024-12-14T01:21:51Z,780000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,77.0,3.0,3.0,0.0,,,,,,,,,,,,,
79,PT05M44.00S,2024-12-14T01:22:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,86.15308804204993,55.14705882352941,1610612747,14,11,2024-12-14T01:22:05Z,790000,False,26.0,78.0,1,right,A. Davis 8' floating Jump Shot (6 PTS),[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,8.18,Made,6.0,,,,,,,,,,,,,,,,,
80,PT05M32.00S,2024-12-14T01:22:12.6Z,1,REGULAR,3pt,Jump Shot,[],1630183,26.757555847568987,19.11764705882353,1610612750,14,11,2024-12-14T01:24:16Z,800000,False,154.0,199.0,1,left,MISS J. McDaniels 25' step back 3PT,[1630183],1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
81,PT05M28.00S,2024-12-14T01:22:16.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,14,11,2024-12-14T01:22:17Z,810000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,
82,PT05M25.00S,2024-12-14T01:22:21.4Z,1,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612747,14,11,2024-12-14T01:22:35Z,820000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1629638, 1629060]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626302.0,1.0,0.0,Hachimura,1629060.0,,,
84,PT05M25.00S,2024-12-14T01:22:45.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629060,,,1610612747,14,12,2024-12-14T01:23:05Z,840000,False,,,0,,R. Hachimura Free Throw 1 of 2 (1 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
85,PT05M25.00S,2024-12-14T01:22:45.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629060,,,1610612747,14,12,2024-12-14T01:23:05Z,850000,False,,,0,,MISS R. Hachimura Free Throw 2 of 2,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
