actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
100,PT03M55.00S,2024-12-20T02:55:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,92.32917214191852,48.28431372549019,1610612752,24,20,2024-12-20T03:01:30Z,875000,False,-9.0,20.0,1,right,MISS P. Achiuwa tip Layup,[1630173],1610612752.0,NYK,tip,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
101,PT03M54.00S,2024-12-20T02:55:52.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,24,20,2024-12-20T03:01:14Z,877500,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,,
88,PT03M52.00S,2024-12-20T02:55:53.2Z,1,REGULAR,foul,offensive,[],203944,,,1610612750,24,20,2024-12-20T02:57:22Z,880000,False,,,0,,J. Randle offensive FOUL (1 PF),"[203944, 1628973]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Brunson,1628973.0
90,PT03M52.00S,2024-12-20T02:55:53.2Z,1,REGULAR,turnover,offensive foul,[],203944,,,1610612750,24,20,2024-12-20T02:55:53Z,900000,False,,,0,,J. Randle offensive foul TURNOVER (2 TO),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,,,1627962.0,,,,
91,PT03M52.00S,2024-12-20T02:56:05.8Z,1,REGULAR,substitution,out,[],1630173,,,1610612752,24,20,2024-12-20T02:56:19Z,910000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M52.00S,2024-12-20T02:56:05.8Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,24,20,2024-12-20T02:56:19Z,920000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M52.00S,2024-12-20T02:56:05.8Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,24,20,2024-12-20T02:56:19Z,930000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M52.00S,2024-12-20T02:56:05.8Z,1,REGULAR,substitution,in,[],1630579,,,1610612752,24,20,2024-12-20T02:56:19Z,940000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M38.00S,2024-12-20T02:56:35.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630579,93.64323258869908,50.73529411764706,1610612752,24,22,2024-12-20T02:56:48Z,950000,False,4.0,7.0,1,right,J. Sims alley-oop DUNK (2 PTS) (M. Bridges 4 AST),"[1630579, 1628969]",1610612752.0,NYK,alley-oop,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.82,Made,2.0,,,,,M. Bridges,1628969.0,4.0,,,,,,,,,,
97,PT03M23.00S,2024-12-20T02:56:50.4Z,1,REGULAR,3pt,Jump Shot,[],1629675,31.35676741130092,60.29411764705882,1610612750,27,22,2024-12-20T02:56:54Z,970000,False,-51.0,242.0,1,left,N. Reid 24' 3PT  (3 PTS) (A. Edwards 3 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,24.77,Made,3.0,,,,,A. Edwards,1630162.0,3.0,,,,,,,,,,
99,PT03M09.00S,2024-12-20T02:57:06.7Z,1,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612752,27,22,2024-12-20T02:57:17Z,990000,False,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (1 TO),[1628969],1610612752.0,NYK,lost ball,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,,,1627962.0,,,,
102,PT03M01.00S,2024-12-20T02:57:23.1Z,1,REGULAR,foul,personal,[],1628969,,,1610612750,27,22,2024-12-20T02:57:26Z,1000000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1630162]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Edwards,1630162.0
104,PT02M52.00S,2024-12-20T02:57:43.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,26.888961892247043,79.16666666666666,1610612750,27,22,2024-12-20T03:00:05Z,1020000,False,-146.0,200.0,1,left,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.77,Missed,,,,,,,,,,,,,,,,,,
105,PT02M47.00S,2024-12-20T02:57:48.0Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612750,27,22,2024-12-20T03:00:05Z,1030000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,,
106,PT02M47.00S,2024-12-20T02:57:47.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628978,5.590000152587891,50.0,1610612750,27,22,2024-12-20T02:57:47Z,1040000,False,0.0,0.0,1,left,MISS D. DiVincenzo tip Layup,[1628978],1610612750.0,MIN,tip,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
107,PT02M46.00S,2024-12-20T02:57:48.3Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,27,22,2024-12-20T02:57:48Z,1050000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,
108,PT02M41.00S,2024-12-20T02:57:53.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630540,72.61826544021025,21.323529411764707,1610612752,27,22,2024-12-20T03:02:49Z,1060000,False,-143.0,205.0,1,right,MISS M. McBride 25' running pullup 3PT,[1630540],1610612752.0,NYK,running pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,25.01,Missed,,,,,,,,,,,,,,,,,,
109,PT02M37.00S,2024-12-20T02:57:57.7Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,27,22,2024-12-20T03:02:49Z,1070000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,108.0,2.0,1.0,1.0,,,,,,,,,,,,,
110,PT02M26.00S,2024-12-20T02:58:09.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,95.87713534822602,95.83333333333334,1610612752,27,22,2024-12-20T02:58:13Z,1080000,False,229.0,-14.0,1,right,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.96,Missed,,,,,,,,,,,,,,,,,,
111,PT02M22.00S,2024-12-20T02:58:13.0Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,27,22,2024-12-20T02:58:13Z,1090000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,,,,110.0,3.0,3.0,0.0,,,,,,,,,,,,,
112,PT02M16.00S,2024-12-20T02:58:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.601182654402102,48.28431372549019,1610612750,29,22,2024-12-20T02:58:23Z,1100000,False,9.0,0.0,1,left,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.86,Made,2.0,,,,,,,,,,,,,,,,,
113,PT02M11.00S,2024-12-20T02:58:27.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,29,22,2024-12-20T02:58:27Z,1110000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M11.00S,2024-12-20T03:01:22.7Z,1,REGULAR,substitution,out,[],203944,,,1610612752,29,22,2024-12-20T03:01:44Z,1120000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M11.00S,2024-12-20T03:01:22.7Z,1,REGULAR,substitution,in,[],203497,,,1610612752,29,22,2024-12-20T03:01:44Z,1130000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M00.00S,2024-12-20T03:02:13.2Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612752,29,22,2024-12-20T03:02:20Z,1140000,False,,,0,,K. Towns bad pass TURNOVER (4 TO),"[1626157, 203497]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,4.0,Gobert,203497.0,,,,,,,
117,PT02M00.00S,2024-12-20T03:02:13.2Z,1,REGULAR,steal,,[],203497,,,1610612750,29,22,2024-12-20T03:02:14Z,1150000,False,,,0,,R. Gobert STEAL (2 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT01M48.00S,2024-12-20T03:02:24.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,32.53942181340342,46.81372549019608,1610612750,29,22,2024-12-20T03:04:23Z,1160000,False,16.0,253.0,1,left,MISS N. Reid 25' step back 3PT,[1629675],1610612750.0,MIN,step back,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
119,PT01M46.00S,2024-12-20T03:02:26.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,29,22,2024-12-20T03:02:28Z,1170000,False,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,118.0,5.0,4.0,1.0,,,,,,,,,,,,,
120,PT01M36.00S,2024-12-20T03:02:37.6Z,1,REGULAR,3pt,Jump Shot,[],1628969,95.74572930354796,95.83333333333334,1610612752,29,25,2024-12-20T03:02:41Z,1180000,False,229.0,-13.0,1,right,M. Bridges 3PT  (8 PTS) (K. Towns 3 AST),"[1628969, 1626157]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.95,Made,8.0,,,,,K. Towns,1626157.0,3.0,,,,,,,,,,
122,PT01M20.00S,2024-12-20T03:02:53.4Z,1,REGULAR,2pt,Jump Shot,[],1630162,12.565703022339028,77.45098039215686,1610612750,29,25,2024-12-20T03:02:57Z,1200000,False,-137.0,66.0,1,left,MISS A. Edwards 15' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,15.22,Missed,,,,,,,,,,,,,,,,,,
123,PT01M17.00S,2024-12-20T03:02:56.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,29,25,2024-12-20T03:02:57Z,1210000,False,,,0,,K. Towns REBOUND (Off:1 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,122.0,6.0,5.0,1.0,,,,,,,,,,,,,
124,PT01M11.00S,2024-12-20T03:03:04.5Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612752,29,25,2024-12-20T03:03:13Z,1220000,False,,,0,,N. Reid shooting personal FOUL (3 PF) (Brunson 2 FT),"[1629675, 1628973]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Brunson,1628973.0
126,PT01M11.00S,2024-12-20T03:03:39.2Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,29,26,2024-12-20T03:03:39Z,1240000,False,,,0,,J. Brunson Free Throw 1 of 2 (8 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
127,PT01M11.00S,2024-12-20T03:03:39.8Z,1,REGULAR,substitution,out,[],1629675,,,1610612752,29,26,2024-12-20T03:03:47Z,1250000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M11.00S,2024-12-20T03:03:39.8Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,29,26,2024-12-20T03:03:47Z,1260000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M11.00S,2024-12-20T03:03:39.8Z,1,REGULAR,substitution,in,[],203944,,,1610612752,29,26,2024-12-20T03:03:47Z,1270000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M11.00S,2024-12-20T03:03:39.8Z,1,REGULAR,substitution,in,[],1628384,,,1610612752,29,26,2024-12-20T03:03:47Z,1280000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M11.00S,2024-12-20T03:04:03.3Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,29,27,2024-12-20T03:04:03Z,1290000,False,,,0,,J. Brunson Free Throw 2 of 2 (9 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
132,PT01M00.00S,2024-12-20T03:04:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.783837056504599,50.0,1610612750,31,27,2024-12-20T03:04:22Z,1300000,False,0.0,11.0,1,left,N. Alexander-Walker cutting Layup (2 PTS) (J. Randle 3 AST),"[1629638, 203944]",1610612750.0,MIN,cutting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.13,Made,2.0,,,,,J. Randle,203944.0,3.0,,,,,,,,,,
134,PT00M49.60S,2024-12-20T03:04:32.9Z,1,REGULAR,foul,offensive,[],1630579,,,1610612752,31,27,2024-12-20T03:04:40Z,1320000,False,,,0,,J. Sims offensive FOUL (1 PF),"[1630579, 1629638]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Alexander-Walker,1629638.0
136,PT00M49.60S,2024-12-20T03:04:32.9Z,1,REGULAR,turnover,offensive foul,[],1630579,,,1610612752,31,27,2024-12-20T03:04:32Z,1340000,False,,,0,,J. Sims offensive foul TURNOVER (1 TO),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,,,2002.0,,,,
137,PT00M32.70S,2024-12-20T03:05:03.6Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612750,31,27,2024-12-20T03:08:51Z,1350000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Randle 2 FT),"[1628384, 203944]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Randle,203944.0
139,PT00M32.70S,2024-12-20T03:05:42.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203944,,,1610612750,32,27,2024-12-20T03:08:40Z,1370000,False,,,0,,J. Randle Free Throw 1 of 2 (14 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
149,PT00M32.70S,2024-12-20T03:06:05.7Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,32,27,2024-12-20T03:09:34Z,1385000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M32.70S,2024-12-20T03:06:05.7Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,32,27,2024-12-20T03:09:34Z,1392500,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M32.70S,2024-12-20T03:05:42.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203944,,,1610612750,33,27,2024-12-20T03:08:40Z,1400000,False,,,0,,J. Randle Free Throw 2 of 2 (15 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
143,PT00M18.40S,2024-12-20T03:06:29.2Z,1,REGULAR,3pt,Jump Shot,[],1630540,94.82588699080158,4.6568627450980395,1610612752,33,30,2024-12-20T03:06:33Z,1410000,False,-227.0,-4.0,1,right,M. McBride 3PT  (3 PTS) (J. Brunson 2 AST),"[1630540, 1628973]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,22.67,Made,3.0,,,,,J. Brunson,1628973.0,2.0,,,,,,,,,,
145,PT00M02.30S,2024-12-20T03:06:49.4Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612750,33,30,2024-12-20T03:06:54Z,1430000,False,,,0,,J. Randle lost ball TURNOVER (3 TO),"[203944, 1628973]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,3.0,Brunson,1628973.0,,,,,,,
146,PT00M02.30S,2024-12-20T03:06:49.4Z,1,REGULAR,steal,,[],1628973,,,1610612752,33,30,2024-12-20T03:10:11Z,1440000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
147,PT00M00.40S,2024-12-20T03:06:52.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628384,93.24901445466492,50.73529411764706,1610612752,33,32,2024-12-20T03:10:18Z,1450000,False,4.0,11.0,1,right,O. Anunoby running Layup (5 PTS),[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.16,Made,5.0,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2024-12-20T03:06:56.9Z,1,REGULAR,period,end,[],0,,,1610612750,33,32,2024-12-20T03:06:56Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-12-20T03:09:58.3Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612750,33,32,2024-12-20T03:10:25Z,1470000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-12-20T03:09:58.3Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612750,33,32,2024-12-20T03:10:25Z,1480000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-12-20T03:09:58.3Z,2,REGULAR,substitution,out,['startperiod'],1630579,,,1610612750,33,32,2024-12-20T03:10:25Z,1490000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-12-20T03:09:58.3Z,2,REGULAR,substitution,in,['startperiod'],1642265,,,1610612750,33,32,2024-12-20T03:10:25Z,1500000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-12-20T03:09:58.3Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612750,33,32,2024-12-20T03:10:25Z,1510000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-12-20T03:09:58.3Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612750,33,32,2024-12-20T03:10:25Z,1520000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-12-20T03:10:36.0Z,2,REGULAR,period,start,[],0,,,1610612752,33,32,2024-12-20T03:10:36Z,1530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M41.00S,2024-12-20T03:11:06.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,92.32917214191852,51.71568627450981,1610612752,33,32,2024-12-20T03:11:12Z,1550000,False,9.0,20.0,1,right,MISS O. Anunoby DUNK - blocked,"[1628384, 1630183]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,McDaniels,1630183.0,,,,,
160,PT11M41.00S,2024-12-20T03:11:06.7Z,2,REGULAR,block,,[],1630183,,,1610612752,33,32,2024-12-20T03:11:09Z,1560000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT11M38.00S,2024-12-20T03:11:09.7Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612752,33,32,2024-12-20T03:11:09Z,1570000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,159.0,1.0,0.0,1.0,,,,,,,,,,,,,
162,PT11M35.00S,2024-12-20T03:11:12.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,85.89027595269383,4.901960784313726,1610612752,33,32,2024-12-20T03:11:19Z,1580000,False,-225.0,80.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.93,Missed,,,,,,,,,,,,,,,,,,
163,PT11M34.00S,2024-12-20T03:11:13.1Z,2,REGULAR,rebound,offensive,[],1628969,,,1610612752,33,32,2024-12-20T03:11:31Z,1590000,False,,,0,,M. Bridges REBOUND (Off:2 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,162.0,3.0,1.0,2.0,,,,,,,,,,,,,
164,PT11M32.00S,2024-12-20T03:11:18.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628969,81.2910643889619,55.63725490196079,1610612752,33,34,2024-12-20T03:11:37Z,1600000,False,28.0,123.0,1,right,M. Bridges 12' Jump Shot (10 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,12.66,Made,10.0,,,,,,,,,,,,,,,,,
165,PT11M32.00S,2024-12-20T03:11:20.6Z,2,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612752,33,34,2024-12-20T03:11:27Z,1610000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Bridges 1 FT),"[1629638, 1628969]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Bridges,1628969.0
167,PT11M32.00S,2024-12-20T03:11:39.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628969,,,1610612752,33,35,2024-12-20T03:11:39Z,1630000,False,,,0,,M. Bridges Free Throw 1 of 1 (11 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
168,PT11M20.00S,2024-12-20T03:11:54.7Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612750,33,35,2024-12-20T03:12:23Z,1640000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1626157]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Towns,1626157.0,,,,,,,
169,PT11M20.00S,2024-12-20T03:11:54.7Z,2,REGULAR,steal,,[],1626157,,,1610612752,33,35,2024-12-20T03:11:56Z,1650000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT11M16.00S,2024-12-20T03:11:59.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626166,74.32654402102497,82.84313725490196,1610612752,33,38,2024-12-20T03:12:07Z,1660000,False,164.0,189.0,1,right,C. Payne 25' 3PT running pullup (3 PTS),[1626166],1610612752.0,NYK,running pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,25.02,Made,3.0,,,,,,,,,,,,,,,,,
171,PT10M52.00S,2024-12-20T03:12:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,6.652431011826544,51.9607843137255,1610612750,35,38,2024-12-20T03:12:27Z,1670000,False,-10.0,10.0,1,left,D. DiVincenzo driving finger roll Layup (2 PTS),[1628978],1610612750.0,MIN,driving finger roll,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,1.4,Made,2.0,,,,,,,,,,,,,,,,,
172,PT10M44.00S,2024-12-20T03:12:30.8Z,2,REGULAR,3pt,Jump Shot,[],1626157,67.09921156373193,53.431372549019606,1610612752,35,41,2024-12-20T03:12:35Z,1680000,False,17.0,257.0,1,right,K. Towns 25' 3PT  (6 PTS) (C. Payne 1 AST),"[1626157, 1626166]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.74,Made,6.0,,,,,C. Payne,1626166.0,1.0,,,,,,,,,,
