actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-14T01:35:25.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-14T01:35:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-14T01:35:29.6Z,1,REGULAR,jumpball,recovered,[],1631114,,,1610612760,0,0,2025-02-14T01:35:29Z,40000,False,,,0,,Jump Ball C. Holmgren vs. N. Reid: Tip to J. Williams,"[1631114, 1631096, 1629675]",1610612760.0,OKC,startperiod,J. Williams,1631114.0,Williams,J. Williams,Holmgren,1631096.0,Reid,1629675.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-02-14T01:36:00.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,7.440867279894875,95.58823529411765,1610612760,0,0,2025-02-14T01:36:05Z,80000,False,-228.0,17.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,22.86,Missed,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2025-02-14T01:36:02.4Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,0,0,2025-02-14T01:36:05Z,90000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M20.00S,2025-02-14T01:36:17.2Z,1,REGULAR,3pt,Jump Shot,[],1629675,68.67608409986859,65.19607843137256,1610612750,0,0,2025-02-14T01:36:22Z,100000,False,76.0,242.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
11,PT11M16.00S,2025-02-14T01:36:21.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,0,0,2025-02-14T01:36:22Z,110000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M05.00S,2025-02-14T01:36:31.4Z,1,REGULAR,2pt,Jump Shot,[],1631114,16.90210249671485,28.186274509803923,1610612760,0,0,2025-02-14T01:37:15Z,120000,False,109.0,106.0,1,left,MISS J. Williams 15' fadeaway Shot,[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,15.24,Missed,,,,,,,,,,,,,,,,,,
13,PT11M04.00S,2025-02-14T01:36:32.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,0,0,2025-02-14T01:36:36Z,130000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M56.00S,2025-02-14T01:36:42.5Z,1,REGULAR,violation,kicked ball,[],1628392,,,1610612750,0,0,2025-02-14T01:36:48Z,140000,False,,,0,,I. Hartenstein kicked ball VIOLATION,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,202049.0,,,,,,,,,,,,,
15,PT10M49.00S,2025-02-14T01:37:11.6Z,1,REGULAR,3pt,Jump Shot,[],1641740,86.81011826544021,95.58823529411765,1610612750,0,0,2025-02-14T01:37:16Z,150000,False,228.0,71.0,1,right,MISS J. Clark 3PT,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Right Corner 3,24+ Right,23.89,Missed,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2025-02-14T01:37:15.6Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,0,0,2025-02-14T01:37:16Z,160000,False,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M45.00S,2025-02-14T01:37:16.6Z,1,REGULAR,foul,personal,[],1628392,,,1610612750,0,0,2025-02-14T01:37:25Z,170000,False,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1629675]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,1.0,0.0,Reid,1629675.0,,,,,,,,,
19,PT10M39.00S,2025-02-14T01:37:42.2Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612750,0,0,2025-02-14T01:37:50Z,190000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Edwards 2 FT),"[1631114, 1630162]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1151.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,
21,PT10M39.00S,2025-02-14T01:38:03.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630162,,,1610612750,1,0,2025-02-14T01:38:03Z,210000,False,,,0,,A. Edwards Free Throw 1 of 2 (1 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
22,PT10M39.00S,2025-02-14T01:38:15.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630162,,,1610612750,2,0,2025-02-14T01:38:15Z,220000,False,,,0,,A. Edwards Free Throw 2 of 2 (2 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
23,PT10M27.00S,2025-02-14T01:38:28.7Z,1,REGULAR,turnover,lost ball,[],1628392,,,1610612760,2,0,2025-02-14T01:38:33Z,230000,False,,,0,,I. Hartenstein lost ball TURNOVER (1 TO),"[1628392, 1641740]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Clark,1641740.0,,,,,
24,PT10M27.00S,2025-02-14T01:38:28.7Z,1,REGULAR,steal,,[],1641740,,,1610612750,2,0,2025-02-14T01:38:30Z,240000,False,,,0,,J. Clark STEAL (1 STL),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M23.00S,2025-02-14T01:38:32.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630162,68.54467805519053,61.274509803921575,1610612750,2,0,2025-02-14T01:39:12Z,250000,False,56.0,243.0,1,right,MISS A. Edwards 24' running pullup 3PT,[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
26,PT10M21.00S,2025-02-14T01:38:34.3Z,1,REGULAR,rebound,offensive,[],1630162,,,1610612750,2,0,2025-02-14T01:39:12Z,260000,False,,,0,,A. Edwards REBOUND (Off:1 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT10M20.00S,2025-02-14T01:38:36.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630162,91.27792378449409,54.41176470588235,1610612750,2,0,2025-02-14T01:40:00Z,270000,False,22.0,29.0,1,right,MISS A. Edwards driving floating bank Shot,[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,,
28,PT10M19.00S,2025-02-14T01:38:37.9Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,2,0,2025-02-14T01:39:23Z,280000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT10M07.00S,2025-02-14T01:38:48.3Z,1,REGULAR,turnover,lost ball,[],1631096,,,1610612760,2,0,2025-02-14T01:38:52Z,290000,False,,,0,,C. Holmgren lost ball TURNOVER (1 TO),"[1631096, 1641740]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Clark,1641740.0,,,,,
30,PT10M07.00S,2025-02-14T01:38:48.3Z,1,REGULAR,steal,,[],1641740,,,1610612750,2,0,2025-02-14T01:38:50Z,300000,False,,,0,,J. Clark STEAL (2 STL),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
31,PT09M58.00S,2025-02-14T01:38:57.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629638,88.91261498028909,69.6078431372549,1610612750,4,0,2025-02-14T01:41:34Z,310000,False,98.0,52.0,1,right,N. Alexander-Walker 11' driving floating bank Jump Shot (2 PTS),[1629638],1610612750.0,MIN,driving floating bank,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,11.08,Made,,,,,,,,,,2.0,,,,,,,,
32,PT09M57.00S,2025-02-14T01:39:01.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,4,0,2025-02-14T01:39:01Z,320000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
