actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
77,PT05M52.00S,2025-01-07T01:21:13.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,10.5946123521682,55.392156862745104,1610612746,7,13,2025-01-07T01:21:18Z,760000,False,-27.0,47.0,1,left,I. Zubac turnaround Hook (2 PTS) (K. Leonard 2 AST),"[1627826, 202695]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,,,,,,,,,,,,,2.0,,,K. Leonard,202695.0,2.0
79,PT05M48.00S,2025-01-07T01:21:23.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,7,13,2025-01-07T01:21:23Z,780000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M48.00S,2025-01-07T01:23:25.6Z,1,REGULAR,substitution,out,[],1628978,,,1610612750,7,13,2025-01-07T01:24:18Z,790000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M48.00S,2025-01-07T01:23:25.6Z,1,REGULAR,substitution,out,[],203944,,,1610612750,7,13,2025-01-07T01:24:18Z,800000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M48.00S,2025-01-07T01:23:25.6Z,1,REGULAR,substitution,out,[],1626181,,,1610612750,7,13,2025-01-07T01:24:18Z,810000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M48.00S,2025-01-07T01:23:25.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,7,13,2025-01-07T01:24:18Z,820000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M48.00S,2025-01-07T01:23:25.6Z,1,REGULAR,substitution,in,[],201144,,,1610612750,7,13,2025-01-07T01:24:18Z,830000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M48.00S,2025-01-07T01:23:25.6Z,1,REGULAR,substitution,in,[],1629611,,,1610612750,7,13,2025-01-07T01:24:18Z,840000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M36.00S,2025-01-07T01:24:33.4Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,7,13,2025-01-07T01:24:41Z,850000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 201935]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,,,,,,Harden,201935.0,,,
90,PT05M36.00S,2025-01-07T01:24:33.4Z,1,REGULAR,steal,,[],201935,,,1610612746,7,13,2025-01-07T01:24:35Z,860000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
92,PT05M31.00S,2025-01-07T01:24:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201935,6.783837056504599,55.14705882352941,1610612746,7,13,2025-01-07T01:24:55Z,880000,False,-26.0,11.0,1,left,MISS J. Harden running Layup,[201935],1610612746.0,LAC,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
93,PT05M27.00S,2025-01-07T01:24:42.1Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,7,13,2025-01-07T01:24:42Z,890000,False,,,0,,K. Leonard REBOUND (Off:1 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,92.0,2.0,1.0,1.0,,,,,,,,,,,,,,
94,PT05M27.00S,2025-01-07T01:24:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202695,5.590000152587891,50.0,1610612746,7,15,2025-01-07T01:24:42Z,900000,False,0.0,0.0,1,left,K. Leonard tip Layup (5 PTS),[202695],1610612746.0,LAC,tip,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,5.0,,,,,
95,PT05M18.00S,2025-01-07T01:24:51.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,67.23061760840999,32.1078431372549,1610612750,7,15,2025-01-07T01:25:00Z,910000,False,-89.0,256.0,1,right,MISS A. Edwards 27' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
96,PT05M14.00S,2025-01-07T01:24:55.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,15,2025-01-07T01:25:00Z,920000,False,,,0,,I. Zubac REBOUND (Off:0 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,95.0,5.0,5.0,0.0,,,,,,,,,,,,,,
97,PT05M09.00S,2025-01-07T01:24:59.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202695,22.28975032851511,87.5,1610612746,7,15,2025-01-07T01:33:09Z,930000,False,-188.0,157.0,1,left,MISS K. Leonard 24' running 3PT,[202695],1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
98,PT05M09.00S,2025-01-07T01:24:59.7Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,7,15,2025-01-07T01:27:42Z,940000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,97.0,2.0,2.0,0.0,,,,,,,,,,,,,,
99,PT04M52.00S,2025-01-07T01:25:16.7Z,1,REGULAR,3pt,Jump Shot,[],1630183,83.13074901445466,94.85294117647058,1610612750,10,15,2025-01-07T01:25:22Z,950000,False,224.0,106.0,1,right,J. McDaniels 24' 3PT step back (3 PTS) (M. Conley 1 AST),"[1630183, 201144]",1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,24.81,Made,,,,,,,,,,,,,3.0,,,M. Conley,201144.0,1.0
101,PT04M34.00S,2025-01-07T01:25:34.4Z,1,REGULAR,3pt,Jump Shot,[],1627739,29.122864651773984,71.56862745098039,1610612746,10,15,2025-01-07T01:25:39Z,970000,False,-108.0,221.0,1,left,MISS K. Dunn 24' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,24.62,Missed,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2025-01-07T01:25:37.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,10,15,2025-01-07T01:25:39Z,980000,False,,,0,,R. Gobert REBOUND (Off:3 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,101.0,6.0,3.0,3.0,,,,,,,,,,,,,,
103,PT04M22.00S,2025-01-07T01:25:46.8Z,1,REGULAR,3pt,Jump Shot,[],1629675,69.59592641261499,24.264705882352942,1610612750,10,15,2025-01-07T01:33:59Z,990000,False,-129.0,233.0,1,right,MISS N. Reid 26' pullup 3PT,[1629675],1610612750.0,MIN,pullup,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
104,PT04M19.00S,2025-01-07T01:25:49.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,15,2025-01-07T01:25:51Z,1000000,False,,,0,,I. Zubac REBOUND (Off:0 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,103.0,6.0,6.0,0.0,,,,,,,,,,,,,,
105,PT03M59.00S,2025-01-07T01:26:09.3Z,1,REGULAR,3pt,Jump Shot,[],202695,20.45006570302234,88.97058823529412,1610612746,10,18,2025-01-07T01:26:13Z,1010000,False,-195.0,140.0,1,left,K. Leonard 3PT  (8 PTS) (J. Harden 1 AST),"[202695, 201935]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,23.98,Made,,,,,,,,,,,,,8.0,,,J. Harden,201935.0,1.0
107,PT03M33.00S,2025-01-07T01:26:37.4Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,10,18,2025-01-07T01:26:44Z,1030000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,,,,,,,101284.0,1.0,,,,,,,,,,,,
108,PT03M33.00S,2025-01-07T01:26:45.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,18,2025-01-07T01:26:45Z,1040000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M33.00S,2025-01-07T01:28:05.8Z,1,REGULAR,substitution,out,[],1630183,,,1610612746,10,18,2025-01-07T01:29:35Z,1050000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M33.00S,2025-01-07T01:28:05.8Z,1,REGULAR,substitution,out,[],202695,,,1610612746,10,18,2025-01-07T01:29:35Z,1060000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M33.00S,2025-01-07T01:28:05.8Z,1,REGULAR,substitution,out,[],1627739,,,1610612746,10,18,2025-01-07T01:29:35Z,1070000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M33.00S,2025-01-07T01:28:05.8Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,10,18,2025-01-07T01:29:35Z,1080000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M33.00S,2025-01-07T01:28:05.8Z,1,REGULAR,substitution,in,[],1629638,,,1610612746,10,18,2025-01-07T01:29:35Z,1090000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M33.00S,2025-01-07T01:28:05.8Z,1,REGULAR,substitution,in,[],201587,,,1610612746,10,18,2025-01-07T01:29:35Z,1100000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M33.00S,2025-01-07T01:28:05.8Z,1,REGULAR,substitution,in,[],1627884,,,1610612746,10,18,2025-01-07T01:29:35Z,1110000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M33.00S,2025-01-07T01:28:05.8Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,10,18,2025-01-07T01:29:35Z,1120000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M20.00S,2025-01-07T01:29:50.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,19.267411300919843,46.32352941176471,1610612746,10,20,2025-01-07T01:29:55Z,1130000,False,18.0,129.0,1,left,J. Harden 12' step back Jump Shot (4 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,12.99,Made,,,,,,,,,,,,,4.0,,,,,
118,PT02M56.00S,2025-01-07T01:30:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,90.09526938239159,42.64705882352941,1610612750,10,20,2025-01-07T01:30:19Z,1140000,False,-37.0,41.0,1,right,MISS M. Conley driving Layup,[201144],1610612750.0,MIN,driving,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,,,,,,,,
119,PT02M54.00S,2025-01-07T01:30:16.2Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,10,20,2025-01-07T01:30:19Z,1150000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
120,PT02M48.00S,2025-01-07T01:30:21.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629611,20.97568988173456,89.95098039215686,1610612746,10,23,2025-01-07T01:35:24Z,1160000,False,-200.0,145.0,1,left,T. Mann 24' 3PT running (3 PTS) (J. Harden 2 AST),"[1629611, 201935]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,24.67,Made,,,,,,,,,,,,,3.0,,,J. Harden,201935.0,2.0
122,PT02M38.00S,2025-01-07T01:30:32.8Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,10,23,2025-01-07T01:30:36Z,1180000,False,,,0,,A. Edwards lost ball TURNOVER (2 TO),"[1630162, 1629611]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,2.0,,,,,,,,Mann,1629611.0,,,
123,PT02M38.00S,2025-01-07T01:30:32.8Z,1,REGULAR,steal,,[],1629611,,,1610612746,10,23,2025-01-07T01:30:34Z,1190000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
124,PT02M33.00S,2025-01-07T01:30:37.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,6.521024967148489,54.166666666666664,1610612746,10,23,2025-01-07T01:30:43Z,1200000,False,-21.0,9.0,1,left,MISS A. Coffey running Layup,[1629599],1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
125,PT02M31.00S,2025-01-07T01:30:40.1Z,1,REGULAR,rebound,offensive,[],201935,,,1610612746,10,23,2025-01-07T01:30:40Z,1210000,False,,,0,,J. Harden REBOUND (Off:1 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,124.0,2.0,1.0,1.0,,,,,,,,,,,,,,
126,PT02M27.00S,2025-01-07T01:30:43.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629599,11.777266754270697,38.72549019607843,1610612746,10,25,2025-01-07T01:36:45Z,1220000,False,56.0,58.0,1,left,A. Coffey 8' driving floating Jump Shot (2 PTS) (J. Harden 3 AST),"[1629599, 201935]",1610612746.0,LAC,driving floating,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Right,8.1,Made,,,,,,,,,,,,,2.0,,,J. Harden,201935.0,3.0
128,PT02M11.00S,2025-01-07T01:31:00.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,90.62089356110381,61.51960784313726,1610612750,12,25,2025-01-07T01:31:04Z,1240000,False,58.0,36.0,1,right,N. Reid 6' turnaround bank Jump Shot (2 PTS) (N. Alexander-Walker 1 AST),"[1629675, 1629638]",1610612750.0,MIN,turnaround bank,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,,,,,,,,,,,,,2.0,,,N. Alexander-Walker,1629638.0,1.0
130,PT01M47.00S,2025-01-07T01:31:23.7Z,1,REGULAR,3pt,Jump Shot,[],201935,24.917871222076215,18.137254901960784,1610612746,12,25,2025-01-07T01:31:33Z,1260000,False,159.0,182.0,1,left,MISS J. Harden 24' step back 3PT - blocked,"[201935, 203497]",1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,24.16,Missed,,,,,,,Gobert,203497.0,,,,,,,,,,
131,PT01M47.00S,2025-01-07T01:31:23.7Z,1,REGULAR,block,,[],203497,,,1610612746,12,25,2025-01-07T01:31:26Z,1270000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
132,PT01M44.00S,2025-01-07T01:31:26.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,25,2025-01-07T01:31:28Z,1280000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT01M32.00S,2025-01-07T01:31:39.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,93.9060446780552,50.0,1610612750,14,25,2025-01-07T01:31:46Z,1290000,False,0.0,5.0,1,right,A. Edwards driving DUNK (6 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.48,Made,,,,,,,,,,,,,6.0,,,,,
134,PT01M31.00S,2025-01-07T01:31:47.3Z,1,REGULAR,foul,technical,['1freethrow'],1630162,,,1610612746,14,25,2025-01-07T01:32:00Z,1300000,False,,,0,,A. Edwards technical FOUL (1 Tech),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,1151.0,,,,1.0,1.0,,,,,,,,
135,PT01M31.00S,2025-01-07T01:32:19.0Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,14,25,2025-01-07T01:32:19Z,1310000,False,,,0,,MISS J. Harden technical Free Throw 1 of 1,[201935],1610612746.0,LAC,technical,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
136,PT01M31.00S,2025-01-07T01:32:19.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,14,25,2025-01-07T01:32:19Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,
137,PT01M31.00S,2025-01-07T01:32:21.7Z,1,REGULAR,substitution,out,[],1630162,,,1610612746,14,25,2025-01-07T01:32:31Z,1330000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M31.00S,2025-01-07T01:32:21.7Z,1,REGULAR,substitution,out,[],203497,,,1610612746,14,25,2025-01-07T01:32:31Z,1340000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M31.00S,2025-01-07T01:32:21.7Z,1,REGULAR,substitution,in,[],1628978,,,1610612746,14,25,2025-01-07T01:32:31Z,1350000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M31.00S,2025-01-07T01:32:21.7Z,1,REGULAR,substitution,in,[],203944,,,1610612746,14,25,2025-01-07T01:32:31Z,1360000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M17.00S,2025-01-07T01:32:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,17.95335085413929,49.754901960784316,1610612746,14,27,2025-01-07T01:32:58Z,1370000,False,1.0,116.0,1,left,J. Harden 11' driving floating Jump Shot (6 PTS),[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,11.63,Made,,,,,,,,,,,,,6.0,,,,,
142,PT00M57.10S,2025-01-07T01:33:13.5Z,1,REGULAR,3pt,Jump Shot,[],1629638,68.28186596583443,38.48039215686275,1610612750,14,27,2025-01-07T01:33:17Z,1380000,False,-58.0,246.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,25.24,Missed,,,,,,,,,,,,,,,,,,
143,PT00M54.40S,2025-01-07T01:33:16.2Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,14,27,2025-01-07T01:33:17Z,1390000,False,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,,,
144,PT00M42.60S,2025-01-07T01:33:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,15.719448094612352,62.745098039215684,1610612746,14,27,2025-01-07T01:33:32Z,1400000,False,-64.0,95.0,1,left,MISS J. Harden 11' pullup Shot,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Left,11.46,Missed,,,,,,,,,,,,,,,,,,
145,PT00M40.10S,2025-01-07T01:33:30.5Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,14,27,2025-01-07T01:33:32Z,1410000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Left,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,,
146,PT00M34.90S,2025-01-07T01:33:37.3Z,1,REGULAR,foul,personal,[],1629599,,,1610612750,14,27,2025-01-07T01:33:47Z,1420000,False,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 201144]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Left Center,,,,,,,101284.0,,,,1.0,0.0,Conley,201144.0,,,,,,
148,PT00M22.80S,2025-01-07T01:34:09.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629599,,,1610612750,14,27,2025-01-07T01:34:23Z,1440000,False,,,0,,A. Coffey shooting personal FOUL (2 PF) (DiVincenzo 2 FT),"[1629599, 1628978]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1151.0,,,,2.0,0.0,DiVincenzo,1628978.0,,,,,,
150,PT00M22.80S,2025-01-07T01:34:33.9Z,1,REGULAR,freethrow,1 of 2,[],1628978,,,1610612750,15,27,2025-01-07T01:34:33Z,1460000,False,,,0,,D. DiVincenzo Free Throw 1 of 2 (1 PTS),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
151,PT00M22.80S,2025-01-07T01:34:34.9Z,1,REGULAR,substitution,out,[],201144,,,1610612750,15,27,2025-01-07T01:34:38Z,1470000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M22.80S,2025-01-07T01:34:34.9Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,15,27,2025-01-07T01:34:38Z,1480000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M22.80S,2025-01-07T01:34:53.7Z,1,REGULAR,freethrow,2 of 2,[],1628978,,,1610612750,16,27,2025-01-07T01:34:53Z,1490000,False,,,0,,D. DiVincenzo Free Throw 2 of 2 (2 PTS),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
154,PT00M00.80S,2025-01-07T01:35:17.9Z,1,REGULAR,3pt,Jump Shot,[],1629611,6.521024967148489,4.411764705882353,1610612746,16,27,2025-01-07T01:35:22Z,1500000,False,228.0,9.0,1,left,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
155,PT00M00.80S,2025-01-07T01:35:17.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,16,27,2025-01-07T01:35:22Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,154.0,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2025-01-07T01:35:23.2Z,1,REGULAR,period,end,[],0,,,1610612746,16,27,2025-01-07T01:35:23Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-01-07T01:37:25.7Z,2,REGULAR,substitution,out,['startperiod'],1630183,,,1610612746,16,27,2025-01-07T01:38:04Z,1530000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-01-07T01:37:25.7Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612746,16,27,2025-01-07T01:38:04Z,1540000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-01-07T01:37:25.7Z,2,REGULAR,substitution,out,['startperiod'],1629611,,,1610612746,16,27,2025-01-07T01:38:04Z,1550000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-01-07T01:37:25.7Z,2,REGULAR,substitution,in,['startperiod'],1631169,,,1610612746,16,27,2025-01-07T01:38:04Z,1560000,False,,,0,,SUB in: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-01-07T01:37:25.7Z,2,REGULAR,substitution,in,['startperiod'],1626181,,,1610612746,16,27,2025-01-07T01:38:04Z,1570000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
