actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-09T01:10:50.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-09T01:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-09T01:10:53.2Z,1,REGULAR,jumpball,recovered,[],1629675,,,1610612750,0,0,2025-02-09T01:10:53Z,40000,False,,,0,,Jump Ball R. Gobert vs. D. Ayton: Tip to N. Reid,"[1629675, 203497, 1629028]",1610612750.0,MIN,startperiod,N. Reid,1629675.0,Reid,N. Reid,Gobert,203497.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-02-09T01:11:07.9Z,1,REGULAR,3pt,Jump Shot,[],1642265,67.7562417871222,44.11764705882353,1610612750,0,0,2025-02-09T01:11:39Z,70000,False,-29.0,251.0,1,right,MISS R. Dillingham 25' pullup 3PT,[1642265],1610612750.0,MIN,pullup,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-02-09T01:11:08.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,0,0,2025-02-09T01:11:39Z,80000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,7.0,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2025-02-09T01:11:32.2Z,1,REGULAR,3pt,Jump Shot,[],1630166,24.78646517739816,84.55882352941177,1610612757,0,0,2025-02-09T01:11:36Z,100000,False,-173.0,180.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
11,PT11M22.00S,2025-02-09T01:11:35.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2025-02-09T01:11:36Z,110000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M09.00S,2025-02-09T01:11:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,92.46057818659659,54.90196078431373,1610612750,2,0,2025-02-09T01:11:52Z,120000,False,25.0,18.0,1,right,N. Reid driving Layup (2 PTS) (R. Dillingham 1 AST),"[1629675, 1642265]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,2.0,R. Dillingham,1642265.0,1.0,,,,,,,,,,
14,PT10M54.00S,2025-02-09T01:12:01.7Z,1,REGULAR,3pt,Jump Shot,[],203924,7.30946123521682,4.6568627450980395,1610612757,2,0,2025-02-09T01:12:10Z,140000,False,227.0,16.0,1,left,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,22.73,Missed,,,,,,,,,,,,,,,,,,
15,PT10M53.00S,2025-02-09T01:12:02.7Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,2,0,2025-02-09T01:12:10Z,150000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT10M53.00S,2025-02-09T01:12:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641739,7.046649145860711,44.36274509803921,1610612757,2,0,2025-02-09T01:14:43Z,160000,False,28.0,14.0,1,left,MISS T. Camara tip Layup,[1641739],1610612757.0,POR,tip,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
