actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-28T01:11:03.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-28T01:11:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-28T01:11:05.4Z,1,REGULAR,jumpball,recovered,[],201144,,,1610612750,0,0,2024-11-28T01:11:05Z,40000,False,,,0,,Jump Ball R. Gobert vs. D. Sabonis: Tip to M. Conley,"[201144, 203497, 1627734]",1610612750.0,MIN,startperiod,M. Conley,201144.0,Conley,M. Conley,Gobert,203497.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2024-11-28T01:11:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,18.084756898817346,40.44117647058824,1610612750,2,0,2024-11-28T01:11:38Z,70000,False,48.0,117.0,1,left,M. Conley 12' floating Jump Shot (2 PTS) (J. McDaniels 1 AST),"[201144, 1630183]",1610612750.0,MIN,floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,12.69,Made,2.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,,,,,
9,PT11M15.00S,2024-11-28T01:11:46.5Z,1,REGULAR,2pt,Jump Shot,[],1627734,76.5604467805519,59.068627450980394,1610612758,2,0,2024-11-28T01:12:07Z,90000,False,45.0,168.0,1,right,MISS D. Sabonis 17' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,17.38,Missed,,,,,,,,,,,,,,,,,,
10,PT11M13.00S,2024-11-28T01:11:48.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,2,0,2024-11-28T01:11:53Z,100000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M04.00S,2024-11-28T01:11:58.4Z,1,REGULAR,3pt,Jump Shot,[],201144,23.99802890932983,13.23529411764706,1610612750,2,0,2024-11-28T01:12:44Z,110000,False,184.0,173.0,1,left,MISS M. Conley 25' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2024-11-28T01:12:02.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,0,2024-11-28T01:12:03Z,120000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M44.00S,2024-11-28T01:12:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,90.09526938239159,41.66666666666667,1610612758,2,0,2024-11-28T01:12:34Z,130000,False,-42.0,41.0,1,right,MISS D. Sabonis Layup - blocked,"[1627734, 203497]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,Gobert,203497.0,,,,,,,,
14,PT10M44.00S,2024-11-28T01:12:20.4Z,1,REGULAR,block,,[],203497,,,1610612758,2,0,2024-11-28T01:12:22Z,140000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M43.00S,2024-11-28T01:12:21.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,2,0,2024-11-28T01:12:34Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,,,,,,,,,,,,,
17,PT10M40.00S,2024-11-28T01:12:40.3Z,1,REGULAR,foul,offensive,[],1627734,,,1610612758,2,0,2024-11-28T01:12:50Z,170000,False,,,0,,D. Sabonis offensive FOUL (1 PF),"[1627734, 203497]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628954.0,1.0,0.0,Gobert,203497.0,,,
19,PT10M40.00S,2024-11-28T01:12:40.3Z,1,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,2,0,2024-11-28T01:12:40Z,190000,False,,,0,,D. Sabonis offensive foul TURNOVER (1 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628954.0,,,,,1.0,,
