actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-22T00:10:35.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-22T00:10:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-03-22T00:10:37.1Z,1,REGULAR,jumpball,recovered,[],203944,,,1610612750,0,0,2025-03-22T00:10:37Z,40000,False,,,0,,Jump Ball R. Gobert vs. Y. Missi: Tip to J. Randle,"[203944, 203497, 1642274]",1610612750.0,MIN,startperiod,J. Randle,203944.0,Randle,J. Randle,Gobert,203497.0,Missi,1642274.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2025-03-22T00:10:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204060,84.70762155059133,44.11764705882353,1610612750,0,0,2025-03-22T00:10:57Z,70000,False,-29.0,91.0,1,right,MISS J. Ingles 9' driving floating Shot,[204060],1610612750.0,MIN,driving floating,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),8-16 Center,9.58,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-03-22T00:10:50.7Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,0,0,2025-03-22T00:10:57Z,80000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M36.00S,2025-03-22T00:10:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,14.931011826544022,38.23529411764706,1610612740,0,0,2025-03-22T00:11:41Z,90000,False,59.0,88.0,1,left,MISS J. Alvarado 10' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Right,10.58,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2025-03-22T00:11:00.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,0,0,2025-03-22T00:11:03Z,100000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M32.00S,2025-03-22T00:11:02.8Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,0,0,2025-03-22T00:11:07Z,110000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 203468]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,McCollum,203468.0,,,,,,,,,,,
12,PT11M32.00S,2025-03-22T00:11:02.8Z,1,REGULAR,steal,,[],203468,,,1610612740,0,0,2025-03-22T00:11:05Z,120000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
13,PT11M15.00S,2025-03-22T00:11:19.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628971,15.193823915900131,37.5,1610612740,0,2,2025-03-22T00:11:24Z,130000,False,62.0,90.0,1,left,B. Brown 10' Jump Shot (2 PTS) (J. Alvarado 1 AST),"[1628971, 1630631]",1610612740.0,NOP,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,10.98,Made,,,,,,,,2.0,J. Alvarado,1630631.0,1.0,,,,,,,
15,PT10M56.00S,2025-03-22T00:11:37.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630183,85.62746386333771,38.48039215686275,1610612750,0,2,2025-03-22T00:12:33Z,150000,False,-58.0,83.0,1,right,MISS J. McDaniels 10' Hook,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,10.07,Missed,,,,,,,,,,,,,,,,,,
