actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
17,PT10M32.00S,2025-03-05T01:12:54.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203944,,,1610612750,1,2,2025-03-05T01:12:54Z,170000,False,,,0,,J. Randle Free Throw 1 of 2 (1 PTS),[203944],1610612750.0,MIN,,,,,,,Randle,J. Randle,,,,Made,,,,,1.0,,,,,,,,,,,,,,
19,PT10M32.00S,2025-03-05T01:13:16.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203944,,,1610612750,2,2,2025-03-05T01:13:16Z,180000,False,,,0,,J. Randle Free Throw 2 of 2 (2 PTS),[203944],1610612750.0,MIN,,,,,,,Randle,J. Randle,,,,Made,,,,,2.0,,,,,,,,,,,,,,
20,PT10M26.00S,2025-03-05T01:13:27.6Z,1,REGULAR,turnover,out-of-bounds,[],1626162,,,1610612755,2,2,2025-03-05T01:13:36Z,190000,False,,,0,,K. Oubre Jr. step out-of-bounds TURNOVER (1 TO),[1626162],1610612755.0,PHI,step,Above the Break 3,24+ Right Center,1628159.0,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,1.0,,,,,,,,,,
21,PT10M14.00S,2025-03-05T01:13:50.7Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,2,2,2025-03-05T01:13:57Z,200000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1627824]",1610612750.0,MIN,,In The Paint (Non-RA),8-16 Center,,,,Edwards,A. Edwards,,,,,,,,,,,,,1.0,Yabusele,1627824.0,,,,,,,,
22,PT10M14.00S,2025-03-05T01:13:50.7Z,1,REGULAR,steal,,[],1627824,,,1610612755,2,2,2025-03-05T01:13:52Z,210000,False,,,0,,G. Yabusele STEAL (1 STL),[1627824],1610612755.0,PHI,,In The Paint (Non-RA),8-16 Center,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M04.00S,2025-03-05T01:14:00.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629656,93.24901445466492,49.26470588235294,1610612755,2,4,2025-03-05T01:14:52Z,220000,False,-4.0,11.0,1,right,Q. Grimes driving Layup (2 PTS),[1629656],1610612755.0,PHI,driving,Restricted Area,0-8 Center,,,,Grimes,Q. Grimes,,,1.16,Made,,,,,2.0,,,,,,,,,,,,,,
24,PT09M51.00S,2025-03-05T01:14:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,8.886333771353483,61.76470588235294,1610612750,4,4,2025-03-05T01:14:20Z,230000,False,-59.0,31.0,1,left,J. McDaniels 6' fadeaway bank Jump Shot (2 PTS),[1630183],1610612750.0,MIN,fadeaway bank,In The Paint (Non-RA),0-8 Center,,,,McDaniels,J. McDaniels,,,6.65,Made,,,,,2.0,,,,,,,,,,,,,,
25,PT09M34.00S,2025-03-05T01:14:31.3Z,1,REGULAR,2pt,Jump Shot,[],202331,89.70105124835742,23.774509803921568,1610612755,4,6,2025-03-05T01:14:39Z,240000,False,-131.0,44.0,1,right,P. George 13' step back Jump Shot (2 PTS),[202331],1610612755.0,PHI,step back,Mid-Range,8-16 Left,,,,George,P. George,,,13.84,Made,,,,,2.0,,,,,,,,,,,,,,
27,PT09M24.00S,2025-03-05T01:14:40.5Z,1,REGULAR,2pt,Jump Shot,[],1630162,11.251642575558476,72.79411764705883,1610612750,6,6,2025-03-05T01:14:48Z,260000,False,-114.0,53.0,1,left,A. Edwards 12' floating Jump Shot (2 PTS),[1630162],1610612750.0,MIN,floating,Mid-Range,8-16 Left,,,,Edwards,A. Edwards,,,12.58,Made,,,,,2.0,,,,,,,,,,,,,,
28,PT09M07.00S,2025-03-05T01:14:57.5Z,1,REGULAR,3pt,Jump Shot,[],202331,67.23061760840999,45.588235294117645,1610612755,6,6,2025-03-05T01:15:03Z,270000,False,-22.0,256.0,1,right,MISS P. George 25' pullup 3PT,[202331],1610612755.0,PHI,pullup,Above the Break 3,24+ Center,,,,George,P. George,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M04.00S,2025-03-05T01:15:00.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,6,6,2025-03-05T01:15:03Z,280000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,Above the Break 3,24+ Center,,,,Randle,J. Randle,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
30,PT08M59.00S,2025-03-05T01:15:06.4Z,1,REGULAR,3pt,Jump Shot,[],1629675,32.670827858081466,55.88235294117647,1610612750,9,6,2025-03-05T01:15:16Z,290000,False,-29.0,255.0,1,left,N. Reid 25' 3PT  (3 PTS) (J. Randle 1 AST),"[1629675, 203944]",1610612750.0,MIN,,Above the Break 3,24+ Center,,,,Reid,N. Reid,,,25.63,Made,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,,,,
32,PT08M32.00S,2025-03-05T01:15:32.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,83.919185282523,57.107843137254896,1610612755,9,6,2025-03-05T01:17:46Z,310000,False,36.0,99.0,1,right,MISS K. Oubre Jr. 10' driving floating Shot,[1626162],1610612755.0,PHI,driving floating,In The Paint (Non-RA),8-16 Center,,,,Oubre Jr.,K. Oubre Jr.,,,10.49,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M30.00S,2025-03-05T01:15:34.6Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,9,6,2025-03-05T01:17:46Z,320000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,In The Paint (Non-RA),8-16 Center,,,,Drummond,A. Drummond,,,,,32.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
34,PT08M30.00S,2025-03-05T01:15:35.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,92.9862023653088,49.754901960784316,1610612755,9,6,2025-03-05T01:15:41Z,330000,False,-1.0,13.0,1,right,MISS A. Drummond Layup - blocked,"[203083, 1630183]",1610612755.0,PHI,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,1.35,Missed,,,,,,,,,,,,McDaniels,1630183.0,,,,,,
35,PT08M30.00S,2025-03-05T01:15:35.7Z,1,REGULAR,block,,[],1630183,,,1610612755,9,6,2025-03-05T01:15:37Z,340000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,Restricted Area,0-8 Center,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M28.00S,2025-03-05T01:15:37.7Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,9,6,2025-03-05T01:15:41Z,350000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,Restricted Area,0-8 Center,,,,McDaniels,J. McDaniels,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
37,PT08M21.00S,2025-03-05T01:15:44.7Z,1,REGULAR,3pt,Jump Shot,[],201144,3.4986859395532193,95.58823529411765,1610612750,9,6,2025-03-05T01:15:49Z,360000,False,-228.0,-20.0,1,left,MISS M. Conley 3PT,[201144],1610612750.0,MIN,,Left Corner 3,24+ Left,,,,Conley,M. Conley,,,22.87,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M16.00S,2025-03-05T01:15:49.7Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,9,6,2025-03-05T01:15:49Z,370000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612755.0,PHI,,Left Corner 3,24+ Left,,,,Drummond,A. Drummond,,,,,37.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
39,PT08M04.00S,2025-03-05T01:16:00.4Z,1,REGULAR,3pt,Jump Shot,[],1629656,80.76544021024968,8.088235294117647,1610612755,9,9,2025-03-05T01:16:06Z,380000,False,-210.0,128.0,1,right,Q. Grimes 24' 3PT  (5 PTS) (P. George 1 AST),"[1629656, 202331]",1610612755.0,PHI,,Above the Break 3,24+ Left Center,,,,Grimes,Q. Grimes,,,24.57,Made,,,,,5.0,P. George,202331.0,1.0,,,,,,,,,,,
41,PT07M46.00S,2025-03-05T01:16:21.0Z,1,REGULAR,foul,offensive,[],203944,,,1610612750,9,9,2025-03-05T01:19:12Z,400000,False,,,0,,J. Randle charge offensive FOUL (1 PF),"[203944, 1629656]",1610612750.0,MIN,charge,In The Paint (Non-RA),0-8 Center,1628159.0,1.0,0.0,Randle,J. Randle,Grimes,1629656.0,,,,,,,,,,,,,,,,,,,,,
43,PT07M46.00S,2025-03-05T01:16:21.0Z,1,REGULAR,turnover,offensive foul,[],203944,,,1610612750,9,9,2025-03-05T01:16:21Z,420000,False,,,0,,J. Randle offensive foul TURNOVER (1 TO),[203944],1610612750.0,MIN,,In The Paint (Non-RA),0-8 Center,1628159.0,,,Randle,J. Randle,,,,,,,,,,,,,1.0,,,,,,,,,,
44,PT07M32.00S,2025-03-05T01:16:47.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,67.62483574244416,52.69607843137255,1610612755,9,9,2025-03-05T01:16:59Z,430000,False,13.0,252.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],1610612755.0,PHI,,Above the Break 3,24+ Center,,,,Grimes,Q. Grimes,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M28.00S,2025-03-05T01:16:51.9Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,9,9,2025-03-05T01:16:59Z,440000,False,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612755.0,PHI,,Above the Break 3,24+ Center,,,,Drummond,A. Drummond,,,,,44.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
46,PT07M28.00S,2025-03-05T01:16:58.4Z,1,REGULAR,foul,personal,[],1630162,,,1610612755,9,9,2025-03-05T01:17:00Z,450000,False,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 203083]",1610612750.0,MIN,,Mid-Range,8-16 Left,1629178.0,1.0,0.0,Edwards,A. Edwards,Drummond,203083.0,,,,,,,,,,,,,,,,,,,,,
48,PT07M17.00S,2025-03-05T01:17:27.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627824,92.72339027595268,63.23529411764706,1610612755,9,9,2025-03-05T01:17:33Z,470000,False,66.0,16.0,1,right,MISS G. Yabusele 6' turnaround Shot,[1627824],1610612755.0,PHI,turnaround,In The Paint (Non-RA),0-8 Center,,,,Yabusele,G. Yabusele,,,6.81,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M14.00S,2025-03-05T01:17:30.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,9,9,2025-03-05T01:17:33Z,480000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,In The Paint (Non-RA),0-8 Center,,,,Randle,J. Randle,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
50,PT07M06.00S,2025-03-05T01:17:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,9.806176084099869,51.470588235294116,1610612750,9,9,2025-03-05T01:20:31Z,490000,False,-7.0,40.0,1,left,MISS J. Randle driving Layup,[203944],1610612750.0,MIN,driving,Restricted Area,0-8 Center,,,,Randle,J. Randle,,,4.04,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M04.00S,2025-03-05T01:17:39.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,9,9,2025-03-05T01:22:02Z,500000,False,,,0,,A. Drummond REBOUND (Off:2 Def:4),[203083],1610612755.0,PHI,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,50.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
52,PT06M57.00S,2025-03-05T01:17:49.8Z,1,REGULAR,turnover,out-of-bounds,[],1627824,,,1610612755,9,9,2025-03-05T01:18:00Z,510000,False,,,0,,G. Yabusele lost ball out-of-bounds TURNOVER (1 TO),[1627824],1610612755.0,PHI,lost ball,Above the Break 3,24+ Left Center,1629178.0,,,Yabusele,G. Yabusele,,,,,,,,,,,,,1.0,,,,,,,,,,
53,PT06M57.00S,2025-03-05T01:17:54.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,9,9,2025-03-05T01:17:54Z,520000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M42.00S,2025-03-05T01:21:16.6Z,1,REGULAR,turnover,out-of-bounds,[],1629675,,,1610612750,9,9,2025-03-05T01:21:29Z,530000,False,,,0,,N. Reid lost ball out-of-bounds TURNOVER (1 TO),[1629675],1610612750.0,MIN,lost ball,Mid-Range,8-16 Left,201639.0,,,Reid,N. Reid,,,,,,,,,,,,,1.0,,,,,,,,,,
55,PT06M32.00S,2025-03-05T01:21:30.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,87.72996057818659,41.42156862745098,1610612755,9,11,2025-03-05T01:21:36Z,540000,False,-43.0,63.0,1,right,K. Oubre Jr. 7' driving floating Jump Shot (4 PTS) (A. Drummond 2 AST),"[1626162, 203083]",1610612755.0,PHI,driving floating,In The Paint (Non-RA),0-8 Center,,,,Oubre Jr.,K. Oubre Jr.,,,7.61,Made,,,,,4.0,A. Drummond,203083.0,2.0,,,,,,,,,,,
56,PT06M20.00S,2025-03-05T01:21:45.0Z,1,REGULAR,foul,personal,['2freethrow'],203083,,,1610612750,9,11,2025-03-05T01:21:53Z,550000,False,,,0,,A. Drummond shooting personal FOUL (2 PF) (Edwards 2 FT),"[203083, 1630162]",1610612755.0,PHI,shooting,In The Paint (Non-RA),0-8 Center,201639.0,2.0,0.0,Drummond,A. Drummond,Edwards,1630162.0,,,,,,,,,,,,,,,,,,,,,
58,PT06M20.00S,2025-03-05T01:22:06.6Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,9,11,2025-03-05T01:22:06Z,570000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,,,,Edwards,A. Edwards,,,,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M20.00S,2025-03-05T01:22:06.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,9,11,2025-03-05T01:22:06Z,580000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,
60,PT06M20.00S,2025-03-05T01:22:08.7Z,1,REGULAR,substitution,out,[],203083,,,1610612750,9,11,2025-03-05T01:22:18Z,590000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M20.00S,2025-03-05T01:22:08.7Z,1,REGULAR,substitution,in,[],1641737,,,1610612750,9,11,2025-03-05T01:22:18Z,600000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M20.00S,2025-03-05T01:22:28.9Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,10,11,2025-03-05T01:22:28Z,610000,False,,,0,,A. Edwards Free Throw 2 of 2 (3 PTS),[1630162],1610612750.0,MIN,,,,,,,Edwards,A. Edwards,,,,Made,,,,,3.0,,,,,,,,,,,,,,
64,PT06M08.00S,2025-03-05T01:22:44.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627824,93.24901445466492,50.73529411764706,1610612755,10,11,2025-03-05T01:23:15Z,620000,False,4.0,11.0,1,right,MISS G. Yabusele cutting DUNK,[1627824],1610612755.0,PHI,cutting,Restricted Area,0-8 Center,,,,Yabusele,G. Yabusele,,,1.16,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M05.00S,2025-03-05T01:22:47.0Z,1,REGULAR,rebound,offensive,[],1629656,,,1610612755,10,11,2025-03-05T01:23:15Z,630000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:0),[1629656],1610612755.0,PHI,,Restricted Area,0-8 Center,,,,Grimes,Q. Grimes,,,,,64.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
66,PT06M01.00S,2025-03-05T01:22:49.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,68.80749014454665,31.61764705882353,1610612755,10,11,2025-03-05T01:22:56Z,640000,False,-92.0,241.0,1,right,MISS K. Oubre Jr. 25' pullup 3PT,[1626162],1610612755.0,PHI,pullup,Above the Break 3,24+ Left Center,,,,Oubre Jr.,K. Oubre Jr.,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M55.00S,2025-03-05T01:22:55.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,10,11,2025-03-05T01:22:56Z,650000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,Above the Break 3,24+ Left Center,,,,Edwards,A. Edwards,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
68,PT05M48.00S,2025-03-05T01:23:05.8Z,1,REGULAR,foul,personal,[],1629656,,,1610612750,10,11,2025-03-05T01:23:14Z,660000,False,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 203944]",1610612755.0,PHI,,Restricted Area,0-8 Center,1628159.0,1.0,0.0,Grimes,Q. Grimes,Randle,203944.0,,,,,,,,,,,,,,,,,,,,,
70,PT05M48.00S,2025-03-05T01:23:11.0Z,1,REGULAR,substitution,out,[],201144,,,1610612750,10,11,2025-03-05T01:23:17Z,680000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M48.00S,2025-03-05T01:23:11.0Z,1,REGULAR,substitution,in,[],1628978,,,1610612750,10,11,2025-03-05T01:23:17Z,690000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M44.00S,2025-03-05T01:23:34.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641737,,,1610612750,10,11,2025-03-05T01:23:42Z,700000,False,,,0,,A. Bona shooting personal FOUL (1 PF) (Edwards 2 FT),"[1641737, 1630162]",1610612755.0,PHI,shooting,Restricted Area,0-8 Center,201639.0,1.0,0.0,Bona,A. Bona,Edwards,1630162.0,,,,,,,,,,,,,,,,,,,,,
74,PT05M44.00S,2025-03-05T01:23:53.4Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,11,11,2025-03-05T01:23:53Z,720000,False,,,0,,A. Edwards Free Throw 1 of 2 (4 PTS),[1630162],1610612750.0,MIN,,,,,,,Edwards,A. Edwards,,,,Made,,,,,4.0,,,,,,,,,,,,,,
75,PT05M44.00S,2025-03-05T01:23:54.1Z,1,REGULAR,substitution,out,[],203944,,,1610612750,11,11,2025-03-05T01:24:03Z,730000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M44.00S,2025-03-05T01:23:54.1Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,11,11,2025-03-05T01:24:03Z,740000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M44.00S,2025-03-05T01:24:12.5Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,12,11,2025-03-05T01:24:12Z,750000,False,,,0,,A. Edwards Free Throw 2 of 2 (5 PTS),[1630162],1610612750.0,MIN,,,,,,,Edwards,A. Edwards,,,,Made,,,,,5.0,,,,,,,,,,,,,,
78,PT05M33.00S,2025-03-05T01:24:26.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,70.38436268068331,70.09803921568627,1610612755,12,11,2025-03-05T01:24:31Z,760000,False,100.0,226.0,1,right,MISS Q. Grimes 24' 3PT,[1629656],1610612755.0,PHI,,Above the Break 3,24+ Right Center,,,,Grimes,Q. Grimes,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M30.00S,2025-03-05T01:24:29.9Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612755,12,11,2025-03-05T01:24:29Z,770000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:0),[1627824],1610612755.0,PHI,,Above the Break 3,24+ Right Center,,,,Yabusele,G. Yabusele,,,,,78.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
80,PT05M28.00S,2025-03-05T01:24:32.6Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612755,12,11,2025-03-05T01:24:46Z,780000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Grimes 2 FT),"[1629675, 1629656]",1610612750.0,MIN,shooting,Restricted Area,0-8 Center,201639.0,1.0,0.0,Reid,N. Reid,Grimes,1629656.0,,,,,,,,,,,,,,,,,,,,,
82,PT05M28.00S,2025-03-05T01:25:02.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629656,,,1610612755,12,12,2025-03-05T01:25:02Z,800000,False,,,0,,Q. Grimes Free Throw 1 of 2 (6 PTS),[1629656],1610612755.0,PHI,,,,,,,Grimes,Q. Grimes,,,,Made,,,,,6.0,,,,,,,,,,,,,,
83,PT05M28.00S,2025-03-05T01:25:02.6Z,1,REGULAR,substitution,out,[],1627824,,,1610612755,12,12,2025-03-05T01:25:08Z,810000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M28.00S,2025-03-05T01:25:02.6Z,1,REGULAR,substitution,in,[],1629022,,,1610612755,12,12,2025-03-05T01:25:08Z,820000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612755.0,PHI,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M28.00S,2025-03-05T01:25:28.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629656,,,1610612755,12,13,2025-03-05T01:25:28Z,830000,False,,,0,,Q. Grimes Free Throw 2 of 2 (7 PTS),[1629656],1610612755.0,PHI,,,,,,,Grimes,Q. Grimes,,,,Made,,,,,7.0,,,,,,,,,,,,,,
86,PT05M05.00S,2025-03-05T01:25:53.3Z,1,REGULAR,turnover,lost ball,[],1630183,,,1610612750,12,13,2025-03-05T01:26:12Z,840000,False,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1630183, 202331]",1610612750.0,MIN,,Left Corner 3,24+ Left,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,1.0,George,202331.0,,,,,,,,
87,PT05M05.00S,2025-03-05T01:25:53.3Z,1,REGULAR,steal,,[],202331,,,1610612755,12,13,2025-03-05T01:25:57Z,850000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,Left Corner 3,24+ Left,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M01.00S,2025-03-05T01:26:43.4Z,1,REGULAR,jumpball,recovered,[],1641737,,,1610612755,12,13,2025-03-05T01:26:43Z,860000,False,,,0,,Jump Ball P. George vs. J. McDaniels: Tip to A. Bona,"[1641737, 202331, 1630183]",1610612755.0,PHI,heldball,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,A. Bona,1641737.0,George,202331.0,McDaniels,1630183.0
91,PT04M52.00S,2025-03-05T01:26:52.7Z,1,REGULAR,turnover,lost ball,[],202331,,,1610612755,12,13,2025-03-05T01:27:02Z,890000,False,,,0,,P. George lost ball TURNOVER (1 TO),"[202331, 1630183]",1610612755.0,PHI,,In The Paint (Non-RA),8-16 Left,,,,George,P. George,,,,,,,,,,,,,1.0,McDaniels,1630183.0,,,,,,,,
92,PT04M52.00S,2025-03-05T01:26:52.7Z,1,REGULAR,steal,,[],1630183,,,1610612750,12,13,2025-03-05T01:26:54Z,900000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,In The Paint (Non-RA),8-16 Left,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M39.00S,2025-03-05T01:27:06.0Z,1,REGULAR,2pt,Hook,['fromturnover'],1629675,13.091327201051248,32.1078431372549,1610612750,12,13,2025-03-05T01:27:10Z,910000,False,89.0,71.0,1,left,MISS N. Reid 11' turnaround Hook,[1629675],1610612750.0,MIN,turnaround,Mid-Range,8-16 Right,,,,Reid,N. Reid,,,11.4,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M35.00S,2025-03-05T01:27:10.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,12,13,2025-03-05T01:27:10Z,920000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,Mid-Range,8-16 Right,,,,George,P. George,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
95,PT04M29.00S,2025-03-05T01:27:16.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,90.88370565045992,56.61764705882353,1610612755,12,15,2025-03-05T01:27:31Z,930000,False,33.0,33.0,1,right,L. Walker IV driving Layup (2 PTS) (P. George 2 AST),"[1629022, 202331]",1610612755.0,PHI,driving,In The Paint (Non-RA),0-8 Center,,,,Walker IV,L. Walker IV,,,4.69,Made,,,,,2.0,P. George,202331.0,2.0,,,,,,,,,,,
96,PT04M29.00S,2025-03-05T01:27:19.7Z,1,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612755,12,15,2025-03-05T01:27:25Z,940000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Walker IV 1 FT),"[1629675, 1629022]",1610612750.0,MIN,shooting,In The Paint (Non-RA),0-8 Center,201639.0,2.0,0.0,Reid,N. Reid,Walker IV,1629022.0,,,,,,,,,,,,,,,,,,,,,
98,PT04M29.00S,2025-03-05T01:27:26.1Z,1,REGULAR,substitution,out,[],1629656,,,1610612755,12,15,2025-03-05T01:30:28Z,960000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M29.00S,2025-03-05T01:27:26.1Z,1,REGULAR,substitution,in,[],1627824,,,1610612755,12,15,2025-03-05T01:30:28Z,970000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M29.00S,2025-03-05T01:27:41.4Z,1,REGULAR,substitution,out,[],1630183,,,1610612755,12,15,2025-03-05T01:30:28Z,980000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,
