actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M03.00S,2025-02-07T01:12:56.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,6.389618922470433,50.73529411764706,1610612745,6,9,2025-02-07T01:12:59Z,160000,False,-4.0,8.0,1,left,A. Thompson cutting DUNK (2 PTS) (T. Eason 1 AST),"[1641708, 1631106]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,0.85,Made,2.0,T. Eason,1631106.0,1.0,,,,,,,,,,,,
18,PT09M55.00S,2025-02-07T01:13:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,82.34231274638634,59.31372549019608,1610612750,6,9,2025-02-07T01:13:07Z,180000,False,47.0,113.0,1,right,MISS J. McDaniels 12' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,12.27,Missed,,,,,,,,,,,,,,,,
19,PT09M53.00S,2025-02-07T01:13:05.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,6,9,2025-02-07T01:13:07Z,190000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,
20,PT09M46.00S,2025-02-07T01:13:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,7.5722733245729295,47.549019607843135,1610612745,6,11,2025-02-07T01:13:16Z,200000,False,12.0,19.0,1,left,D. Brooks driving Layup (5 PTS) (J. Green 1 AST),"[1628415, 1630224]",1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,2.24,Made,5.0,J. Green,1630224.0,1.0,,,,,,,,,,,,
22,PT09M40.00S,2025-02-07T01:13:20.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.24901445466492,50.0,1610612750,8,11,2025-02-07T01:14:28Z,220000,False,0.0,11.0,1,right,R. Gobert alley-oop DUNK (2 PTS) (A. Edwards 1 AST),"[203497, 1630162]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,1.1,Made,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,
24,PT09M12.00S,2025-02-07T01:13:47.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,28.86005256241787,74.50980392156863,1610612745,8,11,2025-02-07T01:13:51Z,240000,False,-123.0,219.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,25.08,Missed,,,,,,,,,,,,,,,,
25,PT09M10.00S,2025-02-07T01:13:49.4Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,8,11,2025-02-07T01:13:51Z,250000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,24.0,2.0,1.0,1.0,,,,,,
26,PT09M04.00S,2025-02-07T01:13:57.6Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,8,11,2025-02-07T01:14:02Z,260000,False,,,0,,A. Sengun lost ball out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,lost ball,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,202901.0,1.0,,,,,,,,,,,,,,,,,,
27,PT08M49.00S,2025-02-07T01:14:21.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,68.9388961892247,34.31372549019608,1610612750,8,11,2025-02-07T01:14:25Z,270000,False,-78.0,239.0,1,right,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,25.2,Missed,,,,,,,,,,,,,,,,
28,PT08M46.00S,2025-02-07T01:14:24.0Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,8,11,2025-02-07T01:14:25Z,280000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,
29,PT08M40.00S,2025-02-07T01:14:30.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628415,7.30946123521682,51.470588235294116,1610612745,8,11,2025-02-07T01:15:30Z,290000,False,-7.0,16.0,1,left,MISS D. Brooks running Layup - blocked,"[1628415, 201144]",1610612745.0,HOU,running,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,1.78,Missed,,,,,,,,,,,Conley,201144.0,,,,
30,PT08M40.00S,2025-02-07T01:14:30.3Z,1,REGULAR,block,,[],201144,,,1610612745,8,11,2025-02-07T01:14:32Z,300000,False,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT08M37.00S,2025-02-07T01:14:33.3Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,8,11,2025-02-07T01:14:50Z,310000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,
32,PT08M28.00S,2025-02-07T01:14:42.8Z,1,REGULAR,2pt,Jump Shot,[],1630162,70.77858081471747,60.78431372549019,1610612750,10,11,2025-02-07T01:16:38Z,320000,False,54.0,222.0,1,right,A. Edwards 22' step back Jump Shot (5 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,22.86,Made,5.0,,,,,,,,,,,,,,,
33,PT08M05.00S,2025-02-07T01:15:04.3Z,1,REGULAR,3pt,Jump Shot,[],1630224,32.56200722733246,57.62101715686274,1610612745,10,14,2025-02-07T01:16:53Z,330000,False,-38.0,254.0,1,left,J. Green 25' 3PT pullup (3 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,25.64,Made,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,
34,PT07M56.00S,2025-02-07T01:15:18.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,78.9257555847569,10.294117647058822,1610612750,13,14,2025-02-07T01:17:05Z,340000,False,-199.0,146.0,1,right,A. Edwards 24' 3PT pullup (8 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,24.62,Made,8.0,,,,,,,,,,,,,,,
35,PT07M56.00S,2025-02-07T01:15:26.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,13,14,2025-02-07T01:15:26Z,350000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT07M44.00S,2025-02-07T01:18:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,8.492115637319317,54.166666666666664,1610612745,13,14,2025-02-07T01:36:48Z,360000,False,-21.0,27.0,1,left,MISS T. Eason driving Layup,[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,3.43,Missed,,,,,,,,,,,,,,,,
38,PT07M42.00S,2025-02-07T01:18:33.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,13,14,2025-02-07T01:18:35Z,370000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,
39,PT07M39.00S,2025-02-07T01:18:37.9Z,1,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612750,13,14,2025-02-07T01:18:48Z,380000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Edwards 2 FT),"[1631106, 1630162]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,203593.0,,,,,,,,,,,,,,,,1.0,0.0,Edwards,1630162.0
41,PT07M39.00S,2025-02-07T01:19:01.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630162,,,1610612750,14,14,2025-02-07T01:19:01Z,400000,False,,,0,,A. Edwards Free Throw 1 of 2 (9 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
42,PT07M39.00S,2025-02-07T01:19:14.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630162,,,1610612750,15,14,2025-02-07T01:19:14Z,410000,False,,,0,,A. Edwards Free Throw 2 of 2 (10 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
43,PT07M29.00S,2025-02-07T01:19:26.7Z,1,REGULAR,2pt,Jump Shot,[],1630224,21.632720105124836,35.78431372549019,1610612745,15,14,2025-02-07T01:19:32Z,420000,False,71.0,151.0,1,left,MISS J. Green 16' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,16.67,Missed,,,,,,,,,,,,,,,,
44,PT07M25.00S,2025-02-07T01:19:30.7Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,15,14,2025-02-07T01:19:32Z,430000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,
45,PT07M22.00S,2025-02-07T01:19:32.6Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,15,14,2025-02-07T01:19:36Z,440000,False,,,0,,J. McDaniels bad pass TURNOVER (3 TO),"[1630183, 1630224]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,3.0,,,,,,,Green,1630224.0,,,,,,,,,,
46,PT07M22.00S,2025-02-07T01:19:32.6Z,1,REGULAR,steal,,[],1630224,,,1610612745,15,14,2025-02-07T01:19:34Z,450000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
47,PT07M20.00S,2025-02-07T01:19:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,7.046649145860711,50.0,1610612745,15,16,2025-02-07T01:20:19Z,460000,False,0.0,14.0,1,left,J. Green driving Layup (5 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,1.37,Made,5.0,,,,,,,,,,,,,,,
48,PT07M02.00S,2025-02-07T01:19:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,82.86793692509855,44.36274509803921,1610612750,15,16,2025-02-07T01:20:00Z,470000,False,-28.0,109.0,1,right,MISS N. Reid 11' driving floating Shot,[1629675],1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,11.21,Missed,,,,,,,,,,,,,,,,
49,PT07M01.00S,2025-02-07T01:19:54.0Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,15,16,2025-02-07T01:21:26Z,480000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,48.0,2.0,1.0,1.0,,,,,,
50,PT07M01.00S,2025-02-07T01:19:56.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629675,94.40999984741211,50.0,1610612750,15,16,2025-02-07T01:21:41Z,490000,False,0.0,0.0,1,right,MISS N. Reid tip Layup,[1629675],1610612750.0,MIN,tip,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
51,PT07M00.00S,2025-02-07T01:19:57.5Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,15,16,2025-02-07T01:21:41Z,500000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,50.0,2.0,1.0,1.0,,,,,,
52,PT06M59.00S,2025-02-07T01:19:57.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630183,94.40999984741211,50.0,1610612750,15,16,2025-02-07T01:22:17Z,510000,False,0.0,0.0,1,right,MISS J. McDaniels tip Layup,[1630183],1610612750.0,MIN,tip,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
53,PT06M58.00S,2025-02-07T01:19:58.9Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,15,16,2025-02-07T01:22:17Z,520000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,52.0,3.0,1.0,2.0,,,,,,
54,PT06M57.00S,2025-02-07T01:20:00.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630183,94.40999984741211,50.0,1610612750,17,16,2025-02-07T01:22:06Z,530000,False,0.0,0.0,1,right,J. McDaniels putback Layup (2 PTS),[1630183],1610612750.0,MIN,putback,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,0.0,Made,2.0,,,,,,,,,,,,,,,
55,PT06M45.00S,2025-02-07T01:20:12.3Z,1,REGULAR,foul,personal,[],1630183,,,1610612745,17,16,2025-02-07T01:20:21Z,540000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1630224]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,200832.0,,,,,,,,,,,,,,,,1.0,0.0,Green,1630224.0
57,PT06M37.00S,2025-02-07T01:20:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,17.871222076215506,47.33072916666667,1610612745,17,16,2025-02-07T01:20:42Z,560000,False,13.0,115.0,1,left,MISS A. Sengun 11' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,11.63,Missed,,,,,,,,,,,,,,,,
58,PT06M34.00S,2025-02-07T01:20:38.0Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,17,16,2025-02-07T01:20:38Z,570000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Center,,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,
59,PT06M25.00S,2025-02-07T01:20:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,93.51182654402102,47.794117647058826,1610612750,17,16,2025-02-07T01:23:25Z,580000,False,-11.0,8.0,1,right,MISS R. Gobert cutting Layup - blocked,"[203497, 1628415]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,1.39,Missed,,,,,,,,,,,Brooks,1628415.0,,,,
64,PT06M25.00S,2025-02-07T01:20:46.8Z,1,REGULAR,block,,[],1628415,,,1610612750,17,16,2025-02-07T01:21:13Z,585000,False,,,0,,D. Brooks BLOCK (1 BLK),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M23.00S,2025-02-07T01:20:48.8Z,1,REGULAR,rebound,offensive,[],1630162,,,1610612750,17,16,2025-02-07T01:21:13Z,590000,False,,,0,,A. Edwards REBOUND (Off:1 Def:0),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,59.0,1.0,0.0,1.0,,,,,,
61,PT06M20.00S,2025-02-07T01:20:51.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,94.43166885676742,51.470588235294116,1610612750,19,16,2025-02-07T01:20:58Z,600000,False,7.0,0.0,1,right,R. Gobert reverse DUNK (4 PTS) (J. McDaniels 1 AST),"[203497, 1630183]",1610612750.0,MIN,reverse,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,0.74,Made,4.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,,,
63,PT06M07.00S,2025-02-07T01:21:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,6.915243101182654,49.01960784313725,1610612745,19,18,2025-02-07T01:21:07Z,620000,False,5.0,13.0,1,left,A. Thompson driving Layup (4 PTS),[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,1.34,Made,4.0,,,,,,,,,,,,,,,
65,PT05M51.00S,2025-02-07T01:21:21.0Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,19,18,2025-02-07T01:21:26Z,630000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1631106]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,Eason,1631106.0,,,,,,,,,,
66,PT05M51.00S,2025-02-07T01:21:21.0Z,1,REGULAR,steal,,[],1631106,,,1610612745,19,18,2025-02-07T01:21:22Z,640000,False,,,0,,T. Eason STEAL (2 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
67,PT05M46.00S,2025-02-07T01:21:25.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630224,13.87976346911958,58.08823529411765,1610612745,19,18,2025-02-07T01:24:33Z,650000,False,-40.0,78.0,1,left,MISS J. Green 8' driving floating Shot,[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,8.78,Missed,,,,,,,,,,,,,,,,
68,PT05M44.00S,2025-02-07T01:21:27.6Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,19,18,2025-02-07T01:21:46Z,660000,False,,,0,,A. Edwards REBOUND (Off:1 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,67.0,2.0,1.0,1.0,,,,,,
69,PT05M41.00S,2025-02-07T01:21:30.5Z,1,REGULAR,turnover,bad pass,[],1629675,,,1610612750,19,18,2025-02-07T01:21:39Z,670000,False,,,0,,N. Reid bad pass TURNOVER (1 TO),"[1629675, 1630578]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,Sengun,1630578.0,,,,,,,,,,
70,PT05M41.00S,2025-02-07T01:21:30.5Z,1,REGULAR,steal,,[],1630578,,,1610612745,19,18,2025-02-07T01:21:32Z,680000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT05M37.00S,2025-02-07T01:21:34.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630224,6.915243101182654,51.470588235294116,1610612745,19,20,2025-02-07T01:25:09Z,690000,False,-7.0,13.0,1,left,J. Green running reverse Layup (7 PTS) (A. Sengun 2 AST),"[1630224, 1630578]",1610612745.0,HOU,running reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,1.45,Made,7.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,
73,PT05M16.00S,2025-02-07T01:21:56.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,84.44480946123521,58.57843137254902,1610612750,19,20,2025-02-07T01:25:34Z,710000,False,43.0,94.0,1,right,MISS M. Conley 10' driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,10.31,Missed,,,,,,,,,,,,,,,,
74,PT05M13.00S,2025-02-07T01:21:59.2Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,19,20,2025-02-07T01:21:59Z,720000,False,,,0,,J. McDaniels REBOUND (Off:3 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,73.0,4.0,1.0,3.0,,,,,,
75,PT05M06.00S,2025-02-07T01:22:05.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,75.77201051248358,13.725490196078432,1610612750,22,20,2025-02-07T01:22:09Z,730000,False,-181.0,175.0,1,right,N. Reid 25' 3PT  (3 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,25.22,Made,3.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,,
77,PT04M43.00S,2025-02-07T01:22:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,7.966491458607096,53.18627450980392,1610612745,22,20,2025-02-07T01:22:32Z,750000,False,-16.0,22.0,1,left,MISS D. Brooks driving finger roll Layup,[1628415],1610612745.0,HOU,driving finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,2.75,Missed,,,,,,,,,,,,,,,,
78,PT04M41.00S,2025-02-07T01:22:31.2Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,22,20,2025-02-07T01:22:32Z,760000,False,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,77.0,3.0,2.0,1.0,,,,,,
