actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-30T02:10:50.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-30T02:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-12-30T02:10:52.2Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2024-12-30T02:10:52Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. R. Gobert: Tip to H. Barnes,"[203084, 1641705, 203497]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Wembanyama,1641705.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-12-30T02:11:11.4Z,1,REGULAR,3pt,Jump Shot,[],1631110,11.169513797634691,95.61121323529412,1610612759,0,3,2024-12-30T02:11:18Z,70000,False,-228.0,52.0,1,left,J. Sochan 3PT  (3 PTS) (D. Vassell 1 AST),"[1631110, 1630170]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,23.41,Made,3.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
9,PT11M15.00S,2024-12-30T02:11:35.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,94.1688567674113,51.9607843137255,1610612750,2,3,2024-12-30T02:11:38Z,90000,False,10.0,2.0,1,right,R. Gobert alley-oop DUNK (2 PTS) (A. Edwards 1 AST),"[203497, 1630162]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.01,Made,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
11,PT10M58.00S,2024-12-30T02:11:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,11.645860709592641,59.55882352941176,1610612759,2,3,2024-12-30T02:11:55Z,110000,False,-48.0,57.0,1,left,MISS V. Wembanyama 7' driving floating bank Shot,[1641705],1610612759.0,SAS,driving floating bank,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,7.44,Missed,,,,,,,,,,,,,,,,,,
12,PT10M56.00S,2024-12-30T02:11:53.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,2,3,2024-12-30T02:11:55Z,120000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M52.00S,2024-12-30T02:11:57.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630183,82.34231274638634,48.77450980392157,1610612750,4,3,2024-12-30T02:12:18Z,130000,False,-6.0,113.0,1,right,J. McDaniels 11' driving floating Jump Shot (2 PTS),[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,11.37,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M26.00S,2024-12-30T02:12:23.7Z,1,REGULAR,3pt,Jump Shot,[],101108,5.863994743758213,3.6764705882352944,1610612759,4,3,2024-12-30T02:12:28Z,140000,False,232.0,3.0,1,left,MISS C. Paul 3PT,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
15,PT10M23.00S,2024-12-30T02:12:26.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,4,3,2024-12-30T02:12:28Z,150000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Right Corner 3,24+ Right,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M14.00S,2024-12-30T02:12:36.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,80.23981603153744,36.029411764705884,1610612750,6,3,2024-12-30T02:12:40Z,160000,False,-70.0,133.0,1,right,J. Randle 15' pullup Jump Shot (2 PTS),[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,15.04,Made,2.0,,,,,,,,,,,,,,,,,
17,PT09M48.00S,2024-12-30T02:13:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,16.770696452036795,41.911764705882355,1610612759,6,3,2024-12-30T02:13:05Z,170000,False,40.0,105.0,1,left,MISS J. Sochan 11' fadeaway Shot,[1631110],1610612759.0,SAS,fadeaway,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,11.26,Missed,,,,,,,,,,,,,,,,,,
18,PT09M46.00S,2024-12-30T02:13:03.2Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,6,3,2024-12-30T02:13:05Z,180000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,
19,PT09M43.00S,2024-12-30T02:13:06.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641705,15.193823915900131,94.85294117647058,1610612759,6,6,2024-12-30T02:13:10Z,190000,False,-224.0,90.0,1,left,V. Wembanyama 24' 3PT  (3 PTS) (J. Sochan 1 AST),"[1641705, 1631110]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left,24.18,Made,3.0,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,
