actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT11M16.00S,2025-01-03T00:37:11.7Z,1,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,2,0,2025-01-03T00:37:11Z,160000,False,,,0,,J. McDaniels Free Throw 2 of 2 (2 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
17,PT10M56.00S,2025-01-03T00:37:33.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,67.62483574244416,41.911764705882355,1610612738,2,0,2025-01-03T00:37:38Z,170000,False,-40.0,252.0,1,right,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,25.5,Missed,,,,,,,,,,,,,,,,,,
18,PT10M52.00S,2025-01-03T00:37:37.9Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,2,0,2025-01-03T00:37:38Z,180000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
19,PT10M40.00S,2025-01-03T00:37:48.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,19.398817345597898,8.088235294117647,1610612750,2,0,2025-01-03T00:37:52Z,190000,False,210.0,130.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.65,Missed,,,,,,,,,,,,,,,,,,
20,PT10M38.00S,2025-01-03T00:37:50.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,2,0,2025-01-03T00:37:52Z,200000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M32.00S,2025-01-03T00:37:56.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,83.919185282523,94.85294117647058,1610612738,2,0,2025-01-03T00:38:25Z,210000,False,224.0,99.0,1,right,MISS S. Hauser 24' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.51,Missed,,,,,,,,,,,,,,,,,,
22,PT10M30.00S,2025-01-03T00:37:58.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,2,0,2025-01-03T00:38:00Z,220000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M23.00S,2025-01-03T00:38:07.3Z,1,REGULAR,3pt,Jump Shot,[],203944,19.267411300919843,91.66666666666666,1610612750,5,0,2025-01-03T00:38:11Z,230000,False,-208.0,129.0,1,left,J. Randle 24' 3PT step back (3 PTS),[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,24.48,Made,,,,,,,,,,3.0,,,,,,,,
24,PT10M04.00S,2025-01-03T00:38:24.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,72.35545335085413,76.47058823529412,1610612738,5,0,2025-01-03T00:38:29Z,240000,False,132.0,207.0,1,right,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.61,Missed,,,,,,,,,,,,,,,,,,
25,PT10M01.00S,2025-01-03T00:38:27.4Z,1,REGULAR,rebound,offensive,[],1630573,,,1610612738,5,0,2025-01-03T00:38:29Z,250000,False,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,,,
26,PT10M00.00S,2025-01-03T00:38:29.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,72.48685939553219,18.872549019607842,1610612738,5,0,2025-01-03T00:38:33Z,260000,False,-156.0,206.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
27,PT09M58.00S,2025-01-03T00:38:31.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,5,0,2025-01-03T00:38:33Z,270000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M48.00S,2025-01-03T00:38:43.0Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612750,5,0,2025-01-03T00:38:48Z,280000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612750.0,MIN,bad pass,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,202056.0,,,,,,1.0,,,,,,,
29,PT09M43.00S,2025-01-03T00:39:06.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,83.26215505913272,4.901960784313726,1610612738,5,0,2025-01-03T00:39:11Z,290000,False,-225.0,105.0,1,right,MISS J. Holiday 24' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
30,PT09M39.00S,2025-01-03T00:39:10.3Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,5,0,2025-01-03T00:39:11Z,300000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,29.0,3.0,2.0,1.0,,,,,,,,,,,,,,
31,PT09M36.00S,2025-01-03T00:39:16.5Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612750,5,0,2025-01-03T00:39:24Z,310000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Edwards 2 FT),"[1628369, 1630162]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2534.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,
33,PT09M36.00S,2025-01-03T00:39:39.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630162,,,1610612750,6,0,2025-01-03T00:39:39Z,330000,False,,,0,,A. Edwards Free Throw 1 of 2 (1 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
34,PT09M36.00S,2025-01-03T00:39:51.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630162,,,1610612750,7,0,2025-01-03T00:39:51Z,340000,False,,,0,,A. Edwards Free Throw 2 of 2 (2 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
35,PT09M22.00S,2025-01-03T00:40:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,93.11760840998686,49.26470588235294,1610612738,7,2,2025-01-03T00:40:10Z,350000,False,-4.0,12.0,1,right,A. Horford alley-oop Layup (2 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,alley-oop,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,,,,,,2.0,,J. Tatum,1628369.0,1.0,,,,
37,PT09M11.00S,2025-01-03T00:40:17.4Z,1,REGULAR,3pt,Jump Shot,[],203944,19.004599211563733,92.8921568627451,1610612750,10,2,2025-01-03T00:40:20Z,370000,False,-214.0,126.0,1,left,J. Randle 24' 3PT  (6 PTS) (M. Conley 1 AST),"[203944, 201144]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,24.88,Made,,,,,,,,,,6.0,,M. Conley,201144.0,1.0,,,,
39,PT08M57.00S,2025-01-03T00:40:30.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,96.66557161629436,4.901960784313726,1610612738,10,5,2025-01-03T00:40:35Z,390000,False,-225.0,-21.0,1,right,D. White 3PT  (3 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,22.65,Made,,,,,,,,,,3.0,,J. Tatum,1628369.0,2.0,,,,
41,PT08M37.00S,2025-01-03T00:40:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630183,5.863994743758213,95.58823529411765,1610612750,13,5,2025-01-03T00:40:55Z,410000,False,-228.0,3.0,1,left,J. McDaniels 3PT  (5 PTS) (J. Randle 1 AST),"[1630183, 203944]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,22.79,Made,,,,,,,,,,5.0,,J. Randle,203944.0,1.0,,,,
43,PT08M24.00S,2025-01-03T00:41:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.38042049934296,49.50980392156863,1610612738,13,7,2025-01-03T00:41:08Z,430000,False,-2.0,10.0,1,right,J. Holiday cutting finger roll Layup (2 PTS) (S. Hauser 1 AST),"[201950, 1630573]",1610612738.0,BOS,cutting finger roll,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,,,,,2.0,,S. Hauser,1630573.0,1.0,,,,
45,PT08M03.00S,2025-01-03T00:41:25.0Z,1,REGULAR,3pt,Jump Shot,[],201144,5.206964520367937,95.34313725490196,1610612750,16,7,2025-01-03T00:41:29Z,450000,False,-227.0,-4.0,1,left,M. Conley 3PT  (3 PTS) (J. McDaniels 1 AST),"[201144, 1630183]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,22.67,Made,,,,,,,,,,3.0,,J. McDaniels,1630183.0,1.0,,,,
47,PT08M02.00S,2025-01-03T00:41:31.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,16,7,2025-01-03T00:41:31Z,470000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M43.00S,2025-01-03T00:45:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.51182654402102,50.98039215686274,1610612738,16,9,2025-01-03T00:45:18Z,480000,False,5.0,8.0,1,right,J. Tatum driving Layup (2 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,2.0,,,,,,,,
49,PT07M24.00S,2025-01-03T00:45:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.30946123521682,52.20588235294118,1610612750,18,9,2025-01-03T00:45:37Z,490000,False,-11.0,16.0,1,left,J. Randle driving Layup (8 PTS),[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,,,,8.0,,,,,,,,
50,PT07M16.00S,2025-01-03T00:45:40.7Z,1,REGULAR,3pt,Jump Shot,[],1630573,90.09526938239159,94.85294117647058,1610612738,18,12,2025-01-03T00:45:48Z,500000,False,224.0,41.0,1,right,S. Hauser 3PT pullup (3 PTS) (J. Tatum 3 AST),"[1630573, 1628369]",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,22.79,Made,,,,,,,,,,3.0,,J. Tatum,1628369.0,3.0,,,,
52,PT07M01.00S,2025-01-03T00:45:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.915243101182654,49.50980392156863,1610612750,20,12,2025-01-03T00:46:00Z,520000,False,2.0,13.0,1,left,A. Edwards driving Layup (4 PTS) (M. Conley 2 AST),"[1630162, 201144]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,,,,,,4.0,,M. Conley,201144.0,2.0,,,,
54,PT06M50.00S,2025-01-03T00:46:06.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.36202365308804,54.90196078431373,1610612738,20,15,2025-01-03T00:46:11Z,540000,False,25.0,254.0,1,right,J. Tatum 25' 3PT pullup (5 PTS) (S. Hauser 2 AST),"[1628369, 1630573]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.55,Made,,,,,,,,,,5.0,,S. Hauser,1630573.0,2.0,,,,
56,PT06M34.00S,2025-01-03T00:46:22.6Z,1,REGULAR,3pt,Jump Shot,[],201144,31.35676741130092,35.53921568627451,1610612750,20,15,2025-01-03T00:46:27Z,560000,False,72.0,242.0,1,left,MISS M. Conley 25' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,25.29,Missed,,,,,,,,,,,,,,,,,,
57,PT06M32.00S,2025-01-03T00:46:24.6Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,20,15,2025-01-03T00:46:27Z,570000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,56.0,4.0,2.0,2.0,,,,,,,,,,,,,,
58,PT06M23.00S,2025-01-03T00:46:35.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,31.882391590013142,59.31372549019608,1610612750,23,15,2025-01-03T00:46:39Z,580000,False,-47.0,247.0,1,left,J. McDaniels 25' 3PT  (8 PTS) (J. Randle 2 AST),"[1630183, 203944]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,25.16,Made,,,,,,,,,,8.0,,J. Randle,203944.0,2.0,,,,
60,PT06M09.00S,2025-01-03T00:46:48.0Z,1,REGULAR,3pt,Jump Shot,[],201950,67.88764783180025,44.11764705882353,1610612738,23,15,2025-01-03T00:46:52Z,600000,False,-29.0,249.0,1,right,MISS J. Holiday 25' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
61,PT06M06.00S,2025-01-03T00:46:51.0Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,23,15,2025-01-03T00:46:52Z,610000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT05M56.00S,2025-01-03T00:47:01.0Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,23,15,2025-01-03T00:47:04Z,620000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1628369]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,Tatum,1628369.0,,
63,PT05M56.00S,2025-01-03T00:47:01.0Z,1,REGULAR,steal,,[],1628369,,,1610612738,23,15,2025-01-03T00:47:03Z,630000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT05M53.00S,2025-01-03T00:47:08.2Z,1,REGULAR,substitution,out,[],201144,,,1610612738,23,15,2025-01-03T00:47:36Z,650000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M53.00S,2025-01-03T00:47:08.2Z,1,REGULAR,substitution,out,[],203944,,,1610612738,23,15,2025-01-03T00:47:36Z,660000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M53.00S,2025-01-03T00:47:08.2Z,1,REGULAR,substitution,out,[],201143,,,1610612738,23,15,2025-01-03T00:47:36Z,670000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M53.00S,2025-01-03T00:47:08.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,23,15,2025-01-03T00:47:36Z,680000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M53.00S,2025-01-03T00:47:08.2Z,1,REGULAR,substitution,in,[],1629675,,,1610612738,23,15,2025-01-03T00:47:36Z,690000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M53.00S,2025-01-03T00:47:08.2Z,1,REGULAR,substitution,in,[],1629638,,,1610612738,23,15,2025-01-03T00:47:36Z,700000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M53.00S,2025-01-03T00:47:08.2Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,23,15,2025-01-03T00:47:36Z,710000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M53.00S,2025-01-03T00:47:08.2Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,23,15,2025-01-03T00:47:36Z,720000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M43.00S,2025-01-03T00:47:47.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,67.7562417871222,58.57843137254902,1610612738,23,18,2025-01-03T00:47:54Z,730000,False,43.0,251.0,1,right,P. Pritchard 25' 3PT  (3 PTS) (J. Holiday 1 AST),"[1630202, 201950]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,25.42,Made,,,,,,,,,,3.0,,J. Holiday,201950.0,1.0,,,,
76,PT05M17.00S,2025-01-03T00:48:31.4Z,1,REGULAR,2pt,Jump Shot,[],1630162,5.863994743758213,73.0392156862745,1610612750,23,18,2025-01-03T00:48:36Z,760000,False,-115.0,3.0,1,left,MISS A. Edwards 11' turnaround fadeaway Shot,[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,11.52,Missed,,,,,,,,,,,,,,,,,,
77,PT05M14.00S,2025-01-03T00:48:34.4Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,23,18,2025-01-03T00:48:36Z,770000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M05.00S,2025-01-03T00:48:43.2Z,1,REGULAR,3pt,Jump Shot,[],201950,91.01511169513797,96.07843137254902,1610612738,23,21,2025-01-03T00:48:47Z,780000,False,230.0,32.0,1,right,J. Holiday 3PT  (5 PTS) (L. Kornet 1 AST),"[201950, 1628436]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.26,Made,,,,,,,,,,5.0,,L. Kornet,1628436.0,1.0,,,,
80,PT04M55.00S,2025-01-03T00:48:53.0Z,1,REGULAR,3pt,Jump Shot,[],1629675,33.327858081471746,55.14705882352941,1610612750,26,21,2025-01-03T00:48:57Z,800000,False,-26.0,261.0,1,left,N. Reid 26' 3PT  (3 PTS) (A. Edwards 1 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,26.21,Made,,,,,,,,,,3.0,,A. Edwards,1630162.0,1.0,,,,
82,PT04M37.00S,2025-01-03T00:49:10.6Z,1,REGULAR,3pt,Jump Shot,[],201950,73.40670170827858,18.137254901960784,1610612738,26,24,2025-01-03T00:49:14Z,820000,False,-159.0,197.0,1,right,J. Holiday 25' 3PT  (8 PTS) (P. Pritchard 1 AST),"[201950, 1630202]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.37,Made,,,,,,,,,,8.0,,P. Pritchard,1630202.0,1.0,,,,
84,PT04M14.00S,2025-01-03T00:49:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,18.084756898817346,60.049019607843135,1610612750,26,24,2025-01-03T01:02:00Z,840000,False,-50.0,117.0,1,left,MISS N. Alexander-Walker 12' turnaround fadeaway Shot,[1629638],1610612750.0,MIN,turnaround fadeaway,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,12.78,Missed,,,,,,,,,,,,,,,,,,
85,PT04M12.00S,2025-01-03T00:49:35.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,24,2025-01-03T00:49:38Z,850000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT04M05.00S,2025-01-03T00:49:43.3Z,1,REGULAR,3pt,Jump Shot,[],1630202,76.16622864651774,13.23529411764706,1610612738,26,24,2025-01-03T00:49:47Z,860000,False,-184.0,172.0,1,right,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
87,PT04M02.00S,2025-01-03T00:49:46.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,26,24,2025-01-03T00:49:47Z,870000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,86.0,2.0,2.0,0.0,,,,,,,,,,,,,,
