actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-02T01:11:32.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-02T01:11:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-02T01:11:35.2Z,1,REGULAR,jumpball,recovered,[],1642273,,,1610612764,0,0,2025-02-02T01:11:35Z,40000,False,,,0,,Jump Ball J. Valančiūnas vs. R. Gobert: Tip to K. George,"[1642273, 202685, 203497]",1610612764.0,WAS,startperiod,K. George,1642273.0,George,K. George,Valančiūnas,202685.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-02-02T01:11:48.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,89.22470433639947,38.28125,1610612764,0,0,2025-02-02T01:11:59Z,70000,False,-59.0,49.0,1,right,MISS J. Valančiūnas 7' turnaround fadeaway Shot,[202685],1610612764.0,WAS,turnaround fadeaway,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,7.63,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-02-02T01:11:51.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2025-02-02T01:11:59Z,80000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2025-02-02T01:12:05.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.124835742444152,48.69408700980392,1610612750,2,0,2025-02-02T01:12:11Z,90000,False,7.0,-4.0,1,left,R. Gobert DUNK (2 PTS) (J. McDaniels 1 AST),"[203497, 1630183]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,2.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,
11,PT11M10.00S,2025-02-02T01:12:21.9Z,1,REGULAR,3pt,Jump Shot,[],1641731,69.07030223390277,66.91176470588235,1610612764,2,3,2025-02-02T01:13:58Z,110000,False,85.0,238.0,1,right,B. Coulibaly 25' 3PT pullup (3 PTS),[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,25.28,Made,,,,,3.0,,,,,,,,,,,,,
12,PT10M52.00S,2025-02-02T01:12:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,9.149145860709593,57.59803921568627,1610612750,2,3,2025-02-02T02:17:43Z,120000,False,-38.0,34.0,1,left,MISS N. Reid driving floating Shot,[1629675],1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
13,PT10M50.00S,2025-02-02T01:12:41.3Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,2,3,2025-02-02T02:17:43Z,130000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,12.0,2.0,1.0,1.0,,,,,,,,,,,,,,
14,PT10M50.00S,2025-02-02T01:12:42.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,6.652431011826544,50.73529411764706,1610612750,4,3,2025-02-02T01:12:51Z,140000,False,-4.0,10.0,1,left,R. Gobert putback DUNK (4 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,4.0,,,,,,,,,,,,,
15,PT10M27.00S,2025-02-02T01:13:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,90.62089356110381,52.20588235294118,1610612764,4,3,2025-02-02T01:13:12Z,150000,False,11.0,36.0,1,right,MISS B. Coulibaly driving Layup,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
