actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-18T00:10:32.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-18T00:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M59.00S,2025-03-18T00:10:34.7Z,1,REGULAR,jumpball,recovered,[],1630162,,,1610612750,0,0,2025-03-18T00:10:34Z,40000,False,,,0,,Jump Ball R. Gobert vs. T. Bryant: Tip to A. Edwards,"[1630162, 203497, 1628418]",1610612750.0,MIN,startperiod,A. Edwards,1630162.0,Edwards,A. Edwards,Gobert,203497.0,Bryant,1628418.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-03-18T00:10:53.7Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,0,0,2025-03-18T00:10:57Z,70000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1631097]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,1.0,Mathurin,1631097.0,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-03-18T00:10:53.7Z,1,REGULAR,steal,,[],1631097,,,1610612754,0,0,2025-03-18T00:10:55Z,80000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2025-03-18T00:11:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630167,8.623521681997373,57.107843137254896,1610612754,0,0,2025-03-18T00:12:09Z,100000,False,-36.0,29.0,1,left,MISS O. Toppin driving finger roll Layup,[1630167],1610612754.0,IND,driving finger roll,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,4.56,Missed,,,,,,,,,,,,,,,
11,PT11M29.00S,2025-03-18T00:11:04.1Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,0,0,2025-03-18T00:12:09Z,110000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT11M11.00S,2025-03-18T00:11:22.1Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612750,0,0,2025-03-18T00:11:26Z,120000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1641716]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,1.0,Walker,1641716.0,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2025-03-18T00:11:22.1Z,1,REGULAR,steal,,[],1641716,,,1610612754,0,0,2025-03-18T00:15:51Z,130000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M06.00S,2025-03-18T00:11:27.5Z,1,REGULAR,turnover,out-of-bounds,[],1630167,,,1610612754,0,0,2025-03-18T00:11:32Z,140000,False,,,0,,O. Toppin bad pass out-of-bounds TURNOVER (1 TO),[1630167],1610612754.0,IND,bad pass,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,1630886.0,,,,,,,,,,
15,PT10M53.00S,2025-03-18T00:11:53.8Z,1,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612750,0,0,2025-03-18T00:12:02Z,150000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Gobert 2 FT),"[1641716, 203497]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,1151.0,1.0,0.0,Gobert,203497.0,,,,,,
