actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-06T01:10:54.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-06T01:10:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-02-06T01:10:57.0Z,1,REGULAR,jumpball,recovered,[],1630162,,,1610612750,0,0,2025-02-06T01:10:57Z,40000,False,,,0,,Jump Ball R. Gobert vs. N. Vučević: Tip to A. Edwards,"[1630162, 203497, 202696]",1610612750.0,MIN,startperiod,A. Edwards,1630162.0,Edwards,A. Edwards,Gobert,203497.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-02-06T01:11:13.4Z,1,REGULAR,2pt,Jump Shot,[],1630162,80.89684625492772,25.0,1610612750,0,0,2025-02-06T01:11:24Z,70000,False,-125.0,127.0,1,right,MISS A. Edwards 17' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,17.83,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2025-02-06T01:11:16.4Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,0,0,2025-02-06T01:11:24Z,80000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M36.00S,2025-02-06T01:11:19.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,68.41327201051249,32.35294117647059,1610612750,0,0,2025-02-06T01:11:27Z,90000,False,-88.0,244.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2025-02-06T01:11:21.8Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,0,0,2025-02-06T01:11:21Z,100000,False,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M31.00S,2025-02-06T01:11:22.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,69.07030223390277,32.1078431372549,1610612750,0,0,2025-02-06T01:11:28Z,110000,False,-89.0,238.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
12,PT11M29.00S,2025-02-06T01:11:24.6Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,0,0,2025-02-06T01:11:24Z,120000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M29.00S,2025-02-06T01:11:25.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,94.69448094612353,51.9607843137255,1610612750,0,0,2025-02-06T01:11:32Z,130000,False,10.0,-3.0,1,right,MISS R. Gobert putback Layup,[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
14,PT11M26.00S,2025-02-06T01:11:28.4Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,0,0,2025-02-06T01:11:57Z,140000,False,,,0,,N. Reid REBOUND (Off:2 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,13.0,2.0,0.0,2.0,,,,,,,,,,,,,,
