actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
175,PT12M00.00S,2025-03-15T00:42:19.2Z,2,REGULAR,period,start,[],0,,,1610612750,33,30,2025-03-15T00:42:19Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M50.00S,2025-03-15T00:42:28.4Z,2,REGULAR,turnover,bad pass,[],1629638,,,1610612750,33,30,2025-03-15T00:42:40Z,1740000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1631216]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Houstan,1631216.0,,,,,
177,PT11M50.00S,2025-03-15T00:42:28.4Z,2,REGULAR,steal,,[],1631216,,,1610612753,33,30,2025-03-15T00:42:30Z,1750000,False,,,0,,C. Houstan STEAL (1 STL),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
178,PT11M47.00S,2025-03-15T00:42:33.4Z,2,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612753,33,30,2025-03-15T00:42:42Z,1760000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (Black 2 FT),"[1628978, 1641710]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,2530.0,2.0,0.0,Black,1641710.0,,,,,,,,,,,,,,,
180,PT11M47.00S,2025-03-15T00:42:59.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641710,,,1610612753,33,31,2025-03-15T00:42:59Z,1780000,False,,,0,,A. Black Free Throw 1 of 2 (3 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
181,PT11M47.00S,2025-03-15T00:43:15.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641710,,,1610612753,33,32,2025-03-15T00:43:15Z,1790000,False,,,0,,A. Black Free Throw 2 of 2 (4 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
182,PT11M40.00S,2025-03-15T00:43:28.6Z,2,REGULAR,3pt,Jump Shot,[],203944,5.338370565045992,95.83333333333334,1610612750,36,32,2025-03-15T00:43:33Z,1800000,False,-229.0,-2.0,1,left,J. Randle 3PT  (13 PTS) (D. DiVincenzo 2 AST),"[203944, 1628978]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,,,22.92,Made,,,,,13.0,,,,D. DiVincenzo,1628978.0,2.0,,
184,PT11M16.00S,2025-03-15T00:43:53.0Z,2,REGULAR,turnover,lost ball,[],1628976,,,1610612753,36,32,2025-03-15T00:43:56Z,1820000,False,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),"[1628976, 1629675]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Reid,1629675.0,,,,,
185,PT11M16.00S,2025-03-15T00:43:53.0Z,2,REGULAR,steal,,[],1629675,,,1610612750,36,32,2025-03-15T00:43:54Z,1830000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
186,PT11M07.00S,2025-03-15T00:44:02.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,6.521024967148489,47.05882352941176,1610612750,38,32,2025-03-15T00:44:06Z,1840000,False,15.0,9.0,1,left,N. Alexander-Walker driving Layup (7 PTS),[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,1.71,Made,,,,,7.0,,,,,,,,
188,PT10M54.00S,2025-03-15T00:44:14.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,87.99277266754271,51.71568627450981,1610612753,38,32,2025-03-15T00:45:32Z,1860000,False,9.0,60.0,1,right,MISS A. Black 6' driving Layup,[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.1,Missed,,,,,,,,,,,,,
189,PT10M51.00S,2025-03-15T00:44:17.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,38,32,2025-03-15T00:44:22Z,1870000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,
190,PT10M36.00S,2025-03-15T00:44:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,9.017739816031538,55.88235294117647,1610612750,38,32,2025-03-15T00:44:37Z,1880000,False,-29.0,32.0,1,left,MISS N. Alexander-Walker driving Layup,[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.37,Missed,,,,,,,,,,,,,
191,PT10M35.00S,2025-03-15T00:44:33.1Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,38,32,2025-03-15T00:44:37Z,1890000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,
192,PT10M19.00S,2025-03-15T00:44:49.1Z,2,REGULAR,3pt,Jump Shot,[],203914,88.64980289093299,95.58823529411765,1610612753,38,35,2025-03-15T00:44:54Z,1900000,False,228.0,54.0,1,right,G. Harris 3PT  (3 PTS) (C. Houstan 1 AST),"[203914, 1631216]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,,,,23.43,Made,,,,,3.0,,,,C. Houstan,1631216.0,1.0,,
194,PT09M56.00S,2025-03-15T00:45:12.9Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612750,38,35,2025-03-15T00:45:17Z,1920000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1631216]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Houstan,1631216.0,,,,,
195,PT09M56.00S,2025-03-15T00:45:12.9Z,2,REGULAR,steal,,[],1631216,,,1610612753,38,35,2025-03-15T00:45:15Z,1930000,False,,,0,,C. Houstan STEAL (2 STL),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
196,PT09M43.00S,2025-03-15T00:45:29.7Z,2,REGULAR,foul,personal,[],203944,,,1610612753,38,35,2025-03-15T00:45:40Z,1940000,False,,,0,,J. Randle personal FOUL (1 PF),"[203944, 1628976]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,202056.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,
198,PT09M43.00S,2025-03-15T00:45:39.4Z,2,REGULAR,substitution,out,[],1628978,,,1610612753,38,35,2025-03-15T00:45:57Z,1960000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M43.00S,2025-03-15T00:45:39.4Z,2,REGULAR,substitution,out,[],203944,,,1610612753,38,35,2025-03-15T00:45:57Z,1970000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M43.00S,2025-03-15T00:45:39.4Z,2,REGULAR,substitution,out,[],1641710,,,1610612753,38,35,2025-03-15T00:45:57Z,1980000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M43.00S,2025-03-15T00:45:39.4Z,2,REGULAR,substitution,out,[],1631216,,,1610612753,38,35,2025-03-15T00:45:57Z,1990000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M43.00S,2025-03-15T00:45:39.4Z,2,REGULAR,substitution,in,[],201144,,,1610612753,38,35,2025-03-15T00:45:57Z,2000000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M43.00S,2025-03-15T00:45:39.4Z,2,REGULAR,substitution,in,[],203497,,,1610612753,38,35,2025-03-15T00:45:57Z,2010000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M43.00S,2025-03-15T00:45:39.4Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,38,35,2025-03-15T00:45:57Z,2020000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M43.00S,2025-03-15T00:45:39.4Z,2,REGULAR,substitution,in,[],202709,,,1610612753,38,35,2025-03-15T00:45:57Z,2030000,False,,,0,,SUB in: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M33.00S,2025-03-15T00:46:08.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,67.88764783180025,59.55882352941176,1610612753,38,35,2025-03-15T00:46:13Z,2040000,False,48.0,249.0,1,right,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,25.39,Missed,,,,,,,,,,,,,
207,PT09M31.00S,2025-03-15T00:46:10.8Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,38,35,2025-03-15T00:46:13Z,2050000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,
208,PT09M21.00S,2025-03-15T00:46:21.0Z,2,REGULAR,3pt,Jump Shot,[],1629675,31.35676741130092,28.676470588235293,1610612750,38,35,2025-03-15T00:48:28Z,2060000,False,107.0,242.0,1,left,MISS N. Reid 26' pullup 3PT,[1629675],1610612750.0,MIN,pullup,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,26.47,Missed,,,,,,,,,,,,,
209,PT09M17.00S,2025-03-15T00:46:25.0Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,38,35,2025-03-15T00:46:26Z,2070000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,208.0,2.0,2.0,0.0,,,,,,,,,
210,PT09M12.00S,2025-03-15T00:46:30.9Z,2,REGULAR,turnover,lost ball,[],1630532,,,1610612753,38,35,2025-03-15T00:46:34Z,2080000,False,,,0,,F. Wagner lost ball TURNOVER (3 TO),"[1630532, 1641740]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,3.0,Clark,1641740.0,,,,,
211,PT09M12.00S,2025-03-15T00:46:30.9Z,2,REGULAR,steal,,[],1641740,,,1610612750,38,35,2025-03-15T00:46:49Z,2090000,False,,,0,,J. Clark STEAL (1 STL),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
212,PT09M08.00S,2025-03-15T00:46:34.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641740,8.623521681997373,53.431372549019606,1610612750,40,35,2025-03-15T00:46:41Z,2100000,False,-17.0,29.0,1,left,J. Clark running Layup (2 PTS) (N. Reid 2 AST),"[1641740, 1629675]",1610612750.0,MIN,running,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,,,3.34,Made,,,,,2.0,,,,N. Reid,1629675.0,2.0,,
214,PT08M47.00S,2025-03-15T00:46:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,84.97043363994744,65.44117647058823,1610612753,40,37,2025-03-15T00:46:59Z,2120000,False,77.0,89.0,1,right,P. Banchero 11' turnaround Jump Shot (14 PTS),[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,,,,,,11.77,Made,,,,,14.0,,,,,,,,
216,PT08M33.00S,2025-03-15T00:47:08.8Z,2,REGULAR,3pt,Jump Shot,[],201144,6.521024967148489,4.411764705882353,1610612750,43,37,2025-03-15T00:47:13Z,2140000,False,228.0,9.0,1,left,M. Conley 3PT  (6 PTS) (N. Alexander-Walker 1 AST),"[201144, 1629638]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,,,,,,22.81,Made,,,,,6.0,,,,N. Alexander-Walker,1629638.0,1.0,,
218,PT08M26.00S,2025-03-15T00:47:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202709,91.27792378449409,53.92156862745098,1610612753,43,39,2025-03-15T00:47:27Z,2160000,False,20.0,29.0,1,right,C. Joseph driving Layup (4 PTS),[202709],1610612753.0,ORL,driving,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,,,3.54,Made,,,,,4.0,,,,,,,,
219,PT08M26.00S,2025-03-15T00:47:22.1Z,2,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612753,43,39,2025-03-15T00:47:33Z,2170000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Joseph 1 FT),"[1629675, 202709]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2530.0,2.0,0.0,Joseph,202709.0,,,,,,,,,,,,,,,
221,PT08M26.00S,2025-03-15T00:47:34.8Z,2,REGULAR,substitution,out,[],1629638,,,1610612753,43,39,2025-03-15T00:47:58Z,2190000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M26.00S,2025-03-15T00:47:34.8Z,2,REGULAR,substitution,out,[],203914,,,1610612753,43,39,2025-03-15T00:47:58Z,2200000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M26.00S,2025-03-15T00:47:34.8Z,2,REGULAR,substitution,in,[],1630183,,,1610612753,43,39,2025-03-15T00:47:58Z,2210000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M26.00S,2025-03-15T00:47:34.8Z,2,REGULAR,substitution,in,[],1641783,,,1610612753,43,39,2025-03-15T00:47:58Z,2220000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M26.00S,2025-03-15T00:47:34.8Z,2,REGULAR,substitution,out,[],1641740,,,1610612753,43,39,2025-03-15T00:47:58Z,2230000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M26.00S,2025-03-15T00:47:34.8Z,2,REGULAR,substitution,in,[],1630162,,,1610612753,43,39,2025-03-15T00:47:58Z,2240000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M26.00S,2025-03-15T00:48:06.6Z,2,REGULAR,freethrow,1 of 1,[],202709,,,1610612753,43,39,2025-03-15T00:48:08Z,2250000,False,,,0,,MISS C. Joseph Free Throw 1 of 1,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
228,PT08M24.00S,2025-03-15T00:48:08.6Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,43,39,2025-03-15T00:48:08Z,2260000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,227.0,3.0,3.0,0.0,,,,,,,,,
229,PT08M10.00S,2025-03-15T00:48:21.4Z,2,REGULAR,2pt,Jump Shot,[],1630162,13.222733245729303,31.61764705882353,1610612750,45,39,2025-03-15T00:48:55Z,2270000,False,92.0,72.0,1,left,A. Edwards 11' driving floating bank Jump Shot (9 PTS) (M. Conley 1 AST),"[1630162, 201144]",1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,,,11.66,Made,,,,,9.0,,,,M. Conley,201144.0,1.0,,
231,PT07M48.00S,2025-03-15T00:48:42.8Z,2,REGULAR,3pt,Jump Shot,[],1641783,90.3580814717477,95.83333333333334,1610612753,45,42,2025-03-15T00:48:47Z,2290000,False,229.0,38.0,1,right,T. da Silva 3PT  (5 PTS) (C. Joseph 1 AST),"[1641783, 202709]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Right Corner 3,24+ Right,,,,,,23.23,Made,,,,,5.0,,,,C. Joseph,202709.0,1.0,,
233,PT07M30.00S,2025-03-15T00:49:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,6.783837056504599,57.35294117647059,1610612750,45,42,2025-03-15T01:15:18Z,2310000,False,-37.0,11.0,1,left,MISS M. Conley driving Layup,[201144],1610612750.0,MIN,driving,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,3.85,Missed,,,,,,,,,,,,,
234,PT07M28.00S,2025-03-15T00:49:03.3Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,45,42,2025-03-15T00:49:06Z,2320000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,233.0,1.0,1.0,0.0,,,,,,,,,
235,PT07M24.00S,2025-03-15T00:49:06.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631094,87.46714848883047,37.99019607843137,1610612753,45,42,2025-03-15T00:54:04Z,2330000,False,-60.0,65.0,1,right,MISS P. Banchero 8' driving floating bank Shot,[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,,,,,,8.87,Missed,,,,,,,,,,,,,
236,PT07M22.00S,2025-03-15T00:49:08.9Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,45,42,2025-03-15T00:49:17Z,2340000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,235.0,4.0,4.0,0.0,,,,,,,,,
237,PT07M17.00S,2025-03-15T00:49:14.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203497,5.995400788436268,50.73529411764706,1610612750,47,42,2025-03-15T00:49:29Z,2350000,False,-4.0,4.0,1,left,R. Gobert running DUNK (4 PTS) (J. McDaniels 1 AST),"[203497, 1630183]",1610612750.0,MIN,running,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,0.54,Made,,,,,4.0,,,,J. McDaniels,1630183.0,1.0,,
239,PT07M17.00S,2025-03-15T00:49:20.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,47,42,2025-03-15T00:49:20Z,2370000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M17.00S,2025-03-15T00:50:37.7Z,2,REGULAR,substitution,out,[],1629675,,,1610612753,47,42,2025-03-15T00:52:12Z,2380000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M17.00S,2025-03-15T00:50:37.7Z,2,REGULAR,substitution,in,[],1628978,,,1610612753,47,42,2025-03-15T00:52:12Z,2390000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M59.00S,2025-03-15T00:52:33.0Z,2,REGULAR,3pt,Jump Shot,[],1630532,72.48685939553219,22.30392156862745,1610612753,47,42,2025-03-15T00:52:38Z,2400000,False,-138.0,206.0,1,right,MISS F. Wagner 24' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,24.83,Missed,,,,,,,,,,,,,
244,PT06M55.00S,2025-03-15T00:52:37.0Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,47,42,2025-03-15T00:52:38Z,2410000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,243.0,1.0,1.0,0.0,,,,,,,,,
245,PT06M33.00S,2025-03-15T00:52:58.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,9.017739816031538,60.29411764705882,1610612750,47,42,2025-03-15T00:55:07Z,2420000,False,-51.0,32.0,1,left,MISS D. DiVincenzo 6' driving floating Shot,[1628978],1610612750.0,MIN,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.08,Missed,,,,,,,,,,,,,
246,PT06M31.00S,2025-03-15T00:53:00.8Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,47,42,2025-03-15T00:53:04Z,2430000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,245.0,1.0,1.0,0.0,,,,,,,,,
247,PT06M23.00S,2025-03-15T00:53:08.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,87.86136662286465,41.66666666666667,1610612753,47,42,2025-03-15T00:55:25Z,2440000,False,-42.0,62.0,1,right,MISS F. Wagner 7' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.44,Missed,,,,,,,,,,,,,
248,PT06M20.00S,2025-03-15T00:53:11.5Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,47,42,2025-03-15T00:53:13Z,2450000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:5),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,247.0,5.0,5.0,0.0,,,,,,,,,
249,PT06M17.00S,2025-03-15T00:53:16.8Z,2,REGULAR,foul,personal,['2freethrow'],202709,,,1610612750,47,42,2025-03-15T00:53:32Z,2460000,False,,,0,,C. Joseph shooting personal FOUL (1 PF) (Gobert 2 FT),"[202709, 203497]",1610612753.0,ORL,shooting,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,2530.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
251,PT06M17.00S,2025-03-15T00:53:52.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203497,,,1610612750,48,42,2025-03-15T00:53:52Z,2480000,False,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
252,PT06M17.00S,2025-03-15T00:53:52.9Z,2,REGULAR,substitution,out,[],1630532,,,1610612750,48,42,2025-03-15T00:53:56Z,2490000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M17.00S,2025-03-15T00:53:52.9Z,2,REGULAR,substitution,in,[],1631216,,,1610612750,48,42,2025-03-15T00:53:56Z,2500000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M17.00S,2025-03-15T00:54:15.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203497,,,1610612750,49,42,2025-03-15T00:54:15Z,2510000,False,,,0,,R. Gobert Free Throw 2 of 2 (6 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
255,PT06M04.00S,2025-03-15T00:54:29.5Z,2,REGULAR,3pt,Jump Shot,[],1631216,90.62089356110381,4.901960784313726,1610612753,49,45,2025-03-15T00:54:36Z,2520000,False,-225.0,36.0,1,right,C. Houstan 3PT  (6 PTS) (W. Carter Jr. 1 AST),"[1631216, 1628976]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Left Corner 3,24+ Left,,,,,,22.83,Made,,,,,6.0,,,,W. Carter Jr.,1628976.0,1.0,,
257,PT05M42.00S,2025-03-15T00:54:51.1Z,2,REGULAR,3pt,Jump Shot,[],1628978,30.042706964520367,68.87254901960785,1610612750,49,45,2025-03-15T00:54:56Z,2540000,False,-94.0,230.0,1,left,MISS D. DiVincenzo 24' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,24.85,Missed,,,,,,,,,,,,,
258,PT05M41.00S,2025-03-15T00:54:52.1Z,2,REGULAR,rebound,defensive,[],1641783,,,1610612753,49,45,2025-03-15T00:54:56Z,2550000,False,,,0,,T. da Silva REBOUND (Off:0 Def:2),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,,,,,,257.0,2.0,2.0,0.0,,,,,,,,,
259,PT05M30.00S,2025-03-15T00:55:04.9Z,2,REGULAR,3pt,Jump Shot,[],1631216,91.01511169513797,4.901960784313726,1610612753,49,48,2025-03-15T00:55:09Z,2560000,False,-225.0,32.0,1,right,C. Houstan 3PT  (9 PTS) (C. Joseph 2 AST),"[1631216, 202709]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Left Corner 3,24+ Left,,,,,,22.78,Made,,,,,9.0,,,,C. Joseph,202709.0,2.0,,
