actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-04-13T19:40:45.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-13T19:40:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-04-13T19:40:48.0Z,1,REGULAR,jumpball,recovered,[],1630548,,,1610612762,0,0,2025-04-13T19:40:48Z,40000,False,,,0,,Jump Ball K. Filipowski vs. R. Gobert: Tip to J. Juzang,"[1630548, 1642271, 203497]",1610612762.0,UTA,startperiod,J. Juzang,1630548.0,Juzang,J. Juzang,Filipowski,1642271.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-04-13T19:41:05.9Z,1,REGULAR,3pt,Jump Shot,[],1642271,31.882391590013142,46.81372549019608,1610612762,0,3,2025-04-13T19:41:13Z,70000,False,16.0,247.0,1,left,K. Filipowski 24' 3PT step back (3 PTS) (B. Sensabaugh 1 AST),"[1642271, 1641729]",1610612762.0,UTA,step back,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,24.77,Made,3.0,B. Sensabaugh,1641729.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2025-04-13T19:41:26.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,70.12155059132719,70.83333333333334,1610612750,0,3,2025-04-13T19:41:30Z,90000,False,104.0,228.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
10,PT11M14.00S,2025-04-13T19:41:29.3Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,0,3,2025-04-13T19:41:30Z,100000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT10M54.00S,2025-04-13T19:41:49.4Z,1,REGULAR,3pt,Jump Shot,[],1641718,21.895532194480946,87.5,1610612762,0,3,2025-04-13T19:41:55Z,110000,False,-188.0,153.0,1,left,MISS K. George 24' step back 3PT,[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.22,Missed,,,,,,,,,,,,,,,,,,
12,PT10M50.00S,2025-04-13T19:41:53.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,0,3,2025-04-13T19:41:55Z,120000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M45.00S,2025-04-13T19:41:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,94.03745072273325,49.754901960784316,1610612750,2,3,2025-04-13T19:42:05Z,130000,False,-1.0,4.0,1,right,J. McDaniels driving Layup (2 PTS) (M. Conley 1 AST),"[1630183, 201144]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.37,Made,2.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,
15,PT10M36.00S,2025-04-13T19:42:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630548,6.521024967148489,50.245098039215684,1610612762,2,5,2025-04-13T19:42:12Z,150000,False,-1.0,9.0,1,left,J. Juzang cutting Layup (2 PTS) (B. Sensabaugh 2 AST),"[1630548, 1641729]",1610612762.0,UTA,cutting,,,Juzang,J. Juzang,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,B. Sensabaugh,1641729.0,2.0,,,,,,,,,,,,,,
17,PT10M24.00S,2025-04-13T19:42:20.1Z,1,REGULAR,3pt,Jump Shot,[],201144,68.15045992115637,32.1078431372549,1610612750,2,5,2025-04-13T19:42:57Z,170000,False,-89.0,247.0,1,right,MISS M. Conley 26' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
