actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-29T22:11:56.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-29T22:11:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-03-29T22:11:59.5Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2026-03-29T22:11:59Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. J. Poeltl: Tip to J. Suggs,"[1630591, 1628976, 1627751]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Carter Jr.,1628976.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-03-29T22:12:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.258212877792378,49.754901960784316,1610612753,0,2,2026-03-29T22:12:28Z,80000,False,1.0,6.0,1,left,D. Bane cutting Layup (2 PTS) (W. Carter Jr. 1 AST),"[1630217, 1628976]",1610612753.0,ORL,cutting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,0.64,Made,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,,,,
10,PT11M22.00S,2026-03-29T22:12:44.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,90.88370565045992,1.4705882352941175,1610612761,0,2,2026-03-29T22:12:49Z,100000,False,-243.0,33.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,24.49,Missed,,,,,,,,,,,,,,,,,,
11,PT11M19.00S,2026-03-29T22:12:47.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,0,2,2026-03-29T22:12:49Z,110000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M11.00S,2026-03-29T22:12:55.6Z,1,REGULAR,3pt,Jump Shot,[],1630591,8.886333771353483,95.58823529411765,1610612753,0,2,2026-03-29T22:13:29Z,120000,False,-228.0,31.0,1,left,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,23.0,Missed,,,,,,,,,,,,,,,,,,
13,PT11M08.00S,2026-03-29T22:12:58.6Z,1,REGULAR,rebound,offensive,[],1630217,,,1610612753,0,2,2026-03-29T22:13:29Z,130000,False,,,0,,D. Bane REBOUND (Off:1 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,,,,,,,12.0,2.0,1.0,1.0,,,,,,,,,,
14,PT11M01.00S,2026-03-29T22:13:06.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,5.601182654402102,51.71568627450981,1610612753,0,2,2026-03-29T22:13:12Z,140000,False,-9.0,0.0,1,left,MISS P. Banchero driving finger roll Layup,[1631094],1610612753.0,ORL,driving finger roll,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,,
15,PT11M01.00S,2026-03-29T22:13:06.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,0,2,2026-03-29T22:13:12Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,14.0,,,,,,,,,,,,,
17,PT10M55.00S,2026-03-29T22:13:29.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,5.995400788436268,44.85294117647059,1610612753,0,2,2026-03-29T22:13:36Z,170000,False,26.0,4.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
