actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-02T23:12:16.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-02T23:12:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-11-02T23:12:19.4Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612763,0,0,2025-11-02T23:12:19Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. C. Murray-Boyles: Tip to K. Caldwell-Pope,"[203484, 1628991, 1642867]",1610612763.0,MEM,startperiod,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Jackson Jr.,1628991.0,Murray-Boyles,1642867.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-11-02T23:12:32.5Z,1,REGULAR,turnover,out-of-bounds,[],203484,,,1610612763,0,0,2025-11-02T23:12:43Z,70000,False,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (1 TO),[203484],1610612763.0,MEM,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,1628171.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M29.00S,2025-11-02T23:12:56.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642867,72.09264126149803,23.03921568627451,1610612761,0,0,2025-11-02T23:13:01Z,80000,False,-135.0,210.0,1,right,MISS C. Murray-Boyles 24' 3PT,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Left Center,,,24.94,Missed,,,,,,,,,,,,,,,,
9,PT11M26.00S,2025-11-02T23:12:59.2Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,0,2025-11-02T23:13:01Z,90000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M14.00S,2025-11-02T23:13:11.4Z,1,REGULAR,2pt,Hook,[],1629111,7.30946123521682,30.392156862745097,1610612763,0,0,2025-11-02T23:13:15Z,100000,False,98.0,16.0,1,left,MISS J. Landale 9' turnaround Hook,[1629111],1610612763.0,MEM,turnaround,,,Landale,J. Landale,,,,,Mid-Range,8-16 Right,,,9.93,Missed,,,,,,,,,,,,,,,,
11,PT11M11.00S,2025-11-02T23:13:14.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,0,0,2025-11-02T23:13:15Z,110000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M07.00S,2025-11-02T23:13:18.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,69.07030223390277,74.50980392156863,1610612761,3,0,2025-11-02T23:13:28Z,120000,False,123.0,238.0,1,right,I. Quickley 26' 3PT step back (3 PTS) (R. Barrett 1 AST),"[1630193, 1629628]",1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,26.79,Made,,,,,3.0,R. Barrett,1629628.0,1.0,,,,,,,,
14,PT10M47.00S,2025-11-02T23:13:41.2Z,1,REGULAR,foul,personal,[],1627742,,,1610612763,3,0,2025-11-02T23:13:50Z,140000,False,,,0,,B. Ingram personal FOUL (1 PF),"[1627742, 203484]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,204059.0,,,,,,,,,,,,1.0,0.0,Caldwell-Pope,203484.0,,,,
16,PT10M40.00S,2025-11-02T23:14:04.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.258212877792378,47.05882352941176,1610612763,3,2,2025-11-02T23:57:42Z,160000,False,15.0,6.0,1,left,J. Jackson Jr. driving Layup (2 PTS) (K. Caldwell-Pope 1 AST),"[1628991, 203484]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,1.6,Made,,,,,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,
18,PT10M40.00S,2025-11-02T23:14:07.9Z,1,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612763,3,2,2025-11-02T23:14:16Z,180000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[1630567, 1628991]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1628171.0,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,,
20,PT10M40.00S,2025-11-02T23:14:53.0Z,1,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,3,3,2025-11-02T23:14:53Z,200000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (3 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
21,PT10M27.00S,2025-11-02T23:15:07.1Z,1,REGULAR,3pt,Jump Shot,[],1630567,93.9060446780552,3.6764705882352944,1610612761,6,3,2025-11-02T23:15:11Z,210000,False,-232.0,5.0,1,right,S. Barnes 3PT  (3 PTS) (R. Barrett 2 AST),"[1630567, 1629628]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,23.16,Made,,,,,3.0,R. Barrett,1629628.0,2.0,,,,,,,,
23,PT10M15.00S,2025-11-02T23:15:18.4Z,1,REGULAR,3pt,Jump Shot,[],1642285,33.327858081471746,65.68627450980392,1610612763,6,3,2025-11-02T23:15:23Z,230000,False,-78.0,261.0,1,left,MISS C. Spencer 27' pullup 3PT,[1642285],1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Center,,,27.23,Missed,,,,,,,,,,,,,,,,
24,PT10M12.00S,2025-11-02T23:15:21.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,6,3,2025-11-02T23:15:23Z,240000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,
25,PT10M04.00S,2025-11-02T23:15:29.1Z,1,REGULAR,3pt,Jump Shot,[],1629628,67.49342969776609,59.31372549019608,1610612761,6,3,2025-11-02T23:15:35Z,250000,False,47.0,253.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,25.74,Missed,,,,,,,,,,,,,,,,
26,PT10M01.00S,2025-11-02T23:15:32.4Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612761,6,3,2025-11-02T23:15:32Z,260000,False,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,
