actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
206,PT00M02.10S,2026-01-11T23:41:55.3Z,1,REGULAR,3pt,Jump Shot,[],1642272,23.603810775295663,12.009803921568627,1610612755,22,25,2026-01-12T01:16:35Z,2040000,False,190.0,169.0,1,left,J. McCain 25' 3PT pullup (3 PTS) (Q. Grimes 1 AST),"[1642272, 1629656]",1610612755.0,PHI,pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,,,,25.46,Made,3.0,,,,,Q. Grimes,1629656.0,1.0,,,,,,,
208,PT00M00.30S,2026-01-11T23:42:02.2Z,1,REGULAR,heave,,[],0,,,1610612761,22,25,2026-01-11T23:42:16Z,2060000,False,,,0,,TOR Heave,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Left,,,,76.57,,,,,,,,,,,,,,,,
209,PT00M00.10S,2026-01-11T23:42:02.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,22,25,2026-01-11T23:42:16Z,2070000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,208.0,,,,,,,,,,,,,
210,PT00M00.00S,2026-01-11T23:42:11.7Z,1,REGULAR,period,end,[],0,,,1610612761,22,25,2026-01-11T23:42:11Z,2080000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT12M00.00S,2026-01-11T23:42:20.9Z,2,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,22,25,2026-01-11T23:44:25Z,2090000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT12M00.00S,2026-01-11T23:42:20.9Z,2,REGULAR,substitution,out,['startperiod'],1642918,,,1610612761,22,25,2026-01-11T23:44:25Z,2100000,False,,,0,,SUB out: A. Martin,[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT12M00.00S,2026-01-11T23:42:20.9Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612761,22,25,2026-01-11T23:44:25Z,2110000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT12M00.00S,2026-01-11T23:42:20.9Z,2,REGULAR,substitution,in,['startperiod'],1642419,,,1610612761,22,25,2026-01-11T23:44:25Z,2120000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT12M00.00S,2026-01-11T23:42:20.9Z,2,REGULAR,substitution,in,['startperiod'],1630193,,,1610612761,22,25,2026-01-11T23:44:25Z,2130000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT12M00.00S,2026-01-11T23:42:20.9Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612761,22,25,2026-01-11T23:44:25Z,2140000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT12M00.00S,2026-01-11T23:44:46.9Z,2,REGULAR,period,start,[],0,,,1610612761,22,25,2026-01-11T23:44:46Z,2150000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT11M55.00S,2026-01-11T23:44:51.9Z,2,REGULAR,foul,personal,['2freethrow'],1642845,,,1610612761,22,25,2026-01-11T23:45:01Z,2160000,False,,,0,,V. Edgecombe shooting personal FOUL (2 PF) (Quickley 2 FT),"[1642845, 1630193]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,203591.0,2.0,0.0,Quickley,1630193.0,,
220,PT11M55.00S,2026-01-11T23:45:19.4Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,22,25,2026-01-11T23:45:19Z,2180000,False,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
221,PT11M55.00S,2026-01-11T23:45:19.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,22,25,2026-01-11T23:45:19Z,2190000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,
222,PT11M55.00S,2026-01-11T23:45:39.7Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,23,25,2026-01-11T23:45:39Z,2200000,False,,,0,,I. Quickley Free Throw 2 of 2 (2 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
223,PT11M39.00S,2026-01-11T23:45:56.9Z,2,REGULAR,2pt,Jump Shot,[],1642272,14.14257555847569,30.392156862745097,1610612755,23,25,2026-01-11T23:46:01Z,2210000,False,98.0,80.0,1,left,MISS J. McCain 12' driving floating Shot,[1642272],1610612755.0,PHI,driving floating,,,McCain,J. McCain,,,,,Mid-Range,8-16 Right,,,,12.68,Missed,,,,,,,,,,,,,,,
224,PT11M37.00S,2026-01-11T23:45:58.9Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612755,23,25,2026-01-11T23:46:01Z,2220000,False,,,0,,J. Walker REBOUND (Off:3 Def:2),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,,,,,223.0,5.0,2.0,3.0,,,,,,,,,,
225,PT11M34.00S,2026-01-11T23:46:01.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,7.046649145860711,46.32352941176471,1610612755,23,27,2026-01-11T23:46:06Z,2230000,False,18.0,14.0,1,left,J. Walker driving Layup (5 PTS),[1631133],1610612755.0,PHI,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,2.29,Made,5.0,,,,,,,,,,,,,,
226,PT11M11.00S,2026-01-11T23:46:25.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642419,81.8166885676741,43.38235294117647,1610612761,25,27,2026-01-11T23:46:33Z,2240000,False,-33.0,118.0,1,right,J. Battle 12' Hook (2 PTS) (S. Barnes 1 AST),"[1642419, 1630567]",1610612761.0,TOR,,,,Battle,J. Battle,,,,,In The Paint (Non-RA),8-16 Center,,,,12.29,Made,2.0,,,,,S. Barnes,1630567.0,1.0,,,,,,,
228,PT10M58.00S,2026-01-11T23:46:38.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,6.258212877792378,54.166666666666664,1610612755,25,27,2026-01-11T23:46:45Z,2260000,False,-21.0,6.0,1,left,MISS J. McCain driving Layup,[1642272],1610612755.0,PHI,driving,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,2.17,Missed,,,,,,,,,,,,,,,
229,PT10M58.00S,2026-01-11T23:46:38.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,25,27,2026-01-11T23:46:59Z,2270000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,228.0,,,,,,,,,,,,,
230,PT10M58.00S,2026-01-11T23:46:45.3Z,2,REGULAR,foul,personal,[],1642419,,,1610612755,25,27,2026-01-11T23:47:24Z,2280000,False,,,0,,J. Battle loose ball personal FOUL (1 PF),"[1642419, 203083]",1610612761.0,TOR,loose ball,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627541.0,1.0,0.0,Drummond,203083.0,,
232,PT10M56.00S,2026-01-11T23:47:05.1Z,2,REGULAR,foul,personal,[],1642419,,,1610612755,25,27,2026-01-11T23:47:18Z,2300000,False,,,0,,J. Battle personal FOUL (2 PF),"[1642419, 1629656]",1610612761.0,TOR,,,,Battle,J. Battle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,203591.0,2.0,0.0,Grimes,1629656.0,,
234,PT10M47.00S,2026-01-11T23:47:32.0Z,2,REGULAR,foul,personal,[],1642419,,,1610612755,25,27,2026-01-12T00:21:43Z,2320000,False,,,0,,J. Battle personal FOUL (3 PF),"[1642419, 1642845]",1610612761.0,TOR,,,,Battle,J. Battle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627541.0,3.0,0.0,Edgecombe,1642845.0,,
236,PT10M33.00S,2026-01-11T23:48:03.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1642845,18.478975032851512,13.970588235294118,1610612755,25,27,2026-01-11T23:48:12Z,2340000,False,180.0,121.0,1,left,MISS V. Edgecombe 21' step back Shot,[1642845],1610612755.0,PHI,step back,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Right,,,,21.71,Missed,,,,,,,,,,,,,,,
237,PT10M28.00S,2026-01-11T23:48:08.5Z,2,REGULAR,rebound,offensive,[],1629656,,,1610612755,25,27,2026-01-11T23:48:12Z,2350000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:0),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Right,,,,,,,236.0,1.0,0.0,1.0,,,,,,,,,,
238,PT10M22.00S,2026-01-11T23:48:17.2Z,2,REGULAR,turnover,traveling,[],1631133,,,1610612755,25,27,2026-01-11T23:48:24Z,2360000,False,,,0,,J. Walker traveling TURNOVER (1 TO),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,1627541.0,,,,,,
239,PT10M03.00S,2026-01-11T23:48:45.5Z,2,REGULAR,turnover,out-of-bounds,[],1642867,,,1610612761,25,27,2026-01-11T23:48:53Z,2370000,False,,,0,,C. Murray-Boyles lost ball out-of-bounds TURNOVER (1 TO),[1642867],1610612761.0,TOR,lost ball,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,1627541.0,,,,,,
240,PT09M51.00S,2026-01-11T23:49:04.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,27.414586070959263,21.07843137254902,1610612755,25,27,2026-01-11T23:49:10Z,2380000,False,145.0,205.0,1,left,MISS Q. Grimes 25' pullup 3PT,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,25.1,Missed,,,,,,,,,,,,,,,
241,PT09M48.00S,2026-01-11T23:49:07.4Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612761,25,27,2026-01-11T23:49:10Z,2390000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,,,,240.0,1.0,1.0,0.0,,,,,,,,,,
242,PT09M42.00S,2026-01-11T23:49:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.11760840998686,52.69607843137255,1610612761,27,27,2026-01-11T23:49:18Z,2400000,False,13.0,12.0,1,right,S. Barnes Layup (12 PTS) (I. Quickley 3 AST),"[1630567, 1630193]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,1.82,Made,12.0,,,,,I. Quickley,1630193.0,3.0,,,,,,,
244,PT09M26.00S,2026-01-11T23:49:29.1Z,2,REGULAR,3pt,Jump Shot,[],1631133,6.389618922470433,3.6764705882352944,1610612755,27,27,2026-01-11T23:49:34Z,2420000,False,232.0,8.0,1,left,MISS J. Walker 3PT,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,,23.17,Missed,,,,,,,,,,,,,,,
245,PT09M22.00S,2026-01-11T23:49:33.1Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,27,27,2026-01-11T23:49:34Z,2430000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,,,,,244.0,1.0,1.0,0.0,,,,,,,,,,
246,PT09M18.00S,2026-01-11T23:49:37.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630534,94.69448094612353,50.0,1610612761,29,27,2026-01-11T23:49:46Z,2440000,False,0.0,-3.0,1,right,O. Agbaji running reverse Layup (2 PTS) (S. Barnes 2 AST),"[1630534, 1630567]",1610612761.0,TOR,running reverse,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,0.26,Made,2.0,,,,,S. Barnes,1630567.0,2.0,,,,,,,
248,PT09M00.00S,2026-01-11T23:49:55.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,9.674770039421814,59.55882352941176,1610612755,29,29,2026-01-11T23:50:02Z,2460000,False,-48.0,38.0,1,left,J. McCain 6' finger roll Layup (5 PTS),[1642272],1610612755.0,PHI,finger roll,,,McCain,J. McCain,,,,,In The Paint (Non-RA),0-8 Center,,,,6.13,Made,5.0,,,,,,,,,,,,,,
249,PT08M53.00S,2026-01-11T23:50:01.8Z,2,REGULAR,3pt,Jump Shot,[],1630193,71.96123521681997,17.401960784313726,1610612761,32,29,2026-01-11T23:50:07Z,2470000,False,-163.0,211.0,1,right,I. Quickley 26' 3PT pullup (5 PTS) (S. Barnes 3 AST),"[1630193, 1630567]",1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,26.67,Made,5.0,,,,,S. Barnes,1630567.0,3.0,,,,,,,
251,PT08M35.00S,2026-01-11T23:50:19.6Z,2,REGULAR,3pt,Jump Shot,[],1631133,7.440867279894875,95.83333333333334,1610612755,32,29,2026-01-11T23:50:23Z,2490000,False,-229.0,17.0,1,left,MISS J. Walker 3PT,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,,,,22.99,Missed,,,,,,,,,,,,,,,
252,PT08M32.00S,2026-01-11T23:50:22.6Z,2,REGULAR,rebound,defensive,[],1642867,,,1610612761,32,29,2026-01-11T23:50:23Z,2500000,False,,,0,,C. Murray-Boyles REBOUND (Off:2 Def:5),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Left Corner 3,24+ Left,,,,,,,251.0,7.0,5.0,2.0,,,,,,,,,,
253,PT08M29.00S,2026-01-11T23:50:25.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642419,76.69185282522996,9.558823529411764,1610612761,32,29,2026-01-11T23:50:34Z,2510000,False,-202.0,167.0,1,right,MISS J. Battle 26' running 3PT,[1642419],1610612761.0,TOR,running,,,Battle,J. Battle,,,,,Above the Break 3,24+ Left Center,,,,26.2,Missed,,,,,,,,,,,,,,,
254,PT08M25.00S,2026-01-11T23:50:29.4Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,32,29,2026-01-11T23:50:34Z,2520000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,253.0,2.0,1.0,1.0,,,,,,,,,,
255,PT08M25.00S,2026-01-11T23:50:29.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630567,94.40999984741211,50.0,1610612761,32,29,2026-01-11T23:50:37Z,2530000,False,0.0,0.0,1,right,MISS S. Barnes tip Layup,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
256,PT08M24.00S,2026-01-11T23:50:30.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,32,29,2026-01-11T23:50:37Z,2540000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,255.0,4.0,3.0,1.0,,,,,,,,,,
257,PT08M16.00S,2026-01-11T23:50:38.5Z,2,REGULAR,3pt,Jump Shot,[],203083,31.09395532194481,32.59803921568628,1610612755,32,29,2026-01-11T23:50:42Z,2550000,False,87.0,240.0,1,left,MISS A. Drummond 25' 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,25.51,Missed,,,,,,,,,,,,,,,
258,PT08M14.00S,2026-01-11T23:50:40.5Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612761,32,29,2026-01-11T23:50:42Z,2560000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:2),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,,,,257.0,2.0,2.0,0.0,,,,,,,,,,
260,PT08M08.00S,2026-01-11T23:50:52.5Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612761,32,29,2026-01-11T23:51:02Z,2580000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Barnes 2 FT),"[203083, 1630567]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627541.0,1.0,0.0,Barnes,1630567.0,,
262,PT08M08.00S,2026-01-11T23:51:11.2Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,33,29,2026-01-11T23:51:11Z,2600000,False,,,0,,S. Barnes Free Throw 1 of 2 (13 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
263,PT08M08.00S,2026-01-11T23:51:12.1Z,2,REGULAR,substitution,out,[],1642272,,,1610612761,33,29,2026-01-11T23:51:24Z,2610000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT08M08.00S,2026-01-11T23:51:12.1Z,2,REGULAR,substitution,out,[],1631133,,,1610612761,33,29,2026-01-11T23:51:24Z,2620000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT08M08.00S,2026-01-11T23:51:12.1Z,2,REGULAR,substitution,in,[],1631230,,,1610612761,33,29,2026-01-11T23:51:24Z,2630000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT08M08.00S,2026-01-11T23:51:12.1Z,2,REGULAR,substitution,in,[],1626162,,,1610612761,33,29,2026-01-11T23:51:24Z,2640000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT08M08.00S,2026-01-11T23:51:12.1Z,2,REGULAR,substitution,out,[],1642419,,,1610612761,33,29,2026-01-11T23:51:38Z,2650000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT08M08.00S,2026-01-11T23:51:12.1Z,2,REGULAR,substitution,in,[],1641711,,,1610612761,33,29,2026-01-11T23:51:38Z,2660000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT08M08.00S,2026-01-11T23:51:50.3Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,34,29,2026-01-11T23:51:50Z,2670000,False,,,0,,S. Barnes Free Throw 2 of 2 (14 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
270,PT07M55.00S,2026-01-11T23:52:05.2Z,2,REGULAR,2pt,Jump Shot,[],1642845,26.757555847568987,37.5,1610612755,34,31,2026-01-11T23:52:14Z,2680000,False,62.0,199.0,1,left,V. Edgecombe 20' step back Jump Shot (6 PTS),[1642845],1610612755.0,PHI,step back,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Center,,,,20.86,Made,6.0,,,,,,,,,,,,,,
271,PT07M34.00S,2026-01-11T23:52:25.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,80.76544021024968,58.08823529411765,1610612761,36,31,2026-01-11T23:52:34Z,2690000,False,40.0,128.0,1,right,S. Barnes 13' turnaround fadeaway Jump Shot (16 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,13.45,Made,16.0,,,,,,,,,,,,,,
272,PT07M22.00S,2026-01-11T23:52:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,7.440867279894875,49.50980392156863,1610612755,36,33,2026-01-11T23:52:44Z,2700000,False,2.0,17.0,1,left,Q. Grimes driving finger roll Layup (4 PTS),[1629656],1610612755.0,PHI,driving finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,1.76,Made,4.0,,,,,,,,,,,,,,
273,PT07M17.00S,2026-01-11T23:52:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,92.59198423127464,51.71568627450981,1610612761,38,33,2026-01-11T23:52:52Z,2710000,False,9.0,17.0,1,right,I. Quickley driving Layup (7 PTS) (S. Barnes 4 AST),"[1630193, 1630567]",1610612761.0,TOR,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,1.91,Made,7.0,,,,,S. Barnes,1630567.0,4.0,,,,,,,
275,PT06M57.00S,2026-01-11T23:53:03.1Z,2,REGULAR,turnover,lost ball,[],1629656,,,1610612755,38,33,2026-01-11T23:53:09Z,2730000,False,,,0,,Q. Grimes lost ball TURNOVER (1 TO),"[1629656, 1630193]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Right,1.0,Quickley,1630193.0,,,,,,,,,,,,,,,,,
276,PT06M57.00S,2026-01-11T23:53:03.1Z,2,REGULAR,steal,,[],1630193,,,1610612761,38,33,2026-01-11T23:53:05Z,2740000,False,,,0,,I. Quickley STEAL (2 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
277,PT06M45.00S,2026-01-11T23:53:15.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642867,94.1688567674113,51.9607843137255,1610612761,40,33,2026-01-12T01:39:56Z,2750000,False,10.0,2.0,1,right,C. Murray-Boyles Layup (4 PTS) (S. Barnes 5 AST),"[1642867, 1630567]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,1.01,Made,4.0,,,,,S. Barnes,1630567.0,5.0,,,,,,,
279,PT06M45.00S,2026-01-11T23:53:19.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,40,33,2026-01-11T23:53:19Z,2770000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M45.00S,2026-01-11T23:53:20.8Z,2,REGULAR,substitution,out,[],1630567,,,1610612755,40,33,2026-01-11T23:56:19Z,2780000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M45.00S,2026-01-11T23:53:20.8Z,2,REGULAR,substitution,out,[],1629656,,,1610612755,40,33,2026-01-11T23:56:19Z,2790000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT06M45.00S,2026-01-11T23:53:20.8Z,2,REGULAR,substitution,out,[],203083,,,1610612755,40,33,2026-01-11T23:56:19Z,2800000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT06M45.00S,2026-01-11T23:53:20.8Z,2,REGULAR,substitution,in,[],1630572,,,1610612755,40,33,2026-01-11T23:56:19Z,2810000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT06M45.00S,2026-01-11T23:53:20.8Z,2,REGULAR,substitution,in,[],1641737,,,1610612755,40,33,2026-01-11T23:56:19Z,2820000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT06M45.00S,2026-01-11T23:53:20.8Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,40,33,2026-01-11T23:56:19Z,2830000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT06M45.00S,2026-01-11T23:53:20.8Z,2,REGULAR,substitution,out,[],1630193,,,1610612755,40,33,2026-01-11T23:57:16Z,2835000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT06M45.00S,2026-01-11T23:53:20.8Z,2,REGULAR,substitution,in,[],1642347,,,1610612755,40,33,2026-01-11T23:57:16Z,2837500,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT06M31.00S,2026-01-11T23:56:38.7Z,2,REGULAR,3pt,Jump Shot,[],1642845,29.6484888304862,74.75490196078431,1610612755,40,33,2026-01-11T23:56:45Z,2840000,False,-124.0,226.0,1,left,MISS V. Edgecombe 25' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,25.79,Missed,,,,,,,,,,,,,,,
287,PT06M27.00S,2026-01-11T23:56:42.7Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612761,40,33,2026-01-11T23:56:45Z,2850000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:3),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,,,286.0,3.0,3.0,0.0,,,,,,,,,,
288,PT06M18.00S,2026-01-11T23:56:51.8Z,2,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612761,40,33,2026-01-11T23:57:17Z,2860000,False,,,0,,T. Maxey shooting personal FOUL (2 PF) (Shead 2 FT),"[1630178, 1642347]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627541.0,2.0,0.0,Shead,1642347.0,,
