actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
34,PT08M32.00S,2026-01-13T00:47:06.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,89.56964520367937,21.568627450980394,1610612761,13,10,2026-01-13T00:47:12Z,340000,False,-142.0,46.0,1,right,B. Ingram 14' pullup Jump Shot (6 PTS) (J. Shead 2 AST),"[1627742, 1642347]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,14.93,Made,6.0,,,,,,,,,,J. Shead,1642347.0,2.0,,,,,
36,PT08M18.00S,2026-01-13T00:47:20.3Z,1,REGULAR,3pt,Jump Shot,[],203954,33.327858081471746,51.9607843137255,1610612755,13,13,2026-01-13T00:50:17Z,360000,False,-10.0,261.0,1,left,J. Embiid 26' 3PT  (3 PTS) (P. George 2 AST),"[203954, 202331]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,26.1,Made,3.0,,,,,,,,,,P. George,202331.0,2.0,,,,,
38,PT08M01.00S,2026-01-13T00:47:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,89.04402102496715,59.80392156862745,1610612761,13,13,2026-01-13T00:47:42Z,380000,False,49.0,50.0,1,right,MISS S. Barnes 7' driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.04,Missed,,,,,,,,,,,,,,,,,,
39,PT07M59.00S,2026-01-13T00:47:39.9Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,13,13,2026-01-13T00:47:42Z,390000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,
40,PT07M53.00S,2026-01-13T00:47:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202331,12.434296977660972,43.38235294117647,1610612755,13,13,2026-01-13T00:47:54Z,400000,False,33.0,64.0,1,left,MISS P. George 7' running Layup,[202331],1610612755.0,PHI,running,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,,
41,PT07M53.00S,2026-01-13T00:47:49.0Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,13,13,2026-01-13T00:47:49Z,410000,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,40.0,1.0,0.0,1.0,,,,,,,,
42,PT07M53.00S,2026-01-13T00:47:52.5Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612755,13,13,2026-01-13T00:47:59Z,420000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Embiid 2 FT),"[1627742, 203954]",1610612761.0,TOR,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,1628485.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,
44,PT07M53.00S,2026-01-13T00:48:28.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,13,14,2026-01-13T00:48:28Z,440000,False,,,0,,J. Embiid Free Throw 1 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
45,PT07M53.00S,2026-01-13T00:48:29.1Z,1,REGULAR,substitution,out,[],1642347,,,1610612755,13,14,2026-01-13T00:48:33Z,450000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M53.00S,2026-01-13T00:48:29.1Z,1,REGULAR,substitution,in,[],1642918,,,1610612755,13,14,2026-01-13T00:48:33Z,460000,False,,,0,,SUB in: A. Martin,[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M53.00S,2026-01-13T00:48:59.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,13,15,2026-01-13T00:48:59Z,470000,False,,,0,,J. Embiid Free Throw 2 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
48,PT07M38.00S,2026-01-13T00:49:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,94.82588699080158,50.49019607843137,1610612761,15,15,2026-01-13T00:53:56Z,480000,False,2.0,-4.0,1,right,C. Murray-Boyles driving Layup (2 PTS) (B. Ingram 2 AST),"[1642867, 1627742]",1610612761.0,TOR,driving,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,0.46,Made,2.0,,,,,,,,,,B. Ingram,1627742.0,2.0,,,,,
50,PT07M29.00S,2026-01-13T00:49:24.6Z,1,REGULAR,turnover,out-of-bounds,[],202331,,,1610612755,15,15,2026-01-13T00:49:29Z,500000,False,,,0,,P. George bad pass out-of-bounds TURNOVER (1 TO),[202331],1610612755.0,PHI,bad pass,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,1628485.0,,,,,,,,,,,,1.0,,,,
51,PT07M21.00S,2026-01-13T00:49:40.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642867,94.69448094612353,49.754901960784316,1610612761,17,15,2026-01-13T00:49:43Z,510000,False,-1.0,-3.0,1,right,C. Murray-Boyles cutting DUNK (4 PTS) (S. Barnes 1 AST),"[1642867, 1630567]",1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,0.29,Made,4.0,,,,,,,,,,S. Barnes,1630567.0,1.0,,,,,
53,PT06M54.00S,2026-01-13T00:50:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,16.113666228646515,57.84313725490197,1610612755,17,17,2026-01-13T00:50:11Z,530000,False,-39.0,99.0,1,left,J. Embiid 10' Jump Shot (7 PTS) (V. Edgecombe 2 AST),"[203954, 1642845]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,10.65,Made,7.0,,,,,,,,,,V. Edgecombe,1642845.0,2.0,,,,,
56,PT06M50.00S,2026-01-13T00:50:16.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,17,17,2026-01-13T00:50:16Z,560000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M50.00S,2026-01-13T00:52:03.3Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,17,17,2026-01-13T00:53:04Z,570000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M50.00S,2026-01-13T00:52:03.3Z,1,REGULAR,substitution,out,[],202331,,,1610612761,17,17,2026-01-13T00:53:04Z,580000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2026-01-13T00:52:03.3Z,1,REGULAR,substitution,in,[],1630572,,,1610612761,17,17,2026-01-13T00:53:04Z,590000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M50.00S,2026-01-13T00:52:03.3Z,1,REGULAR,substitution,in,[],1626162,,,1610612761,17,17,2026-01-13T00:53:04Z,600000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M27.00S,2026-01-13T00:53:49.3Z,1,REGULAR,2pt,Jump Shot,[],1627742,78.40013140604468,72.79411764705883,1610612761,17,17,2026-01-13T00:53:53Z,610000,False,114.0,151.0,1,right,MISS B. Ingram 18' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,18.88,Missed,,,,,,,,,,,,,,,,,,
62,PT06M25.00S,2026-01-13T00:53:51.3Z,1,REGULAR,rebound,offensive,[],1627742,,,1610612761,17,17,2026-01-13T00:53:53Z,620000,False,,,0,,B. Ingram REBOUND (Off:2 Def:0),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,,,,,,61.0,2.0,0.0,2.0,,,,,,,,
63,PT06M23.00S,2026-01-13T00:53:56.3Z,1,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612761,17,17,2026-01-13T00:54:03Z,630000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Ingram 2 FT),"[1631230, 1627742]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Right,,,,203592.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,,,,
65,PT06M23.00S,2026-01-13T00:54:21.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627742,,,1610612761,18,17,2026-01-13T00:54:21Z,650000,False,,,0,,B. Ingram Free Throw 1 of 2 (7 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
66,PT06M23.00S,2026-01-13T00:54:36.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627742,,,1610612761,19,17,2026-01-13T00:54:36Z,660000,False,,,0,,B. Ingram Free Throw 2 of 2 (8 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
67,PT06M06.00S,2026-01-13T00:54:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631230,8.229303547963205,58.333333333333336,1610612755,19,19,2026-01-13T00:54:58Z,670000,False,-42.0,25.0,1,left,D. Barlow pullup Jump Shot (2 PTS) (J. Embiid 2 AST),"[1631230, 203954]",1610612755.0,PHI,pullup,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,4.86,Made,2.0,,,,,,,,,,J. Embiid,203954.0,2.0,,,,,
68,PT05M45.00S,2026-01-13T00:55:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,95.0886990801577,49.01960784313725,1610612761,19,19,2026-01-13T00:55:20Z,680000,False,-5.0,-6.0,1,right,MISS C. Murray-Boyles driving Layup,[1642867],1610612761.0,TOR,driving,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,,,,,,,,
69,PT05M43.00S,2026-01-13T00:55:17.7Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,19,19,2026-01-13T00:55:20Z,690000,False,,,0,,D. Barlow REBOUND (Off:0 Def:2),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,
70,PT05M36.00S,2026-01-13T00:55:24.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,36.87582128777924,62.99019607843137,1610612755,19,19,2026-01-13T00:55:28Z,700000,False,-65.0,294.0,1,left,MISS T. Maxey 30' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,30.12,Missed,,,,,,,,,,,,,,,,,,
71,PT05M33.00S,2026-01-13T00:55:27.0Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,19,19,2026-01-13T00:55:28Z,710000,False,,,0,,B. Ingram REBOUND (Off:2 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,,,70.0,3.0,1.0,2.0,,,,,,,,
72,PT05M23.00S,2026-01-13T00:55:36.2Z,1,REGULAR,3pt,Jump Shot,[],1630193,64.86530880420499,37.5,1610612761,19,19,2026-01-13T00:57:52Z,720000,False,-62.0,278.0,1,right,MISS I. Quickley 28' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,28.47,Missed,,,,,,,,,,,,,,,,,,
73,PT05M20.00S,2026-01-13T00:55:39.2Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,19,19,2026-01-13T00:55:41Z,730000,False,,,0,,D. Barlow REBOUND (Off:0 Def:3),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Center,,,,,,,,,72.0,3.0,3.0,0.0,,,,,,,,
74,PT05M12.00S,2026-01-13T00:55:51.1Z,1,REGULAR,foul,personal,['2freethrow'],1642918,,,1610612755,19,19,2026-01-13T00:56:03Z,740000,False,,,0,,A. Martin shooting personal FOUL (1 PF) (Maxey 2 FT),"[1642918, 1630178]",1610612761.0,TOR,shooting,,,Martin,A. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,203592.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
76,PT05M12.00S,2026-01-13T00:56:15.3Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,19,20,2026-01-13T00:56:15Z,760000,False,,,0,,T. Maxey Free Throw 1 of 2 (3 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
77,PT05M12.00S,2026-01-13T00:56:16.0Z,1,REGULAR,substitution,out,[],1642845,,,1610612755,19,20,2026-01-13T00:56:18Z,770000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M12.00S,2026-01-13T00:56:16.0Z,1,REGULAR,substitution,in,[],1629656,,,1610612755,19,20,2026-01-13T00:56:18Z,780000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M12.00S,2026-01-13T00:56:32.6Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,19,21,2026-01-13T00:56:32Z,790000,False,,,0,,T. Maxey Free Throw 2 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
81,PT05M02.00S,2026-01-13T00:56:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,80.3712220762155,49.754901960784316,1610612761,19,21,2026-01-13T00:56:51Z,800000,False,-1.0,132.0,1,right,MISS I. Quickley 13' step back Shot,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,13.2,Missed,,,,,,,,,,,,,,,,,,
82,PT04M58.00S,2026-01-13T00:56:49.9Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,19,21,2026-01-13T00:56:51Z,810000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,
83,PT04M50.00S,2026-01-13T00:56:57.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,31.488173455978973,72.30392156862744,1610612755,19,24,2026-01-13T00:57:01Z,820000,False,-112.0,243.0,1,left,T. Maxey 26' 3PT pullup (7 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.78,Made,7.0,,,,,,,,,,,,,,,,,
84,PT04M38.00S,2026-01-13T00:57:10.5Z,1,REGULAR,foul,personal,[],1631230,,,1610612761,19,24,2026-01-13T00:57:23Z,830000,False,,,0,,D. Barlow personal FOUL (2 PF),"[1631230, 1642867]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,2.0,0.0,Murray-Boyles,1642867.0,,,,,,,,,,,,
86,PT04M38.00S,2026-01-13T00:57:22.9Z,1,REGULAR,substitution,out,[],203954,,,1610612761,19,24,2026-01-13T00:57:30Z,850000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M38.00S,2026-01-13T00:57:22.9Z,1,REGULAR,substitution,out,[],1631230,,,1610612761,19,24,2026-01-13T00:57:30Z,860000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M38.00S,2026-01-13T00:57:22.9Z,1,REGULAR,substitution,in,[],1641737,,,1610612761,19,24,2026-01-13T00:57:30Z,870000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M38.00S,2026-01-13T00:57:22.9Z,1,REGULAR,substitution,in,[],202331,,,1610612761,19,24,2026-01-13T00:57:30Z,880000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M35.00S,2026-01-13T00:57:47.8Z,1,REGULAR,foul,personal,[],1629656,,,1610612761,19,24,2026-01-13T00:57:54Z,890000,False,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 1630193]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,,,,
