actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
263,PT06M31.00S,2026-03-14T00:28:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,90.48948751642575,47.549019607843135,1610612761,43,44,2026-03-14T00:53:43Z,2580000,False,-12.0,37.0,1,right,MISS J. Poeltl cutting Layup,[1627751],1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,,
264,PT06M29.00S,2026-03-14T00:28:16.2Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,43,44,2026-03-14T00:28:16Z,2590000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,263.0,1.0,1.0,0.0,,,,,,,,
265,PT06M24.00S,2026-03-14T00:28:21.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,30.699737187910642,73.2843137254902,1610612756,43,47,2026-03-14T00:28:30Z,2600000,False,-116.0,236.0,1,left,D. Booker 26' 3PT running pullup (11 PTS),[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,26.32,Made,11.0,,,,,,,,,,,,,,,,,
266,PT06M06.00S,2026-03-14T00:28:38.9Z,2,REGULAR,3pt,Jump Shot,[],1642347,77.7431011826544,6.61764705882353,1610612761,46,47,2026-03-14T00:28:43Z,2610000,False,-217.0,157.0,1,right,J. Shead 26' 3PT  (6 PTS) (J. Poeltl 1 AST),"[1642347, 1627751]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,26.76,Made,6.0,,,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,
268,PT05M55.00S,2026-03-14T00:28:51.4Z,2,REGULAR,3pt,Jump Shot,[],1626164,30.962549277266753,74.01960784313727,1610612756,46,50,2026-03-14T00:29:02Z,2630000,False,-120.0,239.0,1,left,D. Booker 26' 3PT pullup (14 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,26.7,Made,14.0,,,,,,,,,,,,,,,,,
269,PT05M55.00S,2026-03-14T00:28:56.1Z,2,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612756,46,50,2026-03-14T00:29:19Z,2640000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Booker 1 FT),"[1627751, 1626164]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,1626300.0,,,,,,,,,,,3.0,0.0,Booker,1626164.0,,
271,PT05M55.00S,2026-03-14T00:29:07.9Z,2,REGULAR,substitution,out,[],1627751,,,1610612756,46,50,2026-03-14T00:29:51Z,2660000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M55.00S,2026-03-14T00:29:07.9Z,2,REGULAR,substitution,in,[],1630567,,,1610612756,46,50,2026-03-14T00:29:51Z,2670000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M55.00S,2026-03-14T00:29:33.1Z,2,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,46,51,2026-03-14T00:29:33Z,2680000,False,,,0,,D. Booker Free Throw 1 of 1 (15 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
274,PT05M41.00S,2026-03-14T00:29:48.2Z,2,REGULAR,3pt,Jump Shot,[],1642266,88.78120893561103,3.9215686274509802,1610612761,46,51,2026-03-14T00:29:53Z,2690000,False,-230.0,53.0,1,right,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,23.64,Missed,,,,,,,,,,,,,,,,,,
275,PT05M38.00S,2026-03-14T00:29:51.2Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,46,51,2026-03-14T00:29:53Z,2700000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:4),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Left Corner 3,24+ Left,,,,,,,,,274.0,4.0,4.0,0.0,,,,,,,,
276,PT05M29.00S,2026-03-14T00:30:00.4Z,2,REGULAR,3pt,Jump Shot,[],1630224,24.26084099868594,86.02941176470588,1610612756,46,54,2026-03-14T00:30:05Z,2710000,False,-180.0,176.0,1,left,J. Green 25' 3PT  (19 PTS) (H. Highsmith 2 AST),"[1630224, 1629312]",1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.15,Made,19.0,,,H. Highsmith,1629312.0,2.0,,,,,,,,,,,,
278,PT05M08.00S,2026-03-14T00:30:23.4Z,2,REGULAR,foul,personal,[],1642345,,,1610612761,46,54,2026-03-14T00:30:33Z,2730000,False,,,0,,O. Ighodaro personal FOUL (2 PF),"[1642345, 1630193]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Center,,,,1627963.0,,,,,,,,,,,2.0,0.0,Quickley,1630193.0,,
280,PT05M03.00S,2026-03-14T00:30:49.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,82.21090670170827,52.94117647058824,1610612761,46,54,2026-03-14T00:30:56Z,2750000,False,15.0,115.0,1,right,MISS B. Ingram 11' turnaround Shot,[1627742],1610612761.0,TOR,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,11.56,Missed,,,,,,,,,,,,,,,,,,
281,PT05M00.00S,2026-03-14T00:30:52.7Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,46,54,2026-03-14T00:30:56Z,2760000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:5),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,280.0,5.0,5.0,0.0,,,,,,,,
282,PT04M39.00S,2026-03-14T00:31:13.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,6.521024967148489,42.15686274509804,1610612756,46,56,2026-03-14T00:54:23Z,2770000,False,39.0,9.0,1,left,D. Booker driving floating bank Jump Shot (17 PTS),[1626164],1610612756.0,PHX,driving floating bank,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,4.02,Made,17.0,,,,,,,,,,,,,,,,,
283,PT04M39.00S,2026-03-14T00:31:25.4Z,2,REGULAR,foul,technical,['1freethrow'],1626164,,,1610612761,46,56,2026-03-14T00:31:49Z,2780000,False,,,0,,D. Booker technical FOUL (1 Tech),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,1626300.0,,,,,,,,,,,0.0,1.0,,,,
285,PT04M39.00S,2026-03-14T00:32:50.3Z,2,REGULAR,freethrow,1 of 1,[],1627742,,,1610612761,47,56,2026-03-14T00:32:50Z,2800000,False,,,0,,B. Ingram technical Free Throw 1 of 1 (7 PTS),[1627742],1610612761.0,TOR,technical,,,Ingram,B. Ingram,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
286,PT04M15.00S,2026-03-14T00:33:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642347,85.10183968462549,37.00980392156863,1610612761,47,56,2026-03-14T00:33:42Z,2810000,False,-65.0,88.0,1,right,MISS J. Shead 10' fadeaway Shot,[1642347],1610612761.0,TOR,fadeaway,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Left,10.9,Missed,,,,,,,,,,,,,,,,,,
287,PT04M14.00S,2026-03-14T00:33:32.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,47,56,2026-03-14T00:33:42Z,2820000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,286.0,,,,,,,,,,,
288,PT04M14.00S,2026-03-14T00:33:35.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,47,56,2026-03-14T00:33:57Z,2830000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,1626300.0,,,,,,,,,,,,,,,,
289,PT04M06.00S,2026-03-14T00:33:56.3Z,2,REGULAR,foul,personal,[],1642266,,,1610612756,47,56,2026-03-14T00:34:03Z,2840000,False,,,0,,J. Walter personal FOUL (3 PF),"[1642266, 1630224]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Center,,,,204059.0,,,,,,,,,,,3.0,0.0,Green,1630224.0,,
291,PT04M06.00S,2026-03-14T00:34:16.9Z,2,REGULAR,substitution,out,[],1642347,,,1610612756,47,56,2026-03-14T00:34:19Z,2860000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M06.00S,2026-03-14T00:34:16.9Z,2,REGULAR,substitution,in,[],1629628,,,1610612756,47,56,2026-03-14T00:34:19Z,2870000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M00.00S,2026-03-14T00:34:24.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642345,5.601182654402102,50.0,1610612756,47,58,2026-03-14T00:34:28Z,2880000,False,0.0,0.0,1,left,O. Ighodaro driving DUNK (2 PTS),[1642345],1610612756.0,PHX,driving,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,0.02,Made,2.0,,,,,,,,,,,,,,,,,
294,PT03M50.00S,2026-03-14T00:34:34.4Z,2,REGULAR,3pt,Jump Shot,[],1629628,93.64323258869908,98.0392156862745,1610612761,47,58,2026-03-14T00:34:41Z,2890000,False,240.0,7.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,24.03,Missed,,,,,,,,,,,,,,,,,,
295,PT03M45.00S,2026-03-14T00:34:39.4Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612756,47,58,2026-03-14T00:38:15Z,2900000,False,,,0,,J. Green REBOUND (Off:0 Def:5),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,,,294.0,5.0,5.0,0.0,,,,,,,,
296,PT03M41.00S,2026-03-14T00:34:43.3Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,47,58,2026-03-14T00:34:49Z,2910000,False,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1627742]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,,,,,2.0,,,,,,,,,,,,,,Ingram,1627742.0
297,PT03M41.00S,2026-03-14T00:34:43.3Z,2,REGULAR,steal,,[],1627742,,,1610612761,47,58,2026-03-14T00:34:45Z,2920000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
298,PT03M36.00S,2026-03-14T00:34:48.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,93.24901445466492,51.470588235294116,1610612761,47,58,2026-03-14T00:34:55Z,2930000,False,7.0,11.0,1,right,MISS S. Barnes running reverse Layup,[1630567],1610612761.0,TOR,running reverse,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,,
299,PT03M34.00S,2026-03-14T00:34:50.3Z,2,REGULAR,rebound,offensive,[],1642266,,,1610612761,47,58,2026-03-14T00:34:50Z,2940000,False,,,0,,J. Walter REBOUND (Off:2 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,,,,,,298.0,3.0,1.0,2.0,,,,,,,,
300,PT03M20.00S,2026-03-14T00:35:04.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627742,68.15045992115637,63.970588235294116,1610612761,50,58,2026-03-14T00:37:20Z,2950000,False,70.0,247.0,1,right,B. Ingram 25' 3PT floating (10 PTS),[1627742],1610612761.0,TOR,floating,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,25.66,Made,10.0,,,,,,,,,,,,,,,,,
301,PT03M08.00S,2026-03-14T00:35:16.7Z,2,REGULAR,3pt,Jump Shot,[],1630224,30.17411300919842,73.2843137254902,1610612756,50,58,2026-03-14T00:35:22Z,2960000,False,-116.0,231.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
302,PT03M05.00S,2026-03-14T00:35:19.7Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,50,58,2026-03-14T00:35:22Z,2970000,False,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,301.0,4.0,4.0,0.0,,,,,,,,
303,PT02M53.00S,2026-03-14T00:35:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,94.03745072273325,51.470588235294116,1610612761,52,58,2026-03-14T00:35:37Z,2980000,False,7.0,4.0,1,right,B. Ingram driving finger roll Layup (12 PTS),[1627742],1610612761.0,TOR,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,0.82,Made,12.0,,,,,,,,,,,,,,,,,
304,PT02M32.00S,2026-03-14T00:35:51.7Z,2,REGULAR,2pt,Jump Shot,[],1626164,19.92444152431012,75.98039215686273,1610612756,52,58,2026-03-14T00:35:57Z,2990000,False,-130.0,135.0,1,left,MISS D. Booker 18' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,18.72,Missed,,,,,,,,,,,,,,,,,,
305,PT02M30.00S,2026-03-14T00:35:53.7Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,52,58,2026-03-14T00:35:57Z,3000000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,304.0,2.0,2.0,0.0,,,,,,,,
306,PT02M25.00S,2026-03-14T00:35:59.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630567,94.69448094612353,49.50980392156863,1610612761,54,58,2026-03-14T00:39:38Z,3010000,False,-2.0,-3.0,1,right,S. Barnes running DUNK (8 PTS),[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.36,Made,8.0,,,,,,,,,,,,,,,,,
307,PT02M25.00S,2026-03-14T00:36:09.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612756,54,58,2026-03-14T00:36:09Z,3020000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M25.00S,2026-03-14T00:37:21.3Z,2,REGULAR,substitution,out,[],1630193,,,1610612756,54,58,2026-03-14T00:37:54Z,3040000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M25.00S,2026-03-14T00:37:21.3Z,2,REGULAR,substitution,out,[],1630224,,,1610612756,54,58,2026-03-14T00:37:54Z,3050000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M25.00S,2026-03-14T00:37:21.3Z,2,REGULAR,substitution,out,[],1629312,,,1610612756,54,58,2026-03-14T00:37:54Z,3060000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612756.0,PHX,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M25.00S,2026-03-14T00:37:21.3Z,2,REGULAR,substitution,in,[],1642347,,,1610612756,54,58,2026-03-14T00:37:54Z,3070000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M25.00S,2026-03-14T00:37:21.3Z,2,REGULAR,substitution,in,[],1628960,,,1610612756,54,58,2026-03-14T00:37:54Z,3080000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M25.00S,2026-03-14T00:37:21.3Z,2,REGULAR,substitution,in,[],1630692,,,1610612756,54,58,2026-03-14T00:37:54Z,3090000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M17.00S,2026-03-14T00:38:04.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642266,,,1610612756,54,58,2026-03-14T00:38:18Z,3100000,False,,,0,,J. Walter personal FOUL (4 PF) (Ighodaro 2 FT),"[1642266, 1642345]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,,,,1627963.0,,,,,,,,,,,4.0,0.0,Ighodaro,1642345.0,,
317,PT02M17.00S,2026-03-14T00:38:36.9Z,2,REGULAR,freethrow,1 of 2,[],1642345,,,1610612756,54,59,2026-03-14T00:39:57Z,3120000,False,,,0,,O. Ighodaro Free Throw 1 of 2 (3 PTS),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
318,PT02M17.00S,2026-03-14T00:38:37.6Z,2,REGULAR,substitution,out,[],1642266,,,1610612756,54,59,2026-03-14T00:38:40Z,3130000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M17.00S,2026-03-14T00:38:37.6Z,2,REGULAR,substitution,in,[],1630193,,,1610612756,54,59,2026-03-14T00:38:40Z,3140000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M17.00S,2026-03-14T00:38:36.9Z,2,REGULAR,freethrow,2 of 2,[],1642345,,,1610612756,54,59,2026-03-14T00:39:57Z,3150000,False,,,0,,MISS O. Ighodaro Free Throw 2 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
321,PT02M17.00S,2026-03-14T00:38:36.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,54,59,2026-03-14T00:39:57Z,3160000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,
322,PT02M04.00S,2026-03-14T00:39:23.3Z,2,REGULAR,foul,personal,['2freethrow'],1642345,,,1610612761,54,59,2026-03-14T00:39:30Z,3170000,False,,,0,,O. Ighodaro shooting personal FOUL (3 PF) (Ingram 2 FT),"[1642345, 1627742]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,204059.0,,,,,,,,,,,3.0,0.0,Ingram,1627742.0,,
324,PT02M04.00S,2026-03-14T00:39:47.4Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,55,59,2026-03-14T00:39:47Z,3190000,False,,,0,,B. Ingram Free Throw 1 of 2 (13 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
325,PT02M04.00S,2026-03-14T00:39:48.2Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,55,59,2026-03-14T00:39:53Z,3200000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M04.00S,2026-03-14T00:39:48.2Z,2,REGULAR,substitution,in,[],1630572,,,1610612761,55,59,2026-03-14T00:39:53Z,3210000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M04.00S,2026-03-14T00:40:04.2Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,56,59,2026-03-14T00:40:04Z,3220000,False,,,0,,B. Ingram Free Throw 2 of 2 (14 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
328,PT01M56.00S,2026-03-14T00:40:16.3Z,2,REGULAR,3pt,Jump Shot,[],1626164,34.90473061760841,19.852941176470587,1610612756,56,59,2026-03-14T00:55:20Z,3230000,False,151.0,276.0,1,left,MISS D. Booker 31' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,31.41,Missed,,,,,,,,,,,,,,,,,,
329,PT01M50.00S,2026-03-14T00:40:22.3Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,56,59,2026-03-14T00:40:23Z,3240000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:4),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,,,,,,328.0,4.0,4.0,0.0,,,,,,,,
330,PT01M44.00S,2026-03-14T00:40:27.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627742,85.62746386333771,46.81372549019608,1610612761,58,59,2026-03-14T02:43:11Z,3250000,False,-16.0,83.0,1,right,B. Ingram 8' running pullup Jump Shot (16 PTS),[1627742],1610612761.0,TOR,running pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,8.41,Made,16.0,,,,,,,,,,,,,,,,,
331,PT01M23.00S,2026-03-14T00:40:47.8Z,2,REGULAR,3pt,Jump Shot,[],1628960,35.56176084099869,57.59803921568627,1610612756,58,59,2026-03-14T00:40:55Z,3260000,False,-38.0,282.0,1,left,MISS G. Allen 28' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,28.44,Missed,,,,,,,,,,,,,,,,,,
332,PT01M20.00S,2026-03-14T00:40:50.8Z,2,REGULAR,rebound,offensive,[],1630692,,,1610612756,58,59,2026-03-14T01:14:07Z,3270000,False,,,0,,J. Goodwin REBOUND (Off:4 Def:0),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,,,,,,,331.0,4.0,0.0,4.0,,,,,,,,
333,PT01M14.00S,2026-03-14T00:41:00.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628960,5.075558475689881,51.9607843137255,1610612756,58,61,2026-03-14T00:41:08Z,3280000,False,-10.0,-5.0,1,left,G. Allen driving Layup (11 PTS),[1628960],1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,1.09,Made,11.0,,,,,,,,,,,,,,,,,
334,PT01M14.00S,2026-03-14T00:41:04.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642347,,,1610612756,58,61,2026-03-14T00:41:35Z,3290000,False,,,0,,J. Shead shooting personal FOUL (2 PF) (Allen 1 FT),"[1642347, 1628960]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,204059.0,,,,,,,,,,,2.0,0.0,Allen,1628960.0,,
336,PT01M14.00S,2026-03-14T00:41:10.3Z,2,REGULAR,substitution,out,[],1642345,,,1610612756,58,61,2026-03-14T00:41:15Z,3310000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT01M14.00S,2026-03-14T00:41:10.3Z,2,REGULAR,substitution,in,[],1642853,,,1610612756,58,61,2026-03-14T00:41:15Z,3320000,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT01M14.00S,2026-03-14T00:41:36.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628960,,,1610612756,58,62,2026-03-14T00:41:36Z,3330000,False,,,0,,G. Allen Free Throw 1 of 1 (12 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
339,PT00M56.70S,2026-03-14T00:41:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.1688567674113,49.754901960784316,1610612761,58,62,2026-03-14T00:42:00Z,3340000,False,-1.0,2.0,1,right,MISS R. Barrett reverse Layup - blocked,"[1629628, 1642853]",1610612761.0,TOR,reverse,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.26,Missed,,,,,,,,,,,Fleming,1642853.0,,,,,,
340,PT00M56.70S,2026-03-14T00:41:54.8Z,2,REGULAR,block,,[],1642853,,,1610612761,58,62,2026-03-14T00:41:57Z,3350000,False,,,0,,R. Fleming BLOCK (3 BLK),[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
341,PT00M53.80S,2026-03-14T00:41:57.7Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,58,62,2026-03-14T00:42:00Z,3360000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,339.0,2.0,2.0,0.0,,,,,,,,
342,PT00M32.90S,2026-03-14T00:42:18.6Z,2,REGULAR,2pt,Jump Shot,[],1626164,7.440867279894875,71.07843137254902,1610612756,58,62,2026-03-14T00:42:24Z,3370000,False,-105.0,17.0,1,left,MISS D. Booker 10' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,10.68,Missed,,,,,,,,,,,,,,,,,,
343,PT00M30.30S,2026-03-14T00:42:21.2Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,58,62,2026-03-14T00:42:24Z,3380000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:5),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Left,,,,,,,,,342.0,5.0,5.0,0.0,,,,,,,,
