actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-10-24T22:45:05.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-24T22:45:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-10-24T22:45:08.4Z,1,REGULAR,jumpball,recovered,[],1627751,,,1610612761,0,0,2025-10-24T22:45:08Z,40000,False,,,0,,Jump Ball J. Poeltl vs. M. Turner: Tip to J. Poeltl,"[1627751, 1627751, 1626167]",1610612761.0,TOR,startperiod,J. Poeltl,1627751.0,Poeltl,J. Poeltl,Poeltl,1627751.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-10-24T22:45:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.68528252299606,62.5,1610612761,0,0,2025-10-24T22:45:33Z,70000,False,62.0,120.0,1,right,MISS B. Ingram 13' turnaround Shot,[1627742],1610612761.0,TOR,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,13.5,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-10-24T22:45:26.5Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,0,0,2025-10-24T22:45:33Z,80000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2025-10-24T22:45:30.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,18.74178712220762,6.127450980392156,1610612749,0,0,2025-10-24T22:48:18Z,90000,False,219.0,124.0,1,left,MISS G. Trent Jr. 25' running pullup 3PT,[1629018],1610612749.0,MIL,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2025-10-24T22:45:30.4Z,1,REGULAR,rebound,offensive,[],1631157,,,1610612749,0,0,2025-10-24T22:45:37Z,100000,False,,,0,,R. Rollins REBOUND (Off:1 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,9.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11,PT11M18.00S,2025-10-24T22:45:46.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,36.74441524310118,74.75490196078431,1610612749,0,0,2025-10-24T22:46:12Z,110000,False,-124.0,293.0,1,left,MISS M. Turner 31' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,31.8,Missed,,,,,,,,,,,,,,,,,,
12,PT11M18.00S,2025-10-24T22:45:46.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,0,0,2025-10-24T22:46:12Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,11.0,,,,,,,,,,,,,,,,,
13,PT11M18.00S,2025-10-24T22:45:52.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612749,0,0,2025-10-24T22:45:58Z,130000,False,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,1162.0,,,,,,,,,,,,,
14,PT11M05.00S,2025-10-24T22:46:15.7Z,1,REGULAR,foul,personal,[],1629018,,,1610612761,0,0,2025-10-24T22:46:26Z,140000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1627742]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,1162.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,
16,PT10M58.00S,2025-10-24T22:46:43.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,86.02168199737189,42.15686274509804,1610612761,2,0,2025-10-24T22:46:47Z,160000,False,-39.0,79.0,1,right,B. Ingram 8' fadeaway Jump Shot (2 PTS) (I. Quickley 1 AST),"[1627742, 1630193]",1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,8.81,Made,,,,,,,,,,2.0,I. Quickley,1630193.0,1.0,,,,,
18,PT10M42.00S,2025-10-24T22:47:03.0Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,2,0,2025-10-24T22:48:38Z,180000,False,,,0,,G. Antetokounmpo off-the-ball offensive FOUL (1 PF),"[203507, 1630193]",1610612749.0,MIL,off-the-ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,1179.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,
20,PT10M42.00S,2025-10-24T22:47:03.0Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,2,0,2025-10-24T22:48:38Z,200000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,1627526.0,,,,,,,,,1.0,,,,
21,PT10M25.00S,2025-10-24T22:47:28.3Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612761,2,0,2025-10-24T22:47:33Z,210000,False,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 1631260]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1.0,Green,1631260.0,,
22,PT10M25.00S,2025-10-24T22:47:28.3Z,1,REGULAR,steal,,[],1631260,,,1610612749,2,0,2025-10-24T22:47:30Z,220000,False,,,0,,A. Green STEAL (1 STL),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
23,PT10M17.00S,2025-10-24T22:47:36.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626167,27.677398160315374,49.01960784313725,1610612749,2,2,2025-10-24T22:47:41Z,230000,False,5.0,208.0,1,left,M. Turner 20' Jump Shot (2 PTS) (G. Trent Jr. 1 AST),"[1626167, 1629018]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,20.78,Made,,,,,,,,,,2.0,G. Trent Jr.,1629018.0,1.0,,,,,
25,PT09M57.00S,2025-10-24T22:47:56.2Z,1,REGULAR,2pt,Jump Shot,[],1630193,92.46057818659659,69.36274509803921,1610612761,2,2,2025-10-24T22:48:00Z,250000,False,97.0,18.0,1,right,MISS I. Quickley 9' driving floating Shot - blocked,"[1630193, 1626167]",1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,9.85,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0
26,PT09M57.00S,2025-10-24T22:47:56.2Z,1,REGULAR,block,,[],1626167,,,1610612761,2,2,2025-10-24T22:47:59Z,260000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
27,PT09M53.00S,2025-10-24T22:48:00.2Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612761,2,2,2025-10-24T22:48:00Z,270000,False,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,
