actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
178,PT10M32.00S,2026-03-04T01:17:05.8Z,2,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612761,33,37,2026-03-04T01:17:14Z,1740000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Ingram 1 FT),"[1626157, 1627742]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,2004.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,
180,PT10M32.00S,2026-03-04T01:17:31.1Z,2,REGULAR,freethrow,1 of 1,[],1627742,,,1610612761,33,37,2026-03-04T01:17:34Z,1760000,False,,,0,,MISS B. Ingram Free Throw 1 of 1,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
181,PT10M29.00S,2026-03-04T01:17:34.1Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,33,37,2026-03-04T01:17:34Z,1770000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,180.0,5.0,5.0,0.0,,,
182,PT10M13.00S,2026-03-04T01:17:48.6Z,2,REGULAR,3pt,Jump Shot,[],1626157,29.25427069645204,79.90196078431373,1610612752,33,37,2026-03-04T01:17:52Z,1780000,False,-150.0,222.0,1,left,MISS K. Towns 26' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,26.81,Missed,,,,,,,,,,,,,
183,PT10M10.00S,2026-03-04T01:17:51.6Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,33,37,2026-03-04T01:17:52Z,1790000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,182.0,1.0,1.0,0.0,,,
184,PT10M02.00S,2026-03-04T01:17:59.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,83.919185282523,39.21568627450981,1610612761,35,37,2026-03-04T01:19:50Z,1800000,False,-54.0,99.0,1,right,R. Barrett 11' driving floating Jump Shot (2 PTS) (B. Ingram 1 AST),"[1629628, 1627742]",1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.25,Made,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,
186,PT09M49.00S,2026-03-04T01:18:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.521024967148489,53.67647058823529,1610612752,35,37,2026-03-04T01:18:16Z,1820000,False,-18.0,9.0,1,left,MISS K. Towns driving finger roll Layup,[1626157],1610612752.0,NYK,driving finger roll,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,2.04,Missed,,,,,,,,,,,,,
187,PT09M47.00S,2026-03-04T01:18:14.0Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,35,37,2026-03-04T01:18:16Z,1830000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,186.0,2.0,2.0,0.0,,,
188,PT09M42.00S,2026-03-04T01:18:19.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,94.69448094612353,51.470588235294116,1610612761,37,37,2026-03-04T01:18:30Z,1840000,False,7.0,-3.0,1,right,R. Barrett running Layup (4 PTS),[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,0.78,Made,4.0,,,,,,,,,,,,
189,PT09M33.00S,2026-03-04T01:18:32.9Z,2,REGULAR,foul,offensive,[],1626157,,,1610612752,37,37,2026-03-04T01:18:42Z,1850000,False,,,0,,K. Towns off-the-ball offensive FOUL (2 PF),"[1626157, 1630193]",1610612752.0,NYK,off-the-ball,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,1628172.0,2.0,0.0,Quickley,1630193.0,,,,,,,,,,,,,,,
191,PT09M33.00S,2026-03-04T01:18:32.9Z,2,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,37,37,2026-03-04T01:18:32Z,1870000,False,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,1628172.0,,,,,,,,,,,,,,,,,2.0,,
192,PT09M20.00S,2026-03-04T01:18:58.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,37,37,2026-03-04T01:18:58Z,1880000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M20.00S,2026-03-04T01:19:00.1Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,37,37,2026-03-04T01:21:46Z,1890000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M20.00S,2026-03-04T01:19:00.1Z,2,REGULAR,substitution,out,[],1642885,,,1610612761,37,37,2026-03-04T01:21:46Z,1900000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M20.00S,2026-03-04T01:19:00.1Z,2,REGULAR,substitution,in,[],1642266,,,1610612761,37,37,2026-03-04T01:21:46Z,1910000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M20.00S,2026-03-04T01:19:00.1Z,2,REGULAR,substitution,in,[],1629013,,,1610612761,37,37,2026-03-04T01:21:46Z,1920000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M20.00S,2026-03-04T01:22:12.1Z,2,REGULAR,turnover,5-second-violation,['team'],0,,,1610612761,37,37,2026-03-04T01:22:23Z,1930000,False,,,0,,TOR 5-second-violation Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,1628951.0,,,,,,,,,,,,,,,,,,,
198,PT09M16.00S,2026-03-04T01:22:16.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629013,6.389618922470433,49.26470588235294,1610612752,37,39,2026-03-04T01:22:28Z,1940000,False,4.0,8.0,1,left,L. Shamet cutting Layup (2 PTS) (K. Towns 5 AST),"[1629013, 1626157]",1610612752.0,NYK,cutting,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,0.85,Made,2.0,K. Towns,1626157.0,5.0,,,,,,,,,
200,PT09M06.00S,2026-03-04T01:22:29.5Z,2,REGULAR,foul,personal,[],1628384,,,1610612761,37,39,2026-03-04T01:22:39Z,1960000,False,,,0,,O. Anunoby personal FOUL (3 PF),"[1628384, 1627742]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,1628951.0,3.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,
202,PT09M06.00S,2026-03-04T01:22:48.6Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,37,39,2026-03-04T01:22:55Z,1980000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M06.00S,2026-03-04T01:22:48.6Z,2,REGULAR,substitution,in,[],1628404,,,1610612761,37,39,2026-03-04T01:22:55Z,1990000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M52.00S,2026-03-04T01:23:15.6Z,2,REGULAR,2pt,Jump Shot,[],1627742,74.19513797634691,49.01960784313725,1610612761,37,39,2026-03-04T01:23:20Z,2000000,False,-5.0,190.0,1,right,MISS B. Ingram 19' step back Shot,[1627742],1610612761.0,TOR,step back,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,,,19.02,Missed,,,,,,,,,,,,,
205,PT08M49.00S,2026-03-04T01:23:18.6Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612752,37,39,2026-03-04T01:23:20Z,2010000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,204.0,1.0,1.0,0.0,,,
206,PT08M44.00S,2026-03-04T01:23:23.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630631,7.835085413929041,40.44117647058824,1610612752,37,41,2026-03-04T01:24:58Z,2020000,False,48.0,21.0,1,left,J. Alvarado running Layup (2 PTS) (M. Bridges 2 AST),"[1630631, 1628969]",1610612752.0,NYK,running,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.22,Made,2.0,M. Bridges,1628969.0,2.0,,,,,,,,,
208,PT08M25.00S,2026-03-04T01:23:42.2Z,2,REGULAR,3pt,Jump Shot,[],1642266,80.3712220762155,8.57843137254902,1610612761,37,41,2026-03-04T01:23:46Z,2040000,False,-207.0,132.0,1,right,MISS J. Walter 24' 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,,,24.56,Missed,,,,,,,,,,,,,
209,PT08M24.00S,2026-03-04T01:23:43.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,37,41,2026-03-04T01:23:46Z,2050000,False,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,208.0,6.0,6.0,0.0,,,
210,PT08M14.00S,2026-03-04T01:23:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.258212877792378,49.50980392156863,1610612752,37,43,2026-03-04T01:23:58Z,2060000,False,2.0,6.0,1,left,K. Towns cutting finger roll Layup (8 PTS) (J. Hart 1 AST),"[1626157, 1628404]",1610612752.0,NYK,cutting finger roll,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,0.68,Made,8.0,J. Hart,1628404.0,1.0,,,,,,,,,
212,PT08M02.00S,2026-03-04T01:24:09.1Z,2,REGULAR,foul,personal,[],1628969,,,1610612761,37,43,2026-03-04T01:24:20Z,2080000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1629628]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,1628951.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,
214,PT07M52.00S,2026-03-04T01:24:40.7Z,2,REGULAR,2pt,Jump Shot,[],1627751,85.89027595269383,70.34313725490196,1610612761,39,43,2026-03-04T01:24:50Z,2100000,False,102.0,80.0,1,right,J. Poeltl 12' floating Jump Shot (5 PTS) (I. Quickley 4 AST),"[1627751, 1630193]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,,,12.95,Made,5.0,I. Quickley,1630193.0,4.0,,,,,,,,,
216,PT07M33.00S,2026-03-04T01:24:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,8.360709592641262,56.86274509803921,1610612752,39,43,2026-03-04T01:25:05Z,2120000,False,-34.0,26.0,1,left,MISS K. Towns driving Layup - blocked,"[1626157, 1627751]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,4.31,Missed,,,,,Poeltl,1627751.0,,,,,,,
217,PT07M33.00S,2026-03-04T01:24:59.9Z,2,REGULAR,block,,[],1627751,,,1610612752,39,43,2026-03-04T01:25:03Z,2130000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
218,PT07M33.00S,2026-03-04T01:24:59.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,39,43,2026-03-04T01:25:05Z,2140000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,216.0,,,,,,
220,PT07M29.00S,2026-03-04T01:25:22.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,26.49474375821288,83.08823529411765,1610612752,39,46,2026-03-04T01:25:27Z,2160000,False,-165.0,197.0,1,left,K. Towns 25' 3PT  (11 PTS) (M. Bridges 3 AST),"[1626157, 1628969]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,25.69,Made,11.0,M. Bridges,1628969.0,3.0,,,,,,,,,
222,PT07M16.00S,2026-03-04T01:25:35.2Z,2,REGULAR,3pt,Jump Shot,[],1627742,67.7562417871222,65.44117647058823,1610612761,39,46,2026-03-04T01:25:39Z,2180000,False,77.0,251.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,26.22,Missed,,,,,,,,,,,,,
223,PT07M14.00S,2026-03-04T01:25:38.4Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,39,46,2026-03-04T01:25:38Z,2190000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,222.0,3.0,2.0,1.0,,,
224,PT07M11.00S,2026-03-04T01:25:40.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,94.43166885676742,2.941176470588235,1610612761,39,46,2026-03-04T01:25:44Z,2200000,False,-235.0,0.0,1,right,MISS I. Quickley 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,,,,,,23.53,Missed,,,,,,,,,,,,,
225,PT07M09.00S,2026-03-04T01:25:42.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,39,46,2026-03-04T01:25:44Z,2210000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,224.0,1.0,1.0,0.0,,,
226,PT07M06.00S,2026-03-04T01:25:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630631,5.338370565045992,50.98039215686274,1610612752,39,48,2026-03-04T01:25:49Z,2220000,False,-5.0,-2.0,1,left,J. Alvarado running Layup (4 PTS) (J. Hart 2 AST),"[1630631, 1628404]",1610612752.0,NYK,running,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,0.54,Made,4.0,J. Hart,1628404.0,2.0,,,,,,,,,
228,PT06M53.00S,2026-03-04T01:25:58.7Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612761,39,48,2026-03-04T01:26:02Z,2240000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1626157]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Towns,1626157.0
229,PT06M53.00S,2026-03-04T01:25:58.7Z,2,REGULAR,steal,,[],1626157,,,1610612752,39,48,2026-03-04T01:26:00Z,2250000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
230,PT06M51.00S,2026-03-04T01:26:01.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626157,5.601182654402102,50.0,1610612752,39,50,2026-03-04T01:26:07Z,2260000,False,0.0,0.0,1,left,K. Towns running DUNK (13 PTS),[1626157],1610612752.0,NYK,running,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,0.02,Made,13.0,,,,,,,,,,,,
231,PT06M51.00S,2026-03-04T01:26:05.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,39,50,2026-03-04T01:26:05Z,2270000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M51.00S,2026-03-04T01:26:14.2Z,2,REGULAR,substitution,out,[],1629628,,,1610612761,39,50,2026-03-04T01:27:33Z,2280000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M51.00S,2026-03-04T01:26:14.2Z,2,REGULAR,substitution,out,[],1642266,,,1610612761,39,50,2026-03-04T01:27:33Z,2290000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M51.00S,2026-03-04T01:26:14.2Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,39,50,2026-03-04T01:27:33Z,2300000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M51.00S,2026-03-04T01:26:14.2Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,39,50,2026-03-04T01:27:33Z,2310000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M41.00S,2026-03-04T01:27:54.2Z,2,REGULAR,foul,personal,[],1626157,,,1610612761,39,50,2026-03-04T01:28:04Z,2320000,False,,,0,,K. Towns personal FOUL (3 PF),"[1626157, 1642347]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,2004.0,3.0,0.0,Shead,1642347.0,,,,,,,,,,,,,,,
238,PT06M41.00S,2026-03-04T01:28:05.6Z,2,REGULAR,substitution,out,[],1626157,,,1610612761,39,50,2026-03-04T01:28:10Z,2340000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M41.00S,2026-03-04T01:28:05.6Z,2,REGULAR,substitution,in,[],1629011,,,1610612761,39,50,2026-03-04T01:28:10Z,2350000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M29.00S,2026-03-04T01:28:36.2Z,2,REGULAR,2pt,Jump Shot,[],1627742,79.05716162943496,75.73529411764706,1610612761,39,50,2026-03-04T01:28:40Z,2360000,False,129.0,144.0,1,right,MISS B. Ingram 19' step back Shot,[1627742],1610612761.0,TOR,step back,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,,,19.34,Missed,,,,,,,,,,,,,
241,PT06M26.00S,2026-03-04T01:28:39.2Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,39,50,2026-03-04T01:28:40Z,2370000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,240.0,2.0,2.0,0.0,,,
304,PT06M18.00S,2026-03-04T01:28:45.2Z,2,REGULAR,turnover,lost ball,[],1629011,,,1610612752,39,50,2026-03-04T01:39:22Z,2385000,False,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1630193]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Quickley,1630193.0
305,PT06M18.00S,2026-03-04T01:28:45.2Z,2,REGULAR,steal,,[],1630193,,,1610612761,39,50,2026-03-04T01:39:29Z,2392500,False,,,0,,I. Quickley STEAL (2 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT06M13.00S,2026-03-04T01:28:54.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630193,66.44218134034165,54.90196078431373,1610612761,39,50,2026-03-04T01:40:19Z,2400000,False,25.0,263.0,1,right,MISS I. Quickley 26' running pullup 3PT,[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,26.4,Missed,,,,,,,,,,,,,
245,PT06M11.00S,2026-03-04T01:28:56.3Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,39,50,2026-03-04T01:40:19Z,2410000,False,,,0,,S. Barnes REBOUND (Off:2 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,244.0,2.0,0.0,2.0,,,
246,PT06M04.00S,2026-03-04T01:29:00.6Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,39,50,2026-03-04T01:29:04Z,2420000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1628404]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Hart,1628404.0
247,PT06M04.00S,2026-03-04T01:29:00.6Z,2,REGULAR,steal,,[],1628404,,,1610612752,39,50,2026-03-04T01:29:02Z,2430000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
248,PT05M51.00S,2026-03-04T01:29:13.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,7.835085413929041,4.411764705882353,1610612752,39,50,2026-03-04T01:29:17Z,2440000,False,228.0,21.0,1,left,MISS L. Shamet 3PT,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Right Corner 3,24+ Right,,,,,,22.89,Missed,,,,,,,,,,,,,
249,PT05M49.00S,2026-03-04T01:29:15.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,39,50,2026-03-04T01:29:17Z,2450000,False,,,0,,S. Barnes REBOUND (Off:2 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,248.0,3.0,1.0,2.0,,,
250,PT05M42.00S,2026-03-04T01:29:24.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,85.23324572930355,49.01960784313725,1610612761,41,50,2026-03-04T01:29:29Z,2460000,False,-5.0,86.0,1,right,S. Barnes 8' driving Hook (9 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.64,Made,9.0,,,,,,,,,,,,
251,PT05M42.00S,2026-03-04T01:29:29.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628969,,,1610612761,41,50,2026-03-04T01:29:39Z,2470000,False,,,0,,M. Bridges shooting personal FOUL (2 PF) (Barnes 1 FT),"[1628969, 1630567]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,2004.0,2.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,
253,PT05M42.00S,2026-03-04T01:29:40.6Z,2,REGULAR,substitution,out,[],1627751,,,1610612761,41,50,2026-03-04T01:29:53Z,2490000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M42.00S,2026-03-04T01:29:40.6Z,2,REGULAR,substitution,out,[],1628969,,,1610612761,41,50,2026-03-04T01:29:53Z,2500000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M42.00S,2026-03-04T01:29:40.6Z,2,REGULAR,substitution,in,[],1630572,,,1610612761,41,50,2026-03-04T01:29:53Z,2510000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M42.00S,2026-03-04T01:29:40.6Z,2,REGULAR,substitution,in,[],1628973,,,1610612761,41,50,2026-03-04T01:29:53Z,2520000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M42.00S,2026-03-04T01:30:02.4Z,2,REGULAR,freethrow,1 of 1,[],1630567,,,1610612761,42,50,2026-03-04T01:30:02Z,2530000,False,,,0,,S. Barnes Free Throw 1 of 1 (10 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
258,PT05M26.00S,2026-03-04T01:30:19.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,18.2161629434954,48.77450980392157,1610612752,42,52,2026-03-04T01:30:25Z,2540000,False,6.0,119.0,1,left,J. Hart 11' turnaround fadeaway Jump Shot (2 PTS),[1628404],1610612752.0,NYK,turnaround fadeaway,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.89,Made,2.0,,,,,,,,,,,,
259,PT05M07.00S,2026-03-04T01:30:39.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,93.38042049934296,52.20588235294118,1610612761,44,52,2026-03-04T01:30:43Z,2550000,False,11.0,10.0,1,right,S. Mamukelashvili driving finger roll Layup (2 PTS) (S. Barnes 1 AST),"[1630572, 1630567]",1610612761.0,TOR,driving finger roll,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,1.47,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,
263,PT04M59.00S,2026-03-04T01:31:19.0Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612752,44,52,2026-03-04T01:33:03Z,2590000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT04M59.00S,2026-03-04T01:32:10.3Z,2,REGULAR,turnover,lost ball,[],1628973,,,1610612752,44,52,2026-03-04T01:39:51Z,2605000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,,
265,PT04M59.00S,2026-03-04T01:32:59.0Z,2,REGULAR,substitution,out,[],1630631,,,1610612761,44,52,2026-03-04T01:39:51Z,2610000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
