actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
178,PT10M49.00S,2026-02-06T01:12:34.7Z,2,REGULAR,foul,personal,[],1641824,,,1610612761,35,28,2026-02-06T01:12:42Z,1780000,False,,,0,,M. Buzelis personal FOUL (1 PF),"[1641824, 1630567]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1148.0,1.0,0.0,Barnes,1630567.0,,,
180,PT10M49.00S,2026-02-06T01:12:41.0Z,2,REGULAR,substitution,out,[],1631093,,,1610612761,35,28,2026-02-06T01:12:52Z,1800000,False,,,0,,SUB out: J. Ivey,[1631093],1610612741.0,CHI,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M49.00S,2026-02-06T01:12:41.0Z,2,REGULAR,substitution,out,[],1630172,,,1610612761,35,28,2026-02-06T01:12:52Z,1810000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M49.00S,2026-02-06T01:12:41.0Z,2,REGULAR,substitution,out,[],1642950,,,1610612761,35,28,2026-02-06T01:12:52Z,1820000,False,,,0,,SUB out: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M49.00S,2026-02-06T01:12:41.0Z,2,REGULAR,substitution,in,[],1630644,,,1610612761,35,28,2026-02-06T01:12:52Z,1830000,False,,,0,,SUB in: M. McClung,[1630644],1610612741.0,CHI,,,,McClung,M. McClung,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M49.00S,2026-02-06T01:12:41.0Z,2,REGULAR,substitution,in,[],1630171,,,1610612761,35,28,2026-02-06T01:12:52Z,1840000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M49.00S,2026-02-06T01:12:41.0Z,2,REGULAR,substitution,in,[],1630188,,,1610612761,35,28,2026-02-06T01:12:52Z,1850000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M45.00S,2026-02-06T01:13:04.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642266,6.389618922470433,48.77450980392157,1610612761,37,28,2026-02-06T01:13:10Z,1860000,False,6.0,8.0,1,left,J. Walter reverse Layup (4 PTS) (I. Quickley 1 AST),"[1642266, 1630193]",1610612761.0,TOR,reverse,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,0.97,Made,4.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
188,PT10M33.00S,2026-02-06T01:13:15.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,92.32917214191852,53.431372549019606,1610612741,37,30,2026-02-06T01:15:20Z,1880000,False,17.0,20.0,1,right,J. Smith cutting Layup (4 PTS) (M. Buzelis 1 AST),"[1630188, 1641824]",1610612741.0,CHI,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.61,Made,4.0,M. Buzelis,1641824.0,1.0,,,,,,,,,,,,,,
190,PT10M21.00S,2026-02-06T01:13:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,4.681340341655716,51.470588235294116,1610612761,39,30,2026-02-06T01:13:35Z,1900000,False,-7.0,-8.0,1,left,C. Murray-Boyles cutting Layup (8 PTS) (S. Barnes 2 AST),"[1642867, 1630567]",1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,1.13,Made,8.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,,
192,PT10M11.00S,2026-02-06T01:13:37.8Z,2,REGULAR,3pt,Jump Shot,[],1641824,69.85873850197109,17.647058823529413,1610612741,39,30,2026-02-06T01:13:45Z,1920000,False,-162.0,231.0,1,right,MISS M. Buzelis 28' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,28.19,Missed,,,,,,,,,,,,,,,,,,
194,PT10M09.00S,2026-02-06T01:13:39.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,39,30,2026-02-06T01:13:45Z,1940000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,192.0,,,,,,,,,,,,,
196,PT10M09.00S,2026-02-06T01:13:44.9Z,2,REGULAR,substitution,out,[],1641824,,,1610612761,39,30,2026-02-06T01:13:51Z,1960000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M09.00S,2026-02-06T01:13:44.9Z,2,REGULAR,substitution,in,[],1627824,,,1610612761,39,30,2026-02-06T01:13:51Z,1970000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M55.00S,2026-02-06T01:14:13.7Z,2,REGULAR,foul,personal,[],1630644,,,1610612761,39,30,2026-02-06T01:14:22Z,1980000,False,,,0,,M. McClung personal FOUL (1 PF),"[1630644, 1630567]",1610612741.0,CHI,,,,McClung,M. McClung,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202901.0,1.0,0.0,Barnes,1630567.0,,,
200,PT09M43.00S,2026-02-06T01:14:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642419,7.046649145860711,45.34313725490196,1610612761,39,30,2026-02-06T01:19:23Z,2000000,False,23.0,14.0,1,left,MISS J. Battle driving Layup - blocked,"[1642419, 1630644]",1610612761.0,TOR,driving,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,McClung,1630644.0,,,,,,,,
201,PT09M43.00S,2026-02-06T01:14:43.1Z,2,REGULAR,block,,[],1630644,,,1610612761,39,30,2026-02-06T01:14:45Z,2010000,False,,,0,,M. McClung BLOCK (1 BLK),[1630644],1610612741.0,CHI,,,,McClung,M. McClung,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT09M37.00S,2026-02-06T01:14:49.1Z,2,REGULAR,rebound,offensive,[],1642419,,,1610612761,39,30,2026-02-06T01:14:49Z,2020000,False,,,0,,J. Battle REBOUND (Off:1 Def:0),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,,,,,,,200.0,,,,,,,,,,,1.0,0.0,1.0
203,PT09M37.00S,2026-02-06T01:14:48.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642419,5.590000152587891,50.0,1610612761,41,30,2026-02-06T01:14:48Z,2030000,False,0.0,0.0,1,left,J. Battle putback Layup (2 PTS),[1642419],1610612761.0,TOR,putback,,,Battle,J. Battle,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
204,PT09M28.00S,2026-02-06T01:14:57.0Z,2,REGULAR,3pt,Jump Shot,[],1627824,70.12155059132719,79.90196078431373,1610612741,41,33,2026-02-06T01:15:02Z,2040000,False,150.0,228.0,1,right,G. Yabusele 27' 3PT  (5 PTS) (M. McClung 1 AST),"[1627824, 1630644]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,27.3,Made,5.0,M. McClung,1630644.0,1.0,,,,,,,,,,,,,,
206,PT09M14.00S,2026-02-06T01:15:11.3Z,2,REGULAR,3pt,Jump Shot,[],1630567,30.042706964520367,67.8921568627451,1610612761,44,33,2026-02-06T01:15:16Z,2060000,False,-89.0,230.0,1,left,S. Barnes 24' 3PT  (5 PTS) (I. Quickley 2 AST),"[1630567, 1630193]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,24.67,Made,5.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,,,
208,PT08M54.00S,2026-02-06T01:15:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,93.51182654402102,51.9607843137255,1610612741,44,33,2026-02-06T01:15:35Z,2080000,False,10.0,8.0,1,right,MISS I. Okoro driving finger roll Layup,[1630171],1610612741.0,CHI,driving finger roll,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
209,PT08M52.00S,2026-02-06T01:15:33.4Z,2,REGULAR,rebound,defensive,[],1642266,,,1610612761,44,33,2026-02-06T01:15:33Z,2090000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,,,,208.0,,,,,,,,,,,1.0,1.0,0.0
210,PT08M48.00S,2026-02-06T01:15:37.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642266,6.389618922470433,44.85294117647059,1610612761,46,33,2026-02-06T01:20:41Z,2100000,False,26.0,8.0,1,left,J. Walter running Layup (6 PTS) (S. Barnes 3 AST),"[1642266, 1630567]",1610612761.0,TOR,running,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,2.68,Made,6.0,S. Barnes,1630567.0,3.0,,,,,,,,,,,,,,
212,PT08M22.00S,2026-02-06T01:16:03.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630644,86.28449408672799,55.392156862745104,1610612741,46,33,2026-02-06T01:16:11Z,2120000,False,27.0,76.0,1,right,MISS M. McClung 8' driving Layup - blocked,"[1630644, 1642867]",1610612741.0,CHI,driving,,,McClung,M. McClung,,,,,In The Paint (Non-RA),8-16 Center,8.1,Missed,,,,,,,,,Murray-Boyles,1642867.0,,,,,,,,
213,PT08M22.00S,2026-02-06T01:16:03.3Z,2,REGULAR,block,,[],1642867,,,1610612741,46,33,2026-02-06T01:16:05Z,2130000,False,,,0,,C. Murray-Boyles BLOCK (2 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
214,PT08M19.00S,2026-02-06T01:16:06.3Z,2,REGULAR,rebound,defensive,[],1642266,,,1610612761,46,33,2026-02-06T01:16:11Z,2140000,False,,,0,,J. Walter REBOUND (Off:0 Def:2),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,212.0,,,,,,,,,,,2.0,2.0,0.0
215,PT08M17.00S,2026-02-06T01:16:08.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,30.305519053876477,33.57843137254902,1610612761,46,33,2026-02-06T01:16:16Z,2150000,False,82.0,232.0,1,left,MISS I. Quickley 24' running 3PT,[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,24.65,Missed,,,,,,,,,,,,,,,,,,
216,PT08M17.00S,2026-02-06T01:16:08.6Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,46,33,2026-02-06T01:16:16Z,2160000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,215.0,,,,,,,,,,,3.0,2.0,1.0
217,PT08M12.00S,2026-02-06T01:16:13.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630193,15.719448094612352,41.17647058823529,1610612761,48,33,2026-02-06T01:22:38Z,2170000,False,44.0,95.0,1,left,I. Quickley 10' floating Jump Shot (7 PTS) (S. Barnes 4 AST),"[1630193, 1630567]",1610612761.0,TOR,floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,10.5,Made,7.0,S. Barnes,1630567.0,4.0,,,,,,,,,,,,,,
219,PT08M12.00S,2026-02-06T01:16:18.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,48,33,2026-02-06T01:16:18Z,2190000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M12.00S,2026-02-06T01:19:12.7Z,2,REGULAR,substitution,out,[],1630567,,,1610612741,48,33,2026-02-06T01:19:40Z,2200000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M12.00S,2026-02-06T01:19:12.7Z,2,REGULAR,substitution,out,[],1642867,,,1610612741,48,33,2026-02-06T01:19:40Z,2210000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M12.00S,2026-02-06T01:19:12.7Z,2,REGULAR,substitution,in,[],1630572,,,1610612741,48,33,2026-02-06T01:19:40Z,2220000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M12.00S,2026-02-06T01:19:12.7Z,2,REGULAR,substitution,in,[],1627742,,,1610612741,48,33,2026-02-06T01:19:40Z,2230000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M51.00S,2026-02-06T01:20:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,92.85479632063075,49.754901960784316,1610612741,48,35,2026-02-06T01:22:56Z,2240000,False,-1.0,15.0,1,right,I. Okoro driving Layup (6 PTS),[1630171],1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.47,Made,6.0,,,,,,,,,,,,,,,,,
225,PT07M31.00S,2026-02-06T01:20:26.9Z,2,REGULAR,2pt,Jump Shot,[],1627742,14.011169513797633,16.666666666666664,1610612761,48,35,2026-02-06T01:20:35Z,2250000,False,167.0,79.0,1,left,MISS B. Ingram 18' Jump Shot,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,18.46,Missed,,,,,,,,,,,,,,,,,,
226,PT07M28.00S,2026-02-06T01:20:29.9Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,48,35,2026-02-06T01:20:35Z,2260000,False,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Right,,,,,,,225.0,,,,,,,,,,,4.0,3.0,1.0
227,PT07M14.00S,2026-02-06T01:20:43.9Z,2,REGULAR,3pt,Jump Shot,[],1630644,95.48291721419186,3.6764705882352944,1610612741,48,35,2026-02-06T01:20:49Z,2270000,False,-232.0,-10.0,1,right,MISS M. McClung 3PT,[1630644],1610612741.0,CHI,,,,McClung,M. McClung,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
228,PT07M11.00S,2026-02-06T01:20:46.4Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612741,48,35,2026-02-06T01:20:46Z,2280000,False,,,0,,J. Smith REBOUND (Off:2 Def:3),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,,,,227.0,,,,,,,,,,,5.0,3.0,2.0
229,PT07M09.00S,2026-02-06T01:20:48.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630188,92.46057818659659,60.29411764705882,1610612741,48,35,2026-02-06T01:20:56Z,2290000,False,51.0,18.0,1,right,MISS J. Smith turnaround Hook,[1630188],1610612741.0,CHI,turnaround,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
230,PT07M09.00S,2026-02-06T01:20:48.8Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,48,35,2026-02-06T01:21:58Z,2300000,False,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,229.0,,,,,,,,,,,4.0,4.0,0.0
233,PT06M55.00S,2026-02-06T01:21:16.1Z,2,REGULAR,substitution,out,[],1642419,,,1610612761,48,35,2026-02-06T01:21:58Z,2330000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M55.00S,2026-02-06T01:21:16.1Z,2,REGULAR,substitution,in,[],1642867,,,1610612761,48,35,2026-02-06T01:21:58Z,2340000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M55.00S,2026-02-06T01:21:43.9Z,2,REGULAR,jumpball,recovered,[],1627824,,,1610612761,48,35,2026-02-06T01:24:27Z,2350000,False,,,0,,Jump Ball I. Okoro vs. J. Walter: Tip to G. Yabusele,"[1627824, 1630171, 1642266]",1610612741.0,CHI,heldball,G. Yabusele,1627824.0,Yabusele,G. Yabusele,Okoro,1630171.0,Walter,1642266.0,,,,,,,,,,,,,,,,,,,,,,
238,PT06M55.00S,2026-02-06T01:21:43.9Z,2,REGULAR,turnover,lost ball,[],1642266,,,1610612761,48,35,2026-02-06T01:24:43Z,2380000,False,,,0,,J. Walter lost ball TURNOVER (1 TO),"[1642266, 1630171]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Okoro,1630171.0,,,,,,,,,,
239,PT06M55.00S,2026-02-06T01:21:43.9Z,2,REGULAR,steal,,[],1630171,,,1610612741,48,35,2026-02-06T01:21:43Z,2390000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
240,PT06M45.00S,2026-02-06T01:21:50.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627824,69.85873850197109,72.79411764705883,1610612741,48,38,2026-02-06T01:22:01Z,2400000,False,114.0,231.0,1,right,G. Yabusele 25' 3PT  (8 PTS) (A. Simons 1 AST),"[1627824, 1629014]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,25.74,Made,8.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,
242,PT06M18.00S,2026-02-06T01:22:17.9Z,2,REGULAR,2pt,Jump Shot,[],1627742,16.245072273324574,24.509803921568626,1610612761,48,38,2026-02-06T01:22:25Z,2420000,False,127.0,100.0,1,left,MISS B. Ingram 16' fadeaway Shot,[1627742],1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,16.22,Missed,,,,,,,,,,,,,,,,,,
243,PT06M16.00S,2026-02-06T01:22:19.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,48,38,2026-02-06T01:22:25Z,2430000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,242.0,,,,,,,,,,,,,
245,PT06M16.00S,2026-02-06T01:22:23.6Z,2,REGULAR,substitution,out,[],1630193,,,1610612761,48,38,2026-02-06T01:22:33Z,2450000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M16.00S,2026-02-06T01:22:23.6Z,2,REGULAR,substitution,out,[],1642266,,,1610612761,48,38,2026-02-06T01:22:33Z,2460000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M16.00S,2026-02-06T01:22:23.6Z,2,REGULAR,substitution,in,[],1641711,,,1610612761,48,38,2026-02-06T01:22:33Z,2470000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M16.00S,2026-02-06T01:22:23.6Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,48,38,2026-02-06T01:22:33Z,2480000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M03.00S,2026-02-06T01:22:57.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630572,6.258212877792378,54.90196078431373,1610612761,48,38,2026-02-06T01:23:03Z,2490000,False,-25.0,6.0,1,left,MISS S. Mamukelashvili Layup,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,,,,,,,,,,,,
250,PT05M58.00S,2026-02-06T01:23:01.7Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612741,48,38,2026-02-06T01:23:01Z,2500000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:3),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,249.0,,,,,,,,,,,4.0,3.0,1.0
251,PT05M46.00S,2026-02-06T01:23:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,89.43823915900131,58.82352941176471,1610612741,48,40,2026-02-06T01:23:20Z,2510000,False,44.0,47.0,1,right,A. Simons 6' driving finger roll Layup (8 PTS),[1629014],1610612741.0,CHI,driving finger roll,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,6.43,Made,8.0,,,,,,,,,,,,,,,,,
252,PT05M39.00S,2026-02-06T01:23:21.0Z,2,REGULAR,3pt,Jump Shot,[],1627742,28.597240473061763,81.12745098039215,1610612761,51,40,2026-02-06T01:23:25Z,2520000,False,-156.0,216.0,1,left,B. Ingram 26' 3PT  (15 PTS) (J. Shead 5 AST),"[1627742, 1642347]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,26.65,Made,15.0,J. Shead,1642347.0,5.0,,,,,,,,,,,,,,
254,PT05M26.00S,2026-02-06T01:23:34.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630644,94.95729303547962,51.71568627450981,1610612741,51,42,2026-02-06T01:23:39Z,2540000,False,9.0,-5.0,1,right,M. McClung driving finger roll Layup (2 PTS),[1630644],1610612741.0,CHI,driving finger roll,,,McClung,M. McClung,,,,,Restricted Area,0-8 Center,1.0,Made,2.0,,,,,,,,,,,,,,,,,
255,PT05M12.00S,2026-02-06T01:23:48.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,6.389618922470433,52.20588235294118,1610612761,53,42,2026-02-06T01:23:52Z,2550000,False,-11.0,8.0,1,left,B. Ingram driving DUNK (17 PTS) (J. Shead 6 AST),"[1627742, 1642347]",1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.34,Made,17.0,J. Shead,1642347.0,6.0,,,,,,,,,,,,,,
257,PT04M51.00S,2026-02-06T01:24:09.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630188,92.06636005256242,50.73529411764706,1610612741,53,44,2026-02-06T01:28:01Z,2570000,False,4.0,22.0,1,right,J. Smith Hook (6 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.24,Made,6.0,,,,,,,,,,,,,,,,,
258,PT04M39.00S,2026-02-06T01:24:21.2Z,2,REGULAR,3pt,Jump Shot,[],1627742,33.590670170827856,47.549019607843135,1610612761,56,44,2026-02-06T01:28:30Z,2580000,False,12.0,263.0,1,left,B. Ingram 26' 3PT  (20 PTS) (J. Shead 7 AST),"[1627742, 1642347]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,26.36,Made,20.0,J. Shead,1642347.0,7.0,,,,,,,,,,,,,,
260,PT04M13.00S,2026-02-06T01:24:46.8Z,2,REGULAR,3pt,Jump Shot,[],1630171,88.12417871222075,3.6764705882352944,1610612741,56,44,2026-02-06T01:24:52Z,2600000,False,-232.0,59.0,1,right,MISS I. Okoro step back 3PT,[1630171],1610612741.0,CHI,step back,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,
261,PT04M10.00S,2026-02-06T01:24:49.8Z,2,REGULAR,rebound,defensive,[],1642867,,,1610612761,56,44,2026-02-06T01:24:52Z,2610000,False,,,0,,C. Murray-Boyles REBOUND (Off:0 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Left Corner 3,24+ Left,,,,,,,260.0,,,,,,,,,,,1.0,1.0,0.0
262,PT04M02.00S,2026-02-06T01:24:58.0Z,2,REGULAR,3pt,Jump Shot,[],1630572,20.05584756898817,8.333333333333332,1610612761,56,44,2026-02-06T01:25:08Z,2620000,False,208.0,136.0,1,left,MISS S. Mamukelashvili 24' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,24.88,Missed,,,,,,,,,,,,,,,,,,
263,PT03M56.00S,2026-02-06T01:25:04.0Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,56,44,2026-02-06T01:39:27Z,2630000,False,,,0,,J. Smith REBOUND (Off:2 Def:4),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,262.0,,,,,,,,,,,6.0,4.0,2.0
266,PT03M46.00S,2026-02-06T01:25:13.8Z,2,REGULAR,3pt,Jump Shot,[],1629014,72.48685939553219,12.990196078431374,1610612741,56,47,2026-02-06T01:25:19Z,2660000,False,-185.0,206.0,1,right,A. Simons 27' 3PT  (11 PTS) (G. Yabusele 1 AST),"[1629014, 1627824]",1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,27.7,Made,11.0,G. Yabusele,1627824.0,1.0,,,,,,,,,,,,,,
268,PT03M45.00S,2026-02-06T01:25:20.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,56,47,2026-02-06T01:25:20Z,2680000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M45.00S,2026-02-06T01:27:30.9Z,2,REGULAR,substitution,out,[],1630572,,,1610612761,56,47,2026-02-06T01:28:26Z,2690000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
