actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
259,PT05M55.00S,2026-03-28T01:24:53.8Z,2,REGULAR,rebound,offensive,[],1631255,,,1610612740,46,33,2026-03-28T01:24:53Z,2550000,False,,,0,,K. Matković REBOUND (Off:2 Def:3),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Left Corner 3,24+ Left,,,,,,,,,258.0,5.0,3.0,2.0,,,,,,,,
260,PT05M55.00S,2026-03-28T01:24:54.6Z,2,REGULAR,turnover,bad pass,[],1631255,,,1610612740,46,33,2026-03-28T01:25:00Z,2560000,False,,,0,,K. Matković bad pass TURNOVER (1 TO),"[1631255, 1642347]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,Mid-Range,16-24 Right,1.0,Shead,1642347.0,,,,,,,,,,,,,,,,,
261,PT05M55.00S,2026-03-28T01:24:54.6Z,2,REGULAR,steal,,[],1642347,,,1610612761,46,33,2026-03-28T01:24:56Z,2570000,False,,,0,,J. Shead STEAL (2 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
262,PT05M52.00S,2026-03-28T01:24:59.4Z,2,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612761,46,33,2026-03-28T01:25:11Z,2580000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Murray-Boyles 2 FT),"[1630529, 1642867]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Murray-Boyles,1642867.0
264,PT05M52.00S,2026-03-28T01:25:32.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642867,,,1610612761,47,33,2026-03-28T01:25:32Z,2600000,False,,,0,,C. Murray-Boyles Free Throw 1 of 2 (4 PTS),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
265,PT05M52.00S,2026-03-28T01:25:37.4Z,2,REGULAR,substitution,out,[],1629628,,,1610612761,47,33,2026-03-28T01:25:43Z,2610000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M52.00S,2026-03-28T01:25:37.4Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,47,33,2026-03-28T01:25:43Z,2620000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M52.00S,2026-03-28T01:25:59.5Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642867,,,1610612761,48,33,2026-03-28T01:25:59Z,2630000,False,,,0,,C. Murray-Boyles Free Throw 2 of 2 (5 PTS),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
268,PT05M31.00S,2026-03-28T01:26:21.0Z,2,REGULAR,3pt,Jump Shot,[],1630529,28.991458607095925,75.73529411764706,1610612740,48,33,2026-03-28T01:26:30Z,2640000,False,-129.0,220.0,1,left,MISS H. Jones 25' step back 3PT,[1630529],1610612740.0,NOP,step back,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,25.49,Missed,,,,,,,,,,,,,,,
269,PT05M27.00S,2026-03-28T01:26:25.0Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,48,33,2026-03-28T01:50:02Z,2650000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,268.0,3.0,3.0,0.0,,,,,,,,
270,PT05M19.00S,2026-03-28T01:26:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.51182654402102,44.6078431372549,1610612761,48,33,2026-03-28T01:34:41Z,2660000,False,-27.0,8.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,2.83,Missed,,,,,,,,,,,,,,,
271,PT05M14.00S,2026-03-28T01:26:37.5Z,2,REGULAR,rebound,offensive,[],1642867,,,1610612761,48,33,2026-03-28T01:26:40Z,2670000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,270.0,2.0,1.0,1.0,,,,,,,,
272,PT05M14.00S,2026-03-28T01:26:37.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642867,94.40999984741211,50.0,1610612761,48,33,2026-03-28T01:27:01Z,2680000,False,0.0,0.0,1,right,MISS C. Murray-Boyles putback Layup - blocked,"[1642867, 1630529]",1610612761.0,TOR,putback,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,Jones,1630529.0,,,,,,,,,,,,
282,PT05M14.00S,2026-03-28T01:26:37.5Z,2,REGULAR,block,,[],1630529,,,1610612761,48,33,2026-03-28T01:28:35Z,2690000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
274,PT05M12.00S,2026-03-28T01:26:39.5Z,2,REGULAR,rebound,defensive,[],1642847,,,1610612740,48,33,2026-03-28T01:27:01Z,2700000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,,,272.0,1.0,1.0,0.0,,,,,,,,
275,PT05M11.00S,2026-03-28T01:26:40.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,6.783837056504599,48.28431372549019,1610612740,48,33,2026-03-28T01:37:19Z,2710000,False,9.0,11.0,1,left,MISS J. Fears running Layup,[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,1.42,Missed,,,,,,,,,,,,,,,
276,PT05M09.00S,2026-03-28T01:26:42.4Z,2,REGULAR,rebound,defensive,[],1642266,,,1610612761,48,33,2026-03-28T01:26:42Z,2720000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,,,,,,275.0,1.0,1.0,0.0,,,,,,,,
277,PT05M08.00S,2026-03-28T01:26:43.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642867,92.72339027595268,52.69607843137255,1610612761,50,33,2026-03-28T01:38:04Z,2730000,False,13.0,16.0,1,right,C. Murray-Boyles running reverse Layup (7 PTS) (J. Walter 2 AST),"[1642867, 1642266]",1610612761.0,TOR,running reverse,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,2.09,Made,7.0,,,,,,,J. Walter,1642266.0,2.0,,,,,
279,PT04M46.00S,2026-03-28T01:27:04.7Z,2,REGULAR,3pt,Jump Shot,[],1642847,6.783837056504599,97.30392156862744,1610612740,50,33,2026-03-28T01:27:09Z,2750000,False,-237.0,11.0,1,left,MISS J. Fears 3PT,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Left Corner 3,24+ Left,,,,23.68,Missed,,,,,,,,,,,,,,,
280,PT04M43.00S,2026-03-28T01:27:07.7Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,50,33,2026-03-28T01:28:26Z,2760000,False,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,,,,,,,279.0,4.0,4.0,0.0,,,,,,,,
281,PT04M31.00S,2026-03-28T01:27:20.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,93.64323258869908,50.73529411764706,1610612761,52,33,2026-03-28T01:27:33Z,2770000,False,4.0,7.0,1,right,B. Ingram driving DUNK (8 PTS),[1627742],1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,0.82,Made,8.0,,,,,,,,,,,,,,
283,PT04M14.00S,2026-03-28T01:27:38.7Z,2,REGULAR,3pt,Jump Shot,[],1631255,6.652431011826544,4.166666666666666,1610612740,52,33,2026-03-28T01:27:42Z,2780000,False,229.0,10.0,1,left,MISS K. Matković 3PT,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Right Corner 3,24+ Right,,,,22.94,Missed,,,,,,,,,,,,,,,
284,PT04M12.00S,2026-03-28T01:27:40.7Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,52,33,2026-03-28T01:27:42Z,2790000,False,,,0,,B. Ingram REBOUND (Off:0 Def:5),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,,,283.0,5.0,5.0,0.0,,,,,,,,
285,PT04M04.00S,2026-03-28T01:27:48.7Z,2,REGULAR,3pt,Jump Shot,[],1642347,67.88764783180025,33.57843137254902,1610612761,52,33,2026-03-28T01:27:55Z,2800000,False,-82.0,249.0,1,right,MISS J. Shead 26' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,,,,26.26,Missed,,,,,,,,,,,,,,,
286,PT04M02.00S,2026-03-28T01:27:50.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,52,33,2026-03-28T01:27:55Z,2810000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,285.0,,,,,,,,,,,
287,PT04M02.00S,2026-03-28T01:27:55.8Z,2,REGULAR,foul,personal,[],1631255,,,1610612761,52,33,2026-03-28T01:28:09Z,2820000,False,,,0,,K. Matković loose ball personal FOUL (1 PF),"[1631255, 1642867]",1610612740.0,NOP,loose ball,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Murray-Boyles,1642867.0
289,PT04M02.00S,2026-03-28T01:28:05.3Z,2,REGULAR,substitution,out,[],1642867,,,1610612761,52,33,2026-03-28T01:28:11Z,2840000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M02.00S,2026-03-28T01:28:05.3Z,2,REGULAR,substitution,out,[],1629673,,,1610612761,52,33,2026-03-28T01:28:11Z,2850000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M02.00S,2026-03-28T01:28:05.3Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,52,33,2026-03-28T01:28:11Z,2860000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M02.00S,2026-03-28T01:28:05.3Z,2,REGULAR,substitution,in,[],1630180,,,1610612761,52,33,2026-03-28T01:28:11Z,2870000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M49.00S,2026-03-28T01:28:35.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642347,84.97043363994744,58.57843137254902,1610612761,52,33,2026-03-28T01:29:24Z,2880000,False,43.0,89.0,1,right,MISS J. Shead 9' turnaround fadeaway Shot - blocked,"[1642347, 1642847]",1610612761.0,TOR,turnaround fadeaway,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,,,,9.86,Missed,,Fears,1642847.0,,,,,,,,,,,,
294,PT03M49.00S,2026-03-28T01:28:35.6Z,2,REGULAR,block,,[],1642847,,,1610612761,52,33,2026-03-28T01:28:38Z,2890000,False,,,0,,J. Fears BLOCK (1 BLK),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
295,PT03M48.00S,2026-03-28T01:28:36.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,52,33,2026-03-28T01:29:24Z,2900000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,293.0,,,,,,,,,,,
296,PT03M48.00S,2026-03-28T01:28:40.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,52,33,2026-03-28T01:28:56Z,2910000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1830.0,,,,
297,PT03M48.00S,2026-03-28T01:28:46.2Z,2,REGULAR,substitution,out,[],1631255,,,1610612740,52,33,2026-03-28T01:28:49Z,2920000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M48.00S,2026-03-28T01:28:46.2Z,2,REGULAR,substitution,in,[],1642274,,,1610612740,52,33,2026-03-28T01:28:49Z,2930000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M34.00S,2026-03-28T01:29:19.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,10.068988173455978,49.26470588235294,1610612740,52,33,2026-03-28T01:29:27Z,2940000,False,4.0,42.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,4.23,Missed,,,,,,,,,,,,,,,
300,PT03M31.00S,2026-03-28T01:29:22.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,52,33,2026-03-28T01:29:27Z,2950000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,299.0,4.0,4.0,0.0,,,,,,,,
301,PT03M18.00S,2026-03-28T01:29:34.5Z,2,REGULAR,2pt,Jump Shot,[],1627742,76.03482260183968,64.70588235294117,1610612761,52,33,2026-03-28T01:29:40Z,2960000,False,74.0,173.0,1,right,MISS B. Ingram 18' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,18.78,Missed,,,,,,,,,,,,,,,
302,PT03M15.00S,2026-03-28T01:29:37.5Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,52,33,2026-03-28T01:29:40Z,2970000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,301.0,1.0,1.0,0.0,,,,,,,,
303,PT03M03.00S,2026-03-28T01:29:50.3Z,2,REGULAR,turnover,lost ball,[],1630529,,,1610612740,52,33,2026-03-28T01:29:56Z,2980000,False,,,0,,H. Jones lost ball TURNOVER (1 TO),"[1630529, 1630567]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,
304,PT03M03.00S,2026-03-28T01:29:50.3Z,2,REGULAR,steal,,[],1630567,,,1610612761,52,33,2026-03-28T01:53:57Z,2990000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
305,PT02M59.00S,2026-03-28T01:29:55.9Z,2,REGULAR,turnover,out-of-bounds,[],1642266,,,1610612761,52,33,2026-03-28T01:30:01Z,3000000,False,,,0,,J. Walter lost ball out-of-bounds TURNOVER (1 TO),[1642266],1610612761.0,TOR,lost ball,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,,,1830.0,,,,
306,PT02M59.00S,2026-03-28T01:30:08.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,52,33,2026-03-28T01:30:08Z,3010000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M59.00S,2026-03-28T01:30:18.4Z,2,REGULAR,substitution,out,[],1642347,,,1610612740,52,33,2026-03-28T01:32:50Z,3020000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M59.00S,2026-03-28T01:30:18.4Z,2,REGULAR,substitution,in,[],1629628,,,1610612740,52,33,2026-03-28T01:32:50Z,3030000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M35.00S,2026-03-28T01:33:23.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642847,8.229303547963205,44.6078431372549,1610612740,52,33,2026-03-28T01:49:13Z,3040000,False,27.0,25.0,1,left,MISS J. Fears driving reverse Layup - blocked,"[1642847, 1627751]",1610612740.0,NOP,driving reverse,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,3.67,Missed,,Poeltl,1627751.0,,,,,,,,,,,,
310,PT02M35.00S,2026-03-28T01:33:23.6Z,2,REGULAR,block,,[],1627751,,,1610612740,52,33,2026-03-28T01:44:06Z,3050000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
311,PT02M33.00S,2026-03-28T01:33:25.6Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,52,33,2026-03-28T01:33:31Z,3060000,False,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,309.0,4.0,4.0,0.0,,,,,,,,
312,PT02M22.00S,2026-03-28T01:33:36.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.9862023653088,50.98039215686274,1610612761,52,33,2026-03-28T01:33:42Z,3070000,False,5.0,13.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,1.43,Missed,,,,,,,,,,,,,,,
314,PT02M18.00S,2026-03-28T01:33:40.4Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,52,33,2026-03-28T01:33:42Z,3090000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,312.0,4.0,4.0,0.0,,,,,,,,
315,PT02M17.00S,2026-03-28T01:33:41.2Z,2,REGULAR,turnover,bad pass,[],1629627,,,1610612740,52,33,2026-03-28T01:33:45Z,3100000,False,,,0,,Z. Williamson bad pass TURNOVER (2 TO),"[1629627, 1630567]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Center,2.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,
316,PT02M17.00S,2026-03-28T01:33:41.2Z,2,REGULAR,steal,,[],1630567,,,1610612761,52,33,2026-03-28T01:33:43Z,3110000,False,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
317,PT02M14.00S,2026-03-28T01:33:43.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,95.0886990801577,52.450980392156865,1610612761,54,33,2026-03-28T01:43:18Z,3120000,False,12.0,-6.0,1,right,J. Poeltl cutting Layup (6 PTS) (S. Barnes 7 AST),"[1627751, 1630567]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,1.38,Made,6.0,,,,,,,S. Barnes,1630567.0,7.0,,,,,
319,PT02M01.00S,2026-03-28T01:33:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,6.389618922470433,45.34313725490196,1610612740,54,35,2026-03-28T01:34:13Z,3140000,False,23.0,8.0,1,left,Y. Missi Layup (3 PTS) (Z. Williamson 2 AST),"[1642274, 1629627]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,2.45,Made,3.0,,,,,,,Z. Williamson,1629627.0,2.0,,,,,
321,PT01M57.00S,2026-03-28T01:34:03.4Z,2,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,54,35,2026-03-28T01:34:17Z,3160000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (2 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,,,1830.0,,,,
322,PT01M46.00S,2026-03-28T01:34:25.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630529,26.62614980289093,84.06862745098039,1610612740,54,35,2026-03-28T01:34:32Z,3170000,False,-170.0,198.0,1,left,MISS H. Jones 26' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,26.1,Missed,,,,,,,,,,,,,,,
323,PT01M42.00S,2026-03-28T01:34:30.3Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,54,35,2026-03-28T01:34:30Z,3180000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,322.0,5.0,4.0,1.0,,,,,,,,
324,PT01M39.00S,2026-03-28T01:34:33.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642274,6.521024967148489,45.34313725490196,1610612740,54,37,2026-03-28T01:34:40Z,3190000,False,23.0,9.0,1,left,Y. Missi turnaround bank Hook (5 PTS) (Z. Williamson 3 AST),"[1642274, 1629627]",1610612740.0,NOP,turnaround bank,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,2.49,Made,5.0,,,,,,,Z. Williamson,1629627.0,3.0,,,,,
326,PT01M39.00S,2026-03-28T01:34:46.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,54,37,2026-03-28T01:34:46Z,3210000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M39.00S,2026-03-28T01:35:17.7Z,2,REGULAR,foul,technical,['1freethrow'],1642852,,,1610612761,54,37,2026-03-28T01:36:15Z,3220000,False,,,0,,D. Queen technical FOUL (1 Tech),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,1830.0,0.0,1.0,,
328,PT01M39.00S,2026-03-28T01:35:48.3Z,2,REGULAR,substitution,out,[],1629628,,,1610612761,54,37,2026-03-28T01:36:13Z,3230000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M39.00S,2026-03-28T01:35:48.3Z,2,REGULAR,substitution,in,[],1642867,,,1610612761,54,37,2026-03-28T01:36:13Z,3240000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M39.00S,2026-03-28T01:36:18.3Z,2,REGULAR,freethrow,1 of 1,[],1627742,,,1610612761,54,37,2026-03-28T01:36:18Z,3250000,False,,,0,,MISS B. Ingram technical Free Throw 1 of 1,[1627742],1610612761.0,TOR,technical,,,Ingram,B. Ingram,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
331,PT01M39.00S,2026-03-28T01:36:18.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,54,37,2026-03-28T01:36:18Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,
332,PT01M29.00S,2026-03-28T01:36:48.6Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,54,37,2026-03-28T01:36:52Z,3270000,False,,,0,,S. Barnes bad pass TURNOVER (3 TO),"[1630567, 1630529]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.0,Jones,1630529.0,,,,,,,,,,,,,,,,,
333,PT01M29.00S,2026-03-28T01:36:48.6Z,2,REGULAR,steal,,[],1630529,,,1610612740,54,37,2026-03-28T01:36:50Z,3280000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
334,PT01M25.00S,2026-03-28T01:36:52.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630180,7.178055190538765,46.81372549019608,1610612740,54,39,2026-03-28T01:45:50Z,3290000,False,16.0,15.0,1,left,S. Bey running reverse Layup (7 PTS) (J. Fears 1 AST),"[1630180, 1642847]",1610612740.0,NOP,running reverse,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,2.19,Made,7.0,,,,,,,J. Fears,1642847.0,1.0,,,,,
335,PT01M13.00S,2026-03-28T01:37:04.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642867,88.51839684625493,46.32352941176471,1610612761,56,39,2026-03-28T01:37:10Z,3300000,False,-18.0,55.0,1,right,C. Murray-Boyles floating Jump Shot (9 PTS) (B. Ingram 1 AST),"[1642867, 1627742]",1610612761.0,TOR,floating,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),0-8 Center,,,,5.84,Made,9.0,,,,,,,B. Ingram,1627742.0,1.0,,,,,
337,PT00M58.80S,2026-03-28T01:37:19.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642274,14.668199737187912,36.51960784313725,1610612740,56,39,2026-03-28T01:46:55Z,3320000,False,67.0,85.0,1,left,MISS Y. Missi 10' driving floating Shot,[1642274],1610612740.0,NOP,driving floating,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Right,,,,10.88,Missed,,,,,,,,,,,,,,,
