actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
53,PT10M45.00S,2025-11-22T00:44:41.5Z,1,REGULAR,turnover,out-of-bounds,[],1642273,,,1610612764,2,2,2025-11-22T00:49:24Z,190000,False,,,0,,K. George lost ball out-of-bounds TURNOVER (1 TO),[1642273],1610612764.0,WAS,lost ball,,,George,K. George,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,1627534.0,,,,,,,,,
20,PT10M30.00S,2025-11-22T00:45:01.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,92.72339027595268,48.529411764705884,1610612761,2,2,2025-11-22T00:49:12Z,200000,False,-7.0,16.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,1.75,Missed,,,,,,,,,,,,,,,
22,PT10M28.00S,2025-11-22T00:45:03.4Z,1,REGULAR,rebound,defensive,[],1641774,,,1610612764,2,2,2025-11-22T00:45:29Z,220000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT10M21.00S,2025-11-22T00:45:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.915243101182654,51.470588235294116,1610612764,2,2,2025-11-22T00:45:20Z,230000,False,-7.0,13.0,1,left,MISS C. McCollum driving finger roll Layup,[203468],1610612764.0,WAS,driving finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,1.45,Missed,,,,,,,,,,,,,,,
24,PT10M20.00S,2025-11-22T00:45:11.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,2,2,2025-11-22T00:45:20Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,23.0,,,,,,,,,,,,,,
26,PT10M04.00S,2025-11-22T00:45:36.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629628,93.77463863337714,52.450980392156865,1610612761,4,2,2025-11-22T00:45:47Z,260000,False,12.0,6.0,1,right,R. Barrett cutting Layup (2 PTS) (J. Poeltl 1 AST),"[1629628, 1627751]",1610612761.0,TOR,cutting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,1.37,Made,,,,,2.0,,,,,,J. Poeltl,1627751.0,1.0,,
28,PT10M04.00S,2025-11-22T00:45:40.7Z,1,REGULAR,violation,defensive goaltending,[],1641731,,,1610612761,4,2,2025-11-22T00:49:35Z,280000,False,,,0,,B. Coulibaly defensive goaltending VIOLATION,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,1627526.0,,,,,,,,,
29,PT09M47.00S,2025-11-22T00:46:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,8.09789750328515,46.07843137254902,1610612764,4,2,2025-11-22T00:59:11Z,290000,False,20.0,24.0,1,left,MISS T. Vukcevic driving finger roll Layup,[1641774],1610612764.0,WAS,driving finger roll,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,3.07,Missed,,,,,,,,,,,,,,,
31,PT09M46.00S,2025-11-22T00:46:03.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,4,2,2025-11-22T00:59:11Z,310000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,
32,PT09M37.00S,2025-11-22T00:46:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,93.77463863337714,49.26470588235294,1610612761,4,2,2025-11-22T00:46:13Z,320000,False,-4.0,6.0,1,right,MISS R. Barrett running Layup - blocked,"[1629628, 203114]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,0.7,Missed,,,,,,,,,,,,,,Middleton,203114.0
33,PT09M37.00S,2025-11-22T00:46:08.7Z,1,REGULAR,block,,[],203114,,,1610612761,4,2,2025-11-22T00:46:11Z,330000,False,,,0,,K. Middleton BLOCK (1 BLK),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M35.00S,2025-11-22T00:46:10.7Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612761,4,2,2025-11-22T00:46:13Z,340000,False,,,0,,R. Barrett REBOUND (Off:1 Def:0),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,
35,PT09M34.00S,2025-11-22T00:46:13.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,67.7562417871222,64.95098039215686,1610612761,7,2,2025-11-22T00:46:17Z,350000,False,75.0,251.0,1,right,I. Quickley 26' 3PT  (5 PTS) (R. Barrett 1 AST),"[1630193, 1629628]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,26.15,Made,,,,,5.0,,,,,,R. Barrett,1629628.0,1.0,,
37,PT09M20.00S,2025-11-22T00:46:25.9Z,1,REGULAR,3pt,Jump Shot,[],203468,16.376478318002626,96.07843137254902,1610612764,7,2,2025-11-22T00:46:30Z,370000,False,-230.0,101.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,25.17,Missed,,,,,,,,,,,,,,,
38,PT09M18.00S,2025-11-22T00:46:27.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,7,2,2025-11-22T00:46:30Z,380000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,
39,PT09M17.00S,2025-11-22T00:46:32.7Z,1,REGULAR,foul,personal,['2freethrow'],1641731,,,1610612761,7,2,2025-11-22T00:46:42Z,390000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Barrett 2 FT),"[1641731, 1629628]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627526.0,1.0,0.0,Barrett,1629628.0,,,,,
41,PT09M17.00S,2025-11-22T00:47:09.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629628,,,1610612761,7,2,2025-11-22T00:47:30Z,410000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
42,PT09M17.00S,2025-11-22T00:47:09.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,7,2,2025-11-22T00:47:30Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,
43,PT09M17.00S,2025-11-22T00:47:09.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629628,,,1610612761,7,2,2025-11-22T00:47:30Z,430000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
44,PT09M14.00S,2025-11-22T00:47:12.5Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,7,2,2025-11-22T00:47:30Z,440000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,
45,PT09M01.00S,2025-11-22T00:47:41.3Z,1,REGULAR,3pt,Jump Shot,[],1642273,32.802233902759525,58.57843137254902,1610612764,7,2,2025-11-22T00:47:47Z,450000,False,-43.0,256.0,1,left,MISS K. George 25' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,25.94,Missed,,,,,,,,,,,,,,,
46,PT08M56.00S,2025-11-22T00:47:46.3Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,7,2,2025-11-22T00:47:47Z,460000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,45.0,2.0,1.0,1.0,,,,,,,,,,,
47,PT08M49.00S,2025-11-22T00:47:52.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,92.46057818659659,77.20588235294117,1610612761,9,2,2025-11-22T00:48:06Z,470000,False,136.0,18.0,1,right,B. Ingram 13' fadeaway Jump Shot (2 PTS),[1627742],1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,13.72,Made,,,,,2.0,,,,,,,,,,
48,PT08M30.00S,2025-11-22T00:48:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,16.245072273324574,48.03921568627451,1610612764,9,2,2025-11-22T01:03:04Z,480000,False,10.0,100.0,1,left,MISS K. George 10' fadeaway Shot,[1642273],1610612764.0,WAS,fadeaway,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,10.07,Missed,,,,,,,,,,,,,,,
49,PT08M27.00S,2025-11-22T00:48:14.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,9,2,2025-11-22T00:48:22Z,490000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,
50,PT08M22.00S,2025-11-22T00:48:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.77463863337714,51.470588235294116,1610612761,11,2,2025-11-22T00:48:26Z,500000,False,7.0,6.0,1,right,J. Poeltl cutting finger roll Layup (2 PTS) (B. Ingram 1 AST),"[1627751, 1627742]",1610612761.0,TOR,cutting finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,0.95,Made,,,,,2.0,,,,,,B. Ingram,1627742.0,1.0,,
52,PT08M22.00S,2025-11-22T00:48:27.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,11,2,2025-11-22T00:48:27Z,520000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M58.00S,2025-11-22T00:51:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,4.944152431011826,50.98039215686274,1610612764,11,4,2025-11-22T00:52:02Z,530000,False,-5.0,-6.0,1,left,C. McCollum driving Layup (2 PTS) (K. Middleton 1 AST),"[203468, 203114]",1610612764.0,WAS,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,0.77,Made,,,,,2.0,,,,,,K. Middleton,203114.0,1.0,,
56,PT07M38.00S,2025-11-22T00:52:17.5Z,1,REGULAR,foul,personal,['2freethrow'],1641731,,,1610612761,11,4,2025-11-22T00:52:25Z,550000,False,,,0,,B. Coulibaly shooting personal FOUL (2 PF) (Ingram 2 FT),"[1641731, 1627742]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627526.0,2.0,0.0,Ingram,1627742.0,,,,,
58,PT07M38.00S,2025-11-22T00:52:49.0Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,12,4,2025-11-22T00:52:49Z,570000,False,,,0,,B. Ingram Free Throw 1 of 2 (3 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
59,PT07M38.00S,2025-11-22T00:52:51.6Z,1,REGULAR,substitution,out,[],1641774,,,1610612761,12,4,2025-11-22T00:52:56Z,580000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M38.00S,2025-11-22T00:52:51.6Z,1,REGULAR,substitution,in,[],1641715,,,1610612761,12,4,2025-11-22T00:52:56Z,590000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M38.00S,2025-11-22T00:53:15.7Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,13,4,2025-11-22T00:53:15Z,600000,False,,,0,,B. Ingram Free Throw 2 of 2 (4 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
62,PT07M28.00S,2025-11-22T00:53:28.9Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612764,13,4,2025-11-22T00:53:35Z,610000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1627751, 1641731]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627526.0,1.0,0.0,Coulibaly,1641731.0,,,,,
64,PT07M28.00S,2025-11-22T00:53:58.1Z,1,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,13,5,2025-11-22T00:53:58Z,630000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (3 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
65,PT07M28.00S,2025-11-22T00:54:13.5Z,1,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,13,6,2025-11-22T00:54:13Z,640000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (4 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
66,PT07M13.00S,2025-11-22T00:54:28.2Z,1,REGULAR,turnover,bad pass,[],1627751,,,1610612761,13,6,2025-11-22T00:54:32Z,650000,False,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 203468]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,1.0,McCollum,203468.0,,,,,,,,,,,,,,,,,
67,PT07M13.00S,2025-11-22T00:54:28.2Z,1,REGULAR,steal,,[],203468,,,1610612764,13,6,2025-11-22T00:54:30Z,660000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
68,PT07M07.00S,2025-11-22T00:54:34.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641715,28.597240473061763,77.45098039215686,1610612764,13,9,2025-11-22T01:05:19Z,670000,False,-137.0,216.0,1,left,C. Whitmore 25' 3PT running (3 PTS) (B. Coulibaly 1 AST),"[1641715, 1641731]",1610612764.0,WAS,running,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,25.62,Made,,,,,3.0,,,,,,B. Coulibaly,1641731.0,1.0,,
71,PT07M00.00S,2025-11-22T00:54:46.4Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,13,9,2025-11-22T00:54:51Z,700000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M00.00S,2025-11-22T00:54:46.4Z,1,REGULAR,substitution,in,[],1642266,,,1610612761,13,9,2025-11-22T00:54:51Z,710000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M53.00S,2025-11-22T00:55:21.9Z,1,REGULAR,2pt,Jump Shot,[],1627742,73.9323258869908,62.99019607843137,1610612761,13,9,2025-11-22T00:55:26Z,720000,False,65.0,193.0,1,right,MISS B. Ingram 20' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,20.32,Missed,,,,,,,,,,,,,,,
74,PT06M49.00S,2025-11-22T00:55:25.9Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612764,13,9,2025-11-22T00:55:26Z,730000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Right Center,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,
75,PT06M45.00S,2025-11-22T00:55:29.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203114,4.812746386333772,96.81372549019608,1610612764,13,9,2025-11-22T00:55:34Z,740000,False,-234.0,-7.0,1,left,MISS K. Middleton running 3PT,[203114],1610612764.0,WAS,running,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,,23.42,Missed,,,,,,,,,,,,,,,
76,PT06M42.00S,2025-11-22T00:55:32.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,13,9,2025-11-22T00:55:34Z,750000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,,,,75.0,3.0,3.0,0.0,,,,,,,,,,,
77,PT06M26.00S,2025-11-22T00:55:47.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,88.64980289093299,51.225490196078425,1610612761,15,9,2025-11-22T00:55:52Z,760000,False,6.0,54.0,1,right,R. Barrett turnaround Hook (4 PTS),[1629628],1610612761.0,TOR,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,5.45,Made,,,,,4.0,,,,,,,,,,
78,PT06M17.00S,2025-11-22T00:55:59.7Z,1,REGULAR,foul,personal,[],1630193,,,1610612764,15,9,2025-11-22T00:56:06Z,770000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 203468]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627526.0,1.0,0.0,McCollum,203468.0,,,,,
80,PT06M17.00S,2025-11-22T00:56:06.1Z,1,REGULAR,substitution,out,[],1627751,,,1610612764,15,9,2025-11-22T00:56:09Z,790000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M17.00S,2025-11-22T00:56:06.1Z,1,REGULAR,substitution,in,[],1630572,,,1610612764,15,9,2025-11-22T00:56:09Z,800000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M11.00S,2025-11-22T00:56:27.4Z,1,REGULAR,3pt,Jump Shot,[],203468,25.18068331143233,84.80392156862744,1610612764,15,9,2025-11-22T00:56:31Z,810000,False,-174.0,184.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,25.34,Missed,,,,,,,,,,,,,,,
83,PT06M07.00S,2025-11-22T00:56:31.4Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,15,9,2025-11-22T00:56:31Z,820000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,
84,PT06M05.00S,2025-11-22T00:56:33.9Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612761,15,9,2025-11-22T00:56:37Z,830000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1641731]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right Center,1.0,Coulibaly,1641731.0,,,,,,,,,,,,,,,,,
85,PT06M05.00S,2025-11-22T00:56:33.9Z,1,REGULAR,steal,,[],1641731,,,1610612764,15,9,2025-11-22T00:56:35Z,840000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
86,PT06M00.00S,2025-11-22T00:56:38.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641715,6.1268068331143235,49.50980392156863,1610612764,15,11,2025-11-22T00:56:43Z,850000,False,2.0,5.0,1,left,C. Whitmore running Layup (5 PTS) (C. McCollum 1 AST),"[1641715, 203468]",1610612764.0,WAS,running,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,0.57,Made,,,,,5.0,,,,,,C. McCollum,203468.0,1.0,,
88,PT05M46.00S,2025-11-22T00:56:54.3Z,1,REGULAR,foul,personal,['2freethrow'],203468,,,1610612761,15,11,2025-11-22T00:57:04Z,870000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Quickley 2 FT),"[203468, 1630193]",1610612764.0,WAS,shooting,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1830.0,1.0,0.0,Quickley,1630193.0,,,,,
