actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M22.00S,2025-12-10T01:49:41.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,2,5,2025-12-10T01:49:56Z,160000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
17,PT10M10.00S,2025-12-10T01:50:05.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,85.3646517739816,22.54901960784314,1610612761,2,5,2025-12-10T01:50:11Z,170000,False,-137.0,85.0,1,right,MISS S. Barnes 16' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left,,,16.15,Missed,,,,,,,,,,,,,,,,
18,PT10M09.00S,2025-12-10T01:50:06.5Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,2,5,2025-12-10T01:50:44Z,180000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Left,,,,,,17.0,2.0,0.0,2.0,,,,,,,,,,,
19,PT10M08.00S,2025-12-10T01:50:10.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627751,94.40999984741211,50.0,1610612761,4,5,2025-12-10T01:50:48Z,190000,False,0.0,0.0,1,right,J. Poeltl tip Layup (2 PTS),[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,0.0,Made,2.0,,,,,,,,,,,,,,,
20,PT09M55.00S,2025-12-10T01:50:19.9Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612752,4,5,2025-12-10T01:52:53Z,200000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1627742]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,1.0,,,,,,,,,,,Ingram,1627742.0,,,,,,
21,PT09M55.00S,2025-12-10T01:50:19.9Z,1,REGULAR,steal,,[],1627742,,,1610612761,4,5,2025-12-10T01:50:22Z,210000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
22,PT09M53.00S,2025-12-10T01:50:24.1Z,1,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612761,4,5,2025-12-10T01:50:35Z,220000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Ingram 2 FT),"[1628973, 1627742]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1627962.0,,,,,,,,,,,,,,1.0,0.0,Ingram,1627742.0,,
24,PT09M53.00S,2025-12-10T01:50:58.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627742,,,1610612761,5,5,2025-12-10T01:50:58Z,240000,False,,,0,,B. Ingram Free Throw 1 of 2 (1 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
25,PT09M53.00S,2025-12-10T01:51:16.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627742,,,1610612761,6,5,2025-12-10T01:51:16Z,250000,False,,,0,,B. Ingram Free Throw 2 of 2 (2 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
26,PT09M33.00S,2025-12-10T01:51:38.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.488173455978973,64.70588235294117,1610612752,6,8,2025-12-10T01:52:10Z,260000,False,-74.0,243.0,1,left,J. Brunson 25' 3PT step back (5 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,25.44,Made,5.0,,,,,,,,,,,,,,,
27,PT09M14.00S,2025-12-10T01:51:57.0Z,1,REGULAR,2pt,Jump Shot,[],1627742,83.52496714848883,19.607843137254903,1610612761,8,8,2025-12-10T01:52:15Z,270000,False,-152.0,102.0,1,right,B. Ingram 18' pullup Jump Shot (4 PTS) (J. Poeltl 1 AST),"[1627742, 1627751]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left,,,18.33,Made,4.0,,,,,J. Poeltl,1627751.0,1.0,,,,,,,,
28,PT08M48.00S,2025-12-10T01:52:26.1Z,1,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,8,8,2025-12-10T01:53:55Z,280000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (2 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,Mid-Range,8-16 Right,1627962.0,2.0,,,,,,,,,,,,,,,,,,
29,PT08M39.00S,2025-12-10T01:52:40.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,74.58935611038108,33.57843137254902,1610612761,8,8,2025-12-10T01:52:45Z,290000,False,-82.0,186.0,1,right,MISS B. Ingram 20' Jump Shot,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,20.37,Missed,,,,,,,,,,,,,,,,
30,PT08M36.00S,2025-12-10T01:52:43.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,8,8,2025-12-10T01:52:45Z,300000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,
31,PT08M32.00S,2025-12-10T01:52:47.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,32.276609724047304,62.5,1610612752,8,11,2025-12-10T01:52:52Z,310000,False,-62.0,251.0,1,left,K. Towns 25' 3PT running (3 PTS) (J. Hart 1 AST),"[1626157, 1628404]",1610612752.0,NYK,running,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,25.86,Made,3.0,,,,,J. Hart,1628404.0,1.0,,,,,,,,
33,PT08M23.00S,2025-12-10T01:52:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,93.24901445466492,51.225490196078425,1610612761,10,11,2025-12-10T01:56:38Z,330000,False,6.0,11.0,1,right,O. Agbaji driving reverse Layup (2 PTS) (S. Barnes 1 AST),"[1630534, 1630567]",1610612761.0,TOR,driving reverse,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,1.26,Made,2.0,,,,,S. Barnes,1630567.0,1.0,,,,,,,,
36,PT08M23.00S,2025-12-10T01:53:03.7Z,1,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612761,10,11,2025-12-10T01:53:09Z,360000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Agbaji 1 FT),"[1626157, 1630534]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,201639.0,,,,,,,,,,,,,,1.0,0.0,Agbaji,1630534.0,,
38,PT08M23.00S,2025-12-10T01:53:27.6Z,1,REGULAR,freethrow,1 of 1,[],1630534,,,1610612761,11,11,2025-12-10T01:53:27Z,380000,False,,,0,,O. Agbaji Free Throw 1 of 1 (3 PTS),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
39,PT08M08.00S,2025-12-10T01:53:44.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,6.652431011826544,4.166666666666666,1610612752,11,11,2025-12-10T01:53:53Z,390000,False,229.0,10.0,1,left,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,22.94,Missed,,,,,,,,,,,,,,,,
40,PT08M06.00S,2025-12-10T01:53:46.5Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,11,11,2025-12-10T01:54:21Z,400000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,
41,PT07M59.00S,2025-12-10T01:53:54.0Z,1,REGULAR,2pt,Jump Shot,[],1627742,84.57621550591328,71.56862745098039,1610612761,13,11,2025-12-10T01:53:58Z,410000,False,108.0,92.0,1,right,B. Ingram 14' pullup Jump Shot (6 PTS),[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,14.2,Made,6.0,,,,,,,,,,,,,,,
42,PT07M59.00S,2025-12-10T01:53:58.2Z,1,REGULAR,foul,personal,['1freethrow'],1628384,,,1610612761,13,11,2025-12-10T01:54:06Z,420000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Ingram 1 FT),"[1628384, 1627742]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,1627961.0,,,,,,,,,,,,,,1.0,0.0,Ingram,1627742.0,,
44,PT07M59.00S,2025-12-10T01:54:25.4Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612761,13,11,2025-12-10T01:54:27Z,440000,False,,,0,,MISS B. Ingram Free Throw 1 of 1,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
45,PT07M57.00S,2025-12-10T01:54:27.4Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,13,11,2025-12-10T01:54:27Z,450000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,
46,PT07M51.00S,2025-12-10T01:54:32.6Z,1,REGULAR,3pt,Jump Shot,[],1626157,33.065045992115635,44.85294117647059,1610612752,13,11,2025-12-10T01:54:37Z,460000,False,26.0,258.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,25.96,Missed,,,,,,,,,,,,,,,,
47,PT07M48.00S,2025-12-10T01:54:35.6Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,13,11,2025-12-10T01:54:37Z,470000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,
48,PT07M34.00S,2025-12-10T01:54:48.9Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612761,13,11,2025-12-10T01:54:53Z,480000,False,,,0,,B. Ingram bad pass TURNOVER (2 TO),"[1627742, 1628969]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,Bridges,1628969.0,,,,,,
49,PT07M34.00S,2025-12-10T01:54:48.9Z,1,REGULAR,steal,,[],1628969,,,1610612752,13,11,2025-12-10T01:54:51Z,490000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M23.00S,2025-12-10T01:55:05.2Z,1,REGULAR,foul,offensive,[],1626157,,,1610612752,13,11,2025-12-10T01:55:14Z,500000,False,,,0,,K. Towns offensive FOUL (2 PF),"[1626157, 1630567]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,201639.0,,,,,,,,,,,,,,2.0,0.0,Barnes,1630567.0,,
53,PT07M23.00S,2025-12-10T01:55:05.2Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,13,11,2025-12-10T01:55:05Z,520000,False,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,201639.0,1.0,,,,,,,,,,,,,,,,,,
54,PT07M23.00S,2025-12-10T01:55:34.6Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,13,11,2025-12-10T01:55:37Z,530000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M23.00S,2025-12-10T01:55:34.6Z,1,REGULAR,substitution,in,[],1630572,,,1610612761,13,11,2025-12-10T01:55:37Z,540000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M23.00S,2025-12-10T01:55:34.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612761,13,11,2025-12-10T01:55:57Z,550000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M23.00S,2025-12-10T01:55:34.6Z,1,REGULAR,substitution,in,[],1629011,,,1610612761,13,11,2025-12-10T01:55:57Z,560000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M12.00S,2025-12-10T01:56:25.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642347,90.88370565045992,97.05882352941177,1610612761,13,11,2025-12-10T01:56:31Z,570000,False,235.0,33.0,1,right,MISS J. Shead 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Right Corner 3,24+ Right,,,23.76,Missed,,,,,,,,,,,,,,,,
59,PT07M09.00S,2025-12-10T01:56:28.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,13,11,2025-12-10T03:11:13Z,580000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,58.0,,,,,,,,,,,,,,
63,PT07M05.00S,2025-12-10T01:56:49.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642347,93.11760840998686,46.07843137254902,1610612761,15,11,2025-12-10T02:00:08Z,620000,False,-20.0,12.0,1,right,J. Shead floating Jump Shot (2 PTS) (B. Ingram 1 AST),"[1642347, 1627742]",1610612761.0,TOR,floating,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,2.31,Made,2.0,,,,,B. Ingram,1627742.0,1.0,,,,,,,,
65,PT07M05.00S,2025-12-10T01:56:53.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,15,11,2025-12-10T01:56:53Z,640000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M05.00S,2025-12-10T01:56:54.8Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,15,11,2025-12-10T02:00:15Z,650000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M05.00S,2025-12-10T01:56:54.8Z,1,REGULAR,substitution,in,[],203903,,,1610612752,15,11,2025-12-10T02:00:15Z,660000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M51.00S,2025-12-10T02:00:36.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,25.312089356110377,13.970588235294118,1610612752,15,11,2025-12-10T02:00:40Z,670000,False,180.0,185.0,1,left,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,25.85,Missed,,,,,,,,,,,,,,,,
69,PT06M49.00S,2025-12-10T02:00:38.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,15,11,2025-12-10T02:00:40Z,680000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,
70,PT06M32.00S,2025-12-10T02:00:55.7Z,1,REGULAR,3pt,Jump Shot,[],1630572,66.04796320630749,58.57843137254902,1610612761,15,11,2025-12-10T02:00:59Z,690000,False,43.0,267.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,27.0,Missed,,,,,,,,,,,,,,,,
71,PT06M30.00S,2025-12-10T02:00:57.7Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,15,11,2025-12-10T02:00:59Z,700000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,
72,PT06M17.00S,2025-12-10T02:01:13.2Z,1,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612752,15,11,2025-12-10T02:01:19Z,710000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Clarkson 2 FT),"[1630567, 203903]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,201639.0,,,,,,,,,,,,,,1.0,0.0,Clarkson,203903.0,,
74,PT06M17.00S,2025-12-10T02:01:42.7Z,1,REGULAR,freethrow,1 of 2,[],203903,,,1610612752,15,11,2025-12-10T02:02:07Z,730000,False,,,0,,MISS J. Clarkson Free Throw 1 of 2,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
75,PT06M17.00S,2025-12-10T02:01:42.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,15,11,2025-12-10T02:02:07Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,
76,PT06M17.00S,2025-12-10T02:01:42.7Z,1,REGULAR,freethrow,2 of 2,[],203903,,,1610612752,15,11,2025-12-10T02:02:07Z,750000,False,,,0,,MISS J. Clarkson Free Throw 2 of 2,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
77,PT06M13.00S,2025-12-10T02:01:46.7Z,1,REGULAR,rebound,defensive,[],1642347,,,1610612761,15,11,2025-12-10T02:02:07Z,760000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,
78,PT05M57.00S,2025-12-10T02:02:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,93.51182654402102,49.50980392156863,1610612761,17,11,2025-12-10T02:02:29Z,770000,False,-2.0,8.0,1,right,J. Shead cutting Layup (4 PTS) (S. Mamukelashvili 1 AST),"[1642347, 1630572]",1610612761.0,TOR,cutting,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,0.89,Made,4.0,,,,,S. Mamukelashvili,1630572.0,1.0,,,,,,,,
80,PT05M33.00S,2025-12-10T02:02:48.1Z,1,REGULAR,foul,personal,['3freethrow'],1642347,,,1610612752,17,11,2025-12-10T02:02:58Z,790000,False,,,0,,J. Shead shooting personal FOUL (1 PF) (Brunson 3 FT),"[1642347, 1628973]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,201639.0,,,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,
82,PT05M33.00S,2025-12-10T02:03:44.7Z,1,REGULAR,freethrow,1 of 3,[],1628973,,,1610612752,17,12,2025-12-10T02:04:35Z,810000,False,,,0,,J. Brunson Free Throw 1 of 3 (6 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
83,PT05M33.00S,2025-12-10T02:03:44.7Z,1,REGULAR,freethrow,2 of 3,[],1628973,,,1610612752,17,13,2025-12-10T02:04:35Z,820000,False,,,0,,J. Brunson Free Throw 2 of 3 (7 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
84,PT05M33.00S,2025-12-10T02:04:07.8Z,1,REGULAR,substitution,out,[],1642347,,,1610612752,17,13,2025-12-10T02:04:10Z,830000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M33.00S,2025-12-10T02:04:07.8Z,1,REGULAR,substitution,in,[],1642935,,,1610612752,17,13,2025-12-10T02:04:10Z,840000,False,,,0,,SUB in: C. Hepburn,[1642935],1610612761.0,TOR,,,,Hepburn,C. Hepburn,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M33.00S,2025-12-10T02:03:44.7Z,1,REGULAR,freethrow,3 of 3,[],1628973,,,1610612752,17,13,2025-12-10T02:04:35Z,850000,False,,,0,,MISS J. Brunson Free Throw 3 of 3,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
87,PT05M31.00S,2025-12-10T02:03:46.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,17,13,2025-12-10T02:04:35Z,860000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,86.0,1.0,0.0,1.0,,,,,,,,,,,
88,PT05M28.00S,2025-12-10T02:04:35.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,31.882391590013142,65.68627450980392,1610612752,17,16,2025-12-10T02:05:49Z,870000,False,-78.0,247.0,1,left,J. Brunson 25' 3PT  (10 PTS) (M. Robinson 1 AST),"[1628973, 1629011]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,25.93,Made,10.0,,,,,M. Robinson,1629011.0,1.0,,,,,,,,
