actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-04T00:42:08.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-04T00:42:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-04T00:42:11.4Z,1,REGULAR,jumpball,recovered,[],1629638,,,1610612737,0,0,2026-01-04T00:42:11Z,40000,False,,,0,,Jump Ball O. Okongwu vs. S. Barnes: Tip to N. Alexander-Walker,"[1629638, 1630168, 1630567]",1610612737.0,ATL,startperiod,N. Alexander-Walker,1629638.0,Alexander-Walker,N. Alexander-Walker,Okongwu,1630168.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-01-04T00:42:28.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,14.799605781865965,47.794117647058826,1610612737,0,2,2026-01-04T00:42:43Z,70000,False,11.0,87.0,1,left,O. Okongwu 8' driving floating Jump Shot (2 PTS),[1630168],1610612737.0,ATL,driving floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,8.73,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M23.00S,2026-01-04T00:42:43.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,79.97700394218134,94.6078431372549,1610612761,0,2,2026-01-04T00:42:49Z,80000,False,223.0,136.0,1,right,MISS R. Barrett 26' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
9,PT11M21.00S,2026-01-04T00:42:45.8Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,0,2,2026-01-04T00:42:49Z,90000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M14.00S,2026-01-04T00:42:52.8Z,1,REGULAR,3pt,Jump Shot,[],1630168,33.722076215505915,50.49019607843137,1610612737,0,2,2026-01-04T00:45:53Z,100000,False,-2.0,264.0,1,left,MISS O. Okongwu 26' pullup 3PT,[1630168],1610612737.0,ATL,pullup,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,26.45,Missed,,,,,,,,,,,,,,,,,,
11,PT11M11.00S,2026-01-04T00:42:55.8Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,0,2,2026-01-04T00:42:58Z,110000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT11M00.00S,2026-01-04T00:43:07.2Z,1,REGULAR,2pt,Jump Shot,[],1627742,83.65637319316689,71.07843137254902,1610612761,2,2,2026-01-04T00:43:15Z,120000,False,105.0,101.0,1,right,B. Ingram 14' fadeaway Jump Shot (2 PTS),[1627742],1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,14.6,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M41.00S,2026-01-04T00:43:27.2Z,1,REGULAR,3pt,Jump Shot,[],1630552,32.276609724047304,48.529411764705884,1610612737,2,2,2026-01-04T00:43:35Z,130000,False,7.0,251.0,1,left,MISS J. Johnson 25' step back 3PT,[1630552],1610612737.0,ATL,step back,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
14,PT10M36.00S,2026-01-04T00:43:32.2Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,2,2,2026-01-04T00:43:35Z,140000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,
