actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotResult,pointsTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
83,PT06M20.00S,2025-11-23T23:26:21.4Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612761,14,9,2025-11-23T23:26:25Z,830000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1631213]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,,,Martin,1631213.0,,,,,,,,,,
84,PT06M20.00S,2025-11-23T23:26:21.4Z,1,REGULAR,steal,,[],1631213,,,1610612751,14,9,2025-11-23T23:26:23Z,840000,False,,,0,,T. Martin STEAL (1 STL),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT06M16.00S,2025-11-23T23:26:28.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631213,13.61695137976347,51.9607843137255,1610612751,14,11,2025-11-23T23:29:49Z,850000,False,-10.0,75.0,1,left,T. Martin 7' running finger roll Layup (4 PTS) (E. Dëmin 2 AST),"[1631213, 1642856]",1610612751.0,BKN,running finger roll,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,4.0,,,7.61,E. Dëmin,1642856.0,2.0,,,,,,
87,PT06M16.00S,2025-11-23T23:26:38.9Z,1,REGULAR,foul,personal,['1freethrow'],1630572,,,1610612751,14,11,2025-11-23T23:29:58Z,870000,False,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Martin 1 FT),"[1630572, 1631213]",1610612761.0,TOR,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,1.0,0.0,Martin,1631213.0,,,,,,,,,,,,,,,
89,PT06M16.00S,2025-11-23T23:26:52.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,14,11,2025-11-23T23:27:19Z,890000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M16.00S,2025-11-23T23:27:07.4Z,1,REGULAR,substitution,out,[],1630193,,,1610612751,14,11,2025-11-23T23:29:56Z,900000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M16.00S,2025-11-23T23:27:07.4Z,1,REGULAR,substitution,out,[],1630572,,,1610612751,14,11,2025-11-23T23:29:56Z,910000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M16.00S,2025-11-23T23:27:07.4Z,1,REGULAR,substitution,in,[],1642867,,,1610612751,14,11,2025-11-23T23:29:56Z,920000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M16.00S,2025-11-23T23:27:07.4Z,1,REGULAR,substitution,in,[],1642347,,,1610612751,14,11,2025-11-23T23:29:56Z,930000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT06M16.00S,2025-11-23T23:30:05.4Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631213,,,1610612751,14,12,2025-11-23T23:30:05Z,940000,False,,,0,,T. Martin Free Throw 1 of 1 (5 PTS),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
95,PT06M02.00S,2025-11-23T23:30:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.42247043363994,62.745098039215684,1610612761,14,12,2025-11-23T23:30:28Z,950000,False,64.0,122.0,1,right,MISS B. Ingram 13' turnaround Shot,[1627742],1610612761.0,TOR,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,,,13.77,,,,,,,,,
96,PT05M58.00S,2025-11-23T23:30:25.3Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,14,12,2025-11-23T23:30:28Z,960000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,95.0,1.0,1.0,0.0,,
98,PT05M43.00S,2025-11-23T23:30:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641730,12.828515111695138,41.66666666666667,1610612751,14,14,2025-11-23T23:31:04Z,980000,False,42.0,68.0,1,left,N. Clowney 7' driving floating bank Jump Shot (9 PTS),[1641730],1610612751.0,BKN,driving floating bank,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,9.0,,,7.99,,,,,,,,,
99,PT05M26.00S,2025-11-23T23:31:15.2Z,1,REGULAR,3pt,Jump Shot,[],1629628,91.93495400788436,97.30392156862744,1610612761,17,14,2025-11-23T23:31:19Z,990000,False,237.0,23.0,1,right,R. Barrett 3PT  (7 PTS) (B. Ingram 1 AST),"[1629628, 1627742]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,,Made,7.0,,,23.76,B. Ingram,1627742.0,1.0,,,,,,
101,PT05M15.00S,2025-11-23T23:31:25.7Z,1,REGULAR,3pt,Jump Shot,[],1631213,32.013797634691194,64.70588235294117,1610612751,17,17,2025-11-23T23:31:29Z,1010000,False,-74.0,248.0,1,left,T. Martin 25' 3PT  (8 PTS) (E. Dëmin 3 AST),"[1631213, 1642856]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,,,,,,,Made,8.0,,,25.9,E. Dëmin,1642856.0,3.0,,,,,,
103,PT05M03.00S,2025-11-23T23:31:37.6Z,1,REGULAR,3pt,Jump Shot,[],1642266,95.6143232588699,97.30392156862744,1610612761,20,17,2025-11-23T23:31:42Z,1030000,False,237.0,-11.0,1,right,J. Walter 3PT  (3 PTS) (J. Shead 1 AST),"[1642266, 1642347]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,,,,,,,Made,3.0,,,23.68,J. Shead,1642347.0,1.0,,,,,,
105,PT04M45.00S,2025-11-23T23:31:56.4Z,1,REGULAR,3pt,Jump Shot,[],1641730,22.552562417871222,10.784313725490197,1610612751,20,17,2025-11-23T23:32:02Z,1050000,False,196.0,159.0,1,left,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,25.28,,,,,,,,,
106,PT04M43.00S,2025-11-23T23:31:59.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,20,17,2025-11-23T23:31:59Z,1060000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,105.0,,,,,
108,PT04M43.00S,2025-11-23T23:32:02.1Z,1,REGULAR,substitution,out,[],1629628,,,1610612761,20,17,2025-11-23T23:32:09Z,1080000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M43.00S,2025-11-23T23:32:02.1Z,1,REGULAR,substitution,out,[],1642856,,,1610612761,20,17,2025-11-23T23:32:09Z,1090000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M43.00S,2025-11-23T23:32:02.1Z,1,REGULAR,substitution,in,[],1641711,,,1610612761,20,17,2025-11-23T23:32:09Z,1100000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M43.00S,2025-11-23T23:32:02.1Z,1,REGULAR,substitution,in,[],1642962,,,1610612761,20,17,2025-11-23T23:32:09Z,1110000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M26.00S,2025-11-23T23:32:34.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,85.62746386333771,38.72549019607843,1610612761,22,17,2025-11-23T23:32:38Z,1120000,False,-56.0,83.0,1,right,B. Ingram 10' turnaround fadeaway Jump Shot (2 PTS),[1627742],1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,Made,2.0,,,10.0,,,,,,,,,
113,PT04M10.00S,2025-11-23T23:32:53.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612751,22,17,2025-11-23T23:33:45Z,1130000,False,,,0,,J. Shead shooting personal FOUL (1 PF) (Martin 2 FT),"[1642347, 1631213]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,1.0,0.0,Martin,1631213.0,,,,,,,,,,,,,,,
115,PT04M10.00S,2025-11-23T23:33:31.0Z,1,REGULAR,freethrow,1 of 2,[],1631213,,,1610612751,22,18,2025-11-23T23:33:31Z,1150000,False,,,0,,T. Martin Free Throw 1 of 2 (9 PTS),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
116,PT04M10.00S,2025-11-23T23:33:33.1Z,1,REGULAR,substitution,out,[],1641730,,,1610612751,22,18,2025-11-23T23:33:45Z,1160000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M10.00S,2025-11-23T23:33:33.1Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,22,18,2025-11-23T23:33:45Z,1170000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M10.00S,2025-11-23T23:33:33.1Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,22,18,2025-11-23T23:33:45Z,1180000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M10.00S,2025-11-23T23:33:33.1Z,1,REGULAR,substitution,in,[],1629008,,,1610612751,22,18,2025-11-23T23:33:45Z,1190000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M10.00S,2025-11-23T23:33:53.8Z,1,REGULAR,freethrow,2 of 2,[],1631213,,,1610612751,22,19,2025-11-23T23:33:53Z,1200000,False,,,0,,T. Martin Free Throw 2 of 2 (10 PTS),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
121,PT03M56.00S,2025-11-23T23:34:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.06636005256242,53.92156862745098,1610612761,24,19,2025-11-23T23:34:19Z,1210000,False,20.0,22.0,1,right,B. Ingram driving finger roll Layup (4 PTS),[1627742],1610612761.0,TOR,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,Made,4.0,,,2.95,,,,,,,,,
122,PT03M47.00S,2025-11-23T23:34:17.8Z,1,REGULAR,3pt,Jump Shot,[],1631213,32.670827858081466,36.51960784313725,1610612751,24,19,2025-11-23T23:34:49Z,1220000,False,67.0,255.0,1,left,MISS T. Martin 26' pullup 3PT,[1631213],1610612751.0,BKN,pullup,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,,,26.34,,,,,,,,,
123,PT03M45.00S,2025-11-23T23:34:20.8Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,24,19,2025-11-23T23:34:20Z,1230000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,122.0,1.0,0.0,1.0,,
124,PT03M42.00S,2025-11-23T23:34:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,5.469776609724048,49.50980392156863,1610612751,24,21,2025-11-23T23:35:37Z,1240000,False,2.0,-1.0,1,left,D. Sharpe putback Layup (2 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,,,0.27,,,,,,,,,
125,PT03M33.00S,2025-11-23T23:34:31.6Z,1,REGULAR,3pt,Jump Shot,[],1641711,91.14651773981603,3.6764705882352944,1610612761,27,21,2025-11-23T23:34:36Z,1250000,False,-232.0,31.0,1,right,G. Dick 3PT  (3 PTS) (J. Shead 2 AST),"[1641711, 1642347]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,,,,,,,Made,3.0,,,23.36,J. Shead,1642347.0,2.0,,,,,,
127,PT03M07.00S,2025-11-23T23:34:57.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642962,19.267411300919843,54.41176470588235,1610612751,27,21,2025-11-23T23:35:02Z,1270000,False,-22.0,129.0,1,left,MISS D. Powell 13' pullup Shot,[1642962],1610612751.0,BKN,pullup,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,,,13.05,,,,,,,,,
128,PT03M03.00S,2025-11-23T23:35:01.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,27,21,2025-11-23T23:35:02Z,1280000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,127.0,1.0,1.0,0.0,,
129,PT03M01.00S,2025-11-23T23:35:03.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,71.04139290407359,21.813725490196077,1610612761,27,21,2025-11-23T23:35:08Z,1290000,False,-141.0,220.0,1,right,MISS B. Ingram 26' running pullup 3PT,[1627742],1610612761.0,TOR,running pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,,,26.1,,,,,,,,,
130,PT02M59.00S,2025-11-23T23:35:05.3Z,1,REGULAR,rebound,defensive,[],1631213,,,1610612751,27,21,2025-11-23T23:35:08Z,1300000,False,,,0,,T. Martin REBOUND (Off:0 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,
131,PT02M55.00S,2025-11-23T23:35:11.7Z,1,REGULAR,turnover,out-of-bounds,[],1631213,,,1610612751,27,21,2025-11-23T23:35:17Z,1310000,False,,,0,,T. Martin lost ball out-of-bounds TURNOVER (1 TO),[1631213],1610612751.0,BKN,lost ball,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,1627963.0,,,,,1.0,,,,,,,,,,,,,,
132,PT02M55.00S,2025-11-23T23:35:18.4Z,1,REGULAR,substitution,out,[],1627742,,,1610612761,27,21,2025-11-23T23:35:23Z,1320000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M55.00S,2025-11-23T23:35:18.4Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,27,21,2025-11-23T23:35:23Z,1330000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M51.00S,2025-11-23T23:35:35.0Z,1,REGULAR,foul,personal,[],1642962,,,1610612761,27,21,2025-11-23T23:35:44Z,1340000,False,,,0,,D. Powell personal FOUL (1 PF),"[1642962, 1642347]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,2714.0,1.0,0.0,Shead,1642347.0,,,,,,,,,,,,,,,
136,PT02M51.00S,2025-11-23T23:35:45.0Z,1,REGULAR,substitution,out,[],1631213,,,1610612761,27,21,2025-11-23T23:35:47Z,1360000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M51.00S,2025-11-23T23:35:45.0Z,1,REGULAR,substitution,in,[],1629611,,,1610612761,27,21,2025-11-23T23:35:47Z,1370000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M46.00S,2025-11-23T23:36:00.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642266,93.77463863337714,50.245098039215684,1610612761,29,21,2025-11-23T23:36:04Z,1380000,False,1.0,6.0,1,right,J. Walter cutting DUNK (5 PTS) (C. Murray-Boyles 1 AST),"[1642266, 1642867]",1610612761.0,TOR,cutting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,,,,Made,5.0,,,0.61,C. Murray-Boyles,1642867.0,1.0,,,,,,
140,PT02M23.00S,2025-11-23T23:36:23.3Z,1,REGULAR,3pt,Jump Shot,[],1629008,24.26084099868594,12.990196078431374,1610612751,29,21,2025-11-23T23:36:27Z,1400000,False,185.0,176.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,25.51,,,,,,,,,
141,PT02M20.00S,2025-11-23T23:36:26.3Z,1,REGULAR,rebound,offensive,[],1630533,,,1610612751,29,21,2025-11-23T23:36:27Z,1410000,False,,,0,,Z. Williams REBOUND (Off:2 Def:0),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,140.0,2.0,0.0,2.0,,
142,PT02M15.00S,2025-11-23T23:36:30.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,27.54599211563732,20.833333333333336,1610612751,29,24,2025-11-23T23:36:35Z,1420000,False,146.0,206.0,1,left,M. Porter Jr. 25' 3PT  (3 PTS) (T. Mann 1 AST),"[1629008, 1629611]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,3.0,,,25.27,T. Mann,1629611.0,1.0,,,,,,
144,PT02M02.00S,2025-11-23T23:36:44.0Z,1,REGULAR,3pt,Jump Shot,[],1642266,71.43561103810775,24.019607843137255,1610612761,32,24,2025-11-23T23:36:51Z,1440000,False,-130.0,216.0,1,right,J. Walter 25' 3PT  (8 PTS) (J. Shead 3 AST),"[1642266, 1642347]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,8.0,,,25.21,J. Shead,1642347.0,3.0,,,,,,
146,PT02M02.00S,2025-11-23T23:36:56.1Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",204011,,,1610612751,32,24,2025-11-23T23:37:08Z,1460000,False,,,0,,TEAM foul technical,[204011],1610612761.0,TOR,,,,,,,,,,,,1627963.0,,,,,,,,,,,,,,,,,,,
147,PT02M02.00S,2025-11-23T23:37:15.2Z,1,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,32,25,2025-11-23T23:37:15Z,1470000,False,,,0,,M. Porter Jr. technical Free Throw 1 of 1 (4 PTS),[1629008],1610612751.0,BKN,technical,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
148,PT01M48.00S,2025-11-23T23:37:43.3Z,1,REGULAR,3pt,Jump Shot,[],1629008,30.699737187910642,68.13725490196079,1610612751,32,25,2025-11-23T23:37:50Z,1480000,False,-91.0,236.0,1,left,MISS M. Porter Jr. 25' pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,,,25.29,,,,,,,,,
149,PT01M44.00S,2025-11-23T23:37:47.3Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,32,25,2025-11-23T23:37:50Z,1490000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,148.0,2.0,2.0,0.0,,
150,PT01M29.00S,2025-11-23T23:38:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,82.34231274638634,43.13725490196079,1610612761,32,25,2025-11-23T23:39:39Z,1500000,False,-34.0,113.0,1,right,MISS S. Barnes 11' turnaround Shot,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,,,11.86,,,,,,,,,
151,PT01M26.00S,2025-11-23T23:38:04.0Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,32,25,2025-11-23T23:38:05Z,1510000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,150.0,2.0,1.0,1.0,,
152,PT01M21.00S,2025-11-23T23:38:11.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642867,,,1610612751,32,25,2025-11-23T23:38:18Z,1520000,False,,,0,,C. Murray-Boyles shooting personal FOUL (1 PF) (Mann 2 FT),"[1642867, 1629611]",1610612761.0,TOR,shooting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,2714.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,,,,,,
154,PT01M21.00S,2025-11-23T23:38:40.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629611,,,1610612751,32,25,2025-11-23T23:38:40Z,1540000,False,,,0,,MISS T. Mann Free Throw 1 of 2,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
155,PT01M21.00S,2025-11-23T23:38:40.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,32,25,2025-11-23T23:38:40Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,,,,,
156,PT01M21.00S,2025-11-23T23:38:42.4Z,1,REGULAR,substitution,out,[],1642867,,,1610612751,32,25,2025-11-23T23:38:57Z,1560000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M21.00S,2025-11-23T23:38:42.4Z,1,REGULAR,substitution,out,[],1642266,,,1610612751,32,25,2025-11-23T23:38:57Z,1570000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M21.00S,2025-11-23T23:38:42.4Z,1,REGULAR,substitution,out,[],1630533,,,1610612751,32,25,2025-11-23T23:38:57Z,1580000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M21.00S,2025-11-23T23:38:42.4Z,1,REGULAR,substitution,in,[],1630572,,,1610612751,32,25,2025-11-23T23:38:57Z,1590000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M21.00S,2025-11-23T23:38:42.4Z,1,REGULAR,substitution,in,[],1630193,,,1610612751,32,25,2025-11-23T23:38:57Z,1600000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M21.00S,2025-11-23T23:38:42.4Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,32,25,2025-11-23T23:38:57Z,1610000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M21.00S,2025-11-23T23:39:03.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629611,,,1610612751,32,26,2025-11-23T23:39:03Z,1620000,False,,,0,,T. Mann Free Throw 2 of 2 (1 PTS),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
163,PT00M57.60S,2025-11-23T23:39:28.2Z,1,REGULAR,2pt,Jump Shot,[],1630567,76.82325886990802,53.18627450980392,1610612761,34,26,2025-11-23T23:39:33Z,1630000,False,16.0,165.0,1,right,S. Barnes 16' turnaround fadeaway Jump Shot (4 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,Made,4.0,,,16.62,,,,,,,,,
164,PT00M37.10S,2025-11-23T23:39:55.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612751,34,26,2025-11-23T23:40:02Z,1640000,False,,,0,,J. Shead personal FOUL (2 PF) (Powell 2 FT),"[1642347, 1642962]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Left Center,1193.0,2.0,0.0,Powell,1642962.0,,,,,,,,,,,,,,,
166,PT00M37.10S,2025-11-23T23:40:22.7Z,1,REGULAR,freethrow,1 of 2,[],1642962,,,1610612751,34,27,2025-11-23T23:40:22Z,1660000,False,,,0,,D. Powell Free Throw 1 of 2 (1 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
167,PT00M37.10S,2025-11-23T23:40:23.8Z,1,REGULAR,substitution,out,[],1642347,,,1610612751,34,27,2025-11-23T23:40:28Z,1670000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M37.10S,2025-11-23T23:40:23.8Z,1,REGULAR,substitution,in,[],1629628,,,1610612751,34,27,2025-11-23T23:40:28Z,1680000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
