actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotResult,pointsTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
253,PT06M51.00S,2025-11-23T23:57:25.7Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,50,42,2025-11-23T23:57:43Z,2520000,False,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,251.0,4.0,4.0,0.0,,
254,PT06M47.00S,2025-11-23T23:57:31.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629008,4.681340341655716,51.225490196078425,1610612751,50,44,2025-11-23T23:59:53Z,2530000,False,-6.0,-8.0,1,left,M. Porter Jr. running Layup (11 PTS),[1629008],1610612751.0,BKN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,Made,11.0,,,1.05,,,,,,,,,
255,PT06M35.00S,2025-11-23T23:57:43.2Z,2,REGULAR,foul,personal,['3freethrow'],1629008,,,1610612761,50,44,2025-11-24T00:00:59Z,2540000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Shead 3 FT),"[1629008, 1642347]",1610612751.0,BKN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,1193.0,1.0,0.0,Shead,1642347.0,,,,,,,,,,,,,,,
257,PT06M35.00S,2025-11-23T23:58:15.4Z,2,REGULAR,freethrow,1 of 3,[],1642347,,,1610612761,51,44,2025-11-24T00:01:07Z,2560000,False,,,0,,J. Shead Free Throw 1 of 3 (1 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
258,PT06M35.00S,2025-11-23T23:58:15.4Z,2,REGULAR,freethrow,2 of 3,[],1642347,,,1610612761,52,44,2025-11-24T00:01:07Z,2570000,False,,,0,,J. Shead Free Throw 2 of 3 (2 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
282,PT06M35.00S,2025-11-23T23:58:48.8Z,2,REGULAR,substitution,out,[],1629628,,,1610612761,52,44,2025-11-24T00:02:28Z,2595000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT06M35.00S,2025-11-23T23:58:48.8Z,2,REGULAR,substitution,out,[],1629008,,,1610612761,52,44,2025-11-24T00:02:28Z,2607500,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT06M35.00S,2025-11-23T23:58:48.8Z,2,REGULAR,substitution,in,[],1630193,,,1610612761,52,44,2025-11-24T00:02:28Z,2613750,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT06M35.00S,2025-11-23T23:58:48.8Z,2,REGULAR,substitution,in,[],1642856,,,1610612761,52,44,2025-11-24T00:02:28Z,2616875,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M35.00S,2025-11-23T23:58:15.4Z,2,REGULAR,freethrow,3 of 3,[],1642347,,,1610612761,53,44,2025-11-24T00:01:07Z,2620000,False,,,0,,J. Shead Free Throw 3 of 3 (3 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
264,PT06M11.00S,2025-11-23T23:59:22.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,18.873193166885677,53.431372549019606,1610612751,53,44,2025-11-23T23:59:28Z,2630000,False,-17.0,125.0,1,left,MISS Z. Williams 12' pullup Shot,[1630533],1610612751.0,BKN,pullup,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,,,12.61,,,,,,,,,
265,PT06M11.00S,2025-11-23T23:59:22.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,53,44,2025-11-23T23:59:28Z,2640000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,264.0,,,,,
266,PT06M11.00S,2025-11-23T23:59:29.0Z,2,REGULAR,foul,personal,[],1630534,,,1610612751,53,44,2025-11-23T23:59:45Z,2650000,False,,,0,,O. Agbaji loose ball personal FOUL (1 PF),"[1630534, 1629651]",1610612761.0,TOR,loose ball,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Right,1627963.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,,
268,PT06M01.00S,2025-11-24T00:00:04.5Z,2,REGULAR,turnover,3-second-violation,[],1629651,,,1610612751,53,44,2025-11-24T00:00:45Z,2670000,False,,,0,,N. Claxton 3-second-violation TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,2714.0,,,,,1.0,,,,,,,,,,,,,,
269,PT05M40.00S,2025-11-24T00:00:32.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,88.38699080157687,46.568627450980394,1610612761,53,44,2025-11-24T00:03:44Z,2680000,False,-17.0,57.0,1,right,MISS B. Ingram turnaround Shot - blocked,"[1627742, 1629651]",1610612761.0,TOR,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,,,5.93,,,,,,,,Claxton,1629651.0
270,PT05M40.00S,2025-11-24T00:00:32.9Z,2,REGULAR,block,,[],1629651,,,1610612761,53,44,2025-11-24T00:05:35Z,2690000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
271,PT05M36.00S,2025-11-24T00:00:36.9Z,2,REGULAR,rebound,defensive,[],1631213,,,1610612751,53,44,2025-11-24T00:00:48Z,2700000,False,,,0,,T. Martin REBOUND (Off:0 Def:2),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,269.0,2.0,2.0,0.0,,
272,PT05M26.00S,2025-11-24T00:00:46.8Z,2,REGULAR,3pt,Jump Shot,[],1630533,32.53942181340342,55.14705882352941,1610612751,53,47,2025-11-24T00:00:53Z,2710000,False,-26.0,253.0,1,left,Z. Williams 25' 3PT bank (3 PTS) (E. Dëmin 4 AST),"[1630533, 1642856]",1610612751.0,BKN,bank,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,,Made,3.0,,,25.47,E. Dëmin,1642856.0,4.0,,,,,,
274,PT05M09.00S,2025-11-24T00:01:03.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,93.77463863337714,51.71568627450981,1610612761,55,47,2025-11-24T00:01:11Z,2730000,False,9.0,6.0,1,right,O. Agbaji driving finger roll Layup (2 PTS) (B. Ingram 2 AST),"[1630534, 1627742]",1610612761.0,TOR,driving finger roll,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,,,1.05,B. Ingram,1627742.0,2.0,,,,,,
276,PT04M49.00S,2025-11-24T00:01:25.6Z,2,REGULAR,2pt,Jump Shot,[],1642856,18.478975032851512,28.431372549019606,1610612751,55,47,2025-11-24T00:08:30Z,2750000,False,108.0,121.0,1,left,MISS E. Dëmin 16' turnaround fadeaway Shot,[1642856],1610612751.0,BKN,turnaround fadeaway,,,Dëmin,E. Dëmin,,,,,Mid-Range,16-24 Right Center,,,,,,,Missed,,,,16.22,,,,,,,,,
277,PT04M46.00S,2025-11-24T00:01:28.6Z,2,REGULAR,rebound,defensive,[],1642347,,,1610612761,55,47,2025-11-24T00:08:30Z,2760000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,276.0,1.0,1.0,0.0,,
278,PT04M41.00S,2025-11-24T00:01:30.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,67.23061760840999,73.52941176470588,1610612761,55,47,2025-11-24T00:03:03Z,2770000,False,118.0,256.0,1,right,MISS I. Quickley 28' running pullup 3PT,[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,28.13,,,,,,,,,
279,PT04M39.00S,2025-11-24T00:01:32.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,55,47,2025-11-24T00:03:03Z,2780000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,278.0,,,,,
281,PT04M39.00S,2025-11-24T00:01:50.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,55,47,2025-11-24T00:01:50Z,2800000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M39.00S,2025-11-24T00:03:34.8Z,2,REGULAR,substitution,out,[],1642347,,,1610612761,55,47,2025-11-24T00:04:38Z,2810000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M39.00S,2025-11-24T00:03:34.8Z,2,REGULAR,substitution,in,[],1642266,,,1610612761,55,47,2025-11-24T00:04:38Z,2820000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M31.00S,2025-11-24T00:05:03.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630193,85.3646517739816,57.35294117647059,1610612761,55,47,2025-11-24T00:05:10Z,2830000,False,37.0,85.0,1,right,MISS I. Quickley 9' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,,,9.27,,,,,,,,,
289,PT04M29.00S,2025-11-24T00:05:05.5Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,55,47,2025-11-24T00:05:10Z,2840000,False,,,0,,N. Claxton REBOUND (Off:0 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,288.0,5.0,5.0,0.0,,
290,PT04M20.00S,2025-11-24T00:05:14.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,9.806176084099869,58.333333333333336,1610612751,55,49,2025-11-24T00:11:56Z,2850000,False,-42.0,40.0,1,left,N. Claxton driving floating Jump Shot (2 PTS) (T. Martin 2 AST),"[1629651, 1631213]",1610612751.0,BKN,driving floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,2.0,,,5.76,T. Martin,1631213.0,2.0,,,,,,
292,PT04M13.00S,2025-11-24T00:05:20.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,92.9862023653088,59.068627450980394,1610612761,55,49,2025-11-24T00:05:26Z,2870000,False,45.0,13.0,1,right,MISS B. Ingram driving floating Shot - blocked,"[1627742, 1630533]",1610612761.0,TOR,driving floating,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,,,4.72,,,,,,,,Williams,1630533.0
293,PT04M13.00S,2025-11-24T00:05:20.8Z,2,REGULAR,block,,[],1630533,,,1610612761,55,49,2025-11-24T00:05:23Z,2880000,False,,,0,,Z. Williams BLOCK (2 BLK),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
294,PT04M11.00S,2025-11-24T00:05:22.8Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,55,49,2025-11-24T00:05:26Z,2890000,False,,,0,,Z. Williams REBOUND (Off:2 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,292.0,3.0,1.0,2.0,,
295,PT04M05.00S,2025-11-24T00:05:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631213,8.09789750328515,58.333333333333336,1610612751,55,49,2025-11-24T00:13:37Z,2900000,False,-42.0,24.0,1,left,MISS T. Martin driving finger roll Layup,[1631213],1610612751.0,BKN,driving finger roll,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,,,4.79,,,,,,,,,
296,PT04M04.00S,2025-11-24T00:05:33.0Z,2,REGULAR,rebound,defensive,[],1642266,,,1610612761,55,49,2025-11-24T00:13:37Z,2910000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,295.0,1.0,1.0,0.0,,
297,PT03M56.00S,2025-11-24T00:05:38.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627742,91.40932982917214,44.85294117647059,1610612761,55,49,2025-11-24T00:15:02Z,2920000,False,-26.0,28.0,1,right,MISS B. Ingram running Layup,[1627742],1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,,,3.82,,,,,,,,,
298,PT03M56.00S,2025-11-24T00:05:38.0Z,2,REGULAR,rebound,offensive,[],1627742,,,1610612761,55,49,2025-11-24T00:06:48Z,2930000,False,,,0,,B. Ingram REBOUND (Off:1 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,297.0,2.0,1.0,1.0,,
299,PT03M52.00S,2025-11-24T00:05:42.3Z,2,REGULAR,turnover,bad pass,[],1627742,,,1610612761,55,49,2025-11-24T00:07:08Z,2940000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1631213]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,,,,,,1.0,,,Martin,1631213.0,,,,,,,,,,
300,PT03M52.00S,2025-11-24T00:05:42.3Z,2,REGULAR,steal,,[],1631213,,,1610612751,55,49,2025-11-24T00:09:54Z,2950000,False,,,0,,T. Martin STEAL (2 STL),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
301,PT03M48.00S,2025-11-24T00:05:49.4Z,2,REGULAR,turnover,out-of-bounds,[],1641730,,,1610612751,55,49,2025-11-24T00:06:01Z,2960000,False,,,0,,N. Clowney lost ball out-of-bounds TURNOVER (2 TO),[1641730],1610612751.0,BKN,lost ball,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Left,1627963.0,,,,,2.0,,,,,,,,,,,,,,
302,PT03M31.00S,2025-11-24T00:06:21.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630534,95.22010512483574,50.49019607843137,1610612761,57,49,2025-11-24T00:06:26Z,2970000,False,2.0,-8.0,1,right,O. Agbaji driving DUNK (4 PTS) (I. Quickley 3 AST),"[1630534, 1630193]",1610612761.0,TOR,driving,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,Made,4.0,,,0.8,I. Quickley,1630193.0,3.0,,,,,,
304,PT03M17.00S,2025-11-24T00:06:34.5Z,2,REGULAR,3pt,Jump Shot,[],1641730,26.10052562417871,15.196078431372548,1610612751,57,49,2025-11-24T00:06:40Z,2990000,False,174.0,193.0,1,left,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,25.97,,,,,,,,,
305,PT03M14.00S,2025-11-24T00:06:37.5Z,2,REGULAR,rebound,defensive,[],1642867,,,1610612761,57,49,2025-11-24T00:06:40Z,3000000,False,,,0,,C. Murray-Boyles REBOUND (Off:0 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,304.0,1.0,1.0,0.0,,
306,PT03M04.00S,2025-11-24T00:06:47.2Z,2,REGULAR,3pt,Jump Shot,[],1627742,92.46057818659659,97.54901960784314,1610612761,60,49,2025-11-24T00:06:51Z,3010000,False,238.0,18.0,1,right,B. Ingram 3PT  (7 PTS) (O. Agbaji 1 AST),"[1627742, 1630534]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,Made,7.0,,,23.84,O. Agbaji,1630534.0,1.0,,,,,,
308,PT03M03.00S,2025-11-24T00:06:55.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612751,60,49,2025-11-24T00:06:55Z,3030000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M03.00S,2025-11-24T00:07:33.9Z,2,REGULAR,substitution,out,[],1630534,,,1610612751,60,49,2025-11-24T00:08:17Z,3040000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M03.00S,2025-11-24T00:07:33.9Z,2,REGULAR,substitution,out,[],1631213,,,1610612751,60,49,2025-11-24T00:08:17Z,3050000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M03.00S,2025-11-24T00:07:33.9Z,2,REGULAR,substitution,in,[],1630567,,,1610612751,60,49,2025-11-24T00:08:17Z,3060000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M03.00S,2025-11-24T00:07:33.9Z,2,REGULAR,substitution,in,[],1629008,,,1610612751,60,49,2025-11-24T00:08:17Z,3070000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M47.00S,2025-11-24T00:08:47.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.389618922470433,51.71568627450981,1610612751,60,51,2025-11-24T00:08:53Z,3080000,False,-9.0,8.0,1,left,N. Claxton driving DUNK (4 PTS),[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,Made,4.0,,,1.15,,,,,,,,,
314,PT02M33.00S,2025-11-24T00:09:03.3Z,2,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612761,60,51,2025-11-24T00:09:09Z,3090000,False,,,0,,B. Ingram lost ball out-of-bounds TURNOVER (2 TO),[1627742],1610612761.0,TOR,lost ball,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,1193.0,,,,,2.0,,,,,,,,,,,,,,
315,PT02M19.00S,2025-11-24T00:09:27.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,29.122864651773984,22.058823529411764,1610612751,60,54,2025-11-24T00:09:32Z,3100000,False,140.0,221.0,1,left,M. Porter Jr. 26' 3PT  (14 PTS) (N. Claxton 1 AST),"[1629008, 1629651]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,14.0,,,26.17,N. Claxton,1629651.0,1.0,,,,,,
317,PT02M03.00S,2025-11-24T00:09:44.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612761,60,54,2025-11-24T00:10:01Z,3120000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629651, 1630567]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1193.0,1.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,
319,PT02M03.00S,2025-11-24T00:10:12.1Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,61,54,2025-11-24T00:10:12Z,3140000,False,,,0,,S. Barnes Free Throw 1 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
320,PT02M03.00S,2025-11-24T00:10:13.0Z,2,REGULAR,substitution,out,[],1642867,,,1610612761,61,54,2025-11-24T00:10:19Z,3150000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M03.00S,2025-11-24T00:10:13.0Z,2,REGULAR,substitution,out,[],1642266,,,1610612761,61,54,2025-11-24T00:10:19Z,3160000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M03.00S,2025-11-24T00:10:13.0Z,2,REGULAR,substitution,in,[],1629628,,,1610612761,61,54,2025-11-24T00:10:19Z,3170000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M03.00S,2025-11-24T00:10:13.0Z,2,REGULAR,substitution,in,[],1630572,,,1610612761,61,54,2025-11-24T00:10:19Z,3180000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M03.00S,2025-11-24T00:10:29.9Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,62,54,2025-11-24T00:10:29Z,3190000,False,,,0,,S. Barnes Free Throw 2 of 2 (8 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
325,PT01M44.00S,2025-11-24T00:10:49.7Z,2,REGULAR,3pt,Jump Shot,[],1630533,14.011169513797633,4.6568627450980395,1610612751,62,54,2025-11-24T00:10:55Z,3200000,False,227.0,79.0,1,left,MISS Z. Williams 24' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,,,,,,,Missed,,,,24.01,,,,,,,,,
326,PT01M42.00S,2025-11-24T00:10:51.7Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,62,54,2025-11-24T00:10:55Z,3210000,False,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,325.0,3.0,2.0,1.0,,
327,PT01M38.00S,2025-11-24T00:10:56.5Z,2,REGULAR,foul,offensive,[],1629628,,,1610612761,62,54,2025-11-24T00:11:59Z,3220000,False,,,0,,R. Barrett off-the-ball offensive FOUL (1 PF),"[1629628, 1641730]",1610612761.0,TOR,off-the-ball,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,1627963.0,1.0,0.0,Clowney,1641730.0,,,,,,,,,,,,,,,
329,PT01M38.00S,2025-11-24T00:10:56.5Z,2,REGULAR,turnover,offensive foul,[],1629628,,,1610612761,62,54,2025-11-24T00:10:56Z,3240000,False,,,0,,R. Barrett offensive foul TURNOVER (2 TO),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,1627963.0,,,,,2.0,,,,,,,,,,,,,,
330,PT01M21.00S,2025-11-24T00:11:32.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641730,6.521024967148489,49.754901960784316,1610612751,62,56,2025-11-24T00:11:36Z,3250000,False,1.0,9.0,1,left,N. Clowney driving DUNK (11 PTS) (M. Porter Jr. 2 AST),"[1641730, 1629008]",1610612751.0,BKN,driving,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,Made,11.0,,,0.89,M. Porter Jr.,1629008.0,2.0,,,,,,
332,PT01M05.00S,2025-11-24T00:11:48.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,86.28449408672799,47.549019607843135,1610612761,62,56,2025-11-24T00:13:53Z,3270000,False,-12.0,76.0,1,right,MISS S. Barnes 7' driving floating bank Shot,[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,,,7.74,,,,,,,,,
333,PT01M04.00S,2025-11-24T00:11:49.7Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,62,56,2025-11-24T00:13:53Z,3280000,False,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,332.0,4.0,2.0,2.0,,
334,PT01M04.00S,2025-11-24T00:11:52.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629008,,,1610612761,62,56,2025-11-24T00:14:09Z,3290000,False,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Barnes 2 FT),"[1629008, 1630567]",1610612751.0,BKN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2714.0,2.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,
336,PT01M04.00S,2025-11-24T00:12:15.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630567,,,1610612761,62,56,2025-11-24T00:12:15Z,3310000,False,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
340,PT01M04.00S,2025-11-24T00:12:15.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,62,56,2025-11-24T00:12:52Z,3320000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,,,,,
341,PT01M04.00S,2025-11-24T00:12:15.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630567,,,1610612761,63,56,2025-11-24T00:12:52Z,3325000,False,,,0,,S. Barnes Free Throw 2 of 2 (9 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
338,PT01M04.00S,2025-11-24T00:12:16.4Z,2,REGULAR,substitution,out,[],1630572,,,1610612751,63,56,2025-11-24T00:12:52Z,3330000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
