actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
174,PT00M38.10S,2026-04-02T00:40:04.6Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,20,27,2026-04-02T00:40:10Z,1720000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:2),[1630572],1610612761.0,TOR,,,,,,,,Mamukelashvili,S. Mamukelashvili,In The Paint (Non-RA),8-16 Center,,,173.0,3.0,2.0,1.0,,,,,,,,,,,,,,
175,PT00M28.40S,2026-04-02T00:40:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.11760840998686,51.225490196078425,1610612761,22,27,2026-04-02T00:40:22Z,1730000,False,6.0,12.0,1,right,R. Barrett cutting Layup (4 PTS) (S. Barnes 2 AST),"[1629628, 1630567]",1610612761.0,TOR,cutting,,,,,,,Barrett,R. Barrett,Restricted Area,0-8 Center,1.36,Made,,,,,4.0,S. Barnes,1630567.0,2.0,,,,,,,,,,
177,PT00M11.30S,2026-04-02T00:40:34.8Z,1,REGULAR,3pt,Jump Shot,[],1630165,28.728646517739815,20.833333333333336,1610612758,22,27,2026-04-02T00:40:39Z,1750000,False,146.0,218.0,1,left,MISS K. Hayes 26' pullup 3PT,[1630165],1610612758.0,SAC,pullup,,,,,,,Hayes,K. Hayes,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
178,PT00M08.80S,2026-04-02T00:40:37.3Z,1,REGULAR,rebound,offensive,[],1642928,,,1610612758,22,27,2026-04-02T00:40:37Z,1760000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:0),[1642928],1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,Above the Break 3,24+ Right Center,,,177.0,1.0,0.0,1.0,,,,,,,,,,,,,,
179,PT00M00.50S,2026-04-02T00:40:46.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,29.122864651773984,10.294117647058822,1610612758,22,27,2026-04-02T00:55:13Z,1770000,False,199.0,221.0,1,left,MISS M. Monk 29' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,,,,,Monk,M. Monk,Above the Break 3,24+ Right Center,29.73,Missed,,,,,,,,,,,,,,,,,,
180,PT00M00.10S,2026-04-02T00:40:47.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,22,27,2026-04-02T00:41:02Z,1780000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,179.0,,,,,,,,,,,,,,,,,
181,PT00M00.00S,2026-04-02T00:40:52.1Z,1,REGULAR,period,end,[],0,,,1610612758,22,27,2026-04-02T00:40:52Z,1790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-04-02T00:41:23.7Z,2,REGULAR,substitution,out,['startperiod'],1642347,,,1610612758,22,27,2026-04-02T00:43:38Z,1800000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-04-02T00:41:23.7Z,2,REGULAR,substitution,out,['startperiod'],1630165,,,1610612758,22,27,2026-04-02T00:43:38Z,1810000,False,,,0,,SUB out: K. Hayes,[1630165],1610612758.0,SAC,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-04-02T00:41:23.7Z,2,REGULAR,substitution,out,['startperiod'],1630173,,,1610612758,22,27,2026-04-02T00:43:38Z,1820000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2026-04-02T00:41:23.7Z,2,REGULAR,substitution,in,['startperiod'],1642266,,,1610612758,22,27,2026-04-02T00:43:38Z,1830000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2026-04-02T00:41:23.7Z,2,REGULAR,substitution,in,['startperiod'],203926,,,1610612758,22,27,2026-04-02T00:43:38Z,1840000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2026-04-02T00:41:23.7Z,2,REGULAR,substitution,in,['startperiod'],1642363,,,1610612758,22,27,2026-04-02T00:43:38Z,1850000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2026-04-02T00:43:40.7Z,2,REGULAR,period,start,[],0,,,1610612758,22,27,2026-04-02T00:43:40Z,1860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M37.00S,2026-04-02T00:44:03.0Z,2,REGULAR,3pt,Jump Shot,[],1631342,21.23850197109067,93.62745098039215,1610612758,22,27,2026-04-02T00:44:08Z,1870000,False,-218.0,147.0,1,left,MISS D. Plowden 26' 3PT,[1631342],1610612758.0,SAC,,,,,,,,Plowden,D. Plowden,Above the Break 3,24+ Left Center,26.31,Missed,,,,,,,,,,,,,,,,,,
190,PT11M35.00S,2026-04-02T00:44:05.0Z,2,REGULAR,rebound,offensive,[],1642928,,,1610612758,22,27,2026-04-02T00:44:08Z,1880000,False,,,0,,D. Cardwell REBOUND (Off:2 Def:0),[1642928],1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,Above the Break 3,24+ Left Center,,,189.0,2.0,0.0,2.0,,,,,,,,,,,,,,
191,PT11M31.00S,2026-04-02T00:44:08.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631342,8.360709592641262,52.20588235294118,1610612758,22,29,2026-04-02T00:56:37Z,1890000,False,-11.0,26.0,1,left,D. Plowden floating Jump Shot (2 PTS) (D. Cardwell 2 AST),"[1631342, 1642928]",1610612758.0,SAC,floating,,,,,,,Plowden,D. Plowden,Restricted Area,0-8 Center,2.83,Made,,,,,2.0,D. Cardwell,1642928.0,2.0,,,,,,,,,,
193,PT11M24.00S,2026-04-02T00:44:16.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,94.03745072273325,51.225490196078425,1610612761,24,29,2026-04-02T00:57:01Z,1910000,False,6.0,4.0,1,right,S. Mamukelashvili driving finger roll Layup (5 PTS) (R. Barrett 1 AST),"[1630572, 1629628]",1610612761.0,TOR,driving finger roll,,,,,,,Mamukelashvili,S. Mamukelashvili,Restricted Area,0-8 Center,0.7,Made,,,,,5.0,R. Barrett,1629628.0,1.0,,,,,,,,,,
195,PT11M08.00S,2026-04-02T00:44:32.4Z,2,REGULAR,3pt,Jump Shot,[],1631342,10.463206307490145,3.1862745098039214,1610612758,24,32,2026-04-02T00:44:36Z,1930000,False,234.0,46.0,1,left,D. Plowden 3PT  (5 PTS) (M. Monk 1 AST),"[1631342, 1628370]",1610612758.0,SAC,,,,,,,,Plowden,D. Plowden,Right Corner 3,24+ Right,23.86,Made,,,,,5.0,M. Monk,1628370.0,1.0,,,,,,,,,,
197,PT10M48.00S,2026-04-02T00:44:51.3Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612761,24,32,2026-04-02T00:44:56Z,1950000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1642363]",1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Clifford,1642363.0,,,,,,,
198,PT10M48.00S,2026-04-02T00:44:51.3Z,2,REGULAR,steal,,[],1642363,,,1610612758,24,32,2026-04-02T00:44:53Z,1960000,False,,,0,,N. Clifford STEAL (1 STL),[1642363],1610612758.0,SAC,,,,,,,,Clifford,N. Clifford,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
199,PT10M44.00S,2026-04-02T00:44:56.0Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203926,21.369908015768726,9.313725490196079,1610612758,24,32,2026-04-02T00:59:18Z,1970000,False,203.0,148.0,1,left,MISS D. McDermott 25' running 3PT,[203926],1610612758.0,SAC,running,,,,,,,McDermott,D. McDermott,Above the Break 3,24+ Right Center,25.18,Missed,,,,,,,,,,,,,,,,,,
200,PT10M43.00S,2026-04-02T00:44:57.0Z,2,REGULAR,rebound,defensive,[],1642266,,,1610612761,24,32,2026-04-02T00:59:18Z,1980000,False,,,0,,J. Walter REBOUND (Off:0 Def:2),[1642266],1610612761.0,TOR,,,,,,,,Walter,J. Walter,Above the Break 3,24+ Right Center,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,,
201,PT10M36.00S,2026-04-02T00:45:04.8Z,2,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,24,32,2026-04-02T00:45:10Z,1990000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,,,,200833.0,Barnes,S. Barnes,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,,,
202,PT10M26.00S,2026-04-02T00:45:24.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642363,6.389618922470433,50.245098039215684,1610612758,24,34,2026-04-02T00:45:28Z,2000000,False,-1.0,8.0,1,left,N. Clifford driving Layup (2 PTS),[1642363],1610612758.0,SAC,driving,,,,,,,Clifford,N. Clifford,Restricted Area,0-8 Center,0.77,Made,,,,,2.0,,,,,,,,,,,,,
203,PT10M26.00S,2026-04-02T00:45:29.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,24,34,2026-04-02T00:45:29Z,2010000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M26.00S,2026-04-02T00:45:31.6Z,2,REGULAR,substitution,out,[],1627751,,,1610612761,24,34,2026-04-02T00:48:12Z,2020000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,
205,PT10M26.00S,2026-04-02T00:45:31.6Z,2,REGULAR,substitution,out,[],1630572,,,1610612761,24,34,2026-04-02T00:48:12Z,2030000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,
206,PT10M26.00S,2026-04-02T00:45:31.6Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,24,34,2026-04-02T00:48:12Z,2040000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
207,PT10M26.00S,2026-04-02T00:45:31.6Z,2,REGULAR,substitution,in,[],1642867,,,1610612761,24,34,2026-04-02T00:48:12Z,2050000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,
208,PT10M17.00S,2026-04-02T00:48:31.8Z,2,REGULAR,foul,personal,[],1642363,,,1610612761,24,34,2026-04-02T00:48:38Z,2060000,False,,,0,,N. Clifford personal FOUL (1 PF),"[1642363, 1629628]",1610612758.0,SAC,,,,,,,200833.0,Clifford,N. Clifford,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,0.0,Barrett,1629628.0,,,
210,PT10M12.00S,2026-04-02T00:48:51.5Z,2,REGULAR,3pt,Jump Shot,[],1642266,75.24638633377135,88.23529411764706,1610612761,27,34,2026-04-02T00:48:56Z,2080000,False,191.0,180.0,1,right,J. Walter 26' 3PT  (5 PTS) (J. Shead 2 AST),"[1642266, 1642347]",1610612761.0,TOR,,,,,,,,Walter,J. Walter,Above the Break 3,24+ Right Center,26.27,Made,,,,,5.0,J. Shead,1642347.0,2.0,,,,,,,,,,
212,PT09M54.00S,2026-04-02T00:49:09.6Z,2,REGULAR,3pt,Jump Shot,[],1628370,31.750985545335087,28.676470588235293,1610612758,27,34,2026-04-02T00:49:14Z,2100000,False,107.0,246.0,1,left,MISS M. Monk 26' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,,,,,Monk,M. Monk,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
213,PT09M50.00S,2026-04-02T00:49:13.6Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,27,34,2026-04-02T00:49:14Z,2110000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,,,,,Barnes,S. Barnes,Above the Break 3,24+ Right Center,,,212.0,1.0,1.0,0.0,,,,,,,,,,,,,,
214,PT09M44.00S,2026-04-02T00:49:19.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,71.56701708278581,79.41176470588235,1610612761,27,34,2026-04-02T01:01:50Z,2120000,False,147.0,215.0,1,right,MISS R. Barrett 26' running 3PT,[1629628],1610612761.0,TOR,running,,,,,,,Barrett,R. Barrett,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
215,PT09M42.00S,2026-04-02T00:49:21.9Z,2,REGULAR,rebound,offensive,[],1642867,,,1610612761,27,34,2026-04-02T00:49:21Z,2130000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:0),[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,Above the Break 3,24+ Right Center,,,214.0,1.0,0.0,1.0,,,,,,,,,,,,,,
216,PT09M37.00S,2026-04-02T00:49:26.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,76.16622864651774,88.23529411764706,1610612761,30,34,2026-04-02T00:49:31Z,2140000,False,191.0,172.0,1,right,R. Barrett 25' 3PT  (7 PTS) (S. Barnes 3 AST),"[1629628, 1630567]",1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Above the Break 3,24+ Right Center,25.68,Made,,,,,7.0,S. Barnes,1630567.0,3.0,,,,,,,,,,
218,PT09M26.00S,2026-04-02T00:49:37.7Z,2,REGULAR,3pt,Jump Shot,[],1631342,24.392247043363994,12.009803921568627,1610612758,30,34,2026-04-02T00:49:44Z,2160000,False,190.0,177.0,1,left,MISS D. Plowden 25' 3PT,[1631342],1610612758.0,SAC,,,,,,,,Plowden,D. Plowden,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
219,PT09M22.00S,2026-04-02T00:49:41.7Z,2,REGULAR,rebound,defensive,[],1642867,,,1610612761,30,34,2026-04-02T00:49:44Z,2170000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:1),[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,Above the Break 3,24+ Right Center,,,218.0,2.0,1.0,1.0,,,,,,,,,,,,,,
220,PT09M16.00S,2026-04-02T00:49:49.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642867,93.51182654402102,46.07843137254902,1610612761,30,34,2026-04-02T00:50:17Z,2180000,False,-20.0,8.0,1,right,MISS C. Murray-Boyles turnaround Hook - blocked,"[1642867, 1642928]",1610612761.0,TOR,turnaround,,,,,,,Murray-Boyles,C. Murray-Boyles,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,Cardwell,1642928.0,
221,PT09M16.00S,2026-04-02T00:49:49.1Z,2,REGULAR,block,,[],1642928,,,1610612761,30,34,2026-04-02T00:49:52Z,2190000,False,,,0,,D. Cardwell BLOCK (1 BLK),[1642928],1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT09M16.00S,2026-04-02T00:49:49.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,30,34,2026-04-02T01:04:33Z,2200000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,220.0,,,,,,,,,,,,,,,,,
222,PT09M16.00S,2026-04-02T00:50:15.6Z,2,REGULAR,jumpball,recovered,[],1642363,,,1610612758,30,34,2026-04-02T01:04:06Z,2210000,False,,,0,,Jump Ball D. Cardwell vs. C. Murray-Boyles: Tip to N. Clifford,"[1642363, 1642928, 1642867]",1610612758.0,SAC,heldball,N. Clifford,Cardwell,1642928.0,Murray-Boyles,1642867.0,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,1642363.0
226,PT09M05.00S,2026-04-02T00:50:24.1Z,2,REGULAR,3pt,Jump Shot,[],203926,30.831143232588698,68.62745098039215,1610612758,30,34,2026-04-02T00:50:28Z,2240000,False,-93.0,237.0,1,left,MISS D. McDermott 25' 3PT,[203926],1610612758.0,SAC,,,,,,,,McDermott,D. McDermott,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
227,PT09M02.00S,2026-04-02T00:50:27.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,30,34,2026-04-02T00:50:28Z,2250000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,,,,,Barnes,S. Barnes,Above the Break 3,24+ Left Center,,,226.0,2.0,2.0,0.0,,,,,,,,,,,,,,
228,PT08M58.00S,2026-04-02T00:50:33.9Z,2,REGULAR,foul,personal,['2freethrow'],203926,,,1610612761,30,34,2026-04-02T00:50:45Z,2260000,False,,,0,,D. McDermott shooting personal FOUL (1 PF) (Barnes 2 FT),"[203926, 1630567]",1610612758.0,SAC,shooting,,,,,,200833.0,McDermott,D. McDermott,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1.0,0.0,Barnes,1630567.0,,,
230,PT08M58.00S,2026-04-02T00:50:52.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630567,,,1610612761,31,34,2026-04-02T02:51:35Z,2280000,False,,,0,,S. Barnes Free Throw 1 of 2 (5 PTS),[1630567],1610612761.0,TOR,,,,,,,,Barnes,S. Barnes,,,,Made,,,,,5.0,,,,,,,,,,,,,
733,PT08M58.00S,2026-04-02T00:51:02.4Z,2,REGULAR,substitution,out,[],1631342,,,1610612761,31,34,2026-04-02T02:52:17Z,2305000,False,,,0,,SUB out: D. Plowden,[1631342],1610612758.0,SAC,,,,,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,
734,PT08M58.00S,2026-04-02T00:51:02.4Z,2,REGULAR,substitution,out,[],1642928,,,1610612761,31,34,2026-04-02T02:52:17Z,2317500,False,,,0,,SUB out: D. Cardwell,[1642928],1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,
735,PT08M58.00S,2026-04-02T00:51:02.4Z,2,REGULAR,substitution,in,[],201942,,,1610612761,31,34,2026-04-02T02:52:17Z,2323750,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,
736,PT08M58.00S,2026-04-02T00:51:02.4Z,2,REGULAR,substitution,in,[],1642875,,,1610612761,31,34,2026-04-02T02:52:17Z,2326875,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,
235,PT08M58.00S,2026-04-02T00:50:52.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630567,,,1610612761,31,34,2026-04-02T02:51:35Z,2330000,False,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,,,,,Barnes,S. Barnes,,,,Missed,,,,,,,,,,,,,,,,,,
236,PT08M55.00S,2026-04-02T00:50:55.6Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,31,34,2026-04-02T02:51:35Z,2340000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:5),[1642875],1610612758.0,SAC,,,,,,,,Raynaud,M. Raynaud,,,,,235.0,5.0,5.0,0.0,,,,,,,,,,,,,,
244,PT08M54.00S,2026-04-02T00:51:12.3Z,2,REGULAR,turnover,bad pass,[],1642875,,,1610612758,31,34,2026-04-02T00:54:42Z,2345000,False,,,0,,M. Raynaud bad pass TURNOVER (1 TO),"[1642875, 1642266]",1610612758.0,SAC,,,,,,,,Raynaud,M. Raynaud,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Walter,1642266.0,,,,,,,
245,PT08M54.00S,2026-04-02T00:51:12.3Z,2,REGULAR,steal,,[],1642266,,,1610612761,31,34,2026-04-02T00:53:49Z,2347500,False,,,0,,J. Walter STEAL (1 STL),[1642266],1610612761.0,TOR,,,,,,,,Walter,J. Walter,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
237,PT08M53.00S,2026-04-02T00:51:27.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629628,93.77463863337714,51.71568627450981,1610612761,33,34,2026-04-02T00:53:49Z,2350000,False,9.0,6.0,1,right,R. Barrett cutting DUNK (9 PTS) (J. Walter 3 AST),"[1629628, 1642266]",1610612761.0,TOR,cutting,,,,,,,Barrett,R. Barrett,Restricted Area,0-8 Center,1.05,Made,,,,,9.0,J. Walter,1642266.0,3.0,,,,,,,,,,
239,PT08M38.00S,2026-04-02T00:51:42.0Z,2,REGULAR,turnover,bad pass,[],1642363,,,1610612758,33,34,2026-04-02T00:51:48Z,2370000,False,,,0,,N. Clifford bad pass TURNOVER (2 TO),"[1642363, 1642266]",1610612758.0,SAC,,,,,,,,Clifford,N. Clifford,Above the Break 3,24+ Center,,,,,,,,,,,2.0,Walter,1642266.0,,,,,,,
240,PT08M38.00S,2026-04-02T00:51:42.0Z,2,REGULAR,steal,,[],1642266,,,1610612761,33,34,2026-04-02T01:11:20Z,2380000,False,,,0,,J. Walter STEAL (2 STL),[1642266],1610612761.0,TOR,,,,,,,,Walter,J. Walter,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
241,PT08M34.00S,2026-04-02T00:51:45.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642867,93.51182654402102,49.50980392156863,1610612761,35,34,2026-04-02T01:09:20Z,2390000,False,-2.0,8.0,1,right,C. Murray-Boyles running DUNK (6 PTS) (S. Barnes 4 AST),"[1642867, 1630567]",1610612761.0,TOR,running,,,,,,,Murray-Boyles,C. Murray-Boyles,Restricted Area,0-8 Center,0.89,Made,,,,,6.0,S. Barnes,1630567.0,4.0,,,,,,,,,,
243,PT08M33.00S,2026-04-02T00:51:52.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,35,34,2026-04-02T00:51:52Z,2410000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M22.00S,2026-04-02T00:54:57.3Z,2,REGULAR,3pt,Jump Shot,[],203926,4.28712220762155,96.07843137254902,1610612758,35,37,2026-04-02T00:55:02Z,2420000,False,-230.0,-12.0,1,left,D. McDermott 3PT  (3 PTS) (N. Clifford 2 AST),"[203926, 1642363]",1610612758.0,SAC,,,,,,,,McDermott,D. McDermott,Left Corner 3,24+ Left,23.07,Made,,,,,3.0,N. Clifford,1642363.0,2.0,,,,,,,,,,
248,PT08M08.00S,2026-04-02T00:55:15.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,92.46057818659659,58.333333333333336,1610612761,37,37,2026-04-02T01:10:06Z,2440000,False,42.0,18.0,1,right,R. Barrett driving floating bank Jump Shot (11 PTS),[1629628],1610612761.0,TOR,driving floating bank,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,4.56,Made,,,,,11.0,,,,,,,,,,,,,
249,PT08M08.00S,2026-04-02T00:55:18.6Z,2,REGULAR,foul,personal,['1freethrow'],1642875,,,1610612761,37,37,2026-04-02T00:55:24Z,2450000,False,,,0,,M. Raynaud shooting personal FOUL (3 PF) (Barrett 1 FT),"[1642875, 1629628]",1610612758.0,SAC,shooting,,,,,,1627964.0,Raynaud,M. Raynaud,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,0.0,Barrett,1629628.0,,,
251,PT08M08.00S,2026-04-02T00:55:28.4Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,37,37,2026-04-02T00:56:15Z,2470000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,
252,PT08M08.00S,2026-04-02T00:55:28.4Z,2,REGULAR,substitution,out,[],1642875,,,1610612761,37,37,2026-04-02T00:56:15Z,2480000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,
253,PT08M08.00S,2026-04-02T00:55:28.4Z,2,REGULAR,substitution,in,[],1630572,,,1610612761,37,37,2026-04-02T00:56:15Z,2490000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,
254,PT08M08.00S,2026-04-02T00:55:28.4Z,2,REGULAR,substitution,in,[],1642928,,,1610612761,37,37,2026-04-02T00:56:15Z,2500000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,
255,PT08M08.00S,2026-04-02T00:55:55.0Z,2,REGULAR,freethrow,1 of 1,[],1629628,,,1610612761,38,37,2026-04-02T00:55:55Z,2510000,False,,,0,,R. Barrett Free Throw 1 of 1 (12 PTS),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,Made,,,,,12.0,,,,,,,,,,,,,
256,PT07M52.00S,2026-04-02T00:56:12.6Z,2,REGULAR,2pt,Jump Shot,[],201942,21.632720105124836,48.529411764705884,1610612758,38,37,2026-04-02T00:56:16Z,2520000,False,7.0,151.0,1,left,MISS D. DeRozan 15' pullup Shot,[201942],1610612758.0,SAC,pullup,,,,,,,DeRozan,D. DeRozan,Mid-Range,8-16 Center,15.1,Missed,,,,,,,,,,,,,,,,,,
257,PT07M50.00S,2026-04-02T00:56:14.6Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,38,37,2026-04-02T00:56:16Z,2530000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Mid-Range,8-16 Center,,,256.0,2.0,2.0,0.0,,,,,,,,,,,,,,
