actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
95,PT05M42.00S,2026-01-29T00:59:31.9Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612752,16,10,2026-01-29T00:59:31Z,910000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,94.0,2.0,1.0,1.0,,,,,,,,,,,,,,
96,PT05M31.00S,2026-01-29T00:59:42.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,30.699737187910642,29.411764705882355,1610612752,16,10,2026-01-29T00:59:48Z,920000,False,103.0,236.0,1,left,MISS J. Hart 25' pullup 3PT,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
97,PT05M27.00S,2026-01-29T00:59:46.9Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,16,10,2026-01-29T00:59:48Z,930000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,
98,PT05M11.00S,2026-01-29T01:00:05.6Z,1,REGULAR,foul,personal,['2freethrow'],1630574,,,1610612761,16,10,2026-01-29T01:00:10Z,940000,False,,,0,,A. Hukporti shooting personal FOUL (2 PF) (Murray-Boyles 2 FT),"[1630574, 1642867]",1610612752.0,NYK,shooting,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,200833.0,2.0,0.0,Murray-Boyles,1642867.0,,,,
100,PT05M11.00S,2026-01-29T01:00:40.0Z,1,REGULAR,freethrow,1 of 2,[],1642867,,,1610612761,16,10,2026-01-29T01:00:40Z,960000,False,,,0,,MISS C. Murray-Boyles Free Throw 1 of 2,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT05M11.00S,2026-01-29T01:00:40.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,16,10,2026-01-29T01:00:40Z,970000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
102,PT05M11.00S,2026-01-29T01:00:40.9Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,16,10,2026-01-29T01:00:49Z,980000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M11.00S,2026-01-29T01:00:40.9Z,1,REGULAR,substitution,out,[],1630574,,,1610612761,16,10,2026-01-29T01:00:49Z,990000,False,,,0,,SUB out: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M11.00S,2026-01-29T01:00:40.9Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,16,10,2026-01-29T01:00:49Z,1000000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M11.00S,2026-01-29T01:00:40.9Z,1,REGULAR,substitution,in,[],1627824,,,1610612761,16,10,2026-01-29T01:00:49Z,1010000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M11.00S,2026-01-29T01:01:06.5Z,1,REGULAR,freethrow,2 of 2,[],1642867,,,1610612761,17,10,2026-01-29T01:01:06Z,1020000,False,,,0,,C. Murray-Boyles Free Throw 2 of 2 (3 PTS),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
107,PT04M58.00S,2026-01-29T01:01:20.6Z,1,REGULAR,2pt,Jump Shot,[],1642278,16.507884362680684,69.6078431372549,1610612752,17,10,2026-01-29T01:01:25Z,1030000,False,-98.0,103.0,1,left,MISS T. Kolek 14' step back Shot,[1642278],1610612752.0,NYK,step back,,,Kolek,T. Kolek,,,,,Mid-Range,8-16 Left,14.2,Missed,,,,,,,,,,,,,,,,,,
108,PT04M55.00S,2026-01-29T01:01:23.6Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,17,10,2026-01-29T01:01:25Z,1040000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,107.0,2.0,2.0,0.0,,,,,,,,,,,,,,
109,PT04M36.00S,2026-01-29T01:01:42.2Z,1,REGULAR,2pt,Jump Shot,[],1627742,73.80091984231275,59.068627450980394,1610612761,19,10,2026-01-29T01:01:46Z,1050000,False,45.0,194.0,1,right,B. Ingram 19' step back Jump Shot (4 PTS),[1627742],1610612761.0,TOR,step back,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,19.9,Made,,,,,4.0,,,,,,,,,,,,,
110,PT04M19.00S,2026-01-29T01:01:59.3Z,1,REGULAR,3pt,Jump Shot,[],1629013,7.178055190538765,97.05882352941177,1610612752,19,10,2026-01-29T01:02:04Z,1060000,False,-235.0,15.0,1,left,MISS L. Shamet step back 3PT,[1629013],1610612752.0,NYK,step back,,,Shamet,L. Shamet,,,,,Left Corner 3,24+ Left,23.58,Missed,,,,,,,,,,,,,,,,,,
111,PT04M17.00S,2026-01-29T01:02:01.3Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612752,19,10,2026-01-29T01:02:04Z,1070000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:0),[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,,,110.0,1.0,0.0,1.0,,,,,,,,,,,,,,
112,PT04M05.00S,2026-01-29T01:02:16.0Z,1,REGULAR,foul,personal,['2freethrow'],1642867,,,1610612752,19,10,2026-01-29T01:02:23Z,1080000,False,,,0,,C. Murray-Boyles shooting personal FOUL (2 PF) (Hart 2 FT),"[1642867, 1628404]",1610612761.0,TOR,shooting,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1629177.0,2.0,0.0,Hart,1628404.0,,,,
114,PT04M05.00S,2026-01-29T01:02:48.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628404,,,1610612752,19,11,2026-01-29T01:02:48Z,1100000,False,,,0,,J. Hart Free Throw 1 of 2 (4 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
115,PT04M05.00S,2026-01-29T01:02:48.8Z,1,REGULAR,substitution,out,[],1642867,,,1610612752,19,11,2026-01-29T01:02:51Z,1110000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M05.00S,2026-01-29T01:02:48.8Z,1,REGULAR,substitution,in,[],1641711,,,1610612752,19,11,2026-01-29T01:02:51Z,1120000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M05.00S,2026-01-29T01:03:12.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628404,,,1610612752,19,12,2026-01-29T01:03:12Z,1130000,False,,,0,,J. Hart Free Throw 2 of 2 (5 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
120,PT03M47.00S,2026-01-29T01:03:33.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629013,,,1610612761,19,12,2026-01-29T01:03:39Z,1140000,False,,,0,,L. Shamet shooting personal FOUL (1 PF) (Dick 2 FT),"[1629013, 1641711]",1610612752.0,NYK,shooting,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1629177.0,1.0,0.0,Dick,1641711.0,,,,
122,PT03M47.00S,2026-01-29T01:04:00.2Z,1,REGULAR,freethrow,1 of 2,[],1641711,,,1610612761,20,12,2026-01-29T01:04:00Z,1160000,False,,,0,,G. Dick Free Throw 1 of 2 (1 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
123,PT03M47.00S,2026-01-29T01:04:17.3Z,1,REGULAR,freethrow,2 of 2,[],1641711,,,1610612761,21,12,2026-01-29T01:04:17Z,1170000,False,,,0,,G. Dick Free Throw 2 of 2 (2 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
124,PT03M21.00S,2026-01-29T01:04:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,5.995400788436268,52.450980392156865,1610612752,21,14,2026-01-29T01:04:48Z,1180000,False,-12.0,4.0,1,left,G. Yabusele driving finger roll Layup (2 PTS),[1627824],1610612752.0,NYK,driving finger roll,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1.29,Made,,,,,2.0,,,,,,,,,,,,,
125,PT03M08.00S,2026-01-29T01:04:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630572,96.66557161629436,59.068627450980394,1610612761,21,14,2026-01-29T01:09:49Z,1190000,False,45.0,-21.0,1,right,MISS S. Mamukelashvili floating Shot,[1630572],1610612761.0,TOR,floating,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
126,PT03M06.00S,2026-01-29T01:04:58.8Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612752,21,14,2026-01-29T01:05:01Z,1200000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:1),[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,125.0,2.0,1.0,1.0,,,,,,,,,,,,,,
127,PT03M02.00S,2026-01-29T01:05:03.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,11.12023653088042,94.85294117647058,1610612752,21,14,2026-01-29T01:05:08Z,1210000,False,-224.0,52.0,1,left,MISS L. Shamet running 3PT,[1629013],1610612752.0,NYK,running,,,Shamet,L. Shamet,,,,,Left Corner 3,24+ Left,23.02,Missed,,,,,,,,,,,,,,,,,,
128,PT02M59.00S,2026-01-29T01:05:06.1Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,21,14,2026-01-29T01:05:08Z,1220000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,127.0,3.0,3.0,0.0,,,,,,,,,,,,,,
129,PT02M48.00S,2026-01-29T01:05:17.0Z,1,REGULAR,3pt,Jump Shot,[],1641711,71.82982917214193,17.892156862745097,1610612761,21,14,2026-01-29T01:05:21Z,1230000,False,-161.0,212.0,1,right,MISS G. Dick 26' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
130,PT02M44.00S,2026-01-29T01:05:21.0Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612752,21,14,2026-01-29T01:05:21Z,1240000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:2),[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,129.0,3.0,2.0,1.0,,,,,,,,,,,,,,
131,PT02M36.00S,2026-01-29T01:05:30.8Z,1,REGULAR,turnover,out-of-bounds,[],1629013,,,1610612752,21,14,2026-01-29T01:05:37Z,1250000,False,,,0,,L. Shamet lost ball out-of-bounds TURNOVER (1 TO),[1629013],1610612752.0,NYK,lost ball,,,Shamet,L. Shamet,,,,,Right Corner 3,24+ Right,,,,,,,,,,,1.0,200833.0,,,,,,,,
132,PT02M36.00S,2026-01-29T01:05:40.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,21,14,2026-01-29T01:05:40Z,1260000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M36.00S,2026-01-29T01:05:46.0Z,1,REGULAR,substitution,out,[],1627742,,,1610612761,21,14,2026-01-29T01:07:02Z,1270000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M36.00S,2026-01-29T01:05:46.0Z,1,REGULAR,substitution,out,[],1628404,,,1610612761,21,14,2026-01-29T01:07:02Z,1280000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M36.00S,2026-01-29T01:05:46.0Z,1,REGULAR,substitution,out,[],1642278,,,1610612761,21,14,2026-01-29T01:07:02Z,1290000,False,,,0,,SUB out: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M36.00S,2026-01-29T01:05:46.0Z,1,REGULAR,substitution,out,[],1642885,,,1610612761,21,14,2026-01-29T01:07:02Z,1300000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M36.00S,2026-01-29T01:05:46.0Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,21,14,2026-01-29T01:07:02Z,1310000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M36.00S,2026-01-29T01:05:46.0Z,1,REGULAR,substitution,in,[],1628969,,,1610612761,21,14,2026-01-29T01:07:02Z,1320000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M36.00S,2026-01-29T01:05:46.0Z,1,REGULAR,substitution,in,[],1628973,,,1610612761,21,14,2026-01-29T01:07:02Z,1330000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M36.00S,2026-01-29T01:05:46.0Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,21,14,2026-01-29T01:07:02Z,1340000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M19.00S,2026-01-29T01:07:29.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641711,79.97700394218134,5.392156862745098,1610612761,24,14,2026-01-29T01:07:33Z,1350000,False,-223.0,136.0,1,right,G. Dick 26' 3PT  (5 PTS) (S. Barnes 2 AST),"[1641711, 1630567]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,26.1,Made,,,,,5.0,S. Barnes,1630567.0,2.0,,,,,,,,,,
143,PT02M10.00S,2026-01-29T01:07:46.6Z,1,REGULAR,turnover,lost ball,[],1627824,,,1610612752,24,14,2026-01-29T01:10:54Z,1362500,False,,,0,,G. Yabusele lost ball TURNOVER (1 TO),"[1627824, 1641711]",1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,,,,Dick,1641711.0,,
144,PT02M10.00S,2026-01-29T01:07:46.6Z,1,REGULAR,steal,,[],1641711,,,1610612761,24,14,2026-01-29T01:07:51Z,1363750,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
145,PT02M08.00S,2026-01-29T01:07:52.6Z,1,REGULAR,turnover,bad pass,[],1641711,,,1610612761,24,14,2026-01-29T01:11:58Z,1364375,False,,,0,,G. Dick bad pass TURNOVER (1 TO),"[1641711, 1627824]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,,,,Yabusele,1627824.0,,
146,PT02M08.00S,2026-01-29T01:07:52.6Z,1,REGULAR,steal,,[],1627824,,,1610612752,24,14,2026-01-29T01:07:54Z,1364687,False,,,0,,G. Yabusele STEAL (1 STL),[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
147,PT02M03.00S,2026-01-29T01:07:56.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628384,6.521024967148489,50.0,1610612752,24,16,2026-01-29T01:12:39Z,1365000,False,0.0,9.0,1,left,O. Anunoby cutting DUNK (7 PTS) (M. Bridges 2 AST),"[1628384, 1628969]",1610612752.0,NYK,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,7.0,M. Bridges,1628969.0,2.0,,,,,,,,,,
148,PT01M56.00S,2026-01-29T01:08:01.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628969,,,1610612761,24,16,2026-01-29T01:09:43Z,1420000,False,,,0,,M. Bridges personal FOUL (1 PF) (Dick 2 FT),"[1628969, 1641711]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,200833.0,1.0,0.0,Dick,1641711.0,,,,
150,PT01M56.00S,2026-01-29T01:08:22.2Z,1,REGULAR,freethrow,1 of 2,[],1641711,,,1610612761,25,16,2026-01-29T01:08:22Z,1440000,False,,,0,,G. Dick Free Throw 1 of 2 (6 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
151,PT01M56.00S,2026-01-29T01:08:22.9Z,1,REGULAR,substitution,out,[],1629013,,,1610612761,25,16,2026-01-29T01:08:32Z,1450000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M56.00S,2026-01-29T01:08:22.9Z,1,REGULAR,substitution,in,[],203903,,,1610612761,25,16,2026-01-29T01:08:32Z,1460000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M56.00S,2026-01-29T01:08:41.8Z,1,REGULAR,freethrow,2 of 2,[],1641711,,,1610612761,26,16,2026-01-29T01:08:41Z,1470000,False,,,0,,G. Dick Free Throw 2 of 2 (7 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
158,PT01M31.00S,2026-01-29T01:09:26.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612752,26,16,2026-01-29T01:09:33Z,1500000,False,,,0,,J. Shead shooting personal FOUL (1 PF) (Brunson 2 FT),"[1642347, 1628973]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1629177.0,1.0,0.0,Brunson,1628973.0,,,,
160,PT01M31.00S,2026-01-29T01:09:53.7Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,26,17,2026-01-29T01:09:53Z,1520000,False,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
161,PT01M31.00S,2026-01-29T01:10:16.8Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,26,18,2026-01-29T01:10:16Z,1530000,False,,,0,,J. Brunson Free Throw 2 of 2 (4 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
162,PT01M17.00S,2026-01-29T01:10:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,94.03745072273325,50.49019607843137,1610612761,26,18,2026-01-29T01:10:39Z,1540000,False,2.0,4.0,1,right,MISS J. Shead driving reverse Layup,[1642347],1610612761.0,TOR,driving reverse,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,0.43,Missed,,,,,,,,,,,,,,,,,,
163,PT01M15.00S,2026-01-29T01:10:33.6Z,1,REGULAR,rebound,defensive,[],203903,,,1610612752,26,18,2026-01-29T01:10:39Z,1550000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT01M06.00S,2026-01-29T01:10:51.6Z,1,REGULAR,3pt,Jump Shot,[],1627824,29.77989487516426,72.30392156862744,1610612752,26,18,2026-01-29T01:10:57Z,1570000,False,-112.0,227.0,1,left,MISS G. Yabusele 25' 3PT,[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
166,PT01M03.00S,2026-01-29T01:10:54.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,26,18,2026-01-29T01:10:57Z,1580000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,
167,PT01M00.00S,2026-01-29T01:10:57.4Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,26,18,2026-01-29T01:11:07Z,1590000,False,,,0,,S. Barnes bad pass TURNOVER (3 TO),"[1630567, 1627824]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left,,,,,,,,,,,3.0,,,,,,Yabusele,1627824.0,,
168,PT01M00.00S,2026-01-29T01:10:57.4Z,1,REGULAR,steal,,[],1627824,,,1610612752,26,18,2026-01-29T01:10:59Z,1600000,False,,,0,,G. Yabusele STEAL (2 STL),[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
169,PT00M48.00S,2026-01-29T01:11:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,5.206964520367937,45.09803921568628,1610612752,26,18,2026-01-29T01:11:18Z,1610000,False,25.0,-4.0,1,left,MISS O. Anunoby driving Layup - blocked,"[1628384, 1630567]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,Barnes,1630567.0
170,PT00M48.00S,2026-01-29T01:11:10.3Z,1,REGULAR,block,,[],1630567,,,1610612752,26,18,2026-01-29T01:14:28Z,1620000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
171,PT00M48.00S,2026-01-29T01:11:10.3Z,1,REGULAR,rebound,defensive,[],1642347,,,1610612761,26,18,2026-01-29T01:11:18Z,1630000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
172,PT00M42.60S,2026-01-29T01:11:15.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641711,94.1688567674113,50.73529411764706,1610612761,26,18,2026-01-29T01:16:37Z,1640000,False,4.0,2.0,1,right,MISS G. Dick running finger roll Layup,[1641711],1610612761.0,TOR,running finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,0.44,Missed,,,,,,,,,,,,,,,,,,
173,PT00M42.60S,2026-01-29T01:11:15.6Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,26,18,2026-01-29T01:11:32Z,1650000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,172.0,3.0,2.0,1.0,,,,,,,,,,,,,,
174,PT00M41.30S,2026-01-29T01:11:20.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1630567,92.85479632063075,50.73529411764706,1610612761,26,18,2026-01-29T01:18:19Z,1660000,False,4.0,15.0,1,right,MISS S. Barnes tip Layup,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
175,PT00M40.50S,2026-01-29T01:11:21.7Z,1,REGULAR,rebound,offensive,[],1642266,,,1610612761,26,18,2026-01-29T01:26:29Z,1670000,False,,,0,,J. Walter REBOUND (Off:1 Def:0),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,174.0,1.0,0.0,1.0,,,,,,,,,,,,,,
176,PT00M36.10S,2026-01-29T01:11:24.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642266,94.40999984741211,50.0,1610612761,26,18,2026-01-29T01:27:41Z,1680000,False,0.0,0.0,1,right,MISS J. Walter putback Layup,[1642266],1610612761.0,TOR,putback,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
177,PT00M34.60S,2026-01-29T01:11:26.2Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,26,18,2026-01-29T01:11:26Z,1690000,False,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,176.0,4.0,2.0,2.0,,,,,,,,,,,,,,
302,PT00M33.90S,2026-01-29T01:11:25.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,93.2161629434954,54.16666666666667,1610612761,26,18,2026-01-29T01:28:30Z,1695000,False,21.0,11.0,1,right,MISS S. Barnes tip Layup,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
303,PT00M33.90S,2026-01-29T01:11:25.4Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,26,18,2026-01-29T01:28:30Z,1697500,False,,,0,,S. Barnes REBOUND (Off:3 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,302.0,5.0,2.0,3.0,,,,,,,,,,,,,,
