actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
98,PT05M48.00S,2026-01-06T00:56:20.5Z,1,REGULAR,3pt,Jump Shot,[],1629638,29.517082785808146,80.14705882352942,1610612737,20,11,2026-01-06T00:56:26Z,920000,False,-151.0,225.0,1,left,N. Alexander-Walker 27' 3PT  (3 PTS) (D. Daniels 1 AST),"[1629638, 1630700]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,27.08,Made,3.0,D. Daniels,1630700.0,1.0,,,,,,,,,,,,
100,PT05M27.00S,2026-01-06T00:56:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630572,82.21090670170827,47.30392156862745,1610612761,20,11,2026-01-06T00:56:48Z,940000,False,-13.0,115.0,1,right,MISS S. Mamukelashvili 11' turnaround Shot,[1630572],1610612761.0,TOR,turnaround,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Center,,,11.55,Missed,,,,,,,,,,,,,,,,
101,PT05M24.00S,2026-01-06T00:56:44.6Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,20,11,2026-01-06T00:56:44Z,950000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,100.0,3.0,2.0,1.0,,,,
103,PT05M19.00S,2026-01-06T00:56:49.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630552,29.517082785808146,16.666666666666664,1610612737,20,11,2026-01-06T01:02:36Z,960000,False,167.0,225.0,1,left,MISS J. Johnson 28' running 3PT,[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,28.0,Missed,,,,,,,,,,,,,,,,
104,PT05M16.00S,2026-01-06T00:56:52.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,20,11,2026-01-06T00:56:52Z,970000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,103.0,3.0,3.0,0.0,,,,
105,PT05M03.00S,2026-01-06T00:57:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,93.51182654402102,54.65686274509803,1610612761,20,11,2026-01-06T01:05:12Z,980000,False,23.0,8.0,1,right,MISS C. Murray-Boyles cutting Layup,[1642867],1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,2.48,Missed,,,,,,,,,,,,,,,,
107,PT05M01.00S,2026-01-06T00:57:07.8Z,1,REGULAR,rebound,offensive,[],1642867,,,1610612761,20,11,2026-01-06T00:57:36Z,1000000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,105.0,2.0,1.0,1.0,,,,
108,PT05M01.00S,2026-01-06T00:57:11.8Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612761,20,11,2026-01-06T00:57:26Z,1010000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Murray-Boyles 2 FT),"[1630168, 1642867]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,200832.0,,,,,,,,1.0,0.0,Murray-Boyles,1642867.0,,,,,,,,
110,PT05M01.00S,2026-01-06T00:57:48.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642867,,,1610612761,20,11,2026-01-06T00:57:48Z,1030000,False,,,0,,MISS C. Murray-Boyles Free Throw 1 of 2,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
111,PT05M01.00S,2026-01-06T00:57:48.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,20,11,2026-01-06T00:57:48Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,
112,PT05M01.00S,2026-01-06T00:57:48.9Z,1,REGULAR,substitution,out,[],1629628,,,1610612761,20,11,2026-01-06T00:58:03Z,1050000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT05M01.00S,2026-01-06T00:57:48.9Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,20,11,2026-01-06T00:58:03Z,1060000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT05M01.00S,2026-01-06T00:57:48.9Z,1,REGULAR,substitution,out,[],1629638,,,1610612761,20,11,2026-01-06T00:58:03Z,1070000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT05M01.00S,2026-01-06T00:57:48.9Z,1,REGULAR,substitution,out,[],1630168,,,1610612761,20,11,2026-01-06T00:58:03Z,1080000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT05M01.00S,2026-01-06T00:57:48.9Z,1,REGULAR,substitution,in,[],1642266,,,1610612761,20,11,2026-01-06T00:58:03Z,1090000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT05M01.00S,2026-01-06T00:57:48.9Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,20,11,2026-01-06T00:58:03Z,1100000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT05M01.00S,2026-01-06T00:57:48.9Z,1,REGULAR,substitution,in,[],1628379,,,1610612761,20,11,2026-01-06T00:58:03Z,1110000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT05M01.00S,2026-01-06T00:57:48.9Z,1,REGULAR,substitution,in,[],204001,,,1610612761,20,11,2026-01-06T00:58:03Z,1120000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT05M01.00S,2026-01-06T00:58:21.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642867,,,1610612761,21,11,2026-01-06T00:58:21Z,1130000,False,,,0,,C. Murray-Boyles Free Throw 2 of 2 (7 PTS),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
121,PT04M44.00S,2026-01-06T00:58:38.2Z,1,REGULAR,3pt,Jump Shot,[],204001,34.510512483574246,54.41176470588235,1610612737,21,11,2026-01-06T00:58:47Z,1140000,False,-22.0,272.0,1,left,MISS K. Porziņģis 27' 3PT,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,27.28,Missed,,,,,,,,,,,,,,,,
122,PT04M40.00S,2026-01-06T00:58:41.4Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,21,11,2026-01-06T00:58:41Z,1150000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,
123,PT04M31.00S,2026-01-06T00:58:50.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,84.31340341655716,55.88235294117647,1610612761,23,11,2026-01-06T00:58:57Z,1160000,False,29.0,95.0,1,right,B. Ingram 9' turnaround fadeaway Jump Shot (4 PTS),[1627742],1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,9.94,Made,4.0,,,,,,,,,,,,,,,
124,PT04M15.00S,2026-01-06T00:59:07.1Z,1,REGULAR,3pt,Jump Shot,[],1630249,14.4053876478318,3.9215686274509802,1610612737,23,14,2026-01-06T00:59:11Z,1170000,False,230.0,83.0,1,left,V. Krejčí 24' 3PT  (3 PTS) (L. Kennard 1 AST),"[1630249, 1628379]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,,,24.49,Made,3.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,,
127,PT03M50.00S,2026-01-06T00:59:33.4Z,1,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612761,23,14,2026-01-06T00:59:43Z,1200000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Walter 2 FT),"[1630700, 1642266]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,200832.0,,,,,,,,1.0,0.0,Walter,1642266.0,,,,,,,,
129,PT03M50.00S,2026-01-06T01:00:04.6Z,1,REGULAR,freethrow,1 of 2,[],1642266,,,1610612761,24,14,2026-01-06T01:00:04Z,1220000,False,,,0,,J. Walter Free Throw 1 of 2 (1 PTS),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
130,PT03M50.00S,2026-01-06T01:00:08.9Z,1,REGULAR,substitution,out,[],1642867,,,1610612761,24,14,2026-01-06T01:00:14Z,1230000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M50.00S,2026-01-06T01:00:08.9Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,24,14,2026-01-06T01:00:14Z,1240000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M50.00S,2026-01-06T01:00:04.6Z,1,REGULAR,freethrow,2 of 2,[],1642266,,,1610612761,24,14,2026-01-06T01:00:31Z,1250000,False,,,0,,MISS J. Walter Free Throw 2 of 2,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
133,PT03M48.00S,2026-01-06T01:00:06.6Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,24,14,2026-01-06T01:00:31Z,1260000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,
134,PT03M35.00S,2026-01-06T01:00:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,8.754927726675426,49.50980392156863,1610612737,24,14,2026-01-06T01:07:50Z,1270000,False,2.0,30.0,1,left,MISS K. Porziņģis fadeaway Shot,[204001],1610612737.0,ATL,fadeaway,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,2.99,Missed,,,,,,,,,,,,,,,,
135,PT03M33.00S,2026-01-06T01:00:44.6Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,24,14,2026-01-06T01:12:30Z,1280000,False,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,134.0,4.0,4.0,0.0,,,,
136,PT03M16.00S,2026-01-06T01:01:02.0Z,1,REGULAR,3pt,Jump Shot,[],1642347,65.25952693823915,55.88235294117647,1610612761,24,14,2026-01-06T01:10:24Z,1290000,False,29.0,274.0,1,right,MISS J. Shead 27' pullup 3PT,[1642347],1610612761.0,TOR,pullup,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,,,27.57,Missed,,,,,,,,,,,,,,,,
137,PT03M14.00S,2026-01-06T01:01:04.0Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,24,14,2026-01-06T01:01:13Z,1300000,False,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,136.0,1.0,0.0,1.0,,,,
138,PT03M11.00S,2026-01-06T01:01:07.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642266,94.1688567674113,4.166666666666666,1610612761,24,14,2026-01-06T01:01:16Z,1310000,False,-229.0,2.0,1,right,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,,,22.92,Missed,,,,,,,,,,,,,,,,
139,PT03M07.00S,2026-01-06T01:01:11.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,24,14,2026-01-06T01:01:16Z,1320000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,138.0,4.0,3.0,1.0,,,,
140,PT03M00.00S,2026-01-06T01:01:17.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630249,22.552562417871222,96.56862745098039,1610612737,24,14,2026-01-06T01:11:16Z,1330000,False,-233.0,159.0,1,left,MISS V. Krejčí 28' running 3PT,[1630249],1610612737.0,ATL,running,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,,,28.22,Missed,,,,,,,,,,,,,,,,
141,PT02M58.00S,2026-01-06T01:01:19.5Z,1,REGULAR,rebound,defensive,[],1642266,,,1610612761,24,14,2026-01-06T01:01:24Z,1340000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,
142,PT02M53.00S,2026-01-06T01:01:25.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,91.40932982917214,60.5392156862745,1610612761,26,14,2026-01-06T01:01:31Z,1350000,False,53.0,28.0,1,right,S. Barnes turnaround Hook (4 PTS) (J. Shead 1 AST),"[1630567, 1642347]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,5.98,Made,4.0,J. Shead,1642347.0,1.0,,,,,,,,,,,,
144,PT02M53.00S,2026-01-06T01:01:29.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630249,,,1610612761,26,14,2026-01-06T01:01:38Z,1370000,False,,,0,,V. Krejčí shooting personal FOUL (1 PF) (Barnes 1 FT),"[1630249, 1630567]",1610612737.0,ATL,shooting,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,,,,,,,,1.0,0.0,Barnes,1630567.0,,,,,,,,
146,PT02M53.00S,2026-01-06T01:01:39.8Z,1,REGULAR,substitution,out,[],1630552,,,1610612761,26,14,2026-01-06T01:01:50Z,1390000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M53.00S,2026-01-06T01:01:39.8Z,1,REGULAR,substitution,out,[],1630700,,,1610612761,26,14,2026-01-06T01:01:50Z,1400000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M53.00S,2026-01-06T01:01:39.8Z,1,REGULAR,substitution,in,[],1630168,,,1610612761,26,14,2026-01-06T01:01:50Z,1410000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M53.00S,2026-01-06T01:01:39.8Z,1,REGULAR,substitution,in,[],1629638,,,1610612761,26,14,2026-01-06T01:01:50Z,1420000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M53.00S,2026-01-06T01:02:00.7Z,1,REGULAR,freethrow,1 of 1,[],1630567,,,1610612761,27,14,2026-01-06T01:02:00Z,1430000,False,,,0,,S. Barnes Free Throw 1 of 1 (5 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
151,PT02M36.00S,2026-01-06T01:02:21.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,12.434296977660972,50.245098039215684,1610612737,27,16,2026-01-06T01:02:27Z,1440000,False,-1.0,64.0,1,left,O. Okongwu 6' Hook (4 PTS) (K. Porziņģis 1 AST),"[1630168, 204001]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,6.44,Made,4.0,K. Porziņģis,204001.0,1.0,,,,,,,,,,,,
153,PT02M27.00S,2026-01-06T01:02:29.9Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612761,27,16,2026-01-06T01:02:35Z,1460000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1628379]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,Kennard,1628379.0,,
154,PT02M27.00S,2026-01-06T01:02:29.9Z,1,REGULAR,steal,,[],1628379,,,1610612737,27,16,2026-01-06T01:02:33Z,1470000,False,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
155,PT02M19.00S,2026-01-06T01:02:38.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204001,11.251642575558476,52.94117647058824,1610612737,27,16,2026-01-06T01:02:43Z,1480000,False,-15.0,53.0,1,left,MISS K. Porziņģis driving floating Shot - blocked,"[204001, 1627742]",1610612737.0,ATL,driving floating,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,5.53,Missed,,,,,,,,,,,,,,,Ingram,1627742.0
156,PT02M19.00S,2026-01-06T01:02:38.6Z,1,REGULAR,block,,[],1627742,,,1610612737,27,16,2026-01-06T01:02:42Z,1490000,False,,,0,,B. Ingram BLOCK (2 BLK),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
157,PT02M14.00S,2026-01-06T01:02:43.6Z,1,REGULAR,rebound,defensive,[],1642347,,,1610612761,27,16,2026-01-06T01:02:43Z,1500000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,155.0,1.0,1.0,0.0,,,,
158,PT02M12.00S,2026-01-06T01:02:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,94.1688567674113,51.9607843137255,1610612761,29,16,2026-01-06T01:02:52Z,1510000,False,10.0,2.0,1,right,S. Barnes running Layup (7 PTS) (J. Shead 2 AST),"[1630567, 1642347]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,1.01,Made,7.0,J. Shead,1642347.0,2.0,,,,,,,,,,,,
160,PT02M06.00S,2026-01-06T01:02:52.9Z,1,REGULAR,foul,personal,[],1642347,,,1610612737,29,16,2026-01-06T01:03:02Z,1530000,False,,,0,,J. Shead personal FOUL (1 PF),"[1642347, 1630249]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,200832.0,,,,,,,,1.0,0.0,Krejčí,1630249.0,,,,,,,,
162,PT02M06.00S,2026-01-06T01:03:03.1Z,1,REGULAR,substitution,out,[],1627742,,,1610612737,29,16,2026-01-06T01:03:06Z,1550000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT02M06.00S,2026-01-06T01:03:03.1Z,1,REGULAR,substitution,in,[],1641711,,,1610612737,29,16,2026-01-06T01:03:06Z,1560000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M56.00S,2026-01-06T01:03:24.0Z,1,REGULAR,3pt,Jump Shot,[],204001,32.933639947437584,65.19607843137256,1610612737,29,16,2026-01-06T01:03:28Z,1570000,False,-76.0,257.0,1,left,MISS K. Porziņģis 26' 3PT,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,26.81,Missed,,,,,,,,,,,,,,,,
165,PT01M54.00S,2026-01-06T01:03:26.0Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,29,16,2026-01-06T01:03:26Z,1580000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,164.0,1.0,1.0,0.0,,,,
166,PT01M48.00S,2026-01-06T01:03:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,94.03745072273325,53.431372549019606,1610612761,31,16,2026-01-06T01:03:38Z,1590000,False,17.0,4.0,1,right,S. Barnes driving finger roll Layup (9 PTS),[1630567],1610612761.0,TOR,driving finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,1.76,Made,9.0,,,,,,,,,,,,,,,
167,PT01M38.00S,2026-01-06T01:03:44.9Z,1,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612737,31,16,2026-01-06T01:03:53Z,1600000,False,,,0,,S. Barnes shooting personal FOUL (2 PF) (Alexander-Walker 2 FT),"[1630567, 1629638]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,,,,,,,,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
169,PT01M38.00S,2026-01-06T01:04:13.9Z,1,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,31,17,2026-01-06T01:04:13Z,1620000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (4 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
170,PT01M38.00S,2026-01-06T01:04:34.5Z,1,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,31,18,2026-01-06T01:04:34Z,1630000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (5 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
171,PT01M25.00S,2026-01-06T01:04:48.5Z,1,REGULAR,3pt,Jump Shot,[],1630572,64.47109067017082,49.50980392156863,1610612761,31,18,2026-01-06T01:04:53Z,1640000,False,-2.0,281.0,1,right,MISS S. Mamukelashvili 28' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,28.15,Missed,,,,,,,,,,,,,,,,
172,PT01M21.00S,2026-01-06T01:04:52.5Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,31,18,2026-01-06T01:04:53Z,1650000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:3),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,171.0,3.0,3.0,0.0,,,,
173,PT01M13.00S,2026-01-06T01:05:00.2Z,1,REGULAR,3pt,Jump Shot,[],204001,32.276609724047304,17.401960784313726,1610612737,31,21,2026-01-06T01:05:04Z,1660000,False,163.0,251.0,1,left,K. Porziņģis 29' 3PT  (3 PTS) (L. Kennard 2 AST),"[204001, 1628379]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,,,29.92,Made,3.0,L. Kennard,1628379.0,2.0,,,,,,,,,,,,
175,PT01M00.00S,2026-01-06T01:05:13.6Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,31,21,2026-01-06T01:05:19Z,1680000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1630249]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,,,,,Krejčí,1630249.0,,
176,PT01M00.00S,2026-01-06T01:05:13.6Z,1,REGULAR,steal,,[],1630249,,,1610612737,31,21,2026-01-06T01:05:15Z,1690000,False,,,0,,V. Krejčí STEAL (1 STL),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
177,PT00M58.20S,2026-01-06T01:05:16.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612737,31,21,2026-01-06T01:05:56Z,1700000,False,,,0,,J. Shead shooting personal FOUL (2 PF) (Porziņģis 2 FT),"[1642347, 204001]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,1627534.0,,,,,,,,2.0,0.0,Porziņģis,204001.0,,,,,,,,
179,PT00M58.20S,2026-01-06T01:06:12.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",204001,,,1610612737,31,22,2026-01-06T01:06:12Z,1720000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (4 PTS),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
180,PT00M58.20S,2026-01-06T01:06:28.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",204001,,,1610612737,31,23,2026-01-06T01:06:28Z,1730000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (5 PTS),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
181,PT00M49.00S,2026-01-06T01:06:39.5Z,1,REGULAR,3pt,Jump Shot,[],1630567,64.47109067017082,49.26470588235294,1610612761,31,23,2026-01-06T01:06:45Z,1740000,False,-4.0,281.0,1,right,MISS S. Barnes 28' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,28.15,Missed,,,,,,,,,,,,,,,,
