actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-15T19:42:03.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-15T19:42:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-15T19:42:06.2Z,1,REGULAR,jumpball,recovered,[],202699,,,1610612765,0,0,2026-03-15T19:42:06Z,40000,False,,,0,,Jump Ball J. Duren vs. J. Poeltl: Tip to T. Harris,"[202699, 1631105, 1627751]",1610612765.0,DET,startperiod,T. Harris,202699.0,Harris,T. Harris,Duren,1631105.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2026-03-15T19:42:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.046649145860711,55.392156862745104,1610612765,0,2,2026-03-15T19:42:31Z,70000,False,-27.0,14.0,1,left,J. Duren driving Layup (2 PTS) (T. Harris 1 AST),"[1631105, 202699]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.03,Made,2.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,
9,PT11M09.00S,2026-03-15T19:42:53.5Z,1,REGULAR,2pt,Layup,[],1627751,95.0886990801577,69.6078431372549,1610612761,0,2,2026-03-15T19:43:06Z,90000,False,98.0,-6.0,1,right,MISS J. Poeltl 9' finger roll Layup,[1627751],1610612761.0,TOR,finger roll,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,9.82,Missed,,,,,,,,,,,,,,,,,,
10,PT11M03.00S,2026-03-15T19:42:59.5Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,0,2,2026-03-15T19:42:59Z,100000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M01.00S,2026-03-15T19:43:01.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,68.28186596583443,69.11764705882352,1610612761,0,2,2026-03-15T19:43:09Z,110000,False,96.0,246.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,26.36,Missed,,,,,,,,,,,,,,,,,,
12,PT10M59.00S,2026-03-15T19:43:03.0Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612761,0,2,2026-03-15T19:43:09Z,120000,False,,,0,,R. Barrett REBOUND (Off:1 Def:0),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
13,PT10M57.00S,2026-03-15T19:43:05.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629628,85.89027595269383,56.86274509803921,1610612761,2,2,2026-03-15T19:44:14Z,130000,False,34.0,80.0,1,right,R. Barrett 8' floating Jump Shot (2 PTS),[1629628],1610612761.0,TOR,floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,8.71,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M39.00S,2026-03-15T19:43:26.2Z,1,REGULAR,foul,offensive,[],1629130,,,1610612765,2,2,2026-03-15T19:43:34Z,140000,False,,,0,,D. Robinson off-the-ball offensive FOUL (1 PF),"[1629130, 1630567]",1610612765.0,DET,off-the-ball,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1830.0,1.0,0.0,Barnes,1630567.0,,,,,
16,PT10M39.00S,2026-03-15T19:43:26.2Z,1,REGULAR,turnover,offensive foul,[],1629130,,,1610612765,2,2,2026-03-15T19:43:26Z,160000,False,,,0,,D. Robinson offensive foul TURNOVER (1 TO),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1830.0,,,,,1.0,,,,
