actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
38,PT08M22.00S,2025-12-05T00:46:09.3Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,6,12,2025-12-05T00:46:11Z,380000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,
39,PT08M19.00S,2025-12-05T00:46:12.4Z,1,REGULAR,turnover,lost ball,[],1630193,,,1610612761,6,12,2025-12-05T03:38:49Z,390000,False,,,0,,I. Quickley lost ball TURNOVER (1 TO),"[1630193, 1629060]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Hachimura,1629060.0,,,,,
40,PT08M19.00S,2025-12-05T00:46:12.4Z,1,REGULAR,steal,,[],1629060,,,1610612747,6,12,2025-12-05T00:46:14Z,400000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M15.00S,2025-12-05T00:46:16.5Z,1,REGULAR,turnover,bad pass,[],1629216,,,1610612747,6,12,2025-12-05T00:46:20Z,410000,False,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1630572]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Mamukelashvili,1630572.0,,,,,
42,PT08M15.00S,2025-12-05T00:46:16.5Z,1,REGULAR,steal,,[],1630572,,,1610612761,6,12,2025-12-05T00:46:19Z,420000,False,,,0,,S. Mamukelashvili STEAL (1 STL),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M10.00S,2025-12-05T00:46:21.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627742,94.56307490144546,4.6568627450980395,1610612761,6,12,2025-12-05T00:50:24Z,430000,False,-227.0,-1.0,1,right,MISS B. Ingram running 3PT,[1627742],1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
44,PT08M09.00S,2025-12-05T00:46:22.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,6,12,2025-12-05T00:46:35Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,43.0,,,,,,,,,,,,,
45,PT08M09.00S,2025-12-05T00:46:37.3Z,1,REGULAR,foul,personal,[],1629060,,,1610612761,6,12,2025-12-05T00:48:10Z,450000,False,,,0,,R. Hachimura loose ball personal FOUL (1 PF),"[1629060, 1630567]",1610612747.0,LAL,loose ball,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Barnes,1630567.0
47,PT07M54.00S,2025-12-05T00:47:00.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630567,94.30026281208936,73.0392156862745,1610612761,6,12,2025-12-05T00:47:06Z,470000,False,115.0,1.0,1,right,MISS S. Barnes 11' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,11.52,Missed,,,,,,,,,,,,,,,,,,
48,PT07M51.00S,2025-12-05T00:47:03.5Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,6,12,2025-12-05T00:47:06Z,480000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,
49,PT07M45.00S,2025-12-05T00:47:08.8Z,1,REGULAR,2pt,Jump Shot,[],2544,7.30946123521682,76.22549019607843,1610612747,6,12,2025-12-05T00:47:15Z,490000,False,-131.0,16.0,1,left,MISS L. James 13' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Left,13.21,Missed,,,,,,,,,,,,,,,,,,
50,PT07M43.00S,2025-12-05T00:47:11.5Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,6,12,2025-12-05T00:47:11Z,500000,False,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,
51,PT07M40.00S,2025-12-05T00:47:14.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,6.389618922470433,46.07843137254902,1610612747,6,12,2025-12-05T00:51:54Z,510000,False,20.0,8.0,1,left,MISS D. Ayton driving Layup,[1629028],1610612747.0,LAL,driving,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
52,PT07M40.00S,2025-12-05T00:47:14.0Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,6,12,2025-12-05T00:48:54Z,520000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,
53,PT07M31.00S,2025-12-05T00:47:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.24901445466492,49.01960784313725,1610612761,8,12,2025-12-05T00:52:31Z,530000,False,-5.0,11.0,1,right,B. Ingram driving finger roll Layup (6 PTS) (S. Mamukelashvili 1 AST),"[1627742, 1630572]",1610612761.0,TOR,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.2,Made,6.0,S. Mamukelashvili,1630572.0,1.0,,,,,,,,,,,,,,
55,PT07M11.00S,2025-12-05T00:47:42.4Z,1,REGULAR,3pt,Jump Shot,[],1629060,27.677398160315374,78.43137254901961,1610612747,8,15,2025-12-05T00:47:46Z,550000,False,-142.0,208.0,1,left,R. Hachimura 25' 3PT  (3 PTS) (G. Vincent 1 AST),"[1629060, 1629216]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,25.17,Made,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,,,,
57,PT07M03.00S,2025-12-05T00:47:50.7Z,1,REGULAR,2pt,Jump Shot,[],1627742,73.53810775295663,72.05882352941177,1610612761,8,15,2025-12-05T03:52:57Z,570000,False,110.0,196.0,1,right,MISS B. Ingram 22' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,22.51,Missed,,,,,,,,,,,,,,,,,,
58,PT07M00.00S,2025-12-05T00:47:53.7Z,1,REGULAR,rebound,offensive,[],1642266,,,1610612761,8,15,2025-12-05T00:58:56Z,580000,False,,,0,,J. Walter REBOUND (Off:1 Def:0),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Mid-Range,16-24 Right Center,,,,,,,57.0,1.0,0.0,1.0,,,,,,,,,,
59,PT06M55.00S,2025-12-05T00:47:58.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642266,84.1819973718791,97.79411764705883,1610612761,8,15,2025-12-05T00:48:04Z,590000,False,239.0,96.0,1,right,MISS J. Walter 25' 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
60,PT06M52.00S,2025-12-05T00:48:01.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,8,15,2025-12-05T00:48:04Z,600000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,
61,PT06M45.00S,2025-12-05T00:48:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,9.806176084099869,60.5392156862745,1610612747,8,15,2025-12-05T00:48:14Z,610000,False,-53.0,40.0,1,left,MISS L. James 6' driving floating bank Shot,[2544],1610612747.0,LAL,driving floating bank,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,6.6,Missed,,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2025-12-05T00:48:10.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,8,15,2025-12-05T00:48:14Z,620000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,,,
63,PT06M39.00S,2025-12-05T00:48:16.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1630572,90.3580814717477,48.28431372549019,1610612761,8,15,2025-12-05T00:48:21Z,630000,False,-9.0,38.0,1,right,MISS S. Mamukelashvili driving Hook,[1630572],1610612761.0,TOR,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
64,PT06M37.00S,2025-12-05T00:48:18.0Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,8,15,2025-12-05T00:48:21Z,640000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,63.0,2.0,1.0,1.0,,,,,,,,,,
65,PT06M30.00S,2025-12-05T00:48:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630559,31.750985545335087,40.931372549019606,1610612747,8,15,2025-12-05T00:48:30Z,650000,False,45.0,246.0,1,left,MISS A. Reaves 25' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
66,PT06M26.00S,2025-12-05T00:48:29.0Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,8,15,2025-12-05T00:48:30Z,660000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,
67,PT06M22.00S,2025-12-05T00:48:34.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,8,15,2025-12-05T00:48:34Z,670000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M22.00S,2025-12-05T00:51:00.0Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,8,15,2025-12-05T00:51:34Z,680000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M22.00S,2025-12-05T00:51:00.0Z,1,REGULAR,substitution,out,[],1629216,,,1610612761,8,15,2025-12-05T00:51:34Z,690000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M22.00S,2025-12-05T00:51:00.0Z,1,REGULAR,substitution,in,[],1642867,,,1610612761,8,15,2025-12-05T00:51:34Z,700000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M22.00S,2025-12-05T00:51:00.0Z,1,REGULAR,substitution,in,[],1631222,,,1610612761,8,15,2025-12-05T00:51:34Z,710000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2025-12-05T00:52:04.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642266,93.11760840998686,51.225490196078425,1610612761,10,15,2025-12-05T00:52:08Z,720000,False,6.0,12.0,1,right,J. Walter cutting DUNK (2 PTS) (C. Murray-Boyles 1 AST),"[1642266, 1642867]",1610612761.0,TOR,cutting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,1.36,Made,2.0,C. Murray-Boyles,1642867.0,1.0,,,,,,,,,,,,,,
74,PT06M05.00S,2025-12-05T00:52:18.7Z,1,REGULAR,foul,personal,[],1630193,,,1610612747,10,15,2025-12-05T00:52:25Z,740000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1631222]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2003.0,1.0,0.0,LaRavia,1631222.0
76,PT05M52.00S,2025-12-05T00:52:45.7Z,1,REGULAR,3pt,Jump Shot,[],1631222,10.200394218134035,2.696078431372549,1610612747,10,18,2025-12-05T00:52:50Z,760000,False,237.0,43.0,1,left,J. LaRavia 24' 3PT step back (3 PTS) (L. James 2 AST),"[1631222, 2544]",1610612747.0,LAL,step back,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,24.04,Made,3.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
78,PT05M35.00S,2025-12-05T00:53:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,92.9862023653088,53.92156862745098,1610612761,10,18,2025-12-05T00:59:11Z,780000,False,20.0,13.0,1,right,MISS S. Mamukelashvili driving Layup - blocked,"[1630572, 1629028]",1610612761.0,TOR,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,Ayton,1629028.0,,,,,,,,
79,PT05M35.00S,2025-12-05T00:53:01.8Z,1,REGULAR,block,,[],1629028,,,1610612761,10,18,2025-12-05T00:53:04Z,790000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M33.00S,2025-12-05T00:53:03.8Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,10,18,2025-12-05T00:53:05Z,800000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,,
