actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
85,PT05M41.00S,2025-11-27T00:55:27.2Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,13,12,2025-11-27T00:55:31Z,850000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,
86,PT05M36.00S,2025-11-27T00:55:32.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627742,82.34231274638634,43.872549019607845,1610612761,13,12,2025-11-27T00:55:39Z,860000,False,-31.0,113.0,1,right,MISS B. Ingram 11' fadeaway Shot,[1627742],1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,11.76,Missed,,,,,,,,,,,,,,,,,,
87,PT05M33.00S,2025-11-27T00:55:35.6Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612754,13,12,2025-11-27T00:55:39Z,870000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,
88,PT05M26.00S,2025-11-27T00:55:42.1Z,1,REGULAR,3pt,Jump Shot,[],1630643,31.750985545335087,59.55882352941176,1610612754,13,12,2025-11-27T00:55:46Z,880000,False,-48.0,246.0,1,left,MISS J. Huff 25' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,25.06,Missed,,,,,,,,,,,,,,,,,,
89,PT05M23.00S,2025-11-27T00:55:45.1Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,13,12,2025-11-27T00:55:46Z,890000,False,,,0,,G. Dick REBOUND (Off:1 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,,,,88.0,2.0,1.0,1.0,,,,,,,,,,,,,
90,PT05M07.00S,2025-11-27T00:56:01.2Z,1,REGULAR,3pt,Jump Shot,[],1630572,70.12155059132719,25.49019607843137,1610612761,13,12,2025-11-27T00:56:05Z,900000,False,-123.0,228.0,1,right,MISS S. Mamukelashvili 25' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
91,PT05M05.00S,2025-11-27T00:56:03.2Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,13,12,2025-11-27T00:56:05Z,910000,False,,,0,,J. Walker REBOUND (Off:1 Def:3),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,90.0,4.0,3.0,1.0,,,,,,,,,,,,,
92,PT04M58.00S,2025-11-27T00:56:14.3Z,1,REGULAR,foul,personal,['2freethrow'],1630572,,,1610612754,13,12,2025-11-27T00:56:33Z,920000,False,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Walker 2 FT),"[1630572, 1641716]",1610612761.0,TOR,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,1.0,0.0,Walker,1641716.0,,,,,,,,
94,PT04M58.00S,2025-11-27T00:56:49.5Z,1,REGULAR,freethrow,1 of 2,[],1641716,,,1610612754,13,13,2025-11-27T00:56:49Z,940000,False,,,0,,J. Walker Free Throw 1 of 2 (7 PTS),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
95,PT04M58.00S,2025-11-27T00:56:50.5Z,1,REGULAR,substitution,out,[],1630193,,,1610612754,13,13,2025-11-27T00:56:56Z,950000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M58.00S,2025-11-27T00:56:50.5Z,1,REGULAR,substitution,in,[],1642347,,,1610612754,13,13,2025-11-27T00:56:56Z,960000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M58.00S,2025-11-27T00:56:50.5Z,1,REGULAR,substitution,out,[],1631097,,,1610612754,13,13,2025-11-27T00:57:10Z,970000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M58.00S,2025-11-27T00:56:50.5Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,13,13,2025-11-27T00:57:10Z,980000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M58.00S,2025-11-27T00:57:14.5Z,1,REGULAR,freethrow,2 of 2,[],1641716,,,1610612754,13,14,2025-11-27T00:57:14Z,990000,False,,,0,,J. Walker Free Throw 2 of 2 (8 PTS),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
100,PT04M38.00S,2025-11-27T00:57:37.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,84.57621550591328,57.84313725490197,1610612761,15,14,2025-11-27T00:57:43Z,1000000,False,39.0,92.0,1,right,B. Ingram 10' fadeaway Jump Shot (4 PTS),[1627742],1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,10.05,Made,4.0,,,,,,,,,,,,,,,,,
101,PT04M22.00S,2025-11-27T00:57:52.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,10.85742444152431,44.6078431372549,1610612754,15,16,2025-11-27T00:57:58Z,1010000,False,27.0,50.0,1,left,J. Robinson-Earl finger roll Layup (2 PTS) (A. Nembhard 2 AST),"[1630526, 1629614]",1610612754.0,IND,finger roll,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,2.0,,,,,,,,,,,,,A. Nembhard,1629614.0,2.0,,
103,PT04M05.00S,2025-11-27T00:58:09.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642266,88.51839684625493,50.0,1610612761,15,16,2025-11-27T00:58:15Z,1030000,False,0.0,55.0,1,right,MISS J. Walter Hook,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,,,,,,,,,,,,,,
104,PT04M04.00S,2025-11-27T00:58:10.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,15,16,2025-11-27T00:58:23Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,103.0,,,,,,,,,,,,,,,,
106,PT04M04.00S,2025-11-27T00:58:22.2Z,1,REGULAR,substitution,out,[],1641716,,,1610612761,15,16,2025-11-27T00:58:25Z,1060000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M04.00S,2025-11-27T00:58:22.2Z,1,REGULAR,substitution,in,[],1631097,,,1610612761,15,16,2025-11-27T00:58:25Z,1070000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M58.00S,2025-11-27T00:58:50.1Z,1,REGULAR,turnover,traveling,[],1627742,,,1610612761,15,16,2025-11-27T00:58:55Z,1080000,False,,,0,,B. Ingram traveling TURNOVER (1 TO),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,,,201245.0,,,,,1.0,,,,,,,
109,PT03M58.00S,2025-11-27T00:59:03.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,15,16,2025-11-27T00:59:03Z,1090000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M58.00S,2025-11-27T00:59:05.1Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,15,16,2025-11-27T01:01:50Z,1100000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M58.00S,2025-11-27T00:59:05.1Z,1,REGULAR,substitution,in,[],204456,,,1610612754,15,16,2025-11-27T01:01:50Z,1110000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2025-11-27T01:02:06.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204456,30.436925098554536,73.77450980392157,1610612754,15,16,2025-11-27T01:02:13Z,1120000,False,-119.0,234.0,1,left,MISS T. McConnell 26' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
113,PT03M41.00S,2025-11-27T01:02:10.3Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,15,16,2025-11-27T01:02:13Z,1130000,False,,,0,,G. Dick REBOUND (Off:1 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,,112.0,3.0,2.0,1.0,,,,,,,,,,,,,
114,PT03M30.00S,2025-11-27T01:02:21.5Z,1,REGULAR,3pt,Jump Shot,[],1630572,67.23061760840999,68.62745098039215,1610612761,15,16,2025-11-27T01:02:26Z,1140000,False,93.0,256.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,27.19,Missed,,,,,,,,,,,,,,,,,,
115,PT03M27.00S,2025-11-27T01:02:24.5Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,15,16,2025-11-27T01:02:26Z,1150000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,
116,PT03M17.00S,2025-11-27T01:02:34.0Z,1,REGULAR,turnover,bad pass,[],204456,,,1610612754,15,16,2025-11-27T01:02:38Z,1160000,False,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 1627742]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Ingram,1627742.0,,,,,
117,PT03M17.00S,2025-11-27T01:02:34.0Z,1,REGULAR,steal,,[],1627742,,,1610612761,15,16,2025-11-27T01:02:36Z,1170000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT03M13.00S,2025-11-27T01:02:38.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641711,94.56307490144546,2.941176470588235,1610612761,15,16,2025-11-27T01:02:43Z,1180000,False,-235.0,-1.0,1,right,MISS G. Dick running 3PT,[1641711],1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
119,PT03M10.00S,2025-11-27T01:02:41.2Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612754,15,16,2025-11-27T01:02:43Z,1190000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,,,,118.0,2.0,2.0,0.0,,,,,,,,,,,,,
120,PT02M55.00S,2025-11-27T01:02:55.8Z,1,REGULAR,turnover,bad pass,[],1630526,,,1610612754,15,16,2025-11-27T01:02:59Z,1200000,False,,,0,,J. Robinson-Earl bad pass TURNOVER (1 TO),"[1630526, 1641711]",1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Dick,1641711.0,,,,,
121,PT02M55.00S,2025-11-27T01:02:55.8Z,1,REGULAR,steal,,[],1641711,,,1610612761,15,16,2025-11-27T01:02:57Z,1210000,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
122,PT02M53.00S,2025-11-27T01:02:58.6Z,1,REGULAR,turnover,bad pass,[],1641711,,,1610612761,15,16,2025-11-27T01:03:02Z,1220000,False,,,0,,G. Dick bad pass TURNOVER (1 TO),"[1641711, 1631097]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Mathurin,1631097.0,,,,,
123,PT02M53.00S,2025-11-27T01:02:58.6Z,1,REGULAR,steal,,[],1631097,,,1610612754,15,16,2025-11-27T01:03:01Z,1230000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
125,PT02M43.00S,2025-11-27T01:03:29.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204456,28.465834428383708,20.34313725490196,1610612754,15,16,2025-11-27T01:03:34Z,1250000,False,148.0,215.0,1,left,MISS T. McConnell 26' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2025-11-27T01:03:32.8Z,1,REGULAR,rebound,defensive,[],1642266,,,1610612761,15,16,2025-11-27T01:03:34Z,1260000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT02M24.00S,2025-11-27T01:03:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.38042049934296,52.450980392156865,1610612761,17,16,2025-11-27T01:03:54Z,1270000,False,12.0,10.0,1,right,B. Ingram driving Layup (6 PTS) (J. Shead 1 AST),"[1627742, 1642347]",1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.57,Made,6.0,,,,,,,,,,,,,J. Shead,1642347.0,1.0,,
129,PT02M07.00S,2025-11-27T01:04:05.7Z,1,REGULAR,3pt,Jump Shot,[],204456,32.802233902759525,53.92156862745098,1610612754,17,16,2025-11-27T01:04:11Z,1290000,False,-20.0,256.0,1,left,MISS T. McConnell 25' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
130,PT02M06.00S,2025-11-27T01:04:06.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,17,16,2025-11-27T01:04:11Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,129.0,,,,,,,,,,,,,,,,
132,PT02M06.00S,2025-11-27T01:04:12.0Z,1,REGULAR,substitution,out,[],1627742,,,1610612754,17,16,2025-11-27T01:04:17Z,1320000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M06.00S,2025-11-27T01:04:12.0Z,1,REGULAR,substitution,out,[],1630526,,,1610612754,17,16,2025-11-27T01:04:17Z,1330000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M06.00S,2025-11-27T01:04:12.0Z,1,REGULAR,substitution,in,[],1630567,,,1610612754,17,16,2025-11-27T01:04:17Z,1340000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M06.00S,2025-11-27T01:04:12.0Z,1,REGULAR,substitution,in,[],1627783,,,1610612754,17,16,2025-11-27T01:04:17Z,1350000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M06.00S,2025-11-27T01:04:12.0Z,1,REGULAR,substitution,out,[],1631097,,,1610612754,17,16,2025-11-27T01:04:27Z,1360000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M06.00S,2025-11-27T01:04:12.0Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,17,16,2025-11-27T01:04:27Z,1370000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M01.00S,2025-11-27T01:04:43.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627783,19.530223390275953,57.107843137254896,1610612754,17,18,2025-11-27T01:04:49Z,1380000,False,-36.0,131.0,1,left,P. Siakam 13' Jump Shot (4 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,13.58,Made,4.0,,,,,,,,,,,,,,,,,
139,PT01M48.00S,2025-11-27T01:04:56.5Z,1,REGULAR,3pt,Jump Shot,[],1641711,71.82982917214193,79.41176470588235,1610612761,17,18,2025-11-27T01:05:01Z,1390000,False,147.0,212.0,1,right,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
140,PT01M45.00S,2025-11-27T01:04:59.5Z,1,REGULAR,rebound,defensive,[],1630643,,,1610612754,17,18,2025-11-27T01:05:01Z,1400000,False,,,0,,J. Huff REBOUND (Off:0 Def:1),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Right Center,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,
141,PT01M34.00S,2025-11-27T01:05:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,8.360709592641262,45.588235294117645,1610612754,17,18,2025-11-27T01:05:15Z,1410000,False,22.0,26.0,1,left,MISS J. Walker Layup - blocked,"[1641716, 1641711]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,Dick,1641711.0
142,PT01M34.00S,2025-11-27T01:05:10.6Z,1,REGULAR,block,,[],1641711,,,1610612754,17,18,2025-11-27T01:05:13Z,1420000,False,,,0,,G. Dick BLOCK (1 BLK),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT01M32.00S,2025-11-27T01:05:12.6Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,17,18,2025-11-27T01:05:15Z,1430000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,141.0,2.0,2.0,0.0,,,,,,,,,,,,,
144,PT01M32.00S,2025-11-27T01:05:15.9Z,1,REGULAR,foul,personal,['2freethrow'],1630643,,,1610612761,17,18,2025-11-27T01:05:23Z,1440000,False,,,0,,J. Huff shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630643, 1630567]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,1.0,0.0,Barnes,1630567.0,,,,,,,,
146,PT01M32.00S,2025-11-27T01:05:41.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630567,,,1610612761,18,18,2025-11-27T01:05:41Z,1460000,False,,,0,,S. Barnes Free Throw 1 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
147,PT01M32.00S,2025-11-27T01:05:42.0Z,1,REGULAR,substitution,out,[],1642266,,,1610612761,18,18,2025-11-27T01:05:49Z,1470000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M32.00S,2025-11-27T01:05:42.0Z,1,REGULAR,substitution,out,[],1630572,,,1610612761,18,18,2025-11-27T01:05:49Z,1480000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M32.00S,2025-11-27T01:05:42.0Z,1,REGULAR,substitution,in,[],1630193,,,1610612761,18,18,2025-11-27T01:05:49Z,1490000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M32.00S,2025-11-27T01:05:42.0Z,1,REGULAR,substitution,in,[],1627751,,,1610612761,18,18,2025-11-27T01:05:49Z,1500000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M32.00S,2025-11-27T01:06:12.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630567,,,1610612761,19,18,2025-11-27T01:06:12Z,1510000,False,,,0,,S. Barnes Free Throw 2 of 2 (8 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
152,PT01M15.00S,2025-11-27T01:06:31.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612754,19,18,2025-11-27T01:06:41Z,1520000,False,,,0,,J. Shead personal FOUL (1 PF) (Huff 2 FT),"[1642347, 1630643]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,1.0,0.0,Huff,1630643.0,,,,,,,,
154,PT01M15.00S,2025-11-27T01:07:01.9Z,1,REGULAR,freethrow,1 of 2,[],1630643,,,1610612754,19,19,2025-11-27T01:07:01Z,1540000,False,,,0,,J. Huff Free Throw 1 of 2 (1 PTS),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
155,PT01M15.00S,2025-11-27T01:07:21.8Z,1,REGULAR,freethrow,2 of 2,[],1630643,,,1610612754,19,20,2025-11-27T01:07:21Z,1550000,False,,,0,,J. Huff Free Throw 2 of 2 (2 PTS),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
156,PT00M59.20S,2025-11-27T01:07:41.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204456,,,1610612761,19,20,2025-11-27T01:07:56Z,1560000,False,,,0,,T. McConnell personal FOUL (1 PF) (Shead 2 FT),"[204456, 1642347]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Center,,,,,,,,2004.0,1.0,0.0,Shead,1642347.0,,,,,,,,
158,PT00M59.20S,2025-11-27T01:08:18.6Z,1,REGULAR,freethrow,1 of 2,[],1642347,,,1610612761,20,20,2025-11-27T01:08:18Z,1580000,False,,,0,,J. Shead Free Throw 1 of 2 (1 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
159,PT00M59.20S,2025-11-27T01:08:34.9Z,1,REGULAR,freethrow,2 of 2,[],1642347,,,1610612761,21,20,2025-11-27T01:08:34Z,1590000,False,,,0,,J. Shead Free Throw 2 of 2 (2 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
160,PT00M41.20S,2025-11-27T01:08:54.2Z,1,REGULAR,2pt,Jump Shot,[],204456,15.062417871222076,23.284313725490197,1610612754,21,22,2025-11-27T01:08:58Z,1600000,False,134.0,89.0,1,left,T. McConnell 16' pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,16.06,Made,2.0,,,,,,,,,,,,,,,,,
161,PT00M31.60S,2025-11-27T01:09:05.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,81.8166885676741,40.44117647058824,1610612761,21,22,2025-11-27T01:09:12Z,1610000,False,-48.0,118.0,1,right,MISS I. Quickley 12' step back Shot,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,12.77,Missed,,,,,,,,,,,,,,,,,,
162,PT00M28.00S,2025-11-27T01:09:09.3Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,21,22,2025-11-27T01:09:12Z,1620000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,
163,PT00M20.50S,2025-11-27T01:09:16.8Z,1,REGULAR,3pt,Jump Shot,[],1641716,24.78646517739816,15.686274509803921,1610612754,21,25,2025-11-27T01:09:21Z,1630000,False,172.0,180.0,1,left,J. Walker 24' 3PT  (11 PTS) (T. McConnell 1 AST),"[1641716, 204456]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,24.91,Made,11.0,,,,,,,,,,,,,T. McConnell,204456.0,1.0,,
165,PT00M02.70S,2025-11-27T01:09:39.3Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,21,25,2025-11-27T01:09:43Z,1650000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1641716]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Walker,1641716.0,,,,,
166,PT00M02.70S,2025-11-27T01:09:39.3Z,1,REGULAR,steal,,[],1641716,,,1610612754,21,25,2025-11-27T01:09:41Z,1660000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
